START-OF-LOG: 3.0
CONTEST: ARRL-VHF-JAN
LOCATION: SDG
CALLSIGN: AF6GM
CATEGORY-MODE: MIXED
CATEGORY-BAND: VHF-FM-ONLY
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CREATED-BY: CABCONVERTER 2.05, CONTEST RECIPE VERSION 1.01, BY NE1RD
CLUB: SDGARES
HQ-CATEGORY: Single Operator, FM Only
HQ-GRID-LOCATOR: DM12KV
QSO: 144 FM 2022-01-17 0328 AF6GM DM12 K6MJD/R DM12
QSO: 432 FM 2022-01-17 0311 AF6GM DM12 KD6EFQ/R DM12
QSO: 144 FM 2022-01-17 0305 AF6GM DM12 KN6RNJ DM04
QSO: 144 FM 2022-01-17 0048 AF6GM DM12 KW4XK/R DM03
QSO: 432 FM 2022-01-17 0013 AF6GM DM12 N6CY DM12
QSO: 144 FM 2022-01-17 0012 AF6GM DM12 N6CY DM12
QSO: 432 FM 2022-01-16 2356 AF6GM DM12 N6UTC/R DM03
QSO: 144 FM 2022-01-16 2349 AF6GM DM12 N6UTC/R DM03
QSO: 50 FM 2022-01-16 1936 AF6GM DM12 N6UTC/R DM12
QSO: 432 FM 2022-01-16 1936 AF6GM DM12 N6UTC/R DM12
QSO: 144 FM 2022-01-16 1935 AF6GM DM12 N6UTC/R DM12
QSO: 432 FM 2022-01-16 1723 AF6GM DM12 N7DA/R DM12
QSO: 144 FM 2022-01-16 1722 AF6GM DM12 N7DA/R DM12
QSO: 432 FM 2022-01-16 0231 AF6GM DM12 K1CT DM12
QSO: 144 FM 2022-01-16 0229 AF6GM DM12 K1CT DM12
QSO: 432 FM 2022-01-16 0224 AF6GM DM12 KM6LKP DM12
QSO: 144 FM 2022-01-16 0224 AF6GM DM12 KM6LKP DM12
QSO: 50 FM 2022-01-16 0047 AF6GM DM12 K4DJN DM13
QSO: 50 FM 2022-01-16 0047 AF6GM DM12 W6THC DM13
QSO: 50 FM 2022-01-16 0046 AF6GM DM12 AA4CD DM13
QSO: 50 FM 2022-01-16 0045 AF6GM DM12 K4DJN DM13
QSO: 50 FM 2022-01-16 0045 AF6GM DM12 W6THC DM13
QSO: 50 FM 2022-01-16 0044 AF6GM DM12 AA4CD DM13
QSO: 50 FM 2022-01-16 0043 AF6GM DM12 K4DJN DM13
QSO: 50 FM 2022-01-16 0043 AF6GM DM12 W6THC DM13
QSO: 50 FM 2022-01-16 0041 AF6GM DM12 AA4CD DM13
QSO: 144 FM 2022-01-16 0020 AF6GM DM12 W6ZAR DM12
QSO: 432 FM 2022-01-16 0018 AF6GM DM12 W6ZAR DM12
QSO: 144 FM 2022-01-16 0011 AF6GM DM12 W6OLL DM12
QSO: 432 FM 2022-01-16 0007 AF6GM DM12 K6IET DM13
QSO: 144 FM 2022-01-16 0006 AF6GM DM12 K6IET DM13
QSO: 50 FM 2022-01-16 0002 AF6GM DM12 KK6WLD DM12
QSO: 432 FM 2022-01-15 2358 AF6GM DM12 KK6WLD DM12
QSO: 144 FM 2022-01-15 2358 AF6GM DM12 AJ6JE DM12
QSO: 144 FM 2022-01-15 2357 AF6GM DM12 KK6WLD DM12
QSO: 432 FM 2022-01-15 2355 AF6GM DM12 AJ6JE DM12
QSO: 50 FM 2022-01-15 2335 AF6GM DM12 KJ6NKD DM12
QSO: 50 FM 2022-01-15 2332 AF6GM DM12 N6ZE/R DM04
QSO: 50 FM 2022-01-15 2326 AF6GM DM12 KM6ZQB DM12
QSO: 50 FM 2022-01-15 2310 AF6GM DM12 N7DA/R DM13
QSO: 432 FM 2022-01-15 2307 AF6GM DM12 N7DA/R DM13
QSO: 144 FM 2022-01-15 2307 AF6GM DM12 N7DA/R DM13
QSO: 432 FM 2022-01-15 2038 AF6GM DM12 W6KSR DM12
QSO: 144 FM 2022-01-15 2036 AF6GM DM12 W6KSR DM12
QSO: 144 FM 2022-01-15 2032 AF6GM DM12 KI6RF DM12
QSO: 144 FM 2022-01-15 2023 AF6GM DM12 N6VI DM04
QSO: 432 FM 2022-01-15 2020 AF6GM DM12 N6ZE/R DM04
QSO: 144 FM 2022-01-15 2016 AF6GM DM12 N6ZE/R DM04
QSO: 144 FM 2022-01-15 2014 AF6GM DM12 K6RJF DM12
QSO: 50 FM 2022-01-15 2008 AF6GM DM12 K6RJF DM12
QSO: 144 FM 2022-01-15 2001 AF6GM DM12 KD6EFQ/R DM12
QSO: 50 FM 2022-01-15 1958 AF6GM DM12 KM6ZPO DM13
QSO: 432 FM 2022-01-15 1951 AF6GM DM12 KM6ZQB DM12
QSO: 144 FM 2022-01-15 1954 AF6GM DM12 KM6ZQB DM12
QSO: 432 FM 2022-01-15 1944 AF6GM DM12 K6GP/R DM03
QSO: 144 FM 2022-01-15 1944 AF6GM DM12 K6GP/R DM03
QSO: 432 FM 2022-01-15 2011 AF6GM DM12 K6RJF DM12
QSO: 144 FM 2022-01-15 1915 AF6GM DM12 KN6GFZ DM12
END-OF-LOG:
