START-OF-LOG: 3.0
CATEGORY: Single-OP low
CONTEST: WAE RTTY
CALLSIGN: JA1IE
CLAIMED-SCORE: 3920
OPERATORS: JA1IE
CREATED-BY: RTCL PRINT 3.3.4 by JK1IQK, modified by DXHF upload.
QSO: 14000 RY 2019-11-09 0046 JA1IE         599   0001 YC6RMT        599   0009
QSO: 14000 RY 2019-11-09 0048 JA1IE         599   0002 4D3X          599   0032
QSO: 14000 RY 2019-11-09 0106 JA1IE         599   0003 ZL3X          599   0003
QSO: 14000 RY 2019-11-09 0112 JA1IE         599   0004 JA6ZPR        599   0049
QSO: 14000 RY 2019-11-09 0213 JA1IE         599   0005 UA0JGI        599   0028
QSO: 14000 RY 2019-11-09 0232 JA1IE         599   0006 RK0UT         599   0021
QSO: 14000 RY 2019-11-09 0235 JA1IE         599   0007 YB6DE         599   0027
QSO: 21000 RY 2019-11-09 0358 JA1IE         599   0008 RD0A          599   0110
QSO: 21000 RY 2019-11-09 0432 JA1IE         599   0009 BV2A/3        599   0056
QSO: 21000 RY 2019-11-09 0433 JA1IE         599   0010 VK3JA         599   0031
QSO:  7000 RY 2019-11-09 1009 JA1IE         599   0011 WQ5OO         599   0407
QSO:  7000 RY 2019-11-09 1010 JA1IE         599   0012 JH6QIL        599   0030
QSO:  7000 RY 2019-11-09 1012 JA1IE         599   0013 JH4UYB        599   0228
QSO:  7000 RY 2019-11-09 1016 JA1IE         599   0014 W7ZR          599   0102
QSO:  7000 RY 2019-11-09 1018 JA1IE         599   0015 WN6K          599   0079
QSO:  7000 RY 2019-11-09 1023 JA1IE         599   0016 K5KC          599   0050
QSO:  7000 RY 2019-11-09 1105 JA1IE         599   0017 YC6RMT        599   0087
QSO:  7000 RY 2019-11-09 1237 JA1IE         599   0018 W0LSD         599   0230
QSO:  7000 RY 2019-11-09 1241 JA1IE         599   0019 RA0ACM        599   0203
QSO: 14000 RY 2019-11-10 0029 JA1IE         599   0020 BV2A/3        599   0138
QSO: 14000 RY 2019-11-10 0108 JA1IE         599   0021 RD0A          599   0479
QSO: 14000 RY 2019-11-10 0109 JA1IE         599   0022 7N2UQC        599   0106
QSO: 14000 RY 2019-11-10 0219 JA1IE         599   0023 BA5HAM        599   0O75
QSO: 21000 RY 2019-11-10 0446 JA1IE         599   0024 RA3Y          599   0147
QSO:  7000 RY 2019-11-10 1013 JA1IE         599   0025 DS5DNO        599   0009
QSO:  7000 RY 2019-11-10 1020 JA1IE         599   0026 DU1JM         599   0207
QSO:  7000 RY 2019-11-10 1035 JA1IE         599   0027 JI1FLB        599   0092
QSO:  7000 RY 2019-11-10 1036 JA1IE         599   0028 7L4IOU        599   0043
QSO:  7000 RY 2019-11-10 1038 JA1IE         599   0029 JA1AYO        599   0062
QSO:  7000 RY 2019-11-10 1057 JA1IE         599   0030 7N2UQC        599   0150
QSO:  7000 RY 2019-11-10 1141 JA1IE         599   0031 OH8WW         599   0677
QSO:  7000 RY 2019-11-10 1147 JA1IE         599   0032 RM0W          599   0257
QSO: 14000 RY 2019-11-10 2131 JA1IE         599   0033 VE7IO         599   0233
QSO: 14000 RY 2019-11-10 2220 JA1IE         599   0034 VE3CX         599   0568
QSO: 14000 RY 2019-11-10 2222 JA1IE         599   0035 W3LL          599   1149
QSO: 14000 RY 2019-11-10 2224 JA1IE         599   0036 W7OM          599   0192
QSO: 14000 RY 2019-11-10 2300 JA1IE         599   0037 YB8RW         599   0149
QSO: 14000 RY 2019-11-10 2304 JA1IE         599   0038 BU2BE         599   0099
QSO: 14000 RY 2019-11-10 2308 JA1IE         599   0039 KL7SB         599   0603
QSO: 14000 RY 2019-11-10 2310 JA1IE         599   0040 VE5MX         599   0710
END-OF-LOG:
