START-OF-LOG: 2.0
CATEGORY: Multi-OP
CONTEST: WAE RTTY
ARRL-SECTION: MDC
CALLSIGN: K3MTR
CLUB: POTOMAC VALLEY RADIO CLUB
CLAIMED-SCORE: 993234
OPERATORS: AC3BU K3MTR WA3EKL K0OO KB3IKC ND3D KA6PNL KB3VQC K6ZO N3DPB
QTC: 14092 RY 2019-11-09 1444 K3MTR         5/10       YL2CI         0558 DK1AX         0022
QTC: 14092 RY 2019-11-09 1444 K3MTR         5/10       YL2CI         0559 US5QUB        0036
QTC: 14092 RY 2019-11-09 1444 K3MTR         5/10       YL2CI         0559 EN5V          0117
QSO: 14092 RY 2019-11-09 1445 K3MTR         599 0212   DF3EH         599 0033
QSO: 14093 RY 2019-11-09 1447 K3MTR         599 0213   G0HDV         599 0208
QTC: 14093 RY 2019-11-09 1450 G0HDV         5/10       K3MTR         0146 N2BJ          0071
QTC: 14093 RY 2019-11-09 1450 G0HDV         5/10       K3MTR         0148 F6AGM         0097
QTC: 14093 RY 2019-11-09 1450 G0HDV         5/10       K3MTR         0149 VE1OP         0089
QTC: 14093 RY 2019-11-09 1450 G0HDV         5/10       K3MTR         0151 WQ5OO         0136
QTC: 14093 RY 2019-11-09 1450 G0HDV         5/10       K3MTR         0156 W0LSD         0090
QTC: 14093 RY 2019-11-09 1450 G0HDV         5/10       K3MTR         0157 KI6DY/0       0072
QTC: 14093 RY 2019-11-09 1450 G0HDV         5/10       K3MTR         0201 E79Q          0003
QTC: 14093 RY 2019-11-09 1450 G0HDV         5/10       K3MTR         0205 VE3NFN        0020
QTC: 14093 RY 2019-11-09 1450 G0HDV         5/10       K3MTR         0210 W4GKM         0055
QTC: 14093 RY 2019-11-09 1450 G0HDV         5/10       K3MTR         0211 N1IXF         0070
QSO: 14094 RY 2019-11-09 1451 K3MTR         599 0214   PA3EVY        599 0234
QSO: 14128 RY 2019-11-09 1456 K3MTR         599 0215   DL7VOG        599 0151
QTC: 14128 RY 2019-11-09 1459 DL7VOG        6/10       K3MTR         0211 VA7KO         0056
QTC: 14128 RY 2019-11-09 1459 DL7VOG        6/10       K3MTR         0213 HB9CAT        0063
QTC: 14128 RY 2019-11-09 1459 DL7VOG        6/10       K3MTR         0214 WR7Q          0030
QTC: 14128 RY 2019-11-09 1459 DL7VOG        6/10       K3MTR         0215 WB8JUI        0027
QTC: 14128 RY 2019-11-09 1459 DL7VOG        6/10       K3MTR         0216 W4PK          0138
QTC: 14128 RY 2019-11-09 1459 DL7VOG        6/10       K3MTR         0218 V31FI         0050
QTC: 14128 RY 2019-11-09 1459 DL7VOG        6/10       K3MTR         0220 GW0A          0107
QTC: 14128 RY 2019-11-09 1459 DL7VOG        6/10       K3MTR         0224 DH8WR         0067
QTC: 14128 RY 2019-11-09 1459 DL7VOG        6/10       K3MTR         0224 OK2CLW        0084
QTC: 14128 RY 2019-11-09 1459 DL7VOG        6/10       K3MTR         0226 N5RZ          0012
QSO: 14128 RY 2019-11-09 1500 K3MTR         599 0216   DM7W          599 0106
QSO: 14128 RY 2019-11-09 1502 K3MTR         599 0217   IW1CBG        599 0036
QSO: 14132 RY 2019-11-09 1504 K3MTR         599 0218   VE3CX         599 0235
QSO: 14123 RY 2019-11-09 1506 K3MTR         599 0219   DJ2GMS        599 0074
QSO: 14123 RY 2019-11-09 1506 K3MTR         599 0220   EV1R          599 0435
QTC: 14123 RY 2019-11-09 1507 EV1R          7/10       K3MTR         0227 K2NV          0075
QTC: 14123 RY 2019-11-09 1507 EV1R          7/10       K3MTR         0228 AE1EZ         0032
QTC: 14123 RY 2019-11-09 1507 EV1R          7/10       K3MTR         0228 K9OM          0137
QTC: 14123 RY 2019-11-09 1507 EV1R          7/10       K3MTR         0229 KO7SS         0129
QTC: 14123 RY 2019-11-09 1507 EV1R          7/10       K3MTR         0230 VA7KO         0068
QTC: 14123 RY 2019-11-09 1507 EV1R          7/10       K3MTR         0230 K7OM          0030
QTC: 14123 RY 2019-11-09 1507 EV1R          7/10       K3MTR         0230 VE3PJ         0013
QTC: 14123 RY 2019-11-09 1507 EV1R          7/10       K3MTR         0230 KB8O          0046
QTC: 14123 RY 2019-11-09 1507 EV1R          7/10       K3MTR         0231 N7WY          0101
QTC: 14123 RY 2019-11-09 1507 EV1R          7/10       K3MTR         0233 W3LL          0063
QSO: 14123 RY 2019-11-09 1508 K3MTR         599 0221   OK4GP         599 0044
QSO: 14123 RY 2019-11-09 1508 K3MTR         599 0222   KG4IGC        599 0081
QSO: 14123 RY 2019-11-09 1509 K3MTR         599 0223   EU1DX         599 0200
QSO: 14123 RY 2019-11-09 1510 K3MTR         599 0224   LX7I          599 0612
QSO: 14123 RY 2019-11-09 1513 K3MTR         599 0225   DH6BH         599 0146
QTC: 14123 RY 2019-11-09 1514 DH6BH         8/10       K3MTR         0233 CO6RD         0066
QTC: 14123 RY 2019-11-09 1514 DH6BH         8/10       K3MTR         0235 W4UEF         0034
QTC: 14123 RY 2019-11-09 1514 DH6BH         8/10       K3MTR         0237 WB9TFH        0007
QTC: 14123 RY 2019-11-09 1514 DH6BH         8/10       K3MTR         0238 VE2CSM        0057
QTC: 14123 RY 2019-11-09 1514 DH6BH         8/10       K3MTR         0238 YV4ABR        0022
QTC: 14123 RY 2019-11-09 1514 DH6BH         8/10       K3MTR         0240 PY4XX         0041
QTC: 14123 RY 2019-11-09 1514 DH6BH         8/10       K3MTR         0241 S53X          0023
QTC: 14123 RY 2019-11-09 1514 DH6BH         8/10       K3MTR         0242 K4BX          0037
QTC: 14123 RY 2019-11-09 1514 DH6BH         8/10       K3MTR         0242 MN0M          0084
QTC: 14123 RY 2019-11-09 1514 DH6BH         8/10       K3MTR         0243 W8LYJ         0027
QSO: 14123 RY 2019-11-09 1514 K3MTR         599 0226   9A7T          599 0314
QTC: 14123 RY 2019-11-09 1515 K3MTR         17/10      9A7T          0654 ON4BHQ        0009
QTC: 14123 RY 2019-11-09 1515 K3MTR         17/10      9A7T          0655 EC6DX         0045
QTC: 14123 RY 2019-11-09 1515 K3MTR         17/10      9A7T          0700 GM7TUD        0016
QTC: 14123 RY 2019-11-09 1515 K3MTR         17/10      9A7T          0703 LY6A          0202
QTC: 14123 RY 2019-11-09 1516 K3MTR         17/10      9A7T          0705 EA8DED        0127
QTC: 14123 RY 2019-11-09 1516 K3MTR         17/10      9A7T          0717 JH5MXB        0039
QTC: 14123 RY 2019-11-09 1516 K3MTR         17/10      9A7T          0720 JA6ZPR        0105
QTC: 14123 RY 2019-11-09 1516 K3MTR         17/10      9A7T          0726 OZ11A         0094
QTC: 14123 RY 2019-11-09 1516 K3MTR         17/10      9A7T          0728 R3BB          0112
QTC: 14123 RY 2019-11-09 1516 K3MTR         17/10      9A7T          0729 UT4RZ         0021
QSO: 14123 RY 2019-11-09 1516 K3MTR         599 0227   DK2LO         599 0081
QSO: 14123 RY 2019-11-09 1517 K3MTR         599 0228   DL5ANS        599 0067
QTC: 14123 RY 2019-11-09 1518 DL5ANS        9/10       K3MTR         0248 NC4MI         0082
QTC: 14123 RY 2019-11-09 1518 DL5ANS        9/10       K3MTR         0249 YO6BHN        0084
QTC: 14123 RY 2019-11-09 1518 DL5ANS        9/10       K3MTR         0251 N8AID         0030
QTC: 14123 RY 2019-11-09 1518 DL5ANS        9/10       K3MTR         0252 VA3TTB        0041
QTC: 14123 RY 2019-11-09 1518 DL5ANS        9/10       K3MTR         0253 XE2AU         0016
QTC: 14123 RY 2019-11-09 1518 DL5ANS        9/10       K3MTR         0253 N4CW          0084
QTC: 14123 RY 2019-11-09 1518 DL5ANS        9/10       K3MTR         0256 W3FIZ         0110
QTC: 14123 RY 2019-11-09 1518 DL5ANS        9/10       K3MTR         0258 KC8GCR        0025
QTC: 14123 RY 2019-11-09 1518 DL5ANS        9/10       K3MTR         0258 9A6TT         0012
QTC: 14123 RY 2019-11-09 1518 DL5ANS        9/10       K3MTR         0300 K1MK          0130
QSO: 14123 RY 2019-11-09 1518 K3MTR         599 0230   DK2CC         599 0033
QSO: 14123 RY 2019-11-09 1519 K3MTR         599 0231   OM8K          599 0165
QTC: 14123 RY 2019-11-09 1521 OM8K          10/10      K3MTR         0302 K2QB          0062
QTC: 14123 RY 2019-11-09 1521 OM8K          10/10      K3MTR         0303 PA3EVY        0003
QTC: 14123 RY 2019-11-09 1521 OM8K          10/10      K3MTR         0305 S51A          0159
QTC: 14123 RY 2019-11-09 1521 OM8K          10/10      K3MTR         0307 NS2N          0046
QTC: 14123 RY 2019-11-09 1521 OM8K          10/10      K3MTR         0308 N2BJ          0114
QTC: 14123 RY 2019-11-09 1521 OM8K          10/10      K3MTR         0308 VE2BVV        0081
QTC: 14123 RY 2019-11-09 1521 OM8K          10/10      K3MTR         0309 K3HP          0041
QTC: 14123 RY 2019-11-09 1521 OM8K          10/10      K3MTR         0311 K2YG          0024
QTC: 14123 RY 2019-11-09 1521 OM8K          10/10      K3MTR         0313 AI0Y/9        0100
QTC: 14123 RY 2019-11-09 1521 OM8K          10/10      K3MTR         0314 K3YP          0005
QSO: 14123 RY 2019-11-09 1522 K3MTR         599 0232   OH8WR         599 0044
QTC: 14123 RY 2019-11-09 1523 OH8WR         11/10      K3MTR         0314 WA3ZSC        0027
QTC: 14123 RY 2019-11-09 1523 OH8WR         11/10      K3MTR         0316 WB2COY        0014
QTC: 14123 RY 2019-11-09 1523 OH8WR         11/10      K3MTR         0317 CM8NMN        0065
QTC: 14123 RY 2019-11-09 1523 OH8WR         11/10      K3MTR         0317 KM8V          0016
QTC: 14123 RY 2019-11-09 1523 OH8WR         11/10      K3MTR         0318 WB0WIV        0068
QTC: 14123 RY 2019-11-09 1523 OH8WR         11/10      K3MTR         0319 K0TC          0051
QTC: 14123 RY 2019-11-09 1523 OH8WR         11/10      K3MTR         0319 N3CAU         0001
QTC: 14123 RY 2019-11-09 1523 OH8WR         11/10      K3MTR         0320 N1IXF         0113
QTC: 14123 RY 2019-11-09 1523 OH8WR         11/10      K3MTR         0322 TI2OY         0056
QTC: 14123 RY 2019-11-09 1523 OH8WR         11/10      K3MTR         0324 K4XL          0114
QSO: 14123 RY 2019-11-09 1524 K3MTR         599 0233   OK2BHD        599 0096
QTC: 14123 RY 2019-11-09 1526 OK2BHD        12/10      K3MTR         0326 F6AGM         0189
QTC: 14123 RY 2019-11-09 1526 OK2BHD        12/10      K3MTR         0327 KB8O          0095
QTC: 14123 RY 2019-11-09 1526 OK2BHD        12/10      K3MTR         0330 DF8XC         0113
QTC: 14123 RY 2019-11-09 1526 OK2BHD        12/10      K3MTR         0332 KS0AA         0062
QTC: 14123 RY 2019-11-09 1526 OK2BHD        12/10      K3MTR         0333 AC6ZM         0011
QTC: 14123 RY 2019-11-09 1526 OK2BHD        12/10      K3MTR         0336 VE3CX         0048
QTC: 14123 RY 2019-11-09 1526 OK2BHD        12/10      K3MTR         0337 K0TI          0093
QTC: 14123 RY 2019-11-09 1526 OK2BHD        12/10      K3MTR         0338 N3HEE         0028
QTC: 14123 RY 2019-11-09 1526 OK2BHD        12/10      K3MTR         0339 W7VXS         0052
QTC: 14123 RY 2019-11-09 1526 OK2BHD        12/10      K3MTR         0340 KU4V          0073
QSO: 14123 RY 2019-11-09 1527 K3MTR         599 0234   RQ7R          599 0236
QTC: 14123 RY 2019-11-09 1528 RQ7R          13/10      K3MTR         0342 N4CF          0050
QTC: 14123 RY 2019-11-09 1528 RQ7R          13/10      K3MTR         0344 N4QS          0009
QTC: 14123 RY 2019-11-09 1528 RQ7R          13/10      K3MTR         0346 K4FTO         0008
QTC: 14123 RY 2019-11-09 1528 RQ7R          13/10      K3MTR         0349 KG4IGC        0024
QTC: 14123 RY 2019-11-09 1528 RQ7R          13/10      K3MTR         0351 DF8X          0127
QTC: 14123 RY 2019-11-09 1528 RQ7R          13/10      K3MTR         0353 W0LSD         0147
QTC: 14123 RY 2019-11-09 1528 RQ7R          13/10      K3MTR         0356 KC2WUF        0027
QTC: 14123 RY 2019-11-09 1528 RQ7R          13/10      K3MTR         0358 KH6ZM         0074
QTC: 14123 RY 2019-11-09 1529 RQ7R          13/10      K3MTR         0401 K9EXY         0031
QTC: 14123 RY 2019-11-09 1529 RQ7R          13/10      K3MTR         0404 K6MMM         0128
QSO: 14123 RY 2019-11-09 1529 K3MTR         599 0235   PE5O          599 0097
QSO: 14123 RY 2019-11-09 1530 K3MTR         599 0236   DL6UHD        599 0225
QSO: 14123 RY 2019-11-09 1530 K3MTR         599 0237   IZ3XEF        599 0023
QSO: 14123 RY 2019-11-09 1531 K3MTR         599 0238   IK4ZIF        599 0092
QTC: 14123 RY 2019-11-09 1532 IK4ZIF        14/10      K3MTR         0407 KG2NF         0017
QTC: 14123 RY 2019-11-09 1532 IK4ZIF        14/10      K3MTR         0407 KF5MU         0032
QTC: 14123 RY 2019-11-09 1532 IK4ZIF        14/10      K3MTR         0408 AA4DD         0040
QTC: 14123 RY 2019-11-09 1532 IK4ZIF        14/10      K3MTR         0412 K2AL          0031
QTC: 14123 RY 2019-11-09 1532 IK4ZIF        14/10      K3MTR         0418 W6SX          0096
QTC: 14123 RY 2019-11-09 1532 IK4ZIF        14/10      K3MTR         0419 VE3JI         0083
QTC: 14123 RY 2019-11-09 1532 IK4ZIF        14/10      K3MTR         0420 K0GEO         0024
QTC: 14123 RY 2019-11-09 1532 IK4ZIF        14/10      K3MTR         0420 K8MM          0029
QTC: 14123 RY 2019-11-09 1532 IK4ZIF        14/10      K3MTR         0424 WE6EZ         0034
QTC: 14123 RY 2019-11-09 1532 IK4ZIF        14/10      K3MTR         0425 VE3BR         0070
QSO: 14123 RY 2019-11-09 1532 K3MTR         599 0239   DL5XJ         599 0174
QTC: 14123 RY 2019-11-09 1533 DL5XJ         15/10      K3MTR         0428 N3XL          0039
QTC: 14123 RY 2019-11-09 1533 DL5XJ         15/10      K3MTR         0429 W3FA          0027
QTC: 14123 RY 2019-11-09 1533 DL5XJ         15/10      K3MTR         0430 KH6ZM         0084
QTC: 14123 RY 2019-11-09 1533 DL5XJ         15/10      K3MTR         0430 WV4P          0166
QTC: 14123 RY 2019-11-09 1533 DL5XJ         15/10      K3MTR         0430 N2YBB         0023
QTC: 14123 RY 2019-11-09 1533 DL5XJ         15/10      K3MTR         0437 YO9HP         0009
QTC: 14123 RY 2019-11-09 1533 DL5XJ         15/10      K3MTR         0448 UT7IS         0023
QTC: 14123 RY 2019-11-09 1533 DL5XJ         15/10      K3MTR         0502 K7RI          0122
QTC: 14123 RY 2019-11-09 1533 DL5XJ         15/10      K3MTR         0504 DP9A          0248
QTC: 14123 RY 2019-11-09 1533 DL5XJ         15/10      K3MTR         0507 LX1HD         0054
QSO: 14123 RY 2019-11-09 1534 K3MTR         599 0240   HB9CAL        599 0075
QSO: 14123 RY 2019-11-09 1534 K3MTR         599 0241   HG1G          599 0006
QTC: 14123 RY 2019-11-09 1537 HG1G          16/10      K3MTR         0509 W9PA          0096
QTC: 14123 RY 2019-11-09 1537 HG1G          16/10      K3MTR         0510 DP7D          0202
QTC: 14123 RY 2019-11-09 1537 HG1G          16/10      K3MTR         0515 PA3EVY        0059
QTC: 14123 RY 2019-11-09 1537 HG1G          16/10      K3MTR         0522 DQ1P          0128
QTC: 14123 RY 2019-11-09 1537 HG1G          16/10      K3MTR         0550 V31FI         0164
QTC: 14123 RY 2019-11-09 1537 HG1G          16/10      K3MTR         0553 K4GMH         0157
QTC: 14123 RY 2019-11-09 1537 HG1G          16/10      K3MTR         0559 N7UVH         0055
QTC: 14123 RY 2019-11-09 1537 HG1G          16/10      K3MTR         0600 WQ6X          0066
QTC: 14123 RY 2019-11-09 1537 HG1G          16/10      K3MTR         0615 DL1STG        0048
QTC: 14123 RY 2019-11-09 1537 HG1G          16/10      K3MTR         0617 DL7UGH        0043
QSO: 14123 RY 2019-11-09 1537 K3MTR         599 0242   DK7HA         599 0275
QTC: 14123 RY 2019-11-09 1538 DK7HA         17/10      K3MTR         0624 DL7URH        0048
QTC: 14123 RY 2019-11-09 1538 DK7HA         17/10      K3MTR         0647 DL7CX         0014
QTC: 14123 RY 2019-11-09 1538 DK7HA         17/10      K3MTR         0650 IV3SKB        0063
QTC: 14123 RY 2019-11-09 1538 DK7HA         17/10      K3MTR         0655 K5AM          0079
QTC: 14123 RY 2019-11-09 1538 DK7HA         17/10      K3MTR         0738 ZL3X          0079
QTC: 14123 RY 2019-11-09 1538 DK7HA         17/10      K3MTR         0742 4U1A          0112
QTC: 14123 RY 2019-11-09 1538 DK7HA         17/10      K3MTR         1251 PA3JQD        0111
QTC: 14123 RY 2019-11-09 1538 DK7HA         17/10      K3MTR         1253 EA5DFV        0284
QTC: 14123 RY 2019-11-09 1538 DK7HA         17/10      K3MTR         1254 DP9A          0590
QTC: 14123 RY 2019-11-09 1538 DK7HA         17/10      K3MTR         1256 LX/PA3DUU     0374
QSO: 21093 RY 2019-11-09 1539 K3MTR         229 0229   EA5DFV        599 0326
QSO: 14123 RY 2019-11-09 1539 K3MTR         599 0243   G4RRM         599 0011
QSO: 14123 RY 2019-11-09 1540 K3MTR         599 0244   F6GCI         599 0066
QSO: 14123 RY 2019-11-09 1541 K3MTR         599 0245   DL7AOJ        599 0350
QSO: 14123 RY 2019-11-09 1541 K3MTR         599 0246   HA6NL         599 0170
QSO: 14123 RY 2019-11-09 1542 K3MTR         599 0247   DM3PKK        599 0044
QSO: 14123 RY 2019-11-09 1543 K3MTR         599 0248   IK2SAR        599 0132
QSO: 14123 RY 2019-11-09 1544 K3MTR         599 0249   DL9FB         599 0156
QTC: 14123 RY 2019-11-09 1545 K3MTR         12/10      DL9FB         1034 OZ11A         0206
QTC: 14123 RY 2019-11-09 1545 K3MTR         12/10      DL9FB         1035 OM3KWZ        0289
QTC: 14123 RY 2019-11-09 1545 K3MTR         12/10      DL9FB         1039 UT8IM         0060
QTC: 14123 RY 2019-11-09 1545 K3MTR         12/10      DL9FB         1041 RA4FUN        0169
QTC: 14123 RY 2019-11-09 1545 K3MTR         12/10      DL9FB         1042 UY5QQ         0013
QTC: 14123 RY 2019-11-09 1545 K3MTR         12/10      DL9FB         1044 US7IID        0041
QTC: 14123 RY 2019-11-09 1545 K3MTR         12/10      DL9FB         1102 OH8KVY        0050
QTC: 14123 RY 2019-11-09 1545 K3MTR         12/10      DL9FB         1103 RQ7R          0146
QTC: 14123 RY 2019-11-09 1545 K3MTR         12/10      DL9FB         1106 R3PV          0059
QTC: 14123 RY 2019-11-09 1545 K3MTR         12/10      DL9FB         1107 UT5EPP        0306
QSO: 14123 RY 2019-11-09 1545 K3MTR         599 0251   IK2HAB        599 0004
QSO: 14123 RY 2019-11-09 1547 K3MTR         599 0252   PA4G          599 0043
QSO: 14123 RY 2019-11-09 1547 K3MTR         599 0253   DL6RDR        599 0055
QSO: 21092 RY 2019-11-09 1549 K3MTR         599 0250   CV7S          599 0042
QTC: 14123 RY 2019-11-09 1549 DL6RDR        18/10      K3MTR         1302 AB3CV         0167
QTC: 14123 RY 2019-11-09 1549 DL6RDR        18/10      K3MTR         1304 YL3CU         0222
QTC: 14123 RY 2019-11-09 1549 DL6RDR        18/10      K3MTR         1306 A71UN         0039
QTC: 14123 RY 2019-11-09 1549 DL6RDR        18/10      K3MTR         1308 K4WW          0075
QTC: 14123 RY 2019-11-09 1549 DL6RDR        18/10      K3MTR         1310 F6HRP         0078
QTC: 14123 RY 2019-11-09 1549 DL6RDR        18/10      K3MTR         1310 YO6BHN        0173
QTC: 14123 RY 2019-11-09 1549 DL6RDR        18/10      K3MTR         1315 ON5GQ         0184
QTC: 14123 RY 2019-11-09 1549 DL6RDR        18/10      K3MTR         1318 YT2AAA        0425
QTC: 14123 RY 2019-11-09 1549 DL6RDR        18/10      K3MTR         1320 CO6RD         0131
QTC: 14123 RY 2019-11-09 1549 DL6RDR        18/10      K3MTR         1320 GM4UQG        0085
QSO: 14123 RY 2019-11-09 1550 K3MTR         599 0254   PA3HGF        599 0008
QSO: 14123 RY 2019-11-09 1551 K3MTR         599 0255   SP6DMI        599 0172
QSO: 14123 RY 2019-11-09 1554 K3MTR         599 0256   TDL3SYA       599 0303
QSO: 14123 RY 2019-11-09 1555 K3MTR         599 0258   G0FGI         599 0067
QSO: 21088 RY 2019-11-09 1556 K3MTR         599 0257   I4JED         599 0183
QTC: 14123 RY 2019-11-09 1556 G0FGI         19/10      K3MTR         1321 GW0A          0412
QTC: 14123 RY 2019-11-09 1556 G0FGI         19/10      K3MTR         1329 PA33EUDXF     0039
QTC: 14123 RY 2019-11-09 1556 G0FGI         19/10      K3MTR         1339 EO3Q          0103
QTC: 14123 RY 2019-11-09 1556 G0FGI         19/10      K3MTR         1341 LZ1QZ         0150
QTC: 14123 RY 2019-11-09 1556 G0FGI         19/10      K3MTR         1343 HZ1TT         0075
QTC: 14123 RY 2019-11-09 1556 G0FGI         19/10      K3MTR         1345 S53X          0363
QTC: 14123 RY 2019-11-09 1556 G0FGI         19/10      K3MTR         1348 TA4RC         0039
QTC: 14123 RY 2019-11-09 1556 G0FGI         19/10      K3MTR         1349 IT9WDC        0205
QTC: 14123 RY 2019-11-09 1556 G0FGI         19/10      K3MTR         1350 KP4JRS        0022
QTC: 14123 RY 2019-11-09 1556 G0FGI         19/10      K3MTR         1351 SN7Q          0610
QSO: 14123 RY 2019-11-09 1557 K3MTR         599 0259   DL2FQ         599 0059
QSO: 14123 RY 2019-11-09 1557 K3MTR         599 0260   F8CRS         599 0044
QSO: 14123 RY 2019-11-09 1558 K3MTR         599 0261   EA8AQV        599 0108
QSO: 14123 RY 2019-11-09 1559 K3MTR         599 0263   F5MA          599 0031
QSO: 14123 RY 2019-11-09 1559 K3MTR         599 0264   DL6SFR        599 0003
QSO: 14123 RY 2019-11-09 1600 K3MTR         599 0265   DH6DAO        599 0022
QSO: 21086 RY 2019-11-09 1601 K3MTR         599 0262   V31FI         599 0306
QSO: 14123 RY 2019-11-09 1601 K3MTR         599 0266   PE2K          599 0046
QSO: 14123 RY 2019-11-09 1602 K3MTR         599 0267   DF3IS         599 0030
QSO: 14123 RY 2019-11-09 1603 K3MTR         599 0268   DL6MHW        599 0003
QTC: 14123 RY 2019-11-09 1604 DL6MHW        20/10      K3MTR         1356 IU3FBL        0266
QTC: 14123 RY 2019-11-09 1604 DL6MHW        20/10      K3MTR         1404 HP3SS         0055
QTC: 14123 RY 2019-11-09 1604 DL6MHW        20/10      K3MTR         1407 P3X           0448
QTC: 14123 RY 2019-11-09 1604 DL6MHW        20/10      K3MTR         1407 R3BB          0264
QTC: 14123 RY 2019-11-09 1604 DL6MHW        20/10      K3MTR         1410 WQ5OO         0543
QTC: 14123 RY 2019-11-09 1604 DL6MHW        20/10      K3MTR         1411 OH3FM         0347
QTC: 14123 RY 2019-11-09 1604 DL6MHW        20/10      K3MTR         1416 LA6CF         0019
QTC: 14123 RY 2019-11-09 1604 DL6MHW        20/10      K3MTR         1418 OK1PMA        0105
QTC: 14123 RY 2019-11-09 1604 DL6MHW        20/10      K3MTR         1421 OE2LCM        0081
QTC: 14123 RY 2019-11-09 1604 DL6MHW        20/10      K3MTR         1425 CT7AUP        0261
QSO: 14123 RY 2019-11-09 1605 K3MTR         599 0269   M0MPM         599 0052
QSO: 14123 RY 2019-11-09 1606 K3MTR         599 0270   DL4AO         599 0023
QSO: 14123 RY 2019-11-09 1606 K3MTR         599 0271   G0C           599 0003
QSO: 14123 RY 2019-11-09 1607 K3MTR         599 0272   PD2JCB        599 0034
QSO: 14123 RY 2019-11-09 1608 K3MTR         599 0273   W6AER         599 0018
QSO: 14123 RY 2019-11-09 1609 K3MTR         599 0275   DL5ARM        599 0082
QTC: 14123 RY 2019-11-09 1610 DL5ARM        21/10      K3MTR         1426 YV5AAX        0036
QTC: 14123 RY 2019-11-09 1610 DL5ARM        21/10      K3MTR         1431 SV2BFN        0425
QTC: 14123 RY 2019-11-09 1610 DL5ARM        21/10      K3MTR         1437 OZ11A         0380
QTC: 14123 RY 2019-11-09 1610 DL5ARM        21/10      K3MTR         1439 DJ5LA         0136
QTC: 14123 RY 2019-11-09 1610 DL5ARM        21/10      K3MTR         1441 DL5NAM        0231
QTC: 14123 RY 2019-11-09 1610 DL5ARM        21/10      K3MTR         1443 YL2CI         0408
QTC: 14123 RY 2019-11-09 1610 DL5ARM        21/10      K3MTR         1445 DF3EH         0033
QTC: 14123 RY 2019-11-09 1610 DL5ARM        21/10      K3MTR         1447 G0HDV         0208
QTC: 14123 RY 2019-11-09 1610 DL5ARM        21/10      K3MTR         1451 PA3EVY        0234
QTC: 14123 RY 2019-11-09 1610 DL5ARM        21/10      K3MTR         1456 DL7VOG        0151
QSO: 14123 RY 2019-11-09 1611 K3MTR         599 0276   DL9GCG        599 0055
QSO: 14123 RY 2019-11-09 1612 K3MTR         599 0277   IZ4JMA        599 0059
QSO: 14123 RY 2019-11-09 1613 K3MTR         599 0278   DM6CS         599 0013
QSO: 14123 RY 2019-11-09 1614 K3MTR         599 0279   PB7Z          599 0109
QTC: 14123 RY 2019-11-09 1615 IU3FBL        22/10      K3MTR         1500 DM7W          0106
QTC: 14123 RY 2019-11-09 1615 IU3FBL        22/10      K3MTR         1502 IW1CBG        0036
QTC: 14123 RY 2019-11-09 1615 IU3FBL        22/10      K3MTR         1504 VE3CX         0235
QTC: 14123 RY 2019-11-09 1615 IU3FBL        22/10      K3MTR         1506 DJ2GMS        0074
QTC: 14123 RY 2019-11-09 1615 IU3FBL        22/10      K3MTR         1506 EV1R          0435
QTC: 14123 RY 2019-11-09 1615 IU3FBL        22/10      K3MTR         1508 OK4GP         0044
QTC: 14123 RY 2019-11-09 1615 IU3FBL        22/10      K3MTR         1508 KG4IGC        0081
QTC: 14123 RY 2019-11-09 1615 IU3FBL        22/10      K3MTR         1509 EU1DX         0200
QTC: 14123 RY 2019-11-09 1615 IU3FBL        22/10      K3MTR         1510 LX7I          0612
QTC: 14123 RY 2019-11-09 1615 IU3FBL        22/10      K3MTR         1513 DH6BH         0146
QSO: 14123 RY 2019-11-09 1616 K3MTR         599 0280   IU4CHE        599 0241
QTC: 14123 RY 2019-11-09 1618 IU4CHE        23/10      K3MTR         1514 9A7T          0314
QTC: 14123 RY 2019-11-09 1618 IU4CHE        23/10      K3MTR         1516 DK2LO         0081
QTC: 14123 RY 2019-11-09 1618 IU4CHE        23/10      K3MTR         1517 DL5ANS        0067
QTC: 14123 RY 2019-11-09 1618 IU4CHE        23/10      K3MTR         1518 DK2CC         0033
QTC: 14123 RY 2019-11-09 1618 IU4CHE        23/10      K3MTR         1519 OM8K          0165
QTC: 14123 RY 2019-11-09 1618 IU4CHE        23/10      K3MTR         1522 OH8WR         0044
QTC: 14123 RY 2019-11-09 1618 IU4CHE        23/10      K3MTR         1524 OK2BHD        0096
QTC: 14123 RY 2019-11-09 1618 IU4CHE        23/10      K3MTR         1527 RQ7R          0236
QTC: 14123 RY 2019-11-09 1618 IU4CHE        23/10      K3MTR         1529 PE5O          0097
QTC: 14123 RY 2019-11-09 1618 IU4CHE        23/10      K3MTR         1530 DL6UHD        0225
QSO: 14123 RY 2019-11-09 1619 K3MTR         599 0281   DL9NCR        599 0048
QTC: 14123 RY 2019-11-09 1620 DL9NCR        24/10      K3MTR         1530 IZ3XEF        0023
QTC: 14123 RY 2019-11-09 1620 DL9NCR        24/10      K3MTR         1531 IK4ZIF        0092
QTC: 14123 RY 2019-11-09 1620 DL9NCR        24/10      K3MTR         1532 DL5XJ         0174
QTC: 14123 RY 2019-11-09 1620 DL9NCR        24/10      K3MTR         1534 HB9CAL        0075
QTC: 14123 RY 2019-11-09 1620 DL9NCR        24/10      K3MTR         1534 HG1G          0006
QTC: 14123 RY 2019-11-09 1620 DL9NCR        24/10      K3MTR         1537 DK7HA         0275
