START-OF-LOG: 3.0
CATEGORY: Single-OP high
CONTEST: WAE RTTY
CALLSIGN: JA1AYO
CLAIMED-SCORE: 16965
CREATED-BY: RTCL PRINT 3.3.4 by JK1IQK, modified by DXHF upload.
QTC: 14000 RY 2019-11-10 2211 JA1AYO        028/10     NG7M          1935 W9PA          706
QTC: 14000 RY 2019-11-10 2211 JA1AYO        028/10     NG7M          1935 KU4V          382
QTC: 14000 RY 2019-11-10 2211 JA1AYO        028/10     NG7M          1936 KI6UJH        10
QTC: 14000 RY 2019-11-10 2211 JA1AYO        028/10     NG7M          1937 NP3F          125
QTC: 14000 RY 2019-11-10 2211 JA1AYO        028/10     NG7M          1937 K4IU          30
QTC: 14000 RY 2019-11-10 2211 JA1AYO        028/10     NG7M          1938 KQ4KX         32
QSO: 14000 RY 2019-11-10 2212 JA1AYO        599   0081 KL7SB         599   0572
QTC: 14000 RY 2019-11-10 2214 JA1AYO        041/10     KL7SB         1606 DF1LX         639
QTC: 14000 RY 2019-11-10 2214 JA1AYO        041/10     KL7SB         1609 LZ1QV         204
QTC: 14000 RY 2019-11-10 2214 JA1AYO        041/10     KL7SB         1610 EV1R          904
QTC: 14000 RY 2019-11-10 2214 JA1AYO        041/10     KL7SB         1611 YT3H          158
QTC: 14000 RY 2019-11-10 2214 JA1AYO        041/10     KL7SB         1613 DM2BPG        270
QTC: 14000 RY 2019-11-10 2214 JA1AYO        041/10     KL7SB         1616 OZ2PBS        01
QTC: 14000 RY 2019-11-10 2214 JA1AYO        041/10     KL7SB         1618 DM6DX         562
QTC: 14000 RY 2019-11-10 2214 JA1AYO        041/10     KL7SB         1622 DF3IS         54
QTC: 14000 RY 2019-11-10 2214 JA1AYO        041/10     KL7SB         1624 IT9KCD        46
QTC: 14000 RY 2019-11-10 2214 JA1AYO        041/10     KL7SB         1630 M2E           263
QSO: 14000 RY 2019-11-10 2216 JA1AYO        599   0082 KH6ZM         599   0522
QSO: 14000 RY 2019-11-10 2217 JA1AYO        599   0083 PY4XX         599   0227
QSO: 14000 RY 2019-11-10 2219 JA1AYO        599   0084 VE3CX         599   0567
QSO: 14000 RY 2019-11-10 2223 JA1AYO        599   0085 AK7O          599   0233
QSO: 14000 RY 2019-11-10 2224 JA1AYO        599   0086 BU2BE         599   0087
QSO: 14000 RY 2019-11-10 2225 JA1AYO        599   0087 KD9MS         599   0543
QSO: 14000 RY 2019-11-10 2317 JA1AYO        599   0088 WQ6X          599   0392
QTC: 14000 RY 2019-11-10 2321 WQ6X          005/10     JA1AYO        2212 VE7BC         095
QTC: 14000 RY 2019-11-10 2321 WQ6X          005/10     JA1AYO        2226 PY2NY         256
QTC: 14000 RY 2019-11-10 2321 WQ6X          005/10     JA1AYO        2302 W9PA          364
QTC: 14000 RY 2019-11-10 2321 WQ6X          005/10     JA1AYO        2303 KN5S          111
QTC: 14000 RY 2019-11-10 2321 WQ6X          005/10     JA1AYO        2306 K5AM          189
QTC: 14000 RY 2019-11-10 2321 WQ6X          005/10     JA1AYO        2308 VA7ST         147
QTC: 14000 RY 2019-11-10 2321 WQ6X          005/10     JA1AYO        2312 W7PU          032
QTC: 14000 RY 2019-11-10 2321 WQ6X          005/10     JA1AYO        2315 NT5V          116
QTC: 14000 RY 2019-11-10 2321 WQ6X          005/10     JA1AYO        2320 DU1JM         165
QTC: 14000 RY 2019-11-10 2321 WQ6X          005/10     JA1AYO        2325 W0MB          165
QSO: 14000 RY 2019-11-10 2328 JA1AYO        599   0089 N6QQ          599   0039
QSO: 14000 RY 2019-11-10 2329 JA1AYO        599   0090 K6HGF         599   0179
QTC: 14000 RY 2019-11-10 2332 JA1AYO        014/01     K6HGF         1751 KB9S          014
QTC: 14000 RY 2019-11-10 2332 JA1AYO        014/01     K6HGF         1751 N6RSH         82
QTC: 14000 RY 2019-11-10 2332 JA1AYO        014/01     K6HGF         1752 K1VW          185
QTC: 14000 RY 2019-11-10 2332 JA1AYO        014/01     K6HGF         1753 KD8FS         053
QTC: 14000 RY 2019-11-10 2332 JA1AYO        014/01     K6HGF         1755 W4JAM         624
QTC: 14000 RY 2019-11-10 2332 JA1AYO        014/01     K6HGF         1755 KE3ZT         103
QTC: 14000 RY 2019-11-10 2332 JA1AYO        014/01     K6HGF         1756 N2FF          031
QTC: 14000 RY 2019-11-10 2332 JA1AYO        014/01     K6HGF         1757 VA3IK         031
QTC: 14000 RY 2019-11-10 2332 JA1AYO        014/01     K6HGF         1758 VA6RCN        26
QTC: 14000 RY 2019-11-10 2332 JA1AYO        014/01     K6HGF         1759 KC9NBV        030
END-OF-LOG:
