START-OF-LOG: 3.0
CATEGORY: Single-OP high
CONTEST: WAE RTTY
CALLSIGN: JA1AYO
CLAIMED-SCORE: 16965
CREATED-BY: RTCL PRINT 3.3.4 by JK1IQK, modified by DXHF upload.
QSO: 14000 RY 2019-11-09 0006 JA1AYO        599   0001 4D3X          599   0006
QSO: 14000 RY 2019-11-09 0008 JA1AYO        599   0002 K7RI          599   0006
QSO: 14000 RY 2019-11-09 0010 JA1AYO        599   0003 VE5MX         599   0019
QSO: 14000 RY 2019-11-09 0013 JA1AYO        599   0004 WN6K          599   0002
QSO: 14000 RY 2019-11-09 0015 JA1AYO        599   0005 K6MMM         599   0023
QSO: 14000 RY 2019-11-09 0018 JA1AYO        599   0006 W7ZR          599   0014
QSO: 14000 RY 2019-11-09 0019 JA1AYO        599   0007 N7NM          599   0026
QSO: 14000 RY 2019-11-09 0025 JA1AYO        599   0008 VA7KO         599   0009
QSO: 14000 RY 2019-11-09 0027 JA1AYO        599   0009 RU0LL         599   0021
QSO: 14000 RY 2019-11-09 0029 JA1AYO        599   0010 W7OM          599   0016
QSO: 14000 RY 2019-11-09 0143 JA1AYO        599   0011 VR2CC         599   0013
QSO: 14000 RY 2019-11-09 0155 JA1AYO        599   0012 YC6RMT        599   0036
QSO: 14000 RY 2019-11-09 0156 JA1AYO        599   0013 YB6DE         599   0020
QSO: 14000 RY 2019-11-09 0458 JA1AYO        599   0014 RA9AU         599   0049
QSO: 14000 RY 2019-11-09 0502 JA1AYO        599   0015 UA0JGI        599   0042
QSO: 14000 RY 2019-11-09 0510 JA1AYO        599   0016 BV2A/3        599   0066
QSO: 14000 RY 2019-11-09 0525 JA1AYO        599   0017 LZ5R          599   0004
QSO: 14000 RY 2019-11-09 0527 JA1AYO        599   0018 UR7GO         599   0018
QSO: 14000 RY 2019-11-09 0559 JA1AYO        599   0019 YO9HP         599   0091
QSO: 14000 RY 2019-11-09 0616 JA1AYO        599   0020 EM0I          599   0254
QSO: 14000 RY 2019-11-09 0629 JA1AYO        599   0021 IU4CHE        599   0006
QSO: 14000 RY 2019-11-09 0708 JA1AYO        599   0022 SN7Q          599   0471
QSO: 14000 RY 2019-11-09 0715 JA1AYO        599   0023 SV2BFN        599   0200
QSO: 14000 RY 2019-11-09 0715 JA1AYO        599   0024 DP7D          599   0275
QSO: 14000 RY 2019-11-09 0726 JA1AYO        599   0025 LX7I          599   0325
QSO: 14000 RY 2019-11-09 0729 JA1AYO        599   0026 DL5NAM        599   0074
QSO: 14000 RY 2019-11-09 0742 JA1AYO        599   0027 BA5HAM        599   0048
QSO: 14000 RY 2019-11-09 0744 JA1AYO        599   0028 DP9A          599   0400
QSO: 14000 RY 2019-11-09 0745 JA1AYO        599   0029 OH1XT         599   0118
QSO: 14000 RY 2019-11-09 0747 JA1AYO        599   0030 EO3Q          599   0032
QSO: 14000 RY 2019-11-09 0751 JA1AYO        599   0031 RK0UT         599   0126
QSO:  7000 RY 2019-11-09 0918 JA1AYO        599   0032 K7RI          599   0155
QSO:  7000 RY 2019-11-09 0922 JA1AYO        599   0033 N7NM          599   0156
QSO:  7000 RY 2019-11-09 0937 JA1AYO        599   0034 W7ZR          599   0086
QSO:  7000 RY 2019-11-09 1119 JA1AYO        599   0035 RD0A          599   0382
QSO:  7000 RY 2019-11-09 1126 JA1AYO        599   0036 WQ5OO         599   0421
QSO:  7000 RY 2019-11-09 1129 JA1AYO        599   0037 UA0JGI        599   0084
QSO: 14000 RY 2019-11-09 2202 JA1AYO        599   0038 K5ZD          599   0122
QSO: 14000 RY 2019-11-09 2212 JA1AYO        599   0039 VE7BC         599   0095
QSO: 14000 RY 2019-11-09 2226 JA1AYO        599   0040 PY2NY         599   0256
QSO: 14000 RY 2019-11-09 2302 JA1AYO        599   0041 W9PA          599   0364
QSO: 14000 RY 2019-11-09 2303 JA1AYO        599   0042 KN5S          599   0111
QSO: 14000 RY 2019-11-09 2306 JA1AYO        599   0043 K5AM          599   0189
QSO: 14000 RY 2019-11-09 2308 JA1AYO        599   0044 VA7ST         599   0147
QSO: 14000 RY 2019-11-09 2312 JA1AYO        599   0045 W7PU          599   0032
QSO: 14000 RY 2019-11-09 2315 JA1AYO        599   0046 NT5V          599   0116
QSO: 14000 RY 2019-11-09 2320 JA1AYO        599   0047 DU1JM         599   0165
QSO: 14000 RY 2019-11-09 2325 JA1AYO        599   0048 W0MB          599   0165
QSO: 14000 RY 2019-11-09 2329 JA1AYO        599   0049 W7VXS         599   0273
QSO: 14000 RY 2019-11-09 2356 JA1AYO        599   0050 YB1BML        599   0075
QSO: 14000 RY 2019-11-10 0007 JA1AYO        599   0051 R0CW          599   0041
QSO: 14000 RY 2019-11-10 0205 JA1AYO        599   0052 UC0A          599   0177
QSO: 14000 RY 2019-11-10 0451 JA1AYO        599   0053 RA4FUN        599   0391
QSO: 14000 RY 2019-11-10 0453 JA1AYO        599   0054 RA0ACM        599   0219
QSO: 14000 RY 2019-11-10 0454 JA1AYO        599   0055 RA3Y          599   0150
QSO: 14000 RY 2019-11-10 0459 JA1AYO        599   0056 RO9A          599   0404
QSO: 14000 RY 2019-11-10 0721 JA1AYO        599   0057 DF8XC         599   0560
QSO: 14000 RY 2019-11-10 0722 JA1AYO        599   0058 R3BB          599   0437
QSO: 14000 RY 2019-11-10 0724 JA1AYO        599   0059 I4JED         599   0445
QSO:  7000 RY 2019-11-10 0913 JA1AYO        599   0060 UA0JFD        599   0093
QSO:  7000 RY 2019-11-10 1000 JA1AYO        599   0061 RU0LL         599   0194
QSO:  7000 RY 2019-11-10 1037 JA1AYO        599   0062 JA1IE         599   0029
QSO:  7000 RY 2019-11-10 1039 JA1AYO        599   0063 YC6RMT        599   0161
QSO:  7000 RY 2019-11-10 1042 JA1AYO        599   0064 DS5DNO        599   0017
QSO:  7000 RY 2019-11-10 1051 JA1AYO        599   0065 JK3HFN        599   0020
QSO:  7000 RY 2019-11-10 1200 JA1AYO        599   0066 OH8WW         599   0697
QSO:  7000 RY 2019-11-10 1202 JA1AYO        599   0067 4D3X          599   0198
QSO:  7000 RY 2019-11-10 1204 JA1AYO        599   0068 W0LSD         599   0695
QSO:  7000 RY 2019-11-10 1216 JA1AYO        599   0069 K0FX          599   0183
QSO:  7000 RY 2019-11-10 1300 JA1AYO        599   0070 YB8RW         599   0141
QSO:  7000 RY 2019-11-10 1304 JA1AYO        599   0071 VK5GR         599   0177
QSO: 14000 RY 2019-11-10 2150 JA1AYO        599   0072 K3AJ          599   0177
QSO: 14000 RY 2019-11-10 2151 JA1AYO        599   0073 VE7IO         599   0246
QTC: 14000 RY 2019-11-10 2153 VE7IO         003/10     JA1AYO        0559 YO9HP         091
QTC: 14000 RY 2019-11-10 2153 VE7IO         003/10     JA1AYO        0616 EM0I          254
QTC: 14000 RY 2019-11-10 2153 VE7IO         003/10     JA1AYO        0629 IU4CHE        006
QTC: 14000 RY 2019-11-10 2153 VE7IO         003/10     JA1AYO        0708 SN7Q          471
QTC: 14000 RY 2019-11-10 2153 VE7IO         003/10     JA1AYO        0715 SV2BFN        200
QTC: 14000 RY 2019-11-10 2153 VE7IO         003/10     JA1AYO        0715 DP7D          275
QTC: 14000 RY 2019-11-10 2153 VE7IO         003/10     JA1AYO        0726 LX7I          325
QTC: 14000 RY 2019-11-10 2153 VE7IO         003/10     JA1AYO        0729 DL5NAM        074
QTC: 14000 RY 2019-11-10 2153 VE7IO         003/10     JA1AYO        0742 BA5HAM        048
QTC: 14000 RY 2019-11-10 2153 VE7IO         003/10     JA1AYO        0744 DP9A          400
QSO: 14000 RY 2019-11-10 2154 JA1AYO        599   0074 W6ZL          599   0257
QTC: 14000 RY 2019-11-10 2155 W6ZL          004/10     JA1AYO        0745 OH1XT         118
QTC: 14000 RY 2019-11-10 2155 W6ZL          004/10     JA1AYO        0747 EO3Q          032
QTC: 14000 RY 2019-11-10 2155 W6ZL          004/10     JA1AYO        0751 RK0UT         126
QTC: 14000 RY 2019-11-10 2155 W6ZL          004/10     JA1AYO        0918 K7RI          155
QTC: 14000 RY 2019-11-10 2155 W6ZL          004/10     JA1AYO        0922 N7NM          156
QTC: 14000 RY 2019-11-10 2155 W6ZL          004/10     JA1AYO        0937 W7ZR          086
QTC: 14000 RY 2019-11-10 2155 W6ZL          004/10     JA1AYO        1119 RD0A          382
QTC: 14000 RY 2019-11-10 2155 W6ZL          004/10     JA1AYO        1126 WQ5OO         421
QTC: 14000 RY 2019-11-10 2155 W6ZL          004/10     JA1AYO        1129 UA0JGI        084
QTC: 14000 RY 2019-11-10 2155 W6ZL          004/10     JA1AYO        2202 K5ZD          122
QSO: 14000 RY 2019-11-10 2157 JA1AYO        599   0075 WQ5OO         599   1343
QSO: 14000 RY 2019-11-10 2202 JA1AYO        599   0076 VE7KAJ        599   0277
QSO: 14000 RY 2019-11-10 2203 JA1AYO        599   0077 W4PK          599   0780
QSO: 14000 RY 2019-11-10 2206 JA1AYO        599   0078 WJ2D          599   0704
QSO: 14000 RY 2019-11-10 2207 JA1AYO        599   0079 K7VAP         599   0128
QSO: 14000 RY 2019-11-10 2208 JA1AYO        599   0080 NG7M          599   0372
QTC: 14000 RY 2019-11-10 2211 JA1AYO        028/10     NG7M          1928 KH6ZM         444
QTC: 14000 RY 2019-11-10 2211 JA1AYO        028/10     NG7M          1931 W3LL          104
QTC: 14000 RY 2019-11-10 2211 JA1AYO        028/10     NG7M          1932 VY0ERC        50
QTC: 14000 RY 2019-11-10 2211 JA1AYO        028/10     NG7M          1933 XE2KJ         06
