START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: EA-MAJESTAD-CW
CALLSIGN: HB9DAX
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: HB9DAX
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for EA-MAJESTAD-CW URE/SMRCW/2022.
QSO: 21043 CW 2022-05-21 1346 HB9DAX        599 5 EA5BY         599 A
QSO: 21000 CW 2022-05-21 1348 HB9DAX        599 007 SM6NT         599 045
QSO: 21022 CW 2022-05-21 1634 HB9DAX        599 5 EA6SX         599 IB
QSO: 21018 CW 2022-05-21 1637 HB9DAX        599 8 EF0F/8        599 SMR
QSO: 21028 CW 2022-05-21 1735 HB9DAX        599 13 WQ6X          599 074
QSO: 21037 CW 2022-05-21 1801 HB9DAX        599 13 LW1F          599 212
QSO: 28017 CW 2022-05-21 1816 HB9DAX        599 14 OM2VL         599 497
QSO: 28021 CW 2022-05-21 1818 HB9DAX        599 015 HA2KMR        599 294
QSO: 21045 CW 2022-05-21 1833 HB9DAX        599 15 PY5AMF        599 096
QSO: 14000 CW 2022-05-21 2051 HB9DAX        599 15 PY2EX         599 011
QSO: 21025 CW 2022-05-21 2058 HB9DAX        599 022 LT6M          599 216
QSO: 14028 CW 2022-05-21 2104 HB9DAX        599 21 PY4HO         599 089
QSO: 14010 CW 2022-05-21 2110 HB9DAX        599 25 CX5UA         599 065
QSO: 14040 CW 2022-05-21 2113 HB9DAX        599 24 LU6OA         599 111
QSO: 14037 CW 2022-05-21 2122 HB9DAX        599 27 LW1F          599 402
QSO: 14046 CW 2022-05-21 2136 HB9DAX        599 28 PY4ME         599 207
QSO: 14025 CW 2022-05-21 2139 HB9DAX        599 030 PY3TD         599 087
QSO: 14035 CW 2022-05-21 2149 HB9DAX        599 31 K1JB          599 015
QSO: 14032 CW 2022-05-21 2150 HB9DAX        599 32 K4RUM         599 173
QSO: 21030 CW 2022-05-22 1133 HB9DAX        599 033 ZD7BG         599 203
QSO: 21006 CW 2022-05-22 1154 HB9DAX        599 033 K1LZ          599 098
END-OF-LOG:
