START-OF-LOG: 2.0
REF-SECTION: FG
CALLSIGN: FG4KH
CATEGORY: MULTI-ONE ALL HIGH
CATEGORY-OVERLAY: CLUB
CLAIMED-SCORE:  5659224
CONTEST: REF-SSB
CREATED-BY: WINREF-HF V7.3.15
NAME: FRANCIS BARROUX
OPERATORS: F1DUZ 
RIG: FT897 + IC2KL
RIG: FT897
RIG: 3 ÉLÉMENTS 3 BANDES 14/21/28 , DOUBLE DIPOLE 3,5- 7MHZ
RIG: 500
QSO: 3500  PH 2013-02-23 0604 FG4KH         59  FG     F4GGQ         59  29   
QSO: 3500  PH 2013-02-23 0606 FG4KH         59  FG     F6HLC         59  71   
QSO: 3500  PH 2013-02-23 0608 FG4KH         59  FG     TM2T          59  13   
QSO: 3500  PH 2013-02-23 0609 FG4KH         59  FG     F4FFH         59  50   
QSO: 3500  PH 2013-02-23 0611 FG4KH         59  FG     F6DZU         59  40   
QSO: 3500  PH 2013-02-23 0613 FG4KH         59  FG     F6KHM         59  29   
QSO: 3500  PH 2013-02-23 0622 FG4KH         59  FG     F5BBD         59  02   
QSO: 7000  PH 2013-02-23 0627 FG4KH         59  FG     F6CLQ         59  89   
QSO: 7000  PH 2013-02-23 0631 FG4KH         59  FG     YO3CZW        59  010  
QSO: 7000  PH 2013-02-23 0632 FG4KH         59  FG     SH0G          59  011  
QSO: 7000  PH 2013-02-23 0634 FG4KH         59  FG     EA8TH         59  007  
QSO: 7000  PH 2013-02-23 0641 FG4KH         59  FG     F4FTV         59  63   
QSO: 7000  PH 2013-02-23 0645 FG4KH         59  FG     PY5PDC        59  002  
QSO: 7000  PH 2013-02-23 0646 FG4KH         59  FG     EA8CNB        59  004  
QSO: 3500  PH 2013-02-23 0652 FG4KH         59  FG     F5KDK/P       59  24   
QSO: 3500  PH 2013-02-23 0659 FG4KH         59  FG     F2FZ          59  47   
QSO: 3500  PH 2013-02-23 0702 FG4KH         59  FG     F6AWU         59  44   
QSO: 3500  PH 2013-02-23 0706 FG4KH         59  FG     F6KNB         59  33   
QSO: 3500  PH 2013-02-23 0712 FG4KH         59  FG     F6IIT         59  86   
QSO: 3500  PH 2013-02-23 0720 FG4KH         59  FG     F6APE         59  49   
