START-OF-LOG: 3.0
CONTEST: IARU-HF
LOCATION: DX
CALLSIGN: Z30HQ
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: HIGH
CREATED-BY: DXLOG.NET V2.4.27
CATEGORY-TRANSMITTER: UNLIMITED
CATEGORY-STATION: HQ
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
OPERATORS: Z30A Z31NA Z31RM Z31RQ Z32ID Z32U Z33RW Z35F Z35T Z35W Z39Z
QSO: 14000 CW 2020-07-11 1228 Z30HQ 599 RSM UA6CC 599 29 0
QSO: 14000 CW 2020-07-11 1228 Z30HQ 599 RSM HG6O 599 28 0
QSO: 21029 CW 2020-07-11 1229 Z30HQ 599 RSM UR5ZTH 599 29 0
QSO: 14000 CW 2020-07-11 1229 Z30HQ 599 RSM GD4EIP 599 27 0
QSO: 21029 CW 2020-07-11 1230 Z30HQ 599 RSM UT3QU 599 29 0
QSO: 21029 CW 2020-07-11 1230 Z30HQ 599 RSM UT5UGR 599 29 0
QSO: 21029 CW 2020-07-11 1231 Z30HQ 599 RSM SP5XO 599 28 0
QSO: 14000 CW 2020-07-11 1231 Z30HQ 599 RSM UB3A 599 29 0
QSO: 14000 CW 2020-07-11 1231 Z30HQ 599 RSM ER1LZ 599 29 0
QSO: 21029 CW 2020-07-11 1232 Z30HQ 599 RSM OZ3SM 599 18 0
QSO: 14000 CW 2020-07-11 1232 Z30HQ 599 RSM DK3WN 599 28 0
QSO: 14000 CW 2020-07-11 1232 Z30HQ 599 RSM F5MMX 599 27 0
QSO: 21029 CW 2020-07-11 1233 Z30HQ 599 RSM YL4HQ 599 LRAL 0
QSO: 14000 CW 2020-07-11 1233 Z30HQ 599 RSM IK1RGK 599 28 0
QSO: 14000 CW 2020-07-11 1233 Z30HQ 599 RSM OK7RJ 599 28 0
QSO: 21029 CW 2020-07-11 1234 Z30HQ 599 RSM SP1AEN 599 28 0
QSO: 14000 CW 2020-07-11 1234 Z30HQ 599 RSM HB9FMJ 599 28 0
QSO: 14000 CW 2020-07-11 1234 Z30HQ 599 RSM G6T 599 27 0
QSO: 21029 CW 2020-07-11 1235 Z30HQ 599 RSM UT4UQ 599 29 0
QSO: 14000 CW 2020-07-11 1235 Z30HQ 599 RSM SP2XX 599 28 0
QSO: 21029 CW 2020-07-11 1236 Z30HQ 599 RSM SN0HQ 599 PZK 0
QSO: 21029 CW 2020-07-11 1236 Z30HQ 599 RSM R7RF 599 29 0
QSO: 21029 CW 2020-07-11 1236 Z30HQ 599 RSM LY9Y 599 29 0
QSO: 14000 CW 2020-07-11 1236 Z30HQ 599 RSM PA5FN 599 27 0
QSO: 14000 CW 2020-07-11 1237 Z30HQ 599 RSM LC8P 599 18 0
QSO: 28000 CW 2020-07-11 1238 Z30HQ 599 RSM LY2J 599 29 1
QSO: 21029 CW 2020-07-11 1239 Z30HQ 599 RSM LY5I 599 29 0
QSO: 21029 CW 2020-07-11 1240 Z30HQ 599 RSM LY3CY 599 29 0
QSO: 14000 CW 2020-07-11 1240 Z30HQ 599 RSM SP1R/MM 599 27 0
QSO: 14000 CW 2020-07-11 1240 Z30HQ 599 RSM DL6RDE 599 28 0
QSO: 14000 CW 2020-07-11 1241 Z30HQ 599 RSM RC7B 599 29 0
QSO: 14000 CW 2020-07-11 1241 Z30HQ 599 RSM HA6VH 599 28 0
QSO: 14000 CW 2020-07-11 1242 Z30HQ 599 RSM IU1JCZ 599 28 0
QSO: 14000 CW 2020-07-11 1242 Z30HQ 599 RSM SN7O 599 28 0
QSO: 14000 CW 2020-07-11 1243 Z30HQ 599 RSM YQ6A 599 28 0
QSO: 21029 CW 2020-07-11 1245 Z30HQ 599 RSM LY5T 599 29 0
QSO: 14000 CW 2020-07-11 1245 Z30HQ 599 RSM G0UJA 599 27 0
QSO: 14000 CW 2020-07-11 1246 Z30HQ 599 RSM OK2SG 599 28 0
QSO: 21029 CW 2020-07-11 1247 Z30HQ 599 RSM SN7O 599 28 0
QSO: 21029 CW 2020-07-11 1247 Z30HQ 599 RSM EU3A 599 29 0
QSO: 14000 CW 2020-07-11 1247 Z30HQ 599 RSM YL0A 599 29 0
QSO: 21029 CW 2020-07-11 1248 Z30HQ 599 RSM SP1DMD 599 28 0
QSO: 14000 CW 2020-07-11 1248 Z30HQ 599 RSM DL3ZZA 599 28 0
QSO: 14000 CW 2020-07-11 1248 Z30HQ 599 RSM SP2LNW 599 28 0
QSO: 14000 CW 2020-07-11 1248 Z30HQ 599 RSM EA7A 599 37 0
QSO: 21029 CW 2020-07-11 1249 Z30HQ 599 RSM OH3WW 599 18 0
QSO: 14000 CW 2020-07-11 1249 Z30HQ 599 RSM OK3DM 599 28 0
QSO: 14000 CW 2020-07-11 1249 Z30HQ 599 RSM MM2T 599 27 0
QSO: 21029 CW 2020-07-11 1250 Z30HQ 599 RSM SM0HRP 599 18 0
QSO: 14000 CW 2020-07-11 1250 Z30HQ 599 RSM YO3GNF 599 28 0
QSO: 14000 CW 2020-07-11 1250 Z30HQ 599 RSM R2CA 599 29 0
QSO: 14000 CW 2020-07-11 1250 Z30HQ 599 RSM GM3A 599 27 0
QSO: 21029 CW 2020-07-11 1251 Z30HQ 599 RSM RN2FQ 599 29 0
QSO: 14000 CW 2020-07-11 1251 Z30HQ 599 RSM PA5TT 599 27 0
QSO: 21029 CW 2020-07-11 1251 Z30HQ 599 RSM SP9H 599 28 0
QSO: 21029 CW 2020-07-11 1251 Z30HQ 599 RSM OZ2U 599 18 0
QSO: 21029 CW 2020-07-11 1252 Z30HQ 599 RSM R5CA 599 29 0
QSO: 14000 CW 2020-07-11 1252 Z30HQ 599 RSM UA6FZ 599 29 0
QSO: 21029 CW 2020-07-11 1252 Z30HQ 599 RSM SP5ENG 599 28 0
QSO: 14000 CW 2020-07-11 1252 Z30HQ 599 RSM UT4RZ 599 29 0
QSO: 21029 CW 2020-07-11 1253 Z30HQ 599 RSM ES9A 599 ERAU 0
QSO: 14000 CW 2020-07-11 1253 Z30HQ 599 RSM DF5EG 599 28 0
QSO: 14000 CW 2020-07-11 1253 Z30HQ 599 RSM HA5PP 599 28 0
QSO: 21029 CW 2020-07-11 1254 Z30HQ 599 RSM EU8U 599 29 0
QSO: 21029 CW 2020-07-11 1254 Z30HQ 599 RSM OK1LV 599 28 0
QSO: 14000 CW 2020-07-11 1254 Z30HQ 599 RSM SP3BP 599 28 0
QSO: 14000 CW 2020-07-11 1254 Z30HQ 599 RSM UN7FW 599 31 0
QSO: 21029 CW 2020-07-11 1255 Z30HQ 599 RSM SN7Q 599 28 0
QSO: 14000 CW 2020-07-11 1255 Z30HQ 599 RSM UY9U 599 29 0
QSO: 21029 CW 2020-07-11 1256 Z30HQ 599 RSM SM0Y 599 18 0
QSO: 14000 CW 2020-07-11 1256 Z30HQ 599 RSM EF4HQ 599 URE 0
QSO: 14000 CW 2020-07-11 1256 Z30HQ 599 RSM F4VSQ 599 27 0
QSO: 14000 CW 2020-07-11 1257 Z30HQ 599 RSM DF8AE 599 28 0
QSO: 21029 CW 2020-07-11 1258 Z30HQ 599 RSM R3QA 599 29 0
QSO: 14000 CW 2020-07-11 1258 Z30HQ 599 RSM RZ1A 599 29 0
QSO: 14000 CW 2020-07-11 1259 Z30HQ 599 RSM DM7CW 599 28 0
QSO: 14000 CW 2020-07-11 1259 Z30HQ 599 RSM DL9UJF 599 28 0
QSO: 21029 CW 2020-07-11 1300 Z30HQ 599 RSM OZ4SOP 599 18 0
QSO: 14000 CW 2020-07-11 1300 Z30HQ 599 RSM IR1G 599 28 0
QSO: 14000 CW 2020-07-11 1300 Z30HQ 599 RSM OK2ABU 599 28 0
QSO: 21029 CW 2020-07-11 1301 Z30HQ 599 RSM LY7W 599 29 0
QSO: 14000 CW 2020-07-11 1302 Z30HQ 599 RSM HA4YF 599 28 0
QSO: 14000 CW 2020-07-11 1302 Z30HQ 599 RSM RX1AG 599 29 0
QSO: 21029 CW 2020-07-11 1303 Z30HQ 599 RSM OK1AMF 599 28 0
QSO: 14000 CW 2020-07-11 1303 Z30HQ 599 RSM DD2EG 599 28 0
QSO: 14000 CW 2020-07-11 1303 Z30HQ 599 RSM OL8M 599 28 0
QSO: 21029 CW 2020-07-11 1304 Z30HQ 599 RSM HG7T 599 28 0
QSO: 14000 CW 2020-07-11 1304 Z30HQ 599 RSM OE5GA 599 28 0
QSO: 14000 CW 2020-07-11 1304 Z30HQ 599 RSM OM3BA 599 28 0
QSO: 21029 CW 2020-07-11 1305 Z30HQ 599 RSM SE4E 599 18 0
QSO: 21029 CW 2020-07-11 1305 Z30HQ 599 RSM SO0N 599 28 0
QSO: 14000 CW 2020-07-11 1305 Z30HQ 599 RSM UZ1WW 599 29 0
QSO: 21029 CW 2020-07-11 1306 Z30HQ 599 RSM SP5WPK 599 28 0
QSO: 14000 CW 2020-07-11 1306 Z30HQ 599 RSM SP9DTE 599 28 0
QSO: 14000 CW 2020-07-11 1306 Z30HQ 599 RSM EW3M 599 29 0
QSO: 21029 CW 2020-07-11 1307 Z30HQ 599 RSM OM5NU 599 28 0
QSO: 14000 CW 2020-07-11 1307 Z30HQ 599 RSM F6HDI 599 27 0
QSO: 14000 CW 2020-07-11 1307 Z30HQ 599 RSM UZ5DX 599 29 0
QSO: 21029 CW 2020-07-11 1308 Z30HQ 599 RSM OH1TS 599 18 0
QSO: 14000 CW 2020-07-11 1308 Z30HQ 599 RSM RX9WN 599 30 0
QSO: 21029 CW 2020-07-11 1309 Z30HQ 599 RSM SM6A 599 18 0
QSO: 14000 CW 2020-07-11 1309 Z30HQ 599 RSM US7IY 599 29 0
QSO: 14000 CW 2020-07-11 1309 Z30HQ 599 RSM DL7USW/P 599 28 0
QSO: 21029 CW 2020-07-11 1310 Z30HQ 599 RSM UB7K 599 29 0
QSO: 14000 CW 2020-07-11 1311 Z30HQ 599 RSM G9F 599 27 0
QSO: 14000 CW 2020-07-11 1311 Z30HQ 599 RSM GE1BQE 599 27 0
QSO: 21029 CW 2020-07-11 1312 Z30HQ 599 RSM OL0W 599 28 0
QSO: 21029 CW 2020-07-11 1312 Z30HQ 599 RSM YR0HQ 599 FRR 0
QSO: 14000 CW 2020-07-11 1312 Z30HQ 599 RSM UT3EK 599 29 0
QSO: 21029 CW 2020-07-11 1313 Z30HQ 599 RSM SP9R 599 28 0
QSO: 14000 CW 2020-07-11 1313 Z30HQ 599 RSM F5JNT 599 27 0
QSO: 14000 CW 2020-07-11 1313 Z30HQ 599 RSM DF6RI 599 28 0
QSO: 21029 CW 2020-07-11 1314 Z30HQ 599 RSM DA0HQ 599 DARC 0
QSO: 14000 CW 2020-07-11 1314 Z30HQ 599 RSM EW8G 599 29 0
QSO: 21029 CW 2020-07-11 1314 Z30HQ 599 RSM S50HQ 599 ZRS 0
QSO: 14000 CW 2020-07-11 1314 Z30HQ 599 RSM EW8OM 599 29 0
QSO: 14000 CW 2020-07-11 1315 Z30HQ 599 RSM DK2LO 599 28 0
QSO: 14000 CW 2020-07-11 1315 Z30HQ 599 RSM DL1CW 599 28 0
QSO: 14000 CW 2020-07-11 1316 Z30HQ 599 RSM DL9GWA 599 28 0
QSO: 14000 CW 2020-07-11 1316 Z30HQ 599 RSM UZ3A 599 29 0
QSO: 14000 CW 2020-07-11 1317 Z30HQ 599 RSM PC5WB 599 27 0
QSO: 21029 CW 2020-07-11 1318 Z30HQ 599 RSM LY2SA 599 29 0
QSO: 14000 CW 2020-07-11 1318 Z30HQ 599 RSM UA9LAO 599 30 0
QSO: 21029 CW 2020-07-11 1318 Z30HQ 599 RSM LY6A 599 29 0
QSO: 21029 CW 2020-07-11 1319 Z30HQ 599 RSM SP2LNW 599 28 0
QSO: 14000 CW 2020-07-11 1319 Z30HQ 599 RSM DL8HK 599 28 0
QSO: 14000 CW 2020-07-11 1319 Z30HQ 599 RSM DL4ZA 599 28 0
QSO: 21029 CW 2020-07-11 1320 Z30HQ 599 RSM LY5W 599 29 0
QSO: 14000 CW 2020-07-11 1320 Z30HQ 599 RSM OZ2U 599 18 0
QSO: 21029 CW 2020-07-11 1321 Z30HQ 599 RSM ER1LZ 599 29 0
QSO: 21029 CW 2020-07-11 1321 Z30HQ 599 RSM LY6A 599 29 0
QSO: 14000 CW 2020-07-11 1321 Z30HQ 599 RSM UT5C 599 29 0
QSO: 14000 CW 2020-07-11 1321 Z30HQ 599 RSM OK2WTW 599 28 0
QSO: 14000 CW 2020-07-11 1321 Z30HQ 599 RSM EA7IZ 599 37 0
QSO: 14000 CW 2020-07-11 1322 Z30HQ 599 RSM RW2F 599 29 0
QSO: 14000 CW 2020-07-11 1322 Z30HQ 599 RSM OG6N 599 18 0
QSO: 14000 CW 2020-07-11 1322 Z30HQ 599 RSM SP9JPA 599 28 0
QSO: 14000 CW 2020-07-11 1323 Z30HQ 599 RSM SP8BXL 599 28 0
QSO: 14000 CW 2020-07-11 1323 Z30HQ 599 RSM SP3RN 599 28 0
QSO: 14000 CW 2020-07-11 1324 Z30HQ 599 RSM HZ7C 599 39 0
QSO: 14000 CW 2020-07-11 1325 Z30HQ 599 RSM PA2W 599 27 0
QSO: 14000 CW 2020-07-11 1325 Z30HQ 599 RSM DJ9RR 599 28 0
QSO: 14000 CW 2020-07-11 1325 Z30HQ 599 RSM RU1A 599 29 0
QSO: 14000 CW 2020-07-11 1326 Z30HQ 599 RSM OZ5UR 599 18 0
QSO: 14000 CW 2020-07-11 1326 Z30HQ 599 RSM OK1UKV 599 28 0
QSO: 14000 CW 2020-07-11 1327 Z30HQ 599 RSM DF6QV 599 28 0
QSO: 14000 CW 2020-07-11 1327 Z30HQ 599 RSM HB9FOM 599 28 0
QSO: 28000 CW 2020-07-11 1328 Z30HQ 599 RSM LY4G 599 29 1
QSO: 14000 CW 2020-07-11 1328 Z30HQ 599 RSM OR2F 599 27 0
QSO: 21255 PH 2020-07-11 1329 Z30HQ 59 RSM LY4L 59 29 0
QSO: 14000 CW 2020-07-11 1329 Z30HQ 599 RSM PA3FAL 599 27 0
QSO: 21255 PH 2020-07-11 1329 Z30HQ 59 RSM SP4G 59 28 0
QSO: 14000 CW 2020-07-11 1329 Z30HQ 599 RSM OH4BCS 599 18 0
QSO: 28000 CW 2020-07-11 1330 Z30HQ 599 RSM EM5HQ 599 UARL 1
QSO: 21255 PH 2020-07-11 1330 Z30HQ 59 RSM LY2EW 59 29 0
QSO: 14000 CW 2020-07-11 1330 Z30HQ 599 RSM PA3EEG 599 27 0
QSO: 14000 CW 2020-07-11 1330 Z30HQ 599 RSM OM2AGN 599 28 0
QSO: 21255 PH 2020-07-11 1331 Z30HQ 59 RSM LY5XX 59 29 0
QSO: 21255 PH 2020-07-11 1331 Z30HQ 59 RSM SN8K 59 28 0
QSO: 21255 PH 2020-07-11 1331 Z30HQ 59 RSM RA3DX 59 29 0
QSO: 14000 CW 2020-07-11 1331 Z30HQ 599 RSM PA3CXB 599 27 0
QSO: 14000 CW 2020-07-11 1331 Z30HQ 599 RSM RV7C 599 29 0
QSO: 14000 CW 2020-07-11 1332 Z30HQ 599 RSM PB0ACU 599 27 0
QSO: 14000 CW 2020-07-11 1332 Z30HQ 599 RSM SM6A 599 18 0
QSO: 14000 CW 2020-07-11 1332 Z30HQ 599 RSM DF3VM 599 28 0
QSO: 14000 CW 2020-07-11 1333 Z30HQ 599 RSM GM5M 599 27 0
QSO: 14000 CW 2020-07-11 1333 Z30HQ 599 RSM EI8JX 599 27 0
QSO: 21255 PH 2020-07-11 1337 Z30HQ 59 RSM OH6ECM 59 18 0
QSO: 28000 CW 2020-07-11 1339 Z30HQ 599 RSM YR0HQ 599 FRR 1
QSO: 28000 CW 2020-07-11 1339 Z30HQ 599 RSM UZ3A 599 29 1
QSO: 21255 PH 2020-07-11 1339 Z30HQ 59 RSM SP4AAZ 59 28 0
QSO: 21255 PH 2020-07-11 1340 Z30HQ 59 RSM SN0HQ 59 PZK 0
QSO: 21255 PH 2020-07-11 1340 Z30HQ 59 RSM SP4NKJ 59 28 0
QSO: 21255 PH 2020-07-11 1341 Z30HQ 59 RSM RC5Z 59 29 0
QSO: 21255 PH 2020-07-11 1341 Z30HQ 59 RSM SP8TZ 59 28 0
QSO: 21255 PH 2020-07-11 1341 Z30HQ 59 RSM LY5GT 59 29 0
QSO: 21255 PH 2020-07-11 1341 Z30HQ 59 RSM UR5WHQ 59 29 0
QSO: 14000 CW 2020-07-11 1341 Z30HQ 599 RSM US1QA 599 29 0
QSO: 14000 CW 2020-07-11 1341 Z30HQ 599 RSM SN5N 599 28 0
QSO: 21255 PH 2020-07-11 1342 Z30HQ 59 RSM LY1K 59 29 0
QSO: 14000 CW 2020-07-11 1342 Z30HQ 599 RSM SP1AEN 599 28 0
QSO: 14000 CW 2020-07-11 1342 Z30HQ 599 RSM LY5W 599 29 0
QSO: 14000 CW 2020-07-11 1342 Z30HQ 599 RSM DJ0BE 599 28 0
QSO: 14000 CW 2020-07-11 1343 Z30HQ 599 RSM ON4ACW 599 27 0
QSO: 21255 PH 2020-07-11 1344 Z30HQ 59 RSM OH1RM 59 18 0
QSO: 14000 CW 2020-07-11 1344 Z30HQ 599 RSM PC19STAYHOME 599 27 0
QSO: 14000 CW 2020-07-11 1345 Z30HQ 599 RSM I1FLC 599 28 0
QSO: 14000 CW 2020-07-11 1346 Z30HQ 599 RSM PA2TA 599 27 0
QSO: 14000 CW 2020-07-11 1346 Z30HQ 599 RSM LY1CT 599 29 0
QSO: 14000 CW 2020-07-11 1346 Z30HQ 599 RSM DL4ME 599 28 0
QSO: 14000 CW 2020-07-11 1347 Z30HQ 599 RSM OM3RM 599 28 0
QSO: 14000 CW 2020-07-11 1347 Z30HQ 599 RSM EA2NN 599 37 0
QSO: 14000 CW 2020-07-11 1348 Z30HQ 599 RSM DL9OE 599 28 0
QSO: 14000 CW 2020-07-11 1348 Z30HQ 599 RSM RX9AF 599 30 0
QSO: 14000 CW 2020-07-11 1349 Z30HQ 599 RSM SP4HHI 599 28 0
QSO: 14000 CW 2020-07-11 1349 Z30HQ 599 RSM RT9S 599 30 0
QSO: 21213 PH 2020-07-11 1350 Z30HQ 59 RSM UT8EL 59 29 0
QSO: 21214 PH 2020-07-11 1350 Z30HQ 59 RSM ES7A 59 29 0
QSO: 14000 CW 2020-07-11 1350 Z30HQ 599 RSM UY5QJ 599 29 0
QSO: 21220 PH 2020-07-11 1351 Z30HQ 59 RSM YL4HQ 59 LRAL 0
QSO: 14000 CW 2020-07-11 1351 Z30HQ 599 RSM PA8MM 599 27 0
QSO: 14000 CW 2020-07-11 1351 Z30HQ 599 RSM US5VX 599 29 0
QSO: 14000 CW 2020-07-11 1351 Z30HQ 599 RSM LA2RR 599 18 0
QSO: 28000 CW 2020-07-11 1352 Z30HQ 599 RSM UX1VT 599 29 1
QSO: 14000 CW 2020-07-11 1352 Z30HQ 599 RSM OZ4SOP 599 18 0
QSO: 28000 CW 2020-07-11 1353 Z30HQ 599 RSM EW1TO 599 29 1
QSO: 14000 CW 2020-07-11 1353 Z30HQ 599 RSM SM6VWG 599 18 0
QSO: 14000 CW 2020-07-11 1353 Z30HQ 599 RSM OP7T 599 27 0
QSO: 14000 CW 2020-07-11 1353 Z30HQ 599 RSM OK1TA 599 28 0
QSO: 21232 PH 2020-07-11 1354 Z30HQ 59 RSM R0HQ 59 SRR 0
QSO: 14000 CW 2020-07-11 1354 Z30HQ 599 RSM R4IT 599 29 0
QSO: 14000 CW 2020-07-11 1355 Z30HQ 599 RSM F6AEW 599 27 0
QSO: 14000 CW 2020-07-11 1355 Z30HQ 599 RSM OZ3SM 599 18 0
QSO: 14000 CW 2020-07-11 1355 Z30HQ 599 RSM R7AT 599 29 0
QSO: 28000 CW 2020-07-11 1356 Z30HQ 599 RSM UZ2I 599 29 1
QSO: 21250 PH 2020-07-11 1356 Z30HQ 59 RSM EM5HQ 59 UARL 0
QSO: 14000 CW 2020-07-11 1356 Z30HQ 599 RSM DG0KS 599 28 0
QSO: 14000 CW 2020-07-11 1356 Z30HQ 599 RSM RT3D 599 29 0
QSO: 14000 CW 2020-07-11 1356 Z30HQ 599 RSM R7CT 599 29 0
QSO: 14000 CW 2020-07-11 1357 Z30HQ 599 RSM SE9P 599 18 0
QSO: 14000 CW 2020-07-11 1357 Z30HQ 599 RSM HA6P 599 28 0
QSO: 14000 CW 2020-07-11 1358 Z30HQ 599 RSM UT4EK 599 29 0
QSO: 14000 CW 2020-07-11 1359 Z30HQ 599 RSM I2IFT 599 28 0
QSO: 14000 CW 2020-07-11 1400 Z30HQ 599 RSM RN6AT 599 29 0
QSO: 14000 CW 2020-07-11 1400 Z30HQ 599 RSM DH7KU 599 28 0
QSO: 14000 CW 2020-07-11 1401 Z30HQ 599 RSM I1ZDW 599 28 0
QSO: 14000 CW 2020-07-11 1401 Z30HQ 599 RSM OK1HCG 599 28 0
QSO: 14000 CW 2020-07-11 1401 Z30HQ 599 RSM PA0CT 599 27 0
QSO: 14000 CW 2020-07-11 1402 Z30HQ 599 RSM DG3T 599 28 0
QSO: 14000 CW 2020-07-11 1402 Z30HQ 599 RSM PD0JMH 599 27 0
QSO: 14000 CW 2020-07-11 1403 Z30HQ 599 RSM DL2RMC 599 28 0
QSO: 14000 CW 2020-07-11 1404 Z30HQ 599 RSM DL9NO 599 28 0
QSO: 14000 CW 2020-07-11 1405 Z30HQ 599 RSM OK1OA 599 28 0
QSO: 14000 CW 2020-07-11 1406 Z30HQ 599 RSM LY2J 599 29 0
QSO: 14000 CW 2020-07-11 1406 Z30HQ 599 RSM G1SCT 599 27 0
QSO: 14000 CW 2020-07-11 1407 Z30HQ 599 RSM UW1M 599 29 0
QSO: 14000 CW 2020-07-11 1407 Z30HQ 599 RSM RU3A 599 29 0
