START-OF-LOG: 3.0
CONTEST: CQ-WPX-SSB
CALLSIGN: DJ3GE
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-STATION: FIXED
CATEGORY-OVERLAY: TB-WIRES
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
LOCATION: DX
CLAIMED-SCORE: 69160
CREATED-BY: UcxLog 7.50
OPERATORS: DJ3GE
NAME: Ferdinand Dahl
SOAPBOX: QRP 5 Watt from FT817 via tuner to off-center-fed dipole on 7 MHz and
SOAPBOX: 14 MHz. 21and 28 MHz to 2 Element-3 Band Mini-Yagi MFB23.
QSO: 21000 PH 2015-03-28 1054 DJ3GE         59  001    IR9W          59  383    0
QSO: 21000 PH 2015-03-28 1100 DJ3GE         59  002    J42T          59  397    0
QSO: 21000 PH 2015-03-28 1102 DJ3GE         59  003    4L8A          59  9909   0
QSO: 21000 PH 2015-03-28 1105 DJ3GE         59  004    RM4I          59  923    0
QSO: 21000 PH 2015-03-28 1107 DJ3GE         59  005    TC3P          59  390    0
QSO: 21000 PH 2015-03-28 1107 DJ3GE         59  006    TC2C          59  931    0
QSO: 21000 PH 2015-03-28 1114 DJ3GE         59  007    UW7LL         59  959    0
QSO: 21000 PH 2015-03-28 1115 DJ3GE         59  008    IR9F          59  452    0
QSO: 21000 PH 2015-03-28 1117 DJ3GE         59  009    CR6P          59  109    0
QSO: 21000 PH 2015-03-28 1119 DJ3GE         59  010    PJ4Z          59  1340   0
QSO: 21000 PH 2015-03-28 1121 DJ3GE         59  011    RZ0AI         59  670    0
QSO: 21000 PH 2015-03-28 1124 DJ3GE         59  012    5E5E          59  920    0
QSO: 21000 PH 2015-03-28 1135 DJ3GE         59  013    EW8QQ         59  896    0
QSO: 21000 PH 2015-03-28 1138 DJ3GE         59  014    VY2ZM         59  971    0
QSO: 21000 PH 2015-03-28 1140 DJ3GE         59  015    9K2HN         59  776    0
QSO: 21000 PH 2015-03-28 1216 DJ3GE         59  016    RU3SD         59  550    0
QSO: 21000 PH 2015-03-28 1218 DJ3GE         59  017    IT9EWR        59  284    0
QSO: 21000 PH 2015-03-28 1219 DJ3GE         59  018    UT3QD         59  202    0
QSO: 21000 PH 2015-03-28 1220 DJ3GE         59  019    C4Z           59  158    0
QSO: 21000 PH 2015-03-28 1225 DJ3GE         59  020    RC9J          59  571    0
QSO: 28000 PH 2015-03-28 1227 DJ3GE         59  021    A65BP         59  1457   0
QSO: 28000 PH 2015-03-28 1228 DJ3GE         59  022    RM4HZ         59  934    0
QSO: 28000 PH 2015-03-28 1230 DJ3GE         59  023    RK7A          59  121    0
QSO: 28000 PH 2015-03-28 1236 DJ3GE         59  024    P33W          59  2673   0
QSO: 28000 PH 2015-03-28 1237 DJ3GE         59  025    RJ4P          59  1372   0
QSO: 28000 PH 2015-03-28 1238 DJ3GE         59  026    R9AE          59  769    0
QSO: 28000 PH 2015-03-28 1241 DJ3GE         59  027    PW2D          59  1185   0
QSO: 28000 PH 2015-03-28 1243 DJ3GE         59  028    SX9C          59  751    0
QSO: 28000 PH 2015-03-28 1246 DJ3GE         59  029    CN3A          59  741    0
QSO: 28000 PH 2015-03-28 1255 DJ3GE         59  030    CT9/R9DX      59  1192   0
QSO: 28000 PH 2015-03-28 1300 DJ3GE         59  031    H2T           59  994    0
QSO: 28000 PH 2015-03-28 1301 DJ3GE         59  032    H27A          59  865    0
QSO: 28000 PH 2015-03-28 1303 DJ3GE         59  033    EF8Z          59  273    0
QSO: 28000 PH 2015-03-28 1305 DJ3GE         59  034    ZX2B          59  988    0
QSO: 28000 PH 2015-03-28 1316 DJ3GE         59  035    OD5ZZ         59  275    0
QSO: 28000 PH 2015-03-28 1323 DJ3GE         59  036    RM7C          59  490    0
QSO: 28000 PH 2015-03-28 1325 DJ3GE         59  037    SV5DKL        59  775    0
QSO: 28000 PH 2015-03-28 1327 DJ3GE         59  038    TA4ED         59  490    0
QSO: 28000 PH 2015-03-28 1328 DJ3GE         59  039    A61QQ         59  979    0
QSO: 28000 PH 2015-03-28 1329 DJ3GE         59  040    C4A           59  914    0
QSO: 28000 PH 2015-03-28 1332 DJ3GE         59  041    A61ZX         59  835    0
QSO: 28000 PH 2015-03-28 1333 DJ3GE         59  042    RY7G          59  222    0
QSO: 28000 PH 2015-03-28 1343 DJ3GE         59  043    P40L          59  1525   0
QSO: 28000 PH 2015-03-28 1346 DJ3GE         59  044    UI4I          59  404    0
QSO: 28000 PH 2015-03-28 1347 DJ3GE         59  045    5E5E          59  760    0
QSO: 28000 PH 2015-03-28 1350 DJ3GE         59  046    YB9KA         59  179    0
