START-OF-LOG: 3.0
LOCATION: SB
CALLSIGN: AG6AY
CLUB: Ventura County Amateur Radio Society
CONTEST: CQ-WPX-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-POWER: HIGH
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 312438
OPERATORS: AG6AY
SOAPBOX: Propagation was better than I expected.  I could not run 500W on 80M
SOAPBOX: because of some RF in the shack that I had not seen before.  I'll have
SOAPBOX: to deal with that soon.  I was able to put in 26h operating and was
SOAPBOX: able to use new homebuilt 10M 4el yagi as well.  I managed to get 2
SOAPBOX: contacts into Kazakastan and Indonesia (a new country). Also had
SOAPBOX: several contacts into Africa which is normally tough.  Overall I
SOAPBOX: managed 70 country prefixes over 430 total QSOs.
NAME: RICK
CREATED-BY: N1MM Logger+ 1.0.4815.0
QSO: 14266 PH 2015-03-28 0240 AG6AY         59  0001   AJ7G          59  0037
QSO: 14258 PH 2015-03-28 0243 AG6AY         59  0002   IO9A          59  0231
QSO: 14227 PH 2015-03-28 0249 AG6AY         59  0003   WP4X          59  0392
QSO: 14194 PH 2015-03-28 0251 AG6AY         59  0004   KE8FT         59  0087
QSO: 14167 PH 2015-03-28 0254 AG6AY         59  0005   YT3M          59  0344
QSO: 14154 PH 2015-03-28 0256 AG6AY         59  0006   VC6K          59  0419
QSO: 14150 PH 2015-03-28 0257 AG6AY         59  0007   WX3B          59  0262
QSO: 14210 PH 2015-03-28 0300 AG6AY         59  0008   KD9ST         59  0243
QSO: 14215 PH 2015-03-28 0301 AG6AY         59  0009   KN5TX         59  0382
QSO: 14222 PH 2015-03-28 0303 AG6AY         59  0010   RM4I          59  0183
QSO: 14226 PH 2015-03-28 0303 AG6AY         59  0011   K5RT          59  0252
QSO: 14237 PH 2015-03-28 0307 AG6AY         59  0012   ZV2K          59  0349
QSO: 14250 PH 2015-03-28 0315 AG6AY         59  0013   IZ8EPX        59  0454
QSO: 14252 PH 2015-03-28 0316 AG6AY         59  0014   EB3CW         59  0402
QSO: 14255 PH 2015-03-28 0316 AG6AY         59  0015   VA7DX         59  0110
QSO: 14263 PH 2015-03-28 0319 AG6AY         59  0016   D4C           59  0712
QSO: 14272 PH 2015-03-28 0327 AG6AY         59  0017   PW2D          59  0518
QSO: 14276 PH 2015-03-28 0328 AG6AY         59  0018   IB9T          59  0501
QSO: 14282 PH 2015-03-28 0331 AG6AY         59  0019   UW2M          59  0349
QSO: 14286 PH 2015-03-28 0331 AG6AY         59  0020   P3N           59  0646
QSO: 14295 PH 2015-03-28 0333 AG6AY         59  0021   CN2AA         59  0007
QSO: 14316 PH 2015-03-28 0334 AG6AY         59  0022   WW0WWW        59  0344
QSO: 14312 PH 2015-03-28 0335 AG6AY         59  0023   UI5R          59  0004
QSO: 14329 PH 2015-03-28 0337 AG6AY         59  0024   CS2C          59  0591
QSO: 14334 PH 2015-03-28 0338 AG6AY         59  0025   C4A           59  0629
QSO: 14340 PH 2015-03-28 0339 AG6AY         59  0026   PJ2T          59  0376
QSO: 14342 PH 2015-03-28 0343 AG6AY         59  0027   EB8AH         59  0348
QSO: 14345 PH 2015-03-28 0343 AG6AY         59  0028   PY1NX         59  0352
QSO: 14346 PH 2015-03-28 0346 AG6AY         59  0029   OH6MW         59  0302
QSO: 14348 PH 2015-03-28 0347 AG6AY         59  0030   ZX2B          59  0550
QSO: 14314 PH 2015-03-28 0348 AG6AY         59  0031   VE3CX         59  0334
QSO: 14318 PH 2015-03-28 0402 AG6AY         59  0032   AC9KW         59  0106
QSO: 14309 PH 2015-03-28 0408 AG6AY         59  0033   P33W          59  0819
QSO: 14306 PH 2015-03-28 0408 AG6AY         59  0034   RW1A          59  0749
QSO: 14259 PH 2015-03-28 0412 AG6AY         59  0035   CE3CT         59  0567
QSO: 14248 PH 2015-03-28 0413 AG6AY         59  0036   EN4U          59  0496
QSO: 14245 PH 2015-03-28 0414 AG6AY         59  0037   PY5ARP        59  0222
QSO: 14242 PH 2015-03-28 0415 AG6AY         59  0038   UW7LL         59  0481
QSO: 14234 PH 2015-03-28 0417 AG6AY         59  0039   RL4F          59  0271
QSO: 14232 PH 2015-03-28 0419 AG6AY         59  0040   OH1F          59  0475
QSO: 14218 PH 2015-03-28 0419 AG6AY         59  0041   OG9X          59  0211
QSO: 14223 PH 2015-03-28 0421 AG6AY         59  0042   R5AJ          59  0038
QSO: 14205 PH 2015-03-28 0421 AG6AY         59  0043   UI5F          59  0172
QSO: 14202 PH 2015-03-28 0422 AG6AY         59  0044   OG1M          59  0042
QSO: 14175 PH 2015-03-28 0424 AG6AY         59  0045   VE3TU         59  0050
QSO: 14159 PH 2015-03-28 0426 AG6AY         59  0046   9Y4W          59  0737
QSO: 14160 PH 2015-03-28 0427 AG6AY         59  0047   RA5D          59  0076
QSO: 14165 PH 2015-03-28 0428 AG6AY         59  0048   NN4F          59  0181
QSO: 14172 PH 2015-03-28 0428 AG6AY         59  0049   YL2BJ         59  0068
QSO: 14200 PH 2015-03-28 0431 AG6AY         59  0050   CE1TT         59  0259
QSO: 14208 PH 2015-03-28 0433 AG6AY         59  0051   UZ0U          59  0107
QSO: 14229 PH 2015-03-28 0435 AG6AY         59  0052   3G3O          59  0217
QSO: 14255 PH 2015-03-28 0439 AG6AY         59  0053   RT4F          59  0535
QSO: 14273 PH 2015-03-28 0441 AG6AY         59  0054   RJ4P          59  0451
QSO: 14292 PH 2015-03-28 0443 AG6AY         59  0055   RG4F          59  0092
QSO: 14298 PH 2015-03-28 0444 AG6AY         59  0056   OM0M          59  0415
QSO: 14315 PH 2015-03-28 0448 AG6AY         59  0057   UN1L          59  0212
QSO: 14319 PH 2015-03-28 0449 AG6AY         59  0058   UP2F          59  0470
QSO: 14321 PH 2015-03-28 0450 AG6AY         59  0059   LY2W          59  0047
QSO: 14326 PH 2015-03-28 0451 AG6AY         59  0060   LY5A          59  0075
QSO: 14337 PH 2015-03-28 0452 AG6AY         59  0061   UA0IDZ        59  0508
QSO: 14341 PH 2015-03-28 0453 AG6AY         59  0062   LY7Z          59  0330
QSO: 14215 PH 2015-03-28 0458 AG6AY         59  0063   SO4M          59  0170
QSO: 14190 PH 2015-03-28 0500 AG6AY         59  0064   TG9ANF        59  0269
QSO: 14185 PH 2015-03-28 0501 AG6AY         59  0065   UF5D          59  0268
QSO: 14242 PH 2015-03-28 0507 AG6AY         59  0066   JA3YBK        59  0061
QSO: 14245 PH 2015-03-28 0510 AG6AY         59  0067   KH7XX         59  0267
QSO: 14285 PH 2015-03-28 0512 AG6AY         59  0068   UT5M          59  0444
QSO:  3798 PH 2015-03-28 1238 AG6AY         59  0069   V7CGL         59  1008
QSO:  7139 PH 2015-03-28 1252 AG6AY         59  0070   JE1CKA        59  0861
QSO:  7173 PH 2015-03-28 1254 AG6AY         59  0071   NR5M          59  1104
QSO:  7185 PH 2015-03-28 1254 AG6AY         59  0072   JI2ZJS        59  0753
QSO:  7190 PH 2015-03-28 1255 AG6AY         59  0073   JM1FHL        59  0120
