START-OF-LOG: 3.0
CREATED-BY: GenLog v8.15
LOCATION: MB
CONTEST: CQ-WPX-SSB
CALLSIGN: VA4HZ
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CLAIMED-SCORE: 271752
CLUB: RadioSport Manitoba
OPERATORS: VE4HAZ
NAME: Harm Hazeu
SOAPBOX: It has been 8 years since my last WW WPX
SOAPBOX: and it was as much fun as I remembered it!
QSO: 28000 PH 2015-03-28 0001 VA4HZ         59  0001   CW5W          59  0001
QSO: 28000 PH 2015-03-28 0006 VA4HZ         59  0002   LU5FF         59  0014
QSO: 28000 PH 2015-03-28 0009 VA4HZ         59  0003   LR1E          59  0029
QSO: 28000 PH 2015-03-28 0011 VA4HZ         59  0004   YV6CR         59  0010
QSO: 28000 PH 2015-03-28 0013 VA4HZ         59  0005   YV1KK         59  0028
QSO: 28000 PH 2015-03-28 0016 VA4HZ         59  0006   CE2VF         59  0056
QSO: 28000 PH 2015-03-28 0025 VA4HZ         59  0007   TI2OY         59  0024
QSO: 21000 PH 2015-03-28 0028 VA4HZ         59  0008   PT2CM         59  0025
QSO: 21000 PH 2015-03-28 0029 VA4HZ         59  0009   NN3L          59  0040
QSO: 21000 PH 2015-03-28 0030 VA4HZ         59  0010   KU2M          59  0049
QSO: 21000 PH 2015-03-28 0031 VA4HZ         59  0011   K3ZO          59  0074
QSO: 21000 PH 2015-03-28 0033 VA4HZ         59  0012   CO4WL         59  0047
QSO: 21000 PH 2015-03-28 0034 VA4HZ         59  0013   WW2E          59  0102
QSO: 21000 PH 2015-03-28 0036 VA4HZ         59  0014   CE3CT         59  0110
QSO: 21000 PH 2015-03-28 0040 VA4HZ         59  0015   FM5FJ         59  0093
QSO: 21000 PH 2015-03-28 0044 VA4HZ         59  0016   3G1B          59  0033
QSO: 21000 PH 2015-03-28 0045 VA4HZ         59  0017   NZ5I          59  0124
QSO: 21000 PH 2015-03-28 0047 VA4HZ         59  0018   K4PV          59  0096
QSO: 21000 PH 2015-03-28 0048 VA4HZ         59  0019   AD4DR         59  0043
QSO: 21000 PH 2015-03-28 0049 VA4HZ         59  0020   K5RT          59  0068
QSO: 21000 PH 2015-03-28 0050 VA4HZ         59  0021   W7WW          59  0076
QSO: 21000 PH 2015-03-28 0052 VA4HZ         59  0022   WG3J          59  0082
QSO: 21000 PH 2015-03-28 0053 VA4HZ         59  0023   NN3U          59  0055
QSO: 21000 PH 2015-03-28 0055 VA4HZ         59  0024   NP2P          59  0139
QSO: 21000 PH 2015-03-28 0103 VA4HZ         59  0025   PX2F          59  0084
QSO: 21000 PH 2015-03-28 0104 VA4HZ         59  0026   P43L          59  0053
QSO: 21000 PH 2015-03-28 0106 VA4HZ         59  0027   8P5A          59  0314
QSO: 21000 PH 2015-03-28 0110 VA4HZ         59  0028   PJ2T          59  0227
QSO: 21000 PH 2015-03-28 0111 VA4HZ         59  0029   AK6R          59  0037
QSO: 21000 PH 2015-03-28 0117 VA4HZ         59  0030   PY2T          59  0063
QSO: 21000 PH 2015-03-28 0119 VA4HZ         59  0031   KX7M          59  0187
QSO: 21000 PH 2015-03-28 0120 VA4HZ         59  0032   AJ7G          59  0022
QSO: 21000 PH 2015-03-28 0123 VA4HZ         59  0033   ZX2B          59  0228
QSO: 21000 PH 2015-03-28 0125 VA4HZ         59  0034   ZW5B          59  0233
QSO: 21000 PH 2015-03-28 0127 VA4HZ         59  0035   AD4Z          59  0163
