START-OF-LOG: 3.0
CALLSIGN: JN3DMJ
CONTEST: CQ-WPX-SSB
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: QRP
CATEGORY-MODE: SSB
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 6026
LOCATION: DX
NAME: Koichi Matsumoto
OPERATORS: JN3DMJ
SOAPBOX: The actual maximum power output used is 5 watts.
QSO:  7179 PH 2015-03-28 1143 JN3DMJ        59  0001   JL3MCM        59  0064
QSO:  7161 PH 2015-03-28 1202 JN3DMJ        59  0002   NF6A          59  0989
QSO:  7132 PH 2015-03-28 1216 JN3DMJ        59  0003   JA2VHO        59  0230
QSO:  7124 PH 2015-03-28 1223 JN3DMJ        59  0004   HL2DBP        59  0198
QSO:  7177 PH 2015-03-28 1242 JN3DMJ        59  0005   KX7M          59  1117
QSO:  7146 PH 2015-03-28 1257 JN3DMJ        59  0006   WC6H          59  0564
QSO:  7127 PH 2015-03-28 1449 JN3DMJ        59  0007   KH2KY         59  0064
QSO: 28357 PH 2015-03-28 2358 JN3DMJ        59  0008   AA7V          59  0129
QSO: 28400 PH 2015-03-29 0003 JN3DMJ        59  0009   N7DD          59  0250
QSO: 28430 PH 2015-03-29 0010 JN3DMJ        59  0010   BA7JA         59  1934
QSO: 21205 PH 2015-03-29 0025 JN3DMJ        59  0011   JS6SRY        59  0016
QSO: 21227 PH 2015-03-29 0029 JN3DMJ        59  0012   NR7DX         59  2199
QSO: 21235 PH 2015-03-29 0040 JN3DMJ        59  0013   YE2C          59  0607
QSO: 21244 PH 2015-03-29 0044 JN3DMJ        59  0014   BD4AKC        59  0192
QSO: 28318 PH 2015-03-29 0103 JN3DMJ        59  0015   BD7OB         59  0307
QSO: 28361 PH 2015-03-29 0107 JN3DMJ        59  0016   9M4CC         59  0611
QSO: 28368 PH 2015-03-29 0111 JN3DMJ        59  0017   NX6T          59  0496
QSO: 28394 PH 2015-03-29 0117 JN3DMJ        59  0018   WH7W          59  0285
QSO: 28409 PH 2015-03-29 0125 JN3DMJ        59  0019   YB9KA         59  0225
QSO: 28460 PH 2015-03-29 0136 JN3DMJ        59  0020   KA6BIM        59  1108
QSO: 28491 PH 2015-03-29 0139 JN3DMJ        59  0021   YE2C          59  0611
QSO: 28508 PH 2015-03-29 0143 JN3DMJ        59  0022   DU1EV         59  0237
QSO: 21200 PH 2015-03-29 0147 JN3DMJ        59  0023   BD7BM         59  0498
QSO: 21258 PH 2015-03-29 0213 JN3DMJ        59  0024   BA7JA         59  2114
QSO: 21305 PH 2015-03-29 0221 JN3DMJ        59  0025   DU1HR         59  0438
QSO: 21309 PH 2015-03-29 0225 JN3DMJ        59  0026   BV0J          59  1695
QSO: 21320 PH 2015-03-29 0228 JN3DMJ        59  0027   K0DU          59  2633
QSO: 21374 PH 2015-03-29 0239 JN3DMJ        59  0028   DU1RB         59  0322
QSO: 21393 PH 2015-03-29 0242 JN3DMJ        59  0029   BG5TOX        59  0654
QSO: 28488 PH 2015-03-29 0303 JN3DMJ        59  0030   UA0UK         59  0337
QSO: 28518 PH 2015-03-29 0308 JN3DMJ        59  0031   KH2KY         59  0803
QSO: 21287 PH 2015-03-29 0312 JN3DMJ        59  0032   VC7GL         59  2269
QSO: 21356 PH 2015-03-29 0320 JN3DMJ        59  0033   BH4RNX        59  0458
QSO: 28465 PH 2015-03-29 0327 JN3DMJ        59  0034   VK6NC         59  1109
QSO: 28475 PH 2015-03-29 0330 JN3DMJ        59  0035   9M6YBG        59  0145
QSO: 28483 PH 2015-03-29 0333 JN3DMJ        59  0036   VR2XMC        59  0067
QSO: 28520 PH 2015-03-29 0336 JN3DMJ        59  0037   UN6P          59  0483
QSO: 21345 PH 2015-03-29 0436 JN3DMJ        59  0038   N6BV          59  1008
QSO: 28398 PH 2015-03-29 0440 JN3DMJ        59  0039   BV0J          59  1805
QSO: 28467 PH 2015-03-29 0447 JN3DMJ        59  0040   BP0P          59  0441
QSO: 21222 PH 2015-03-29 0512 JN3DMJ        59  0041   KH7XX         59  1709
QSO: 21273 PH 2015-03-29 0521 JN3DMJ        59  0042   9M2SI         59  0406
QSO: 21290 PH 2015-03-29 0545 JN3DMJ        59  0043   B1W           59  1379
QSO: 21345 PH 2015-03-29 0602 JN3DMJ        59  0044   NH2DX         59  1213
QSO: 21375 PH 2015-03-29 0606 JN3DMJ        59  0045   VK4KW         59  1213
QSO: 21385 PH 2015-03-29 0611 JN3DMJ        59  0046   BP0P          59  0624
QSO: 28440 PH 2015-03-29 0618 JN3DMJ        59  0047   YB1BGI        59  0409
QSO: 28443 PH 2015-03-29 0624 JN3DMJ        59  0048   VK4KW         59  1850
QSO: 28451 PH 2015-03-29 0628 JN3DMJ        59  0049   R9AE          59  1075
QSO: 28472 PH 2015-03-29 0631 JN3DMJ        59  0050   BY9CA         59  1169
QSO: 28570 PH 2015-03-29 0645 JN3DMJ        59  0051   5W1SA         59  1472
QSO: 21197 PH 2015-03-29 0708 JN3DMJ        59  0052   FK8IK         59  1141
QSO: 28350 PH 2015-03-29 0730 JN3DMJ        59  0053   9M2M          59  0479
QSO: 28420 PH 2015-03-29 0740 JN3DMJ        59  0054   YB1C          59  0860
QSO:  7186 PH 2015-03-29 1245 JN3DMJ        59  0055   JH4RHF        59  1798
QSO:  7172 PH 2015-03-29 1259 JN3DMJ        59  0056   JR4OZR        59  1471
QSO:  7175 PH 2015-03-29 1310 JN3DMJ        59  0057   JH4UYB        59  2601
QSO:  7142 PH 2015-03-29 1315 JN3DMJ        59  0058   JI2ZJS        59  1742
END-OF-LOG:
