START-OF-LOG: 3.0
CALLSIGN: WB8SKP
CONTEST: CQ-WPX-RTTY
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: RTTY
CATEGORY-TRANSMITTER: TWO
CATEGORY-OVERLAY:
CLAIMED-SCORE: 341796
NAME: Denis Baton
LOCATION: KY
OPERATORS: WB8SKP W8IBT WD8OWA
CLUB:
CERTIFICATE: YES
CREATED-BY: N1MM Logger+ 1.0.7026.0
SOAPBOX: Computer troubles at first but we had a good time.
QSO:  3586 RY 2018-02-10 0016 WB8SKP        599 0001   WT9U          599 0006   0
QSO:  3584 RY 2018-02-10 0021 WB8SKP        599 0002   NJ4U          599 0006   0
QSO:  3587 RY 2018-02-10 0031 WB8SKP        599 0003   W4PK          599 0040   0
QSO:  3589 RY 2018-02-10 0033 WB8SKP        599 0004   AC0C          599 0052   0
QSO:  3594 RY 2018-02-10 0038 WB8SKP        599 0005   W8AT          599 0006   0
QSO:  3569 RY 2018-02-10 0044 WB8SKP        599 0006   FR3/NH7C      599 0014   0
QSO:  3572 RY 2018-02-10 0049 WB8SKP        599 0007   VE3CX         599 0046   0
QSO:  3573 RY 2018-02-10 0051 WB8SKP        599 0008   W4PJW         599 0023   0
QSO:  3576 RY 2018-02-10 0053 WB8SKP        599 0009   K3WW          599 0058   0
QSO:  3576 RY 2018-02-10 0054 WB8SKP        599 0010   AB8M          599 0033   0
QSO:  3583 RY 2018-02-10 0057 WB8SKP        599 0011   N4IQ          599 0028   0
QSO:  3588 RY 2018-02-10 0059 WB8SKP        599 0012   CO2JD         599 0011   0
QSO:  3591 RY 2018-02-10 0103 WB8SKP        599 0013   AC9KW         599 0014   0
QSO:  3595 RY 2018-02-10 0104 WB8SKP        599 0014   WT2P          599 0035   0
QSO:  3567 RY 2018-02-10 0107 WB8SKP        599 0015   AI9T          599 0043   0
QSO:  3570 RY 2018-02-10 0108 WB8SKP        599 0016   AK1W          599 0067   0
QSO:  3579 RY 2018-02-10 0128 WB8SKP        599 0017   N6SS          599 0023   0
QSO:  3581 RY 2018-02-10 0130 WB8SKP        599 0018   P49X          599 0246   0
QSO:  3585 RY 2018-02-10 0133 WB8SKP        599 0019   KI6DY         599 0046   0
QSO:  3586 RY 2018-02-10 0134 WB8SKP        599 0020   AD9I          599 0056   0
QSO:  3586 RY 2018-02-10 0135 WB8SKP        599 0021   W3FV          599 0034   0
QSO:  3589 RY 2018-02-10 0138 WB8SKP        599 0022   KN5TX         599 0096   0
QSO:  3590 RY 2018-02-10 0139 WB8SKP        599 0023   KZ0US         599 0082   0
QSO:  3593 RY 2018-02-10 0141 WB8SKP        599 0024   VE2AXO        599 0050   0
QSO:  3594 RY 2018-02-10 0142 WB8SKP        599 0025   KA4RRU        599 0046   0
QSO:  3595 RY 2018-02-10 0144 WB8SKP        599 0026   AA9BD         599 0008   0
QSO:  3600 RY 2018-02-10 0148 WB8SKP        599 0027   N2BJ          599 0066   0
