START-OF-LOG: 3.0
LOCATION: DX
CONTEST: CQ-WPX-RTTY
CALLSIGN: YU1LM/QRP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: QRP
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
CATEGORY-TIME: 48-HOURS
CLAIMED-SCORE: 531392
OPERATORS: YU1LM/QRP
OFFTIME:
CLUB: Contest Club Serbia
NAME: Sinisa Tasic Tasa
CREATED-BY: 5MContest ver.7.0.2
SOAPBOX: CONDX very bad for real QRP small number of LZ stations
QSO:  7036 RY 2018-02-11 0823 YU1LM/QRP     599 284    SP8CGU        599 331     0
QSO:  7037 RY 2018-02-11 0824 YU1LM/QRP     599 285    PI4VAD        599 527     0
QSO:  7064 RY 2018-02-11 0827 YU1LM/QRP     599 286    F5RD          599 265     0
QSO:  7055 RY 2018-02-11 0829 YU1LM/QRP     599 287    DD5M          599 466     0
QSO:  7057 RY 2018-02-11 0831 YU1LM/QRP     599 288    IK3QAR        599 392     0
QSO: 21093 RY 2018-02-11 0835 YU1LM/QRP     599 289    RF9C          599 446     0
QSO: 21093 RY 2018-02-11 0837 YU1LM/QRP     599 290    YU4OIZ        599 016     0
QSO: 21084 RY 2018-02-11 0842 YU1LM/QRP     599 291    JT1CO         599 1210    0
QSO: 14084 RY 2018-02-11 0843 YU1LM/QRP     599 292    SE6DX         599 085     0
QSO: 14084 RY 2018-02-11 0846 YU1LM/QRP     599 293    RA4HL         599 639     0
QSO: 14092 RY 2018-02-11 0850 YU1LM/QRP     599 294    EB5CUZ        599 256     0
QSO: 14093 RY 2018-02-11 1030 YU1LM/QRP     599 295    RU5TT         599 437     0
QSO: 14136 RY 2018-02-11 1035 YU1LM/QRP     599 296    SE4E          599 686     0
QSO: 14081 RY 2018-02-11 1043 YU1LM/QRP     599 297    M7T           599 1080    0
QSO: 14082 RY 2018-02-11 1045 YU1LM/QRP     599 298    OH5Y          599 281     0
QSO: 14132 RY 2018-02-11 1047 YU1LM/QRP     599 299    UA0AKY        599 123     0
QSO: 14086 RY 2018-02-11 1052 YU1LM/QRP     599 300    M3I           599 106     0
QSO: 14085 RY 2018-02-11 1058 YU1LM/QRP     599 301    EA4URE        599 447     0
QSO: 14129 RY 2018-02-11 1103 YU1LM/QRP     599 302    G4FKA         599 303     0
QSO: 14127 RY 2018-02-11 1104 YU1LM/QRP     599 303    OH2HAN        599 1414    0
QSO: 14126 RY 2018-02-11 1105 YU1LM/QRP     599 304    OG60F         599 131     0
QSO: 14123 RY 2018-02-11 1106 YU1LM/QRP     599 305    UC8U          599 811     0
QSO: 14122 RY 2018-02-11 1107 YU1LM/QRP     599 306    OH7MJU        599 266     0
QSO: 14099 RY 2018-02-11 1124 YU1LM/QRP     599 307    RT4W          599 709     0
QSO: 14091 RY 2018-02-11 1130 YU1LM/QRP     599 308    UA3PI         599 173     0
QSO: 14095 RY 2018-02-11 1136 YU1LM/QRP     599 309    SM5EPO        599 257     0
QSO: 21094 RY 2018-02-11 1140 YU1LM/QRP     599 310    CR6T          599 178     0
QSO:  7058 RY 2018-02-11 1144 YU1LM/QRP     599 311    OE5BGN        599 345     0
QSO:  7058 RY 2018-02-11 1147 YU1LM/QRP     599 312    DF8AA         599 696     0
QSO:  7045 RY 2018-02-11 1148 YU1LM/QRP     599 313    IZ8GBT        599 090     0
QSO:  7043 RY 2018-02-11 1152 YU1LM/QRP     599 314    IQ2CU         599 724     0
QSO:  7060 RY 2018-02-11 1155 YU1LM/QRP     599 315    LM90NRRL      599 683     0
QSO:  7049 RY 2018-02-11 1158 YU1LM/QRP     599 316    DL0VG         599 751     0
QSO:  7059 RY 2018-02-11 1214 YU1LM/QRP     599 317    OL8M          599 998     0
QSO: 14130 RY 2018-02-11 1224 YU1LM/QRP     599 318    RK9AX         599 2008    0
QSO: 14110 RY 2018-02-11 1228 YU1LM/QRP     599 319    SZ1A          599 2452    0
QSO: 14109 RY 2018-02-11 1229 YU1LM/QRP     599 320    LA5LJA        599 776     0
QSO: 14083 RY 2018-02-11 1238 YU1LM/QRP     599 321    OG7A          599 627     0
QSO: 14095 RY 2018-02-11 1239 YU1LM/QRP     599 322    UZ2I          599 1653    0
QSO: 14131 RY 2018-02-11 1244 YU1LM/QRP     599 323    SM5IMO        599 291     0
QSO: 14131 RY 2018-02-11 1246 YU1LM/QRP     599 324    G3Y           599 159     0
QSO: 14131 RY 2018-02-11 1249 YU1LM/QRP     599 325    4L/TA7AZC     599 181     0
QSO: 14107 RY 2018-02-11 1252 YU1LM/QRP     599 326    RA6GW         599 327     0
QSO: 14090 RY 2018-02-11 1258 YU1LM/QRP     599 327    RA7A          599 738     0
QSO: 14123 RY 2018-02-11 1302 YU1LM/QRP     599 328    G3TXF         599 670     0
QSO: 14103 RY 2018-02-11 1305 YU1LM/QRP     599 329    SB7W          599 201     0
QSO: 14117 RY 2018-02-11 1310 YU1LM/QRP     599 330    SM5FUG        599 460     0
QSO:  7062 RY 2018-02-11 1338 YU1LM/QRP     599 331    DJ1YFK        599 128     0
QSO:  7061 RY 2018-02-11 1340 YU1LM/QRP     599 332    G8HBA         599 476     0
QSO: 14120 RY 2018-02-11 1350 YU1LM/QRP     599 333    EM9Q          599 104     0
QSO: 14120 RY 2018-02-11 1350 YU1LM/QRP     599 334    R7MM          599 928     0
QSO: 14126 RY 2018-02-11 1353 YU1LM/QRP     599 335    RZ6DX         599 349     0
QSO: 14127 RY 2018-02-11 1354 YU1LM/QRP     599 336    EB7DX         599 999     0
QSO: 14101 RY 2018-02-11 1401 YU1LM/QRP     599 337    R7CD          599 213     0
QSO: 14100 RY 2018-02-11 1402 YU1LM/QRP     599 338    W3LL          599 1625    0
QSO: 14100 RY 2018-02-11 1403 YU1LM/QRP     599 339    OH9UFO        599 136     0
QSO: 14098 RY 2018-02-11 1407 YU1LM/QRP     599 340    OH3FM         599 448     0
QSO: 14098 RY 2018-02-11 1408 YU1LM/QRP     599 341    ED3D          599 458     0
QSO: 14149 RY 2018-02-11 1409 YU1LM/QRP     599 342    US5LO         599 294     0
QSO: 14148 RY 2018-02-11 1410 YU1LM/QRP     599 343    OZ8PG         599 268     0
QSO: 14148 RY 2018-02-11 1414 YU1LM/QRP     599 344    KA4RRU        599 509     0
QSO: 14115 RY 2018-02-11 1420 YU1LM/QRP     599 345    AK1W          599 1521    0
QSO: 14114 RY 2018-02-11 1422 YU1LM/QRP     599 346    K3WW          599 1062    0
QSO: 14094 RY 2018-02-11 1424 YU1LM/QRP     599 347    RA6LIS        599 340     0
QSO: 14094 RY 2018-02-11 1425 YU1LM/QRP     599 348    LA9TY         599 723     0
QSO: 14111 RY 2018-02-11 1432 YU1LM/QRP     599 349    LX7I          599 958     0
QSO: 14126 RY 2018-02-11 1436 YU1LM/QRP     599 350    YL2KO         599 535     0
QSO:  3584 RY 2018-02-11 1443 YU1LM/QRP     599 351    HA8WY         599 338     0
QSO:  7050 RY 2018-02-11 1446 YU1LM/QRP     599 352    UR5WAT        599 066     0
QSO:  7051 RY 2018-02-11 1447 YU1LM/QRP     599 353    IZ4NIC        599 1230    0
QSO:  7067 RY 2018-02-11 1450 YU1LM/QRP     599 354    SQ4LP         599 074     0
QSO:  7060 RY 2018-02-11 1451 YU1LM/QRP     599 355    IC8SWS        599 866     0
QSO:  7068 RY 2018-02-11 1454 YU1LM/QRP     599 356    IK6VXO        599 1273    0
QSO:  7033 RY 2018-02-11 1456 YU1LM/QRP     599 357    IK6UBY        599 175     0
QSO: 21094 RY 2018-02-11 1501 YU1LM/QRP     599 358    ZZ2T          599 958     0
QSO: 14122 RY 2018-02-11 1509 YU1LM/QRP     599 359    SN7Q          599 2253    0
QSO: 14123 RY 2018-02-11 1511 YU1LM/QRP     599 360    DL7VOG        599 656     0
QSO: 14100 RY 2018-02-11 1516 YU1LM/QRP     599 361    G5LP          599 279     0
QSO: 14135 RY 2018-02-11 1524 YU1LM/QRP     599 362    KU1CW         599 640     0
QSO:  3582 RY 2018-02-11 1532 YU1LM/QRP     599 363    S55OO         599 054     0
QSO:  7056 RY 2018-02-11 1537 YU1LM/QRP     599 364    UW3U          599 1114    0
QSO: 14136 RY 2018-02-11 1601 YU1LM/QRP     599 365    DL5AXX        599 358     0
QSO: 14128 RY 2018-02-11 1604 YU1LM/QRP     599 366    AC0C          599 2318    0
QSO: 14129 RY 2018-02-11 1605 YU1LM/QRP     599 367    K1SM          599 567     0
QSO: 14122 RY 2018-02-11 1609 YU1LM/QRP     599 368    DL5YM         599 525     0
QSO: 14091 RY 2018-02-11 1614 YU1LM/QRP     599 369    VE3CX         599 1440    0
QSO: 14137 RY 2018-02-11 1617 YU1LM/QRP     599 370    TA7I          599 572     0
QSO: 14144 RY 2018-02-11 1618 YU1LM/QRP     599 371    K3MJW         599 1294    0
QSO: 14145 RY 2018-02-11 1618 YU1LM/QRP     599 372    K3WA          599 352     0
QSO: 14109 RY 2018-02-11 1620 YU1LM/QRP     599 373    WV1K          599 1485    0
QSO: 14123 RY 2018-02-11 1622 YU1LM/QRP     599 374    SN20UM        599 1377    0
QSO: 14124 RY 2018-02-11 1624 YU1LM/QRP     599 375    W1TO          599 388     0
QSO: 14081 RY 2018-02-11 1629 YU1LM/QRP     599 376    DF9PG         599 269     0
QSO:  3595 RY 2018-02-11 1638 YU1LM/QRP     599 377    OK2HBG        599 438     0
QSO:  3599 RY 2018-02-11 1642 YU1LM/QRP     599 378    EW1P          599 480     0
QSO:  7033 RY 2018-02-11 1725 YU1LM/QRP     599 379    UC8U          599 976     0
QSO:  7033 RY 2018-02-11 1726 YU1LM/QRP     599 380    UY5NYY        599 738     0
QSO:  7052 RY 2018-02-11 1731 YU1LM/QRP     599 381    UT3RS         599 909     0
QSO:  7064 RY 2018-02-11 1732 YU1LM/QRP     599 382    YL2KO         599 678     0
QSO:  7064 RY 2018-02-11 1734 YU1LM/QRP     599 383    OK1DOY        599 205     0
QSO: 14111 RY 2018-02-11 1739 YU1LM/QRP     599 384    W1QK          599 242     0
QSO: 14127 RY 2018-02-11 1742 YU1LM/QRP     599 385    F5LEN         599 103     0
QSO:  3583 RY 2018-02-11 1747 YU1LM/QRP     599 386    UB6B          599 748     0
QSO:  3582 RY 2018-02-11 1749 YU1LM/QRP     599 387    EO4M          599 2221    0
QSO:  3590 RY 2018-02-11 1751 YU1LM/QRP     599 388    YO5CUQ        599 072     0
QSO:  3595 RY 2018-02-11 1753 YU1LM/QRP     599 389    SI6V          599 1027    0
QSO:  3594 RY 2018-02-11 1754 YU1LM/QRP     599 390    YU1KT         599 019     0
QSO:  3599 RY 2018-02-11 1756 YU1LM/QRP     599 391    OK2HBR        599 450     0
QSO:  3605 RY 2018-02-11 1759 YU1LM/QRP     599 392    SV2BXZ        599 1782    0
QSO:  3604 RY 2018-02-11 1800 YU1LM/QRP     599 393    HG8C          599 394     0
QSO: 14087 RY 2018-02-11 1807 YU1LM/QRP     599 394    DP8M          599 1001    0
QSO:  7057 RY 2018-02-11 1813 YU1LM/QRP     599 395    S52X          599 1316    0
QSO:  7057 RY 2018-02-11 1814 YU1LM/QRP     599 395    7Z1SJ/QRP     599 144     0
QSO:  7085 RY 2018-02-11 1818 YU1LM/QRP     599 397    UT9UZ         599 169     0
QSO:  7055 RY 2018-02-11 1822 YU1LM/QRP     599 398    S53BB         599 342     0
QSO:  7054 RY 2018-02-11 1823 YU1LM/QRP     599 399    S57K          599 1910    0
QSO:  7046 RY 2018-02-11 1826 YU1LM/QRP     599 400    UT5EPP        599 1141    0
QSO:  7038 RY 2018-02-11 1829 YU1LM/QRP     599 401    S57DX         599 673     0
QSO:  7036 RY 2018-02-11 1834 YU1LM/QRP     599 402    F1IWH         599 489     0
QSO:  7035 RY 2018-02-11 1835 YU1LM/QRP     599 403    EW8W          599 753     0
QSO:  7035 RY 2018-02-11 1839 YU1LM/QRP     599 404    UZ4U          599 415     0
QSO: 14104 RY 2018-02-11 1847 YU1LM/QRP     599 405    YP0C          599 1104    0
QSO:  3586 RY 2018-02-11 1852 YU1LM/QRP     599 406    OK1KSL        599 1545    0
QSO:  3577 RY 2018-02-11 1858 YU1LM/QRP     599 407    DK3GI         599 181     0
QSO:  7082 RY 2018-02-11 1906 YU1LM/QRP     599 408    IK4ZHH        599 164     0
QSO:  7051 RY 2018-02-11 1912 YU1LM/QRP     599 409    SN2M          599 1142    0
QSO:  7034 RY 2018-02-11 1913 YU1LM/QRP     599 410    9A1A          599 1433    0
QSO:  7033 RY 2018-02-11 1915 YU1LM/QRP     599 411    IT9RZU        599 401     0
QSO:  7050 RY 2018-02-11 1921 YU1LM/QRP     599 412    EW8DX         599 862     0
QSO:  7042 RY 2018-02-11 1923 YU1LM/QRP     599 413    RA3Y          599 1126    0
QSO:  7065 RY 2018-02-11 1926 YU1LM/QRP     599 414    EA1WX         599 401     0
QSO:  7071 RY 2018-02-11 1927 YU1LM/QRP     599 415    UV5U          599 1047    0
QSO:  7049 RY 2018-02-11 1929 YU1LM/QRP     599 416    YT4T          599 075     0
QSO:  7041 RY 2018-02-11 1932 YU1LM/QRP     599 417    YO9HP         599 1500    0
QSO:  3604 RY 2018-02-11 1939 YU1LM/QRP     599 418    LZ140LO       599 1000    0
QSO:  3604 RY 2018-02-11 1941 YU1LM/QRP     599 419    UX1VT         599 918     0
QSO:  3603 RY 2018-02-11 1943 YU1LM/QRP     599 420    DK1KC         599 647     0
QSO:  3605 RY 2018-02-11 1943 YU1LM/QRP     599 421    DL7CX         599 677     0
QSO:  3608 RY 2018-02-11 1945 YU1LM/QRP     599 422    TF1AM         599 1457    0
QSO:  3608 RY 2018-02-11 1945 YU1LM/QRP     599 423    SP9ODY        599 154     0
QSO:  7057 RY 2018-02-11 1957 YU1LM/QRP     599 424    YL6W          599 260     0
QSO:  3601 RY 2018-02-11 2006 YU1LM/QRP     599 425    LA9TY         599 900     0
QSO:  3577 RY 2018-02-11 2007 YU1LM/QRP     599 426    EU8A          599 349     0
QSO:  3578 RY 2018-02-11 2008 YU1LM/QRP     599 427    UW3U          599 1344    0
QSO:  3611 RY 2018-02-11 2016 YU1LM/QRP     599 428    UZ2HZ         599 559     0
QSO:  3612 RY 2018-02-11 2017 YU1LM/QRP     599 429    YO8WW         599 041     0
QSO:  7053 RY 2018-02-11 2024 YU1LM/QRP     599 430    RU1AB         599 713     0
QSO:  7043 RY 2018-02-11 2031 YU1LM/QRP     599 431    DP8M          599 1053    0
QSO:  7078 RY 2018-02-11 2034 YU1LM/QRP     599 432    SV3DCX        599 722     0
QSO:  7080 RY 2018-02-11 2038 YU1LM/QRP     599 433    SV2JAO        599 172     0
QSO:  7081 RY 2018-02-11 2040 YU1LM/QRP     599 434    YP0C          599 1198    0
QSO:  3606 RY 2018-02-11 2047 YU1LM/QRP     599 435    IU6DVS        599 788     0
QSO:  3581 RY 2018-02-11 2050 YU1LM/QRP     599 436    YU7RIM        599 257     0
QSO:  3582 RY 2018-02-11 2053 YU1LM/QRP     599 437    IK0CHU        599 305     0
QSO:  3584 RY 2018-02-11 2054 YU1LM/QRP     599 438    HF1D          599 677     0
QSO:  3578 RY 2018-02-11 2057 YU1LM/QRP     599 439    S57DX         599 841     0
QSO:  3578 RY 2018-02-11 2135 YU1LM/QRP     599 440    IZ4ZZB        599 060     0
QSO:  3584 RY 2018-02-11 2137 YU1LM/QRP     599 441    5P9X          599 952     0
QSO:  3585 RY 2018-02-11 2139 YU1LM/QRP     599 442    PE1FTV        599 410     0
QSO:  3610 RY 2018-02-11 2140 YU1LM/QRP     599 443    DL5YM         599 649     0
QSO:  3611 RY 2018-02-11 2142 YU1LM/QRP     599 444    YP0C          599 1237    0
QSO:  3615 RY 2018-02-11 2149 YU1LM/QRP     599 445    IW1PNJ        599 514     0
QSO:  7084 RY 2018-02-11 2154 YU1LM/QRP     599 446    EO3Q          599 266     0
QSO:  7080 RY 2018-02-11 2158 YU1LM/QRP     599 447    IT9XTP        599 451     0
QSO:  7054 RY 2018-02-11 2204 YU1LM/QRP     599 448    UT5UN         599 391     0
QSO:  3612 RY 2018-02-11 2209 YU1LM/QRP     599 449    YU8NU         599 127     0
QSO:  3587 RY 2018-02-11 2214 YU1LM/QRP     599 450    ON5AM         599 631     0
QSO:  3591 RY 2018-02-11 2216 YU1LM/QRP     599 451    G5LP          599 462     0
QSO:  3596 RY 2018-02-11 2218 YU1LM/QRP     599 452    DJ8QP         599 565     0
QSO:  3605 RY 2018-02-11 2219 YU1LM/QRP     599 453    DL1QW         599 514     0
QSO:  3604 RY 2018-02-11 2220 YU1LM/QRP     599 454    DD5M          599 659     0
QSO:  3613 RY 2018-02-11 2239 YU1LM/QRP     599 455    YP8W          599 473     0
QSO:  3613 RY 2018-02-11 2240 YU1LM/QRP     599 456    SP9BGS        599 277     0
QSO:  3616 RY 2018-02-11 2243 YU1LM/QRP     599 457    I1NVU         599 555     0
QSO:  3585 RY 2018-02-11 2249 YU1LM/QRP     599 458    D1DX          599 416     0
QSO:  3581 RY 2018-02-11 2250 YU1LM/QRP     599 459    M7W           599 1147    0
QSO:  3578 RY 2018-02-11 2251 YU1LM/QRP     599 460    HG0R          599 646     0
QSO:  7048 RY 2018-02-11 2253 YU1LM/QRP     599 461    OH2KW         599 882     0
QSO:  7069 RY 2018-02-11 2256 YU1LM/QRP     599 462    EA5DF         599 379     0
QSO:  3585 RY 2018-02-11 2310 YU1LM/QRP     599 463    OG2P          599 1443    0
QSO:  3586 RY 2018-02-11 2313 YU1LM/QRP     599 464    OK1DWQ        599 030     0
QSO:  3579 RY 2018-02-11 2315 YU1LM/QRP     599 465    ON4CBA        599 261     0
QSO:  3603 RY 2018-02-11 2316 YU1LM/QRP     599 466    UT5UN         599 430     0
QSO:  7042 RY 2018-02-11 2321 YU1LM/QRP     599 467    N4CW          599 954     0
QSO:  7070 RY 2018-02-11 2324 YU1LM/QRP     599 468    RT4W          599 851     0
QSO:  7083 RY 2018-02-11 2327 YU1LM/QRP     599 469    DA3X          599 040     0
QSO:  7065 RY 2018-02-11 2330 YU1LM/QRP     599 470    UT8IO         599 300     0
QSO:  7040 RY 2018-02-11 2335 YU1LM/QRP     599 471    EE4A          599 886     0
QSO:  3590 RY 2018-02-11 2339 YU1LM/QRP     599 472    DF1MM         599 875     0
QSO:  3575 RY 2018-02-11 2342 YU1LM/QRP     599 473    DL2SWW        599 688     0
QSO:  3577 RY 2018-02-11 2343 YU1LM/QRP     599 474    SP9FOW        599 138     0
QSO:  3573 RY 2018-02-11 2344 YU1LM/QRP     599 475    UT0NN         599 560     0
QSO:  3598 RY 2018-02-11 2345 YU1LM/QRP     599 476    Z37M          599 1825    0
QSO:  3595 RY 2018-02-11 2347 YU1LM/QRP     599 477    OH2HAN        599 1820    0
QSO:  7046 RY 2018-02-11 2350 YU1LM/QRP     599 478    DF8XC         599 859     0
QSO:  7054 RY 2018-02-11 2351 YU1LM/QRP     599 479    DK9WI         599 160     0
QSO:  7094 RY 2018-02-11 2354 YU1LM/QRP     599 480    W3ZGD         599 388     0
QSO:  7094 RY 2018-02-11 2356 YU1LM/QRP     599 481    YU7LM/QRP     599 302     0
END-OF-LOG:
