START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: KD0RC
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: KD0RC
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2020.
QSO: 28342 PH 2020-12-12 0239 KD0RC         59 CO AC4G          59 TN
QSO: 28384 PH 2020-12-12 0241 KD0RC         59 CO K4NV          59 GA
QSO: 28406 PH 2020-12-12 0242 KD0RC         59 CO N4ZY          59 KY
QSO: 28430 PH 2020-12-12 0243 KD0RC         59 CO K4WI          59 AL
QSO: 28466 PH 2020-12-12 0245 KD0RC         59 CO NR5M          59 TX
QSO: 28484 PH 2020-12-12 0248 KD0RC         59 CO KD7RF         59 AL
QSO: 28000 PH 2020-12-12 0249 KD0RC         59 CO K5TR          59 TX
QSO: 28388 PH 2020-12-12 0255 KD0RC         59 CO KD5JRY        59 LA
QSO: 28416 PH 2020-12-12 0256 KD0RC         59 CO N8OO          59 LA
QSO: 28423 PH 2020-12-12 0257 KD0RC         59 CO NX5M          59 TX
QSO: 28000 PH 2020-12-12 0258 KD0RC         59 CO KD5UVV        59 MS
QSO: 28000 PH 2020-12-12 0300 KD0RC         59 CO XE2JS         59 CHH
QSO: 28455 PH 2020-12-12 0301 KD0RC         59 CO K0JU          59 CO
QSO: 28003 CW 2020-12-12 0304 KD0RC         599 CO K5LG          599 AR
QSO: 28000 CW 2020-12-12 0306 KD0RC         599 CO KV0Q          599 CO
QSO: 28017 CW 2020-12-12 0309 KD0RC         599 CO WW5M          599 TN
QSO: 28016 CW 2020-12-12 0310 KD0RC         599 CO N2TU          599 NC
QSO: 28015 CW 2020-12-12 0311 KD0RC         599 CO K2SX          599 SC
QSO: 28014 CW 2020-12-12 0314 KD0RC         599 CO K4BAI         599 GA
QSO: 28000 CW 2020-12-12 0317 KD0RC         599 CO K5XU          599 MS
QSO: 28017 CW 2020-12-12 0320 KD0RC         599 CO NZ0T          599 MO
QSO: 28023 CW 2020-12-12 0321 KD0RC         599 CO K0RF          599 CO
QSO: 28020 CW 2020-12-12 0322 KD0RC         599 CO K1MM          599 FL
QSO: 28017 CW 2020-12-12 0327 KD0RC         599 CO N6TV          599 CA
QSO: 28003 CW 2020-12-12 0330 KD0RC         599 CO N6RV          599 CA
QSO: 28488 PH 2020-12-12 0344 KD0RC         59 CO W5PR          59 TX
QSO: 28506 PH 2020-12-12 0345 KD0RC         59 CO N6ZT          59 CA
QSO: 28396 PH 2020-12-12 0346 KD0RC         59 CO KI6RRN        59 CA
QSO: 28439 PH 2020-12-12 0355 KD0RC         59 CO W5ZN          59 AR
QSO: 28468 PH 2020-12-12 0357 KD0RC         59 CO W4DD          59 GA
QSO: 28480 PH 2020-12-12 0358 KD0RC         59 CO KI5GNH        59 TX
QSO: 28012 CW 2020-12-12 0405 KD0RC         599 CO NM5M          599 TX
QSO: 28068 CW 2020-12-12 0413 KD0RC         599 CO WA8ZBT        599 TX
QSO: 28065 CW 2020-12-12 0414 KD0RC         599 CO K5BG          599 TX
QSO: 28067 CW 2020-12-12 0415 KD0RC         599 CO NA5NN         599 MS
QSO: 28058 CW 2020-12-12 0420 KD0RC         599 CO WA2VYA        599 TX
QSO: 28057 CW 2020-12-12 0422 KD0RC         599 CO NX5M          599 TX
QSO: 28052 CW 2020-12-12 0426 KD0RC         599 CO KR4F          599 AL
QSO: 28054 CW 2020-12-12 0430 KD0RC         599 CO K4HAL         599 AL
QSO: 28000 CW 2020-12-12 0432 KD0RC         599 CO XE2S          599 SON
QSO: 28050 CW 2020-12-12 0434 KD0RC         599 CO K5RX          599 TX
QSO: 28049 CW 2020-12-12 0435 KD0RC         599 CO NV4B          599 AL
QSO: 28046 CW 2020-12-12 0437 KD0RC         599 CO AD4ES         599 FL
QSO: 28017 CW 2020-12-12 0441 KD0RC         599 CO K4AB          599 AL
QSO: 28028 CW 2020-12-12 0442 KD0RC         599 CO N8OO          599 LA
QSO: 28402 PH 2020-12-12 1503 KD0RC         59 CO HI3CC         59 118
QSO: 28036 CW 2020-12-12 1516 KD0RC         599 CO W0ZA          599 CO
QSO: 28011 CW 2020-12-12 1518 KD0RC         599 CO ZF5T          599 382
QSO: 28009 CW 2020-12-12 1522 KD0RC         599 CO ZF2WF         599 226
QSO: 28019 CW 2020-12-12 1526 KD0RC         599 CO VE3EJ         599 ON
QSO: 28030 CW 2020-12-12 1540 KD0RC         599 CO K0MD          599 MN
QSO: 28051 CW 2020-12-12 1607 KD0RC         599 CO FY5KE         599 324
QSO: 28051 CW 2020-12-12 1610 KD0RC         599 CO LU5FC         599 353
QSO: 28425 PH 2020-12-12 1628 KD0RC         59 CO CX7SS         59 312
QSO: 28000 PH 2020-12-12 1634 KD0RC         59 CO TG9ANF        59 179
QSO: 28000 PH 2020-12-12 1637 KD0RC         59 CO XE1MYO        59 EMX
QSO: 28419 PH 2020-12-12 1641 KD0RC         59 CO ZF2WF         59 404
QSO: 28370 PH 2020-12-12 1642 KD0RC         59 CO KK9R          59 FL
QSO: 28040 CW 2020-12-12 1654 KD0RC         599 CO LU8MHL        599 234
QSO: 28048 CW 2020-12-12 1701 KD0RC         599 CO N4OX          599 FL
QSO: 28031 CW 2020-12-12 1702 KD0RC         599 CO K0FX          599 CO
QSO: 28053 CW 2020-12-12 1705 KD0RC         599 CO WQ5L          599 MS
QSO: 28028 CW 2020-12-12 1706 KD0RC         599 CO N4BP          599 FL
QSO: 28032 CW 2020-12-12 1904 KD0RC         599 CO N5VR          599 TX
QSO: 28029 CW 2020-12-12 1905 KD0RC         599 CO K5PI          599 TX
QSO: 28026 CW 2020-12-12 1906 KD0RC         599 CO N5JJ          599 TX
QSO: 28000 CW 2020-12-12 1909 KD0RC         599 CO WJ9B          599 ID
QSO: 28056 CW 2020-12-12 1914 KD0RC         599 CO N5CQ          599 TX
QSO: 28005 CW 2020-12-12 1916 KD0RC         599 CO K5NA          599 TX
QSO: 28011 CW 2020-12-12 1920 KD0RC         599 CO PS2T          599 330
QSO: 28002 CW 2020-12-12 1927 KD0RC         599 CO PY2YU         599 665
QSO: 28000 CW 2020-12-12 1936 KD0RC         599 CO K7ZS          599 OR
QSO: 28020 CW 2020-12-12 1938 KD0RC         599 CO W7YAQ         599 OR
QSO: 28048 CW 2020-12-12 1940 KD0RC         599 CO N6ZFO         599 CA
QSO: 28000 CW 2020-12-12 1941 KD0RC         599 CO K7RAT         599 OR
QSO: 28035 CW 2020-12-12 1945 KD0RC         599 CO K6ZB          599 TX
QSO: 28040 CW 2020-12-12 1947 KD0RC         599 CO AJ4F          599 TX
QSO: 28032 CW 2020-12-12 1948 KD0RC         599 CO N5KWN         599 TX
QSO: 28000 CW 2020-12-12 1951 KD0RC         599 CO LU2DX         599 862
QSO: 28031 CW 2020-12-12 1953 KD0RC         599 CO N5XZ          599 TX
QSO: 28000 PH 2020-12-13 1612 KD0RC         59 CO N9UA          59 WI
QSO: 28444 PH 2020-12-13 1613 KD0RC         59 CO K9MU          59 WI
QSO: 28396 PH 2020-12-13 1615 KD0RC         59 CO N7ZZ          59 WI
QSO: 28372 PH 2020-12-13 1616 KD0RC         59 CO PR4T          59 845
QSO: 28037 CW 2020-12-13 1618 KD0RC         599 CO N9RV          599 MT
QSO: 28039 CW 2020-12-13 1620 KD0RC         599 CO N9TK          599 IL
QSO: 28045 CW 2020-12-13 1623 KD0RC         599 CO AI9T          599 IL
QSO: 28047 CW 2020-12-13 1623 KD0RC         599 CO K4QS          599 VA
QSO: 28045 CW 2020-12-13 1624 KD0RC         599 CO KY0Q          599 IL
QSO: 28047 CW 2020-12-13 1626 KD0RC         599 CO VE3CX         599 ON
QSO: 28035 CW 2020-12-13 1627 KD0RC         599 CO N8LJ          599 MI
QSO: 28032 CW 2020-12-13 1628 KD0RC         599 CO AI0Y          599 IL
QSO: 28026 CW 2020-12-13 1629 KD0RC         599 CO KK9H          599 IL
QSO: 28030 CW 2020-12-13 1629 KD0RC         599 CO K3UA          599 PA
QSO: 28021 CW 2020-12-13 1630 KD0RC         599 CO K4YJ          599 OH
QSO: 28021 CW 2020-12-13 1632 KD0RC         599 CO K4IU          599 MN
QSO: 28015 CW 2020-12-13 1636 KD0RC         599 CO N9CO          599 IL
QSO: 28011 CW 2020-12-13 1637 KD0RC         599 CO KB9OWD        599 WI
QSO: 28009 CW 2020-12-13 1638 KD0RC         599 CO W1KM          599 MA
QSO: 28000 CW 2020-12-13 1644 KD0RC         599 CO NE9U          599 WI
QSO: 28003 CW 2020-12-13 1645 KD0RC         599 CO K4OAQ         599 VA
QSO: 28035 CW 2020-12-13 1649 KD0RC         599 CO KV3T          599 IL
QSO: 28054 CW 2020-12-13 1650 KD0RC         599 CO KG9N          599 IL
QSO: 28028 CW 2020-12-13 1654 KD0RC         599 CO WA9VEE        599 WI
QSO: 28023 CW 2020-12-13 1655 KD0RC         599 CO KE4KY         599 KY
QSO: 28415 PH 2020-12-13 1658 KD0RC         59 CO NV9L          59 IL
QSO: 28447 PH 2020-12-13 1700 KD0RC         59 CO WA0CSL        59 ND
QSO: 28473 PH 2020-12-13 1701 KD0RC         59 CO W9NY          59 IN
