START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: KD0RC
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: KD0RC
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2020.
QSO: 28342 PH 2020-12-12 0239 KD0RC         59 CO AC4G          59 TN
QSO: 28455 PH 2020-12-13 1703 KD0RC         59 CO KM8AM         59 OH
QSO: 28000 PH 2020-12-13 1707 KD0RC         59 CO K8DJR         59 MI
QSO: 28409 PH 2020-12-13 1707 KD0RC         59 CO ND4Y          59 KY
QSO: 28443 PH 2020-12-13 1708 KD0RC         59 CO K9YY          59 IL
QSO: 28000 PH 2020-12-13 1710 KD0RC         59 CO K7RAT         59 OR
QSO: 28418 PH 2020-12-13 1711 KD0RC         59 CO NG0C          59 MN
QSO: 28399 PH 2020-12-13 1713 KD0RC         59 CO KI0F          59 MN
QSO: 28445 PH 2020-12-13 1728 KD0RC         59 CO KC8GAE        59 OH
QSO: 28000 PH 2020-12-13 1730 KD0RC         59 CO K0SIX         59 MN
QSO: 28480 PH 2020-12-13 1731 KD0RC         59 CO AC9TO         59 WI
QSO: 28044 CW 2020-12-13 1737 KD0RC         599 CO WT9U          599 IN
QSO: 28047 CW 2020-12-13 1737 KD0RC         599 CO N0AT          599 MN
QSO: 28046 CW 2020-12-13 1738 KD0RC         599 CO W0GXA         599 IA
QSO: 28000 CW 2020-12-13 1739 KD0RC         599 CO W9RE          599 IN
QSO: 28026 CW 2020-12-13 1742 KD0RC         599 CO K9BGL         599 IL
QSO: 28030 CW 2020-12-13 1743 KD0RC         599 CO K0TG          599 MN
QSO: 28016 CW 2020-12-13 1745 KD0RC         599 CO K9ZO          599 IL
QSO: 28010 CW 2020-12-13 1746 KD0RC         599 CO K9DU          599 MN
QSO: 28008 CW 2020-12-13 1747 KD0RC         599 CO W0VTT         599 MN
QSO: 28006 CW 2020-12-13 1748 KD0RC         599 CO KA1ZD         599 CT
QSO: 28000 CW 2020-12-13 1826 KD0RC         599 CO K1EEE         599 VA
QSO: 28019 CW 2020-12-13 1852 KD0RC         599 CO K3EST         599 CA
QSO: 28000 CW 2020-12-13 2023 KD0RC         599 CO W4DAN         599 TN
QSO: 28041 CW 2020-12-13 2025 KD0RC         599 CO N6JV          599 CA
QSO: 28037 CW 2020-12-13 2027 KD0RC         599 CO W1SRD         599 CA
QSO: 28022 CW 2020-12-13 2029 KD0RC         599 CO N0KQ          599 CO
QSO: 28049 CW 2020-12-13 2030 KD0RC         599 CO ND9G          599 IL
QSO: 28041 CW 2020-12-13 2031 KD0RC         599 CO K4WW          599 KY
QSO: 28000 CW 2020-12-13 2033 KD0RC         599 CO KJ4AOM        599 KY
QSO: 28038 CW 2020-12-13 2033 KD0RC         599 CO K6SRZ         599 CA
QSO: 28403 PH 2020-12-13 2035 KD0RC         59 CO K2DRH         59 IL
QSO: 28408 PH 2020-12-13 2036 KD0RC         59 CO K2RD          59 NV
QSO: 28480 PH 2020-12-13 2038 KD0RC         59 CO N3AAA         59 PA
QSO: 28000 PH 2020-12-13 2039 KD0RC         59 CO N6PGQ         59 CA
QSO: 28405 PH 2020-12-13 2043 KD0RC         59 CO KA9WXN        59 WI
QSO: 28358 PH 2020-12-13 2045 KD0RC         59 CO K6RC          59 CA
QSO: 28000 PH 2020-12-13 2046 KD0RC         59 CO K0PJ          59 WI
QSO: 28062 CW 2020-12-13 2055 KD0RC         599 CO N3RC          599 CA
QSO: 28063 CW 2020-12-13 2056 KD0RC         599 CO K8MP          599 OH
QSO: 28000 CW 2020-12-13 2058 KD0RC         599 CO WK0P          599 CO
QSO: 28032 CW 2020-12-13 2100 KD0RC         599 CO W8WTS         599 OH
QSO: 28046 CW 2020-12-13 2148 KD0RC         599 CO K6DGW         599 NV
QSO: 28031 CW 2020-12-13 2149 KD0RC         599 CO K2RD          599 NV
QSO: 28013 CW 2020-12-13 2153 KD0RC         599 CO K8CX          599 OH
QSO: 28054 CW 2020-12-13 2156 KD0RC         599 CO KE6GLA        599 CA
QSO: 28052 CW 2020-12-13 2157 KD0RC         599 CO W1RH          599 CA
QSO: 28006 CW 2020-12-13 2159 KD0RC         599 CO N6IE          599 CA
QSO: 28003 CW 2020-12-13 2200 KD0RC         599 CO W0YK          599 CA
QSO: 28390 PH 2020-12-13 2204 KD0RC         59 CO N7CKJ         59 WA
QSO: 28400 PH 2020-12-13 2204 KD0RC         59 CO NC6R          59 CA
QSO: 28402 PH 2020-12-13 2206 KD0RC         59 CO WA7DUH        59 WA
QSO: 28460 PH 2020-12-13 2209 KD0RC         59 CO N6ZFO         59 CA
QSO: 28000 CW 2020-12-13 2217 KD0RC         599 CO AJ6V          599 CA
QSO: 28002 CW 2020-12-13 2218 KD0RC         599 CO W7TVC         599 OR
QSO: 28013 CW 2020-12-13 2221 KD0RC         599 CO W6YX          599 CA
QSO: 28030 CW 2020-12-13 2309 KD0RC         599 CO K7QA          599 MT
QSO: 28032 CW 2020-12-13 2310 KD0RC         599 CO KX7M          599 CA
QSO: 28012 CW 2020-12-13 2312 KD0RC         599 CO K7RL          599 WA
QSO: 28024 CW 2020-12-13 2353 KD0RC         599 CO K7GS          599 WA
END-OF-LOG:
