START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: PY2HP
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: PY2HP
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2020.
QSO: 28467 PH 2020-12-12 0027 PY2HP         59 01 9Z4Y          59 35
QSO: 28405 PH 2020-12-12 0032 PY2HP         59 002 TI2CDA        59 44
QSO: 28000 PH 2020-12-12 0035 PY2HP         59 3 PT7ZT         59 18
QSO: 28000 PH 2020-12-12 0037 PY2HP         59 005 PQ8RS         59 8
QSO: 28000 PH 2020-12-12 0037 PY2HP         59 4 PT7BI         59 15
QSO: 28402 PH 2020-12-12 0040 PY2HP         59 6 HI3CC         59 45
QSO: 28000 PH 2020-12-12 0042 PY2HP         59 07 PU2UAF        59 5
QSO: 28480 PH 2020-12-12 0043 PY2HP         59 8 WP3C          59 33
QSO: 28435 PH 2020-12-12 0048 PY2HP         59 9 PU2WOC        59 8
QSO: 28485 PH 2020-12-12 0048 PY2HP         59 10 PR2E          59 3
QSO: 28485 PH 2020-12-12 0049 PY2HP         59 11 PY2PIM        59 3
QSO: 28000 PH 2020-12-12 0056 PY2HP         59 12 TI1T          59 67
QSO: 28378 PH 2020-12-12 0100 PY2HP         59 13 PP1WW         59 10
QSO: 28457 PH 2020-12-12 0102 PY2HP         59 14 WP3R          59 32
QSO: 28000 PH 2020-12-12 0109 PY2HP         59 15 NP3DM         59 6
QSO: 28390 PH 2020-12-12 0117 PY2HP         59 16 PU2XMY        59 17
QSO: 28395 PH 2020-12-12 0126 PY2HP         59 18 NP2KW         59 32
QSO: 28000 PH 2020-12-12 0131 PY2HP         59 019 J79WTA        59 039
QSO: 28467 PH 2020-12-12 0138 PY2HP         59 20 PU2TBK        59 7
QSO: 28000 PH 2020-12-12 0149 PY2HP         59 22 PY2ZZ         59 17
QSO: 28445 PH 2020-12-12 0155 PY2HP         59 24 PU2YVW        59 18
QSO: 28400 PH 2020-12-12 0201 PY2HP         59 025 PX2A          59 135
QSO: 28515 PH 2020-12-12 0208 PY2HP         59 26 PY2KJ         59 52
QSO: 28000 PH 2020-12-12 0236 PY2HP         59 28 YY2HCM        59 11
QSO: 28460 PH 2020-12-12 0240 PY2HP         59 129 KW8N          59 OH
QSO: 28380 PH 2020-12-12 0248 PY2HP         59 030 PY2HT         59 10
QSO: 28460 PH 2020-12-12 0356 PY2HP         59 31 CX7SS         59 115
QSO: 28460 PH 2020-12-12 1243 PY2HP         59 32 PU2SGL        59 15
QSO: 28460 PH 2020-12-12 1246 PY2HP         59 33 PU2OYT        59 022
QSO: 28460 PH 2020-12-12 1251 PY2HP         59 34 PY2XJ         59 2
QSO: 28460 PH 2020-12-12 1253 PY2HP         59 35 PY2AB         59 2
QSO: 28460 PH 2020-12-12 1301 PY2HP         59 36 PY4JW         59 33
QSO: 28409 PH 2020-12-12 1306 PY2HP         59 37 PT4A          59 74
QSO: 28443 PH 2020-12-12 1312 PY2HP         59 038 PX2A          59 203
QSO: 28430 PH 2020-12-12 1331 PY2HP         59 039 PU5FJR        59 101
QSO: 28000 PH 2020-12-12 1337 PY2HP         59 40 PY2PPZ        59 5
QSO: 28440 PH 2020-12-12 1339 PY2HP         59 041 PY2YU         59 188
QSO: 28455 PH 2020-12-12 1432 PY2HP         59 42 LU8DPM        59 0283
QSO: 28417 PH 2020-12-12 1433 PY2HP         59 43 CX8DS         59 14
QSO: 28479 PH 2020-12-12 1437 PY2HP         59 44 LR1E          59 347
QSO: 28480 PH 2020-12-12 1440 PY2HP         59 45 LU5FC         59 276
QSO: 28442 PH 2020-12-12 1445 PY2HP         59 46 LU6DC         59 7
QSO: 28462 PH 2020-12-12 1446 PY2HP         59 47 LU2EE         59 32
QSO: 28475 PH 2020-12-12 1447 PY2HP         59 48 LU8ADX        59 23
QSO: 28477 PH 2020-12-12 1449 PY2HP         59 49 LU1DX         59 65
QSO: 28000 PH 2020-12-12 1457 PY2HP         59 50 PT3T          59 60
QSO: 28000 PH 2020-12-12 1500 PY2HP         59 51 LU2DX         59 312
QSO: 28000 PH 2020-12-12 1502 PY2HP         59 52 LW3EK         59 2
QSO: 28500 PH 2020-12-12 1505 PY2HP         59 53 LS2D          59 0103
QSO: 28000 PH 2020-12-12 1513 PY2HP         59 54 LW1D          59 115
QSO: 28000 PH 2020-12-12 1518 PY2HP         59 55 LW4EF         59 26
QSO: 28436 PH 2020-12-12 1524 PY2HP         59 056 V51WH         59 175
QSO: 28446 PH 2020-12-12 1525 PY2HP         59 57 ZW5B          59 0135
QSO: 28000 PH 2020-12-12 1527 PY2HP         59 58 EA8CZK        59 33
QSO: 28472 PH 2020-12-12 1532 PY2HP         59 59 PU2YMH        59 12
QSO: 28509 PH 2020-12-12 1537 PY2HP         59 60 EA8DGO        59 42
QSO: 28502 PH 2020-12-12 1545 PY2HP         59 61 EA8BQM        59 53
QSO: 28440 PH 2020-12-12 1709 PY2HP         59 62 CE7VPQ        59 289
QSO: 28493 PH 2020-12-12 1709 PY2HP         59 063 EA7X          59 121
QSO: 28000 PH 2020-12-12 1714 PY2HP         59 64 CT1FPQ        59 0004
QSO: 28000 PH 2020-12-12 1719 PY2HP         59 65 CE6CGX        59 86
QSO: 28000 PH 2020-12-12 1720 PY2HP         59 66 PU2WDX        59 6
QSO: 28410 PH 2020-12-12 1720 PY2HP         59 67 PR8KW         59 37
QSO: 28520 PH 2020-12-12 1728 PY2HP         59 70 CA4PPC        59 80
QSO: 28520 PH 2020-12-12 1728 PY2HP         59 71 KE2DX         59 NY
QSO: 28520 PH 2020-12-12 1728 PY2HP         59 72 WB2ZAB        59 MD
QSO: 28520 PH 2020-12-12 1729 PY2HP         59 73 W3FOX         59 MD
QSO: 28520 PH 2020-12-12 1732 PY2HP         59 74 KU2M          59 NJ
QSO: 28520 PH 2020-12-12 1733 PY2HP         59 75 EA8DHH        59 46
QSO: 28000 PH 2020-12-12 1734 PY2HP         59 76 KB8ZGL        59 MI
QSO: 28520 PH 2020-12-12 1735 PY2HP         59 77 KX1X          59 MA
QSO: 28000 PH 2020-12-12 1736 PY2HP         59 78 K3LU          59 MD
QSO: 28000 PH 2020-12-12 1737 PY2HP         59 79 XE1ZTW        59 EMX
QSO: 28520 PH 2020-12-12 1738 PY2HP         59 81 N4RV          59 VA
QSO: 28520 PH 2020-12-12 1738 PY2HP         59 82 NX8T          59 OH
QSO: 28520 PH 2020-12-12 1739 PY2HP         59 83 W1TJL         59 CT
QSO: 28520 PH 2020-12-12 1741 PY2HP         59 85 K3MM          59 MD
QSO: 28520 PH 2020-12-12 1742 PY2HP         59 86 W9NY          59 IN
QSO: 28520 PH 2020-12-12 1744 PY2HP         59 90 K1VO          59 NH
QSO: 28000 PH 2020-12-12 1746 PY2HP         59 92 KA9JCP        59 WI
QSO: 28519 PH 2020-12-12 1746 PY2HP         59 94 CR6K          59 0106
QSO: 28520 PH 2020-12-12 1746 PY2HP         59 93 K3CCR         59 MD
QSO: 28520 PH 2020-12-12 1747 PY2HP         59 91 CB4A          59 21
QSO: 28520 PH 2020-12-12 1747 PY2HP         59 095 NO2EL         59 NJ
QSO: 28520 PH 2020-12-12 1747 PY2HP         59 96 XQ3WD         59 167
QSO: 28520 PH 2020-12-12 1748 PY2HP         59 098 KA2K          59 NJ
QSO: 28520 PH 2020-12-12 1748 PY2HP         59 97 N8RA          59 CT
QSO: 28520 PH 2020-12-12 1748 PY2HP         59 99 WC3N          59 MD
QSO: 28000 PH 2020-12-12 1749 PY2HP         59 101 K3EEI         59 PA
QSO: 28520 PH 2020-12-12 1749 PY2HP         59 100 K3RLW         59 MD
QSO: 28520 PH 2020-12-12 1750 PY2HP         59 103 N3FJP         59 MD
QSO: 28520 PH 2020-12-12 1750 PY2HP         59 102 NS2N          59 NY
QSO: 28520 PH 2020-12-12 1751 PY2HP         59 104 AI0M          59 MN
QSO: 28520 PH 2020-12-12 1751 PY2HP         59 105 VA3DF         59 ON
QSO: 28000 PH 2020-12-12 1752 PY2HP         59 106 EA1I          59 064
QSO: 28520 PH 2020-12-12 1754 PY2HP         59 108 K3AJ          59 MD
QSO: 28520 PH 2020-12-12 1756 PY2HP         59 112 EA7JXZ        59 46
QSO: 28520 PH 2020-12-12 1757 PY2HP         59 114 CT1EXR        59 21
QSO: 28000 PH 2020-12-12 1759 PY2HP         599 BRAZIL W4BSF         59 TN
QSO: 28520 PH 2020-12-12 1759 PY2HP         59 117 AH2O          59 NY
QSO: 28520 PH 2020-12-12 1759 PY2HP         59 116 K9KLD         59 IL
QSO: 28520 PH 2020-12-12 1800 PY2HP         59 120 N3DUE         59 MD
QSO: 28520 PH 2020-12-12 1804 PY2HP         59 125 KW4LU         59 TN
QSO: 28520 PH 2020-12-12 1806 PY2HP         59 129 OA4DOS        59 31
QSO: 28000 PH 2020-12-12 1807 PY2HP         59 130 WX2N          59 NY
QSO: 28520 PH 2020-12-12 1807 PY2HP         59 131 N8VY          59 MI
QSO: 28000 PH 2020-12-12 1808 PY2HP         59 133 N2DY          59 NY
QSO: 28000 PH 2020-12-12 1809 PY2HP         59 135 N1ALO         59 MA
QSO: 28000 PH 2020-12-12 1809 PY2HP         59 136 PU8PSF        59 45
QSO: 28520 PH 2020-12-12 1812 PY2HP         59 138 WB9QAF        59 NE
QSO: 28520 PH 2020-12-12 1813 PY2HP         59 141 K9YY          59 IL
QSO: 28520 PH 2020-12-12 1813 PY2HP         59 140 NF3R          59 PA
QSO: 28520 PH 2020-12-12 1814 PY2HP         59 142 K2DRH         59 IL
QSO: 28520 PH 2020-12-12 1814 PY2HP         59 144 N3AAA         59 PA
QSO: 28520 PH 2020-12-12 1814 PY2HP         59 143 W9JA          59 WI
QSO: 28520 PH 2020-12-12 1815 PY2HP         59 147 WB0LQC        59 KS
QSO: 28520 PH 2020-12-12 1815 PY2HP         59 145 WD4OHD        59 TN
QSO: 28520 PH 2020-12-12 1819 PY2HP         59 154 KK4ADQ        59 VA
QSO: 28520 PH 2020-12-12 1819 PY2HP         59 153 N2TU          59 NC
QSO: 28000 PH 2020-12-12 1820 PY2HP         59 155 WB1GCM        59 CT
QSO: 28000 PH 2020-12-12 1821 PY2HP         59 158 KM4IAJ        59 VA
QSO: 28520 PH 2020-12-12 1821 PY2HP         59 157 K3OO          59 PA
QSO: 28000 PH 2020-12-12 1822 PY2HP         59 161 CP5HK         59 31
QSO: 28520 PH 2020-12-12 1823 PY2HP         59 160 AE4M          59 AL
