START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: PY2HP
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: PY2HP
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2020.
QSO: 28467 PH 2020-12-12 0027 PY2HP         59 01 9Z4Y          59 35
QSO: 28520 PH 2020-12-12 1824 PY2HP         59 162 NC0B          59 CO
QSO: 28520 PH 2020-12-12 1826 PY2HP         59 165 EB8AC         59 42
QSO: 28000 PH 2020-12-12 1827 PY2HP         59 166 K9RAF         59 VA
QSO: 28520 PH 2020-12-12 1828 PY2HP         59 168 NT3U          59 MD
QSO: 28520 PH 2020-12-12 1830 PY2HP         59 172 K4CGY         59 VA
QSO: 28520 PH 2020-12-12 1830 PY2HP         59 173 WB2NFL        59 NY
QSO: 28520 PH 2020-12-12 1831 PY2HP         59 175 EA8AQV        59 072
QSO: 28520 PH 2020-12-12 1831 PY2HP         59 174 N0YO          59 KS
QSO: 28520 PH 2020-12-12 1833 PY2HP         59 176 NV9L          59 IL
QSO: 28520 PH 2020-12-12 1833 PY2HP         59 177 W1CTN         59 CT
QSO: 28520 PH 2020-12-12 1835 PY2HP         59 178 K5PO          59 AR
QSO: 28520 PH 2020-12-12 1836 PY2HP         59 179 N4YDU         59 NC
QSO: 28000 PH 2020-12-12 1837 PY2HP         59 180 N1WRK         59 MA
QSO: 28520 PH 2020-12-12 1837 PY2HP         59 181 WS4WW         59 VA
QSO: 28520 PH 2020-12-12 1845 PY2HP         59 182 W3IP          59 VA
QSO: 28000 PH 2020-12-12 1846 PY2HP         59 184 W2OIB         59 NJ
QSO: 28520 PH 2020-12-12 1846 PY2HP         59 183 KA0RVL        59 KS
QSO: 28520 PH 2020-12-12 1847 PY2HP         59 185 WB0TEV        59 TX
QSO: 28520 PH 2020-12-12 1847 PY2HP         59 186 YV4ABR        59 157
QSO: 28520 PH 2020-12-12 1853 PY2HP         59 189 W5LO          59 TX
QSO: 28520 PH 2020-12-12 1854 PY2HP         59 191 KD2JOE        59 NJ
QSO: 28000 PH 2020-12-12 1855 PY2HP         59 192 K4BLP         59 KY
QSO: 28000 PH 2020-12-12 1857 PY2HP         59 196 KF4SKY        59 NC
QSO: 28520 PH 2020-12-12 1857 PY2HP         59 195 K4SHW         59 GA
QSO: 28520 PH 2020-12-12 1858 PY2HP         59 197 W4BTW         59 NC
QSO: 28000 PH 2020-12-12 1859 PY2HP         59 198 N3MWQ         59 DE
QSO: 28520 PH 2020-12-12 1859 PY2HP         59 199 K2XA          59 NY
QSO: 28520 PH 2020-12-12 1900 PY2HP         59 201 W2ECK         59 GA
QSO: 28000 PH 2020-12-12 1909 PY2HP         59 202 KN4LIU        59 TN
QSO: 28520 PH 2020-12-12 1914 PY2HP         59 203 NA4DA         59 FL
QSO: 28520 PH 2020-12-12 1916 PY2HP         59 205 AA4LR         59 GA
QSO: 28520 PH 2020-12-12 1916 PY2HP         59 204 KD5JRY        59 LA
QSO: 28520 PH 2020-12-12 1918 PY2HP         59 206 K0JU          59 CO
QSO: 28520 PH 2020-12-12 1918 PY2HP         59 207 K1BZ          59 MD
QSO: 28520 PH 2020-12-12 1919 PY2HP         59 208 KD7RF         59 AL
QSO: 28520 PH 2020-12-12 1919 PY2HP         59 209 KR7LD         59 ID
QSO: 28520 PH 2020-12-12 1920 PY2HP         59 210 VE6TK         59 AB
QSO: 28000 PH 2020-12-12 1922 PY2HP         59 211 K3ZO          59 MD
QSO: 28520 PH 2020-12-12 1923 PY2HP         59 212 WA7DUH        59 WA
QSO: 28380 PH 2020-12-12 1931 PY2HP         59 214 N9GB          59 KS
QSO: 28471 PH 2020-12-12 1933 PY2HP         59 215 LU3WC         59 263
QSO: 28530 PH 2020-12-12 1936 PY2HP         59 216 PY5QW         59 285
QSO: 28422 PH 2020-12-12 1940 PY2HP         59 218 LT7F          59 492
QSO: 28550 PH 2020-12-12 1943 PY2HP         59 220 WO4O          59 FL
QSO: 28550 PH 2020-12-12 1944 PY2HP         59 223 N5DTT         59 TX
QSO: 28550 PH 2020-12-12 1944 PY2HP         59 222 WA3LXD        59 FL
QSO: 28550 PH 2020-12-12 1945 PY2HP         59 224 N2ESP         59 FL
QSO: 28550 PH 2020-12-12 1947 PY2HP         59 225 KD7VIK        59 OR
QSO: 28000 PH 2020-12-12 1948 PY2HP         59 227 W0JG          59 NE
QSO: 28550 PH 2020-12-12 1948 PY2HP         59 226 N7CKJ         59 WA
QSO: 28550 PH 2020-12-12 1949 PY2HP         59 228 KE4Q          59 FL
QSO: 28000 PH 2020-12-12 1952 PY2HP         59 229 W4QNW         59 SC
QSO: 28550 PH 2020-12-12 1953 PY2HP         59 231 KA6BIM        59 OR
QSO: 28550 PH 2020-12-12 1953 PY2HP         59 232 NA4CW         59 FL
QSO: 28550 PH 2020-12-12 1954 PY2HP         59 234 K2RD          59 NV
QSO: 28550 PH 2020-12-12 1959 PY2HP         59 239 N5GF          59 FL
QSO: 28550 PH 2020-12-12 1959 PY2HP         59 237 W4DD          59 GA
QSO: 28550 PH 2020-12-12 2001 PY2HP         59 241 K4MJA         59 FL
QSO: 28550 PH 2020-12-12 2007 PY2HP         59 244 K4KKC         59 FL
QSO: 28550 PH 2020-12-12 2008 PY2HP         59 245 W0PV          59 FL
QSO: 28550 PH 2020-12-12 2009 PY2HP         59 246 W6NCB         59 CA
QSO: 28535 PH 2020-12-12 2014 PY2HP         59 248 PJ4DX         59 129
QSO: 28410 PH 2020-12-12 2016 PY2HP         59 249 W3US          59 FL
QSO: 28394 PH 2020-12-12 2018 PY2HP         59 250 LU4FPZ        59 153
QSO: 28490 PH 2020-12-12 2019 PY2HP         59 251 LU7DV         59 26
QSO: 28400 PH 2020-12-12 2036 PY2HP         59 252 KK9R          59 FL
QSO: 28508 PH 2020-12-12 2044 PY2HP         59 253 LW9DYP        59 74
QSO: 28488 PH 2020-12-12 2104 PY2HP         59 255 W5PR          59 TX
QSO: 28461 PH 2020-12-12 2106 PY2HP         59 256 XE1BRX        59 GTO
QSO: 28360 PH 2020-12-12 2109 PY2HP         59 257 XE1CKJ        59 GTO
QSO: 28430 PH 2020-12-13 1336 PY2HP         59 258 CX5A          59 876
END-OF-LOG:
