START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: W6NV
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: W6NV
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2020.
QSO: 28011 CW 2020-12-12 2005 W6NV          599 CA PS2T          599 429
QSO: 28039 CW 2020-12-13 1821 W6NV          599 CA K8JQ          599 WV
QSO: 28032 CW 2020-12-13 1822 W6NV          599 CA K3MM          599 MD
QSO: 28028 CW 2020-12-13 1823 W6NV          599 CA NN4SS         599 SC
QSO: 28030 CW 2020-12-13 1823 W6NV          599 CA K3UA          599 PA
QSO: 28031 CW 2020-12-13 1823 W6NV          599 CA KU2M          599 NJ
QSO: 28028 CW 2020-12-13 1824 W6NV          599 CA N5JJ          599 TX
QSO: 28025 CW 2020-12-13 1825 W6NV          599 CA K1MM          599 FL
QSO: 28026 CW 2020-12-13 1825 W6NV          599 CA NN7CW         599 FL
QSO: 28006 CW 2020-12-13 1829 W6NV          599 CA W3CB          599 MI
QSO: 28009 CW 2020-12-13 1829 W6NV          599 CA W4PM          599 VA
QSO: 28003 CW 2020-12-13 1830 W6NV          599 CA K4QS          599 VA
QSO: 28005 CW 2020-12-13 1830 W6NV          599 CA NR4M          599 VA
QSO: 28001 CW 2020-12-13 1832 W6NV          599 CA N3OC          599 MD
QSO: 28000 CW 2020-12-13 1834 W6NV          599 CA K5MV          599 TX
QSO: 28011 CW 2020-12-13 1834 W6NV          599 CA AA3B          599 PA
QSO: 28011 CW 2020-12-13 1834 W6NV          599 CA N2CEI         599 FL
QSO: 28011 CW 2020-12-13 1835 W6NV          599 CA N2RC          599 NY
QSO: 28011 CW 2020-12-13 1836 W6NV          599 CA K6RIM         599 CA
QSO: 28011 CW 2020-12-13 1836 W6NV          599 CA N3RD          599 PA
QSO: 28011 CW 2020-12-13 1836 W6NV          599 CA NA3M          599 MD
QSO: 28011 CW 2020-12-13 1836 W6NV          599 CA NN3W          599 VA
QSO: 28011 CW 2020-12-13 1836 W6NV          599 CA W5GAI         599 MS
QSO: 28011 CW 2020-12-13 1837 W6NV          599 CA W3RZ          599 TX
QSO: 28011 CW 2020-12-13 1837 W6NV          599 CA W4PF          599 KY
QSO: 28000 CW 2020-12-13 1838 W6NV          599 CA KD8TNF        599 OH
QSO: 28011 CW 2020-12-13 1838 W6NV          599 CA KG9X          599 IL
QSO: 28011 CW 2020-12-13 1838 W6NV          599 CA WB2WPM        599 NY
QSO: 28000 CW 2020-12-13 1839 W6NV          599 CA K9OR          599 CO
QSO: 28011 CW 2020-12-13 1839 W6NV          599 CA N2MM          599 NJ
QSO: 28011 CW 2020-12-13 1839 W6NV          599 CA W1KM          599 MA
QSO: 28011 CW 2020-12-13 1839 W6NV          599 CA WA2VYA        599 TX
QSO: 28011 CW 2020-12-13 1840 W6NV          599 CA AJ4F          599 TX
QSO: 28011 CW 2020-12-13 1840 W6NV          599 CA W0PV          599 FL
QSO: 28011 CW 2020-12-13 1841 W6NV          599 CA AC9KW         599 IL
QSO: 28011 CW 2020-12-13 1841 W6NV          599 CA AG5W          599 TX
QSO: 28011 CW 2020-12-13 1841 W6NV          599 CA K4WW          599 KY
QSO: 28011 CW 2020-12-13 1841 W6NV          599 CA W8AKS         599 WV
QSO: 28000 CW 2020-12-13 1842 W6NV          599 CA K8FF          599 OH
QSO: 28011 CW 2020-12-13 1842 W6NV          599 CA N3CW          599 VA
QSO: 28011 CW 2020-12-13 1842 W6NV          599 CA W4TG          599 VA
QSO: 28000 CW 2020-12-13 1843 W6NV          599 CA W2KV          599 NJ
QSO: 28011 CW 2020-12-13 1843 W6NV          599 CA K1HTV         599 VA
QSO: 28011 CW 2020-12-13 1843 W6NV          599 CA N4TY          599 KY
QSO: 28011 CW 2020-12-13 1843 W6NV          599 CA N8VWY         599 OH
QSO: 28011 CW 2020-12-13 1844 W6NV          599 CA K3CCR         599 MD
QSO: 28011 CW 2020-12-13 1844 W6NV          599 CA KA3D          599 PA
QSO: 28000 CW 2020-12-13 1845 W6NV          599 CA N6TVN         599 CA
QSO: 28000 CW 2020-12-13 1845 W6NV          599 CA W8KNO         599 OH
QSO: 28011 CW 2020-12-13 1845 W6NV          599 CA K9BGL         599 IL
QSO: 28011 CW 2020-12-13 1845 W6NV          599 CA WT3K          599 MD
QSO: 28000 CW 2020-12-13 1846 W6NV          599 CA AA8BV         599 OH
QSO: 28011 CW 2020-12-13 1846 W6NV          599 CA AK1MD         599 MA
QSO: 28011 CW 2020-12-13 1847 W6NV          599 CA K3TM          599 MD
QSO: 28011 CW 2020-12-13 1847 W6NV          599 CA N3DXX         599 DE
QSO: 28011 CW 2020-12-13 1848 W6NV          599 CA WA3EKL        599 MD
QSO: 28000 CW 2020-12-13 1849 W6NV          599 CA XE2MWY        599 NLE
QSO: 28000 CW 2020-12-13 1850 W6NV          599 CA XE2RT         599 NLE
QSO: 28011 CW 2020-12-13 1850 W6NV          599 CA AB3YH         599 PA
QSO: 28011 CW 2020-12-13 1852 W6NV          599 CA W2NO          599 NJ
QSO: 28068 CW 2020-12-13 1940 W6NV          599 CA K8MP          599 OH
QSO: 28070 CW 2020-12-13 1940 W6NV          599 CA W1RH          599 CA
QSO: 28000 CW 2020-12-13 1942 W6NV          599 CA ZW1M          599 101
QSO: 28061 CW 2020-12-13 1944 W6NV          599 CA CX5UA         599 531
QSO: 28055 CW 2020-12-13 1946 W6NV          599 CA VA3YV         599 ON
QSO: 28057 CW 2020-12-13 1946 W6NV          599 CA K4FT          599 KY
QSO: 28057 CW 2020-12-13 1946 W6NV          599 CA N8VW          599 OH
QSO: 28050 CW 2020-12-13 1948 W6NV          599 CA WX3B          599 MD
QSO: 28049 CW 2020-12-13 1949 W6NV          599 CA PY2MC         599 131
QSO: 28048 CW 2020-12-13 1950 W6NV          599 CA LU3WC         599 707
QSO: 28044 CW 2020-12-13 1951 W6NV          599 CA K4PI          599 GA
QSO: 28045 CW 2020-12-13 1951 W6NV          599 CA K3TC          599 MD
QSO: 28000 CW 2020-12-13 1953 W6NV          599 CA WB9HFK        599 IL
QSO: 28000 CW 2020-12-13 1954 W6NV          599 CA KX9X          599 IL
QSO: 28029 CW 2020-12-13 1955 W6NV          599 CA K0FX          599 CO
QSO: 28027 CW 2020-12-13 1956 W6NV          599 CA N7US          599 IL
QSO: 28023 CW 2020-12-13 1957 W6NV          599 CA N8LJ          599 MI
QSO: 28024 CW 2020-12-13 1957 W6NV          599 CA AJ9C          599 IN
QSO: 28012 CW 2020-12-13 2000 W6NV          599 CA AI9T          599 IL
QSO: 28010 CW 2020-12-13 2001 W6NV          599 CA WK2G          599 PA
QSO: 28003 CW 2020-12-13 2002 W6NV          599 CA K4AB          599 AL
QSO: 28058 CW 2020-12-13 2003 W6NV          599 CA KR4F          599 AL
QSO: 28034 CW 2020-12-13 2008 W6NV          599 CA K9BTQ         599 WI
QSO: 28034 CW 2020-12-13 2008 W6NV          599 CA W3FIZ         599 PA
QSO: 28000 CW 2020-12-13 2009 W6NV          599 CA N4DLA         599 CA
QSO: 28033 CW 2020-12-13 2009 W6NV          599 CA KU2C          599 PA
QSO: 28034 CW 2020-12-13 2009 W6NV          599 CA W0KU          599 CO
QSO: 28034 CW 2020-12-13 2010 W6NV          599 CA W3MA          599 PA
QSO: 28034 CW 2020-12-13 2011 W6NV          599 CA K1GG          599 VA
QSO: 28034 CW 2020-12-13 2011 W6NV          599 CA N6BHX         599 CA
QSO: 28034 CW 2020-12-13 2012 W6NV          599 CA N4RA          599 WV
QSO: 28034 CW 2020-12-13 2012 W6NV          599 CA W5MX          599 KY
QSO: 28034 CW 2020-12-13 2012 W6NV          599 CA WA3AAN        599 PA
QSO: 28000 CW 2020-12-13 2013 W6NV          599 CA KE8AE         599 WV
QSO: 28000 CW 2020-12-13 2013 W6NV          599 CA W3FE          599 PA
QSO: 28034 CW 2020-12-13 2014 W6NV          599 CA K3WW          599 PA
QSO: 28034 CW 2020-12-13 2014 W6NV          599 CA KG4W          599 VA
QSO: 28034 CW 2020-12-13 2014 W6NV          599 CA WN7S          599 VA
QSO: 28034 CW 2020-12-13 2015 W6NV          599 CA K3TEJ         599 PA
QSO: 28034 CW 2020-12-13 2015 W6NV          599 CA K7SV          599 VA
QSO: 28034 CW 2020-12-13 2015 W6NV          599 CA N9CO          599 IL
QSO: 28034 CW 2020-12-13 2016 W6NV          599 CA K4XL          599 VA
QSO: 28034 CW 2020-12-13 2016 W6NV          599 CA K9PW          599 IL
QSO: 28034 CW 2020-12-13 2016 W6NV          599 CA KB9OWD        599 WI
QSO: 28033 CW 2020-12-13 2017 W6NV          599 CA WB8ASI        599 MI
QSO: 28034 CW 2020-12-13 2017 W6NV          599 CA AA4DD         599 TN
QSO: 28034 CW 2020-12-13 2017 W6NV          599 CA AB2E          599 NJ
QSO: 28034 CW 2020-12-13 2017 W6NV          599 CA K4SO          599 VA
QSO: 28000 CW 2020-12-13 2019 W6NV          599 CA WB9VGO        599 IL
QSO: 28000 CW 2020-12-13 2019 W6NV          599 CA WK0P          599 CO
QSO: 28034 CW 2020-12-13 2019 W6NV          599 CO KA9BHD        599 IL
QSO: 28034 CW 2020-12-13 2019 W6NV          599 CA W3RE          599 PA
QSO: 28034 CW 2020-12-13 2020 W6NV          599 CA AD4TJ         599 VA
QSO: 28034 CW 2020-12-13 2020 W6NV          599 CA KE0YI         599 IL
QSO: 28034 CW 2020-12-13 2020 W6NV          599 CA W9TC          599 IN
QSO: 28000 CW 2020-12-13 2021 W6NV          599 CA KI6OY         599 CA
QSO: 28034 CW 2020-12-13 2021 W6NV          599 CA WT9U          599 IN
QSO: 28034 CW 2020-12-13 2022 W6NV          599 CA N4QS          599 KY
QSO: 28034 CW 2020-12-13 2022 W6NV          599 CA N8XC          599 OH
QSO: 28034 CW 2020-12-13 2023 W6NV          599 CA K8LY          599 OH
QSO: 28034 CW 2020-12-13 2023 W6NV          599 CA W3EKT         599 MD
QSO: 28016 CW 2020-12-13 2032 W6NV          599 CA K8CX          599 OH
END-OF-LOG:
