START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: W1IE
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: W1IE
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2020.
QSO: 28050 CW 2020-12-12 1931 W1IE          599 VA LU5FC         599 789
QSO: 28048 CW 2020-12-12 1935 W1IE          599 VA N6ZFO         599 CA
QSO: 28032 CW 2020-12-12 1941 W1IE          599 VA N6JV          599 CA
QSO: 28024 CW 2020-12-12 1943 W1IE          599 VA K3EST         599 CA
QSO: 28029 CW 2020-12-12 1943 W1IE          599 VA K5PI          599 TX
QSO: 28017 CW 2020-12-12 1944 W1IE          599 VA N6TV          599 CA
QSO: 28014 CW 2020-12-12 1946 W1IE          599 VA K7XC          599 NV
QSO: 28012 CW 2020-12-12 1947 W1IE          599 VA K4OAQ         599 VA
QSO: 28002 CW 2020-12-12 1949 W1IE          599 VA PY2YU         599 727
QSO: 28014 CW 2020-12-12 1952 W1IE          599 VA LW5HR         599 457
QSO: 28016 CW 2020-12-12 1954 W1IE          599 VA PP1CZ         599 344
QSO: 28025 CW 2020-12-12 1956 W1IE          599 VA PY4XX         599 344
QSO: 28036 CW 2020-12-12 1957 W1IE          599 VA ZF5T          599 701
QSO: 28006 CW 2020-12-12 2020 W1IE          599 VA KI6RRN        599 CA
QSO: 28000 CW 2020-12-13 1314 W1IE          599 VA AA1JD         599 MA
QSO: 28017 CW 2020-12-13 1315 W1IE          599 VA N3CW          599 VA
QSO: 28007 CW 2020-12-13 1316 W1IE          599 VA N2KW          599 MA
QSO: 28032 CW 2020-12-13 1319 W1IE          599 VA W1KM          599 MA
QSO: 28024 CW 2020-12-13 1327 W1IE          599 VA K1RM          599 CT
QSO: 28020 CW 2020-12-13 1330 W1IE          599 VA N1LN          599 NC
QSO: 28019 CW 2020-12-13 1338 W1IE          599 VA N2RC          599 NY
QSO: 28000 CW 2020-12-13 1344 W1IE          599 VA K1VUT         599 MA
QSO: 28055 CW 2020-12-13 1346 W1IE          599 VA J35X          599 126
QSO: 28005 CW 2020-12-13 1352 W1IE          599 VA YV5AM         599 475
QSO: 28003 CW 2020-12-13 1354 W1IE          599 VA KU8E          599 GA
QSO: 28004 CW 2020-12-13 1357 W1IE          599 VA K4OAQ         599 VA
QSO: 28002 CW 2020-12-13 1359 W1IE          599 VA VE9AA         599 NB
QSO: 28014 CW 2020-12-13 1400 W1IE          599 VA PY3YD         599 658
QSO: 28014 CW 2020-12-13 1400 W1IE          599 VA W3EP          599 CT
QSO: 28014 CW 2020-12-13 1416 W1IE          599 VA PY3YD         599 664
QSO: 28016 CW 2020-12-13 1417 W1IE          599 VA VE3UTT        599 ON
QSO: 28038 CW 2020-12-13 1420 W1IE          599 VA K0PK          599 MN
QSO: 28040 CW 2020-12-13 1420 W1IE          599 VA PR4T          599 768
QSO: 28000 CW 2020-12-13 1422 W1IE          599 VA KP2B          599 294
QSO: 28008 CW 2020-12-13 1428 W1IE          599 VA PT3T          599 657
QSO: 28016 CW 2020-12-13 1431 W1IE          599 VA K9ZO          599 IL
QSO: 28033 CW 2020-12-13 1435 W1IE          599 VA W8HAP         599 ME
QSO: 28000 CW 2020-12-13 1442 W1IE          599 VA KP2M          599 624
QSO: 28046 CW 2020-12-13 1447 W1IE          599 VA KB9S          599 WI
QSO: 28004 CW 2020-12-13 1455 W1IE          599 VA PY2MC         599 75
QSO: 28012 CW 2020-12-13 1501 W1IE          599 VA W0VTT         599 MN
QSO: 28023 CW 2020-12-13 1504 W1IE          599 VA KI0F          599 MN
QSO: 28030 CW 2020-12-13 1505 W1IE          599 VA LR1E          599 1166
QSO: 28038 CW 2020-12-13 1507 W1IE          599 VA K1IB          599 VT
QSO: 28046 CW 2020-12-13 1512 W1IE          599 VA AC0W          599 MN
QSO: 28048 CW 2020-12-13 1513 W1IE          599 VA LU3WC         599 487
QSO: 28055 CW 2020-12-13 1515 W1IE          599 VA NF1O          599 NH
QSO: 28057 CW 2020-12-13 1519 W1IE          599 VA N0HJZ         599 MN
QSO: 28000 CW 2020-12-13 1520 W1IE          599 VA KN0V          599 MN
QSO: 28059 CW 2020-12-13 1520 W1IE          599 VA W4PK          599 VA
QSO: 28000 CW 2020-12-13 1521 W1IE          599 VA AC9PG         599 WI
QSO: 28000 CW 2020-12-13 1522 W1IE          599 VA N1CGP         599 ME
QSO: 28054 CW 2020-12-13 1631 W1IE          599 VA KG9N          599 IL
QSO: 28018 CW 2020-12-13 1637 W1IE          599 VA K0RF          599 CO
QSO: 28020 CW 2020-12-13 1638 W1IE          599 VA KT0A          599 SD
QSO: 28020 CW 2020-12-13 1640 W1IE          599 VA K3PA          599 KS
QSO: 28025 CW 2020-12-13 1641 W1IE          599 VA W0EWD         599 IA
QSO: 28000 CW 2020-12-13 1643 W1IE          599 VA LU2DX         599 1398
QSO: 28041 CW 2020-12-13 1644 W1IE          599 VA N0NI          599 IA
QSO: 28033 CW 2020-12-13 1651 W1IE          599 VA N6SS          599 AZ
QSO: 28034 CW 2020-12-13 1705 W1IE          599 VA NN7ZZ         599 UT
QSO: 28008 CW 2020-12-13 1709 W1IE          599 VA W0VTT         599 MN
QSO: 28063 CW 2020-12-13 1716 W1IE          599 VA CX9AU         599 407
QSO: 28023 CW 2020-12-13 1829 W1IE          599 VA W6OAT         599 WA
QSO: 28049 CW 2020-12-13 1832 W1IE          599 VA K7SS          599 WA
QSO: 28000 CW 2020-12-13 1833 W1IE          599 VA K7RAT         599 OR
QSO: 28028 CW 2020-12-13 1837 W1IE          599 VA NG7M          599 UT
QSO: 28021 CW 2020-12-13 1838 W1IE          599 NC K7ZS          599 OR
QSO: 28011 CW 2020-12-13 1841 W1IE          599 VA WC7Q          599 WA
QSO: 28012 CW 2020-12-13 1841 W1IE          599 VA W7YAQ         599 OR
QSO: 28013 CW 2020-12-13 1845 W1IE          599 VA N6ZFO         599 CA
QSO: 28016 CW 2020-12-13 1846 W1IE          599 VA AI0Y          599 IL
QSO: 28000 CW 2020-12-13 1847 W1IE          599 VA XE2I          599 BCS
QSO: 28000 CW 2020-12-13 1847 W1IE          599 VA XE2I          599 BCS
QSO: 28000 CW 2020-12-13 1847 W1IE          599 VA XE2I          599 BCS
QSO: 28000 CW 2020-12-13 1847 W1IE          599 VA XE2I          599 BCS
QSO: 28032 CW 2020-12-13 1849 W1IE          599 VA K0KX          599 SD
QSO: 28035 CW 2020-12-13 1851 W1IE          599 VA K7RL          599 WA
QSO: 28054 CW 2020-12-13 1855 W1IE          599 VA KX7M          599 CA
QSO: 28060 CW 2020-12-13 1856 W1IE          599 VA N0XR          599 IA
QSO: 28032 CW 2020-12-13 1858 W1IE          599 VA K3MM          599 MD
QSO: 28036 CW 2020-12-13 1904 W1IE          599 VA NY0V          599 MN
QSO: 28037 CW 2020-12-13 1906 W1IE          599 VA W0BH          599 KS
QSO: 28043 CW 2020-12-13 1907 W1IE          599 VA KT0K          599 NE
QSO: 28015 CW 2020-12-13 1920 W1IE          599 VA N9RV          599 MT
QSO: 28026 CW 2020-12-13 1921 W1IE          599 VA NJ8M          599 KS
QSO: 28067 CW 2020-12-13 1927 W1IE          599 VA K6XX          599 CA
QSO: 28070 CW 2020-12-13 1928 W1IE          599 VA W1RH          599 CA
QSO: 28001 CW 2020-12-13 1929 W1IE          599 VA K6IJ          599 CA
QSO: 28000 CW 2020-12-13 1931 W1IE          599 VA KV0Q          599 CO
QSO: 28000 CW 2020-12-13 1934 W1IE          599 VA K0UU          599 MN
QSO: 28043 CW 2020-12-13 1941 W1IE          599 VA K3WT          599 MN
QSO: 28042 CW 2020-12-13 1946 W1IE          599 VA W1LQ          599 ME
QSO: 28060 CW 2020-12-13 1953 W1IE          599 VA PS2T          599 635
QSO: 28069 CW 2020-12-13 1954 W1IE          599 VA PX2A          599 1254
