START-OF-LOG: 3.0
CONTEST: ARRL-DIGI
CALLSIGN: JO1KTD
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-BAND: ALL
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: ONE
CATEGORY-TIME: 8-HOURS
OPERATORS: 
CREATED-BY: RUMLOGNG (5.15.3) BY DL2RUM
HQ-CATEGORY: Single Operator, One Radio (SO1R), Low Power, 8 Hours
HQ-GRID-LOCATOR: PM95US
QSO: 21092 DG 2024-06-01 2254 JO1KTD PM95 HS8JYX NJ98 0
QSO: 28092 DG 2024-06-01 2340 JO1KTD PM95 3D2USU RH82 0
QSO: 21092 DG 2024-06-01 2349 JO1KTD PM95 ZL3IO RF80 0
QSO: 21092 DG 2024-06-01 2353 JO1KTD PM95 JD1BQW QL17 0
QSO: 21092 DG 2024-06-02 0012 JO1KTD PM95 YE9BJM OI71 0
QSO: 28092 DG 2024-06-02 0022 JO1KTD PM95 ZL3IO RF80 0
QSO: 21091 DG 2024-06-02 2232 JO1KTD PM95 YD2ULK OI52 0
QSO: 21091 DG 2024-06-02 2237 JO1KTD PM95 WA2BOT FN32 0
QSO: 21091 DG 2024-06-02 2239 JO1KTD PM95 JA4ENY PM64 0
QSO: 21091 DG 2024-06-02 2246 JO1KTD PM95 4E9VVN PJ28 0
QSO: 21092 DG 2024-06-02 2252 JO1KTD PM95 W0ZA EN00 0
QSO: 21092 DG 2024-06-02 2255 JO1KTD PM95 BI6NSL OM64 0
QSO: 21092 DG 2024-06-02 2259 JO1KTD PM95 DV1K PK04 0
QSO: 21092 DG 2024-06-02 2302 JO1KTD PM95 NN6U CM97 0
QSO: 21092 DG 2024-06-02 2311 JO1KTD PM95 HS0ZOY OK14 0
QSO: 21092 DG 2024-06-02 2314 JO1KTD PM95 BD3PPA OM78 0
QSO: 21091 DG 2024-06-02 2322 JO1KTD PM95 YB1HR OI33 0
QSO: 21091 DG 2024-06-02 2323 JO1KTD PM95 YB1BML OI33 0
QSO: 21091 DG 2024-06-02 2327 JO1KTD PM95 KE6PQV CM97 0
QSO: 21091 DG 2024-06-02 2330 JO1KTD PM95 JJ1SSY PM95 0
QSO: 21091 DG 2024-06-02 2353 JO1KTD PM95 YC1JEL OI33 0
QSO: 21091 DG 2024-06-02 2355 JO1KTD PM95 KH6RDO BK29 0
QSO: 21091 DG 2024-06-02 2357 JO1KTD PM95 VA3PC FN06 0
QSO: 21091 DG 2024-06-02 2358 JO1KTD PM95 YB1HR OI33 0
END-OF-LOG:
