START-OF-LOG: 3.0
CONTEST: ARRL-DIGI
CALLSIGN: UT3N
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-POWER: QRP
CATEGORY-BAND: ALL
CATEGORY-MODE: DIGI
CATEGORY-TRANSMITTER: TWO
CATEGORY-STATION: FIXED
CATEGORY-TIME: 8-HOURS
OPERATORS: UT3NK
CREATED-BY: N1MM LOGGER+ 1.0.10300.0
HQ-CATEGORY: Single Operator, Two Radios (SO2R), QRP, 8 Hours
HQ-GRID-LOCATOR: KN49FF
QSO: 14082 DG 2024-06-02 0650 UT3N KN49 N1SOH FN42
QSO: 14082 DG 2024-06-02 0651 UT3N KN49 PD1WS JO22
QSO: 14082 DG 2024-06-02 0653 UT3N KN49 K4SBZ EM70
QSO: 14082 DG 2024-06-02 0653 UT3N KN49 N3QE FM19
QSO: 14082 DG 2024-06-02 0658 UT3N KN49 MI0LPO IO64
QSO: 14081 DG 2024-06-02 0702 UT3N KN49 PD1PSR JO33
QSO: 14081 DG 2024-06-02 0703 UT3N KN49 DL0MT JN48
QSO: 14081 DG 2024-06-02 0704 UT3N KN49 F5LMJ JN28
QSO: 14081 DG 2024-06-02 0706 UT3N KN49 YO3RU KN34
QSO: 14081 DG 2024-06-02 0709 UT3N KN49 DL7ARV JO62
QSO: 14081 DG 2024-06-02 0709 UT3N KN49 OE1HLB JN88
QSO: 14081 DG 2024-06-02 0712 UT3N KN49 KC3PIB EN90
QSO: 14081 DG 2024-06-02 0714 UT3N KN49 MM0KEO IO66
QSO: 14081 DG 2024-06-02 0715 UT3N KN49 PD2GSP JO21
QSO: 14081 DG 2024-06-02 0717 UT3N KN49 PC4H JO22
QSO: 14091 DG 2024-06-02 0732 UT3N KN49 W1IZZ FN41
QSO: 14091 DG 2024-06-02 0734 UT3N KN49 DB9SH JN58
QSO: 14091 DG 2024-06-02 0735 UT3N KN49 HB9CAL JN47
QSO: 14091 DG 2024-06-02 0736 UT3N KN49 SN7T JO91
QSO: 14091 DG 2024-06-02 0738 UT3N KN49 IW0RLC JN63
QSO: 14091 DG 2024-06-02 0742 UT3N KN49 ON6CQ JO11
QSO: 14091 DG 2024-06-02 0743 UT3N KN49 S57BTI JN75
QSO: 14091 DG 2024-06-02 0745 UT3N KN49 SQ3MVA JO82
QSO: 14091 DG 2024-06-02 0748 UT3N KN49 KA2D FN30
QSO: 14091 DG 2024-06-02 0749 UT3N KN49 IN3OWY JN56
QSO: 14091 DG 2024-06-02 0752 UT3N KN49 9A6KFA JN85
QSO: 14091 DG 2024-06-02 0753 UT3N KN49 DM3KS JN39
QSO: 14091 DG 2024-06-02 0755 UT3N KN49 EC7KW IM77
QSO: 14091 DG 2024-06-02 0758 UT3N KN49 ON4CAS JO21
QSO: 14092 DG 2024-06-02 0904 UT3N KN49 KA2G EM93
QSO: 14092 DG 2024-06-02 0906 UT3N KN49 HB9CAL JN47
QSO: 14092 DG 2024-06-02 0913 UT3N KN49 IU8PWS JN71
QSO: 14092 DG 2024-06-02 0915 UT3N KN49 S56A JN76
QSO: 14082 DG 2024-06-02 0918 UT3N KN49 PD5FK JO32
QSO: 14082 DG 2024-06-02 0922 UT3N KN49 OH6FSO KP12
QSO: 14092 DG 2024-06-02 0926 UT3N KN49 EW7RF KO53
QSO: 14092 DG 2024-06-02 0928 UT3N KN49 M7LBO IO92
QSO: 14092 DG 2024-06-02 0928 UT3N KN49 PA4O JO33
QSO: 14092 DG 2024-06-02 0934 UT3N KN49 IV3LNQ JN65
QSO: 21092 DG 2024-06-02 0938 UT3N KN49 DB9SH JN58
QSO: 21092 DG 2024-06-02 0944 UT3N KN49 HB9CAL JN47
QSO: 14081 DG 2024-06-02 0949 UT3N KN49 YO6OGW KN26
QSO: 14081 DG 2024-06-02 0950 UT3N KN49 IQ0RM JN61
QSO: 14081 DG 2024-06-02 0953 UT3N KN49 RW3RN LO02
QSO: 14081 DG 2024-06-02 0953 UT3N KN49 EW6DM KO35
QSO: 14081 DG 2024-06-02 0955 UT3N KN49 DL2RSB JO43
QSO: 14081 DG 2024-06-02 0959 UT3N KN49 DK1GP JO30
QSO: 14081 DG 2024-06-02 1000 UT3N KN49 IK6ZDC JN63
QSO: 14081 DG 2024-06-02 1002 UT3N KN49 PE1DSA JO33
QSO: 14081 DG 2024-06-02 1011 UT3N KN49 SP1MVS JO73
QSO: 14081 DG 2024-06-02 1013 UT3N KN49 PD3AH JO21
QSO: 14081 DG 2024-06-02 1016 UT3N KN49 DL6UCK JO71
QSO: 14081 DG 2024-06-02 1017 UT3N KN49 PA3ADY JO32
QSO: 14081 DG 2024-06-02 1018 UT3N KN49 PA1EC JO21
QSO: 14081 DG 2024-06-02 1019 UT3N KN49 DC4CP JO30
QSO: 14081 DG 2024-06-02 1021 UT3N KN49 DH9DX/P JO52
QSO: 14092 DG 2024-06-02 1034 UT3N KN49 PE1CUP JO31
QSO: 14092 DG 2024-06-02 1037 UT3N KN49 G6FEX IO81
QSO: 14092 DG 2024-06-02 1041 UT3N KN49 OI5AY KP30
QSO: 14092 DG 2024-06-02 1043 UT3N KN49 ON8BB JO21
QSO: 14092 DG 2024-06-02 1044 UT3N KN49 PD3AH JO21
QSO: 14092 DG 2024-06-02 1047 UT3N KN49 OG3Z KP11
QSO: 14092 DG 2024-06-02 1048 UT3N KN49 PA3EVY JO11
QSO: 14082 DG 2024-06-02 1051 UT3N KN49 UY3LV KN79
QSO: 14082 DG 2024-06-02 1052 UT3N KN49 ON8SAT JO20
QSO: 14082 DG 2024-06-02 1055 UT3N KN49 SQ5TDW KO02
QSO: 14082 DG 2024-06-02 1055 UT3N KN49 PD3EDA JO32
QSO: 14082 DG 2024-06-02 1056 UT3N KN49 DL5DM/P JO31
QSO: 14082 DG 2024-06-02 1057 UT3N KN49 DK3NU JO40
QSO: 14082 DG 2024-06-02 1058 UT3N KN49 NF3R FN20
QSO: 14082 DG 2024-06-02 1100 UT3N KN49 IU3GPT JN66
QSO: 14082 DG 2024-06-02 1102 UT3N KN49 PA1G JO22
QSO: 14082 DG 2024-06-02 1104 UT3N KN49 DG1ELG JO31
QSO: 14082 DG 2024-06-02 1106 UT3N KN49 DL7FP JO40
QSO: 14082 DG 2024-06-02 1125 UT3N KN49 RZ3Z KO80
QSO: 14082 DG 2024-06-02 1138 UT3N KN49 LZ1CRI KN22
QSO: 14081 DG 2024-06-02 1145 UT3N KN49 PA3EOU JO22
QSO: 14081 DG 2024-06-02 1147 UT3N KN49 M7VDX JO02
QSO: 14081 DG 2024-06-02 1148 UT3N KN49 OG5O KP20
QSO: 14081 DG 2024-06-02 1149 UT3N KN49 HB9IKO JN37
QSO: 14081 DG 2024-06-02 1149 UT3N KN49 DL6DBZ JO31
QSO: 21092 DG 2024-06-02 1157 UT3N KN49 JD1BQW QL17
QSO: 21092 DG 2024-06-02 1203 UT3N KN49 OI5AY KP30
QSO: 21092 DG 2024-06-02 1210 UT3N KN49 EA4URA IN80
QSO: 21092 DG 2024-06-02 1216 UT3N KN49 WV4P EM55
QSO: 21092 DG 2024-06-02 1219 UT3N KN49 NN1SS FN42
QSO: 14082 DG 2024-06-02 1226 UT3N KN49 DB4VI JN39
QSO: 14082 DG 2024-06-02 1227 UT3N KN49 PD1WS JO22
QSO: 14082 DG 2024-06-02 1229 UT3N KN49 SM/SQ8NGI JP92
QSO: 14082 DG 2024-06-02 1233 UT3N KN49 9A3ARJ JN85
QSO: 14082 DG 2024-06-02 1234 UT3N KN49 GB9DAT IO75
QSO: 14082 DG 2024-06-02 1234 UT3N KN49 F6ARS JN38
QSO: 14082 DG 2024-06-02 1238 UT3N KN49 IZ1TMR JN35
QSO: 14082 DG 2024-06-02 1239 UT3N KN49 PD1ACB JO21
QSO: 14082 DG 2024-06-02 1240 UT3N KN49 DL3YL JO40
QSO: 14082 DG 2024-06-02 1240 UT3N KN49 PA0LDE JO22
QSO: 14082 DG 2024-06-02 1242 UT3N KN49 M7RTB IO83
QSO: 14082 DG 2024-06-02 1252 UT3N KN49 2E0STH IO93
QSO: 14082 DG 2024-06-02 1253 UT3N KN49 TM79JO IN96
QSO: 14082 DG 2024-06-02 1254 UT3N KN49 RC0JD PO33
QSO: 21092 DG 2024-06-02 1301 UT3N KN49 TA7OYG KN90
QSO: 21092 DG 2024-06-02 1305 UT3N KN49 IV3LNQ JN65
QSO: 21092 DG 2024-06-02 1307 UT3N KN49 CT3KU IM12
QSO: 21092 DG 2024-06-02 1309 UT3N KN49 OG5O KP20
QSO: 21092 DG 2024-06-02 1311 UT3N KN49 PY2MIG GG66
QSO: 21092 DG 2024-06-02 1313 UT3N KN49 9A6KFA JN85
QSO: 21092 DG 2024-06-02 1317 UT3N KN49 RU3OZ KO91
QSO: 14082 DG 2024-06-02 1322 UT3N KN49 PD0REB JO22
QSO: 14082 DG 2024-06-02 1323 UT3N KN49 OZ1DYI JO45
