START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.50.0
CONTEST: REF-CW
LOCATION: 54
CALLSIGN: F5MBM
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 16801
OPERATORS: 
NAME: HERAIL ALEX
CERTIFICATE: NO
SOAPBOX: Quelques qso pour donner des points, toujours un bon moment.
SOAPBOX: Conditions vintage, Heathkit SB-101, verticale R7. 73!
RIG: Heathkit SB-101 verticale R7
QSO: 14000 CW 2024-01-27 0935 F5MBM         599 54     F4CWN         599 32    
QSO: 14000 CW 2024-01-27 0938 F5MBM         599 54     F6KPQ         599 56    
QSO: 14000 CW 2024-01-27 1004 F5MBM         599 54     F6DJX         599 49    
QSO: 14000 CW 2024-01-27 1008 F5MBM         599 54     F6KHM         599 29    
QSO: 21000 CW 2024-01-27 1047 F5MBM         599 54     FY5KE         599 FY    
QSO: 14000 CW 2024-01-27 1059 F5MBM         599 54     F5XX          599 81    
QSO: 14000 CW 2024-01-27 1101 F5MBM         599 54     F4KKV         599 53    
QSO: 14000 CW 2024-01-27 1113 F5MBM         599 54     F5VKT         599 47    
QSO: 28000 CW 2024-01-27 1455 F5MBM         599 54     N4BP          599 116   
QSO: 28000 CW 2024-01-27 1457 F5MBM         599 54     N7DR          599 042   
QSO: 28000 CW 2024-01-27 1501 F5MBM         599 54     TM50KRK       599 78    
QSO: 28000 CW 2024-01-27 1505 F5MBM         599 54     KR2AA         599 128   
QSO: 21000 CW 2024-01-27 1523 F5MBM         599 54     OY1CT         599 118   
QSO: 21000 CW 2024-01-27 1524 F5MBM         599 54     R3ZZ          599 125   
QSO: 28000 CW 2024-01-27 1534 F5MBM         599 54     K8GL          599 132   
QSO: 28000 CW 2024-01-27 1536 F5MBM         599 54     F6REF         599 00    
QSO: 21000 CW 2024-01-27 1549 F5MBM         599 54     UT3EV         599 078   
QSO: 14000 CW 2024-01-27 1553 F5MBM         599 54     F6KUQ         599 33    
QSO: 14000 CW 2024-01-27 1604 F5MBM         599 54     SM5IMO        599 156   
QSO: 14000 CW 2024-01-27 1610 F5MBM         599 54     F6CZV/P       599 29    
QSO: 14000 CW 2024-01-27 1612 F5MBM         599 54     YT2RX         599 156   
QSO: 14000 CW 2024-01-27 1629 F5MBM         599 54     UR2Y          599 122   
QSO: 14000 CW 2024-01-27 1631 F5MBM         599 54     GM2V          599 008   
QSO: 14000 CW 2024-01-27 1634 F5MBM         599 54     OY1CT         599 134   
QSO: 21000 CW 2024-01-27 1645 F5MBM         599 54     FM5BH         599 FM    
QSO: 28000 CW 2024-01-28 0915 F5MBM         599 54     LZ4TX         599 163   
QSO: 28000 CW 2024-01-28 0919 F5MBM         599 54     FK8IK         599 FK    
QSO: 28000 CW 2024-01-28 0922 F5MBM         599 54     UY5LW         599 119   
QSO: 28000 CW 2024-01-28 0930 F5MBM         599 54     UR4L          599 102   
QSO: 28000 CW 2024-01-28 0938 F5MBM         599 54     RA9JM         599 066   
QSO: 28000 CW 2024-01-28 0945 F5MBM         599 54     UT3EV         599 220   
QSO: 28000 CW 2024-01-28 0952 F5MBM         599 54     F5NBX         599 87    
QSO: 14000 CW 2024-01-28 1009 F5MBM         599 54     F6AGM         599 81    
QSO: 14000 CW 2024-01-28 1011 F5MBM         599 54     YT2ISM        599 043   
QSO: 14000 CW 2024-01-28 1019 F5MBM         599 54     OH3KW         599 222   
QSO: 14000 CW 2024-01-28 1022 F5MBM         599 54     F6KKH         599 11    
QSO: 14000 CW 2024-01-28 1024 F5MBM         599 54     F4VSR         599 66    
QSO: 14000 CW 2024-01-28 1036 F5MBM         599 54     TM5DX         599 44    
QSO: 14000 CW 2024-01-28 1039 F5MBM         599 54     UR3Y          599 168   
QSO: 14000 CW 2024-01-28 1041 F5MBM         599 54     EW1TZ         599 142   
QSO: 14000 CW 2024-01-28 1052 F5MBM         599 54     F5SGI         599 56    
QSO: 28000 CW 2024-01-28 1106 F5MBM         599 54     OY1CT         599 236   
QSO: 28000 CW 2024-01-28 1235 F5MBM         599 54     F4CWN         599 32    
QSO: 28000 CW 2024-01-28 1245 F5MBM         599 54     FY5KE         599 FY    
QSO: 28000 CW 2024-01-28 1253 F5MBM         599 54     PY5ZHP        599 100   
QSO: 28000 CW 2024-01-28 1301 F5MBM         599 54     FR4KR         599 FR    
QSO: 21000 CW 2024-01-28 1316 F5MBM         599 54     F6KLO         599 19    
QSO: 21000 CW 2024-01-28 1324 F5MBM         599 54     LZ1ZJ         599 017   
QSO: 21000 CW 2024-01-28 1327 F5MBM         599 54     K8GL          599 278   
QSO: 21000 CW 2024-01-28 1333 F5MBM         599 54     KM5G          599 232   
QSO: 21000 CW 2024-01-28 1334 F5MBM         599 54     SE5T          599 183   
QSO: 21000 CW 2024-01-28 1346 F5MBM         599 54     F4KJP         599 08    
QSO: 21000 CW 2024-01-28 1348 F5MBM         599 54     RL2D          599 110   
QSO: 14000 CW 2024-01-28 1355 F5MBM         599 54     F5MUX         599 29    
QSO: 14000 CW 2024-01-28 1400 F5MBM         599 54     F4WEF         599 33    
QSO: 21000 CW 2024-01-28 1414 F5MBM         599 54     RA3BQ         599 206   
QSO: 21000 CW 2024-01-28 1417 F5MBM         599 54     SV1BJW        599 152   
