START-OF-LOG: 3.0
CREATED-BY: Win-Test 4.50.0
CONTEST: REF-CW
LOCATION: 54
CALLSIGN: F5MBM
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-TRANSMITTER: ONE
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: LOW
CATEGORY-MODE: CW
CATEGORY-STATION: FIXED
CLAIMED-SCORE: 16801
OPERATORS: 
NAME: HERAIL ALEX
CERTIFICATE: NO
SOAPBOX: Quelques qso pour donner des points, toujours un bon moment.
QSO: 21000 CW 2024-01-28 1438 F5MBM         599 54     FR4KR         599 FR    
QSO: 21000 CW 2024-01-28 1443 F5MBM         599 54     F6KNB         599 33    
QSO: 21000 CW 2024-01-28 1447 F5MBM         599 54     LY2PX         599 529   
QSO: 14000 CW 2024-01-28 1508 F5MBM         599 54     OM7LW         599 225   
QSO: 14000 CW 2024-01-28 1517 F5MBM         599 54     F8EZX         599 31    
QSO: 14000 CW 2024-01-28 1528 F5MBM         599 54     F6KNB         599 33    
QSO: 14000 CW 2024-01-28 1532 F5MBM         599 54     SP1AEN        599 463   
QSO: 14000 CW 2024-01-28 1535 F5MBM         599 54     LZ1JZ         599 144   
QSO: 14000 CW 2024-01-28 1545 F5MBM         599 54     YP3X          599 283   
QSO: 21000 CW 2024-01-28 1554 F5MBM         599 54     FR8TZ         599 FR    
QSO: 14000 CW 2024-01-28 1622 F5MBM         599 54     SC6O          599 235   
QSO:  7000 CW 2024-01-28 1658 F5MBM         599 54     F6KLO         599 19    
QSO:  7000 CW 2024-01-28 1703 F5MBM         599 54     F4CWN         599 32    
QSO:  7000 CW 2024-01-28 1716 F5MBM         599 54     F5SGI         599 56    
END-OF-LOG:
