START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: EA8AQV
CLUB: 
CONTEST: EA-PSK63
CATEGORY: SINGLE-OP ALL
CLAIMED-SCORE: 47872
OPERATORS: EA8AQV
NAME: Marco Fleitas Sarmiento
SOAPBOX: buena participacion lastima de 10 metros pero me he divertido
CREATED-BY: MixW 2.19
QSO: 21072 PS 2021-03-13 1600 EA8AQV        599 GC     F4GYM         599 001
QSO: 21072 PS 2021-03-13 1602 EA8AQV        599 GC     DL4LT         599 001
QSO: 21072 PS 2021-03-13 1605 EA8AQV        599 GC     EA1BDX        599 C
QSO: 14068 PS 2021-03-13 1612 EA8AQV        599 GC     EA7RCS        599 SE
QSO: 14069 PS 2021-03-13 1614 EA8AQV        599 GC     UR7GO         599 015
QSO: 14069 PS 2021-03-13 1614 EA8AQV        599 GC     OS4M          599 002
QSO: 14069 PS 2021-03-13 1615 EA8AQV        599 GC     EA3BQ         599 B
QSO: 14069 PS 2021-03-13 1616 EA8AQV        599 GC     YO4FPF        599 006
QSO: 14070 PS 2021-03-13 1619 EA8AQV        599 GC     ON8VT         599 016
QSO: 14070 PS 2021-03-13 1620 EA8AQV        599 GC     EA2RU         599 VI
QSO: 14070 PS 2021-03-13 1622 EA8AQV        599 GC     UX1VT         599 009
QSO: 14070 PS 2021-03-13 1623 EA8AQV        599 GC     UR5QU         599 026
QSO: 14073 PS 2021-03-13 1632 EA8AQV        599 GC     IK5FKF        599 022
QSO: 14074 PS 2021-03-13 1636 EA8AQV        599 GC     EA7KI         599 MA
QSO: 14073 PS 2021-03-13 1639 EA8AQV        599 GC     SP4TXI        599 026
QSO: 14072 PS 2021-03-13 1641 EA8AQV        599 GC     EA7KE         599 SE
QSO: 14071 PS 2021-03-13 1643 EA8AQV        599 GC     EA7HY         599 CA
QSO: 14071 PS 2021-03-13 1645 EA8AQV        599 GC     EA5EN         599 MU
QSO: 14071 PS 2021-03-13 1645 EA8AQV        599 GC     ER1PB         599 013
QSO: 14071 PS 2021-03-13 1646 EA8AQV        599 GC     F4GWY         599 010
QSO: 14071 PS 2021-03-13 1648 EA8AQV        599 GC     F4FSY         599 030
QSO: 14066 PS 2021-03-13 1652 EA8AQV        599 GC     SM5ILE        599 018
QSO: 14067 PS 2021-03-13 1653 EA8AQV        599 GC     S57ZT         599 018
QSO: 14067 PS 2021-03-13 1654 EA8AQV        599 GC     EB5CUZ        599 CS
QSO: 14067 PS 2021-03-13 1656 EA8AQV        599 GC     UR5CN         599 040
QSO: 14068 PS 2021-03-13 1701 EA8AQV        599 GC     EA7KFX        599 CA
QSO: 14067 PS 2021-03-13 1701 EA8AQV        599 GC     F6EQZ         599 015
QSO: 14067 PS 2021-03-13 1702 EA8AQV        599 GC     UT8NT         599 042
QSO: 14067 PS 2021-03-13 1703 EA8AQV        599 GC     EA4RY         599 M
QSO: 14067 PS 2021-03-13 1703 EA8AQV        599 GC     DF2SD         599 025
QSO: 14067 PS 2021-03-13 1704 EA8AQV        599 GC     UW1M          599 114
QSO: 21071 PS 2021-03-13 1706 EA8AQV        599 GC     EA8CNR        599 GC
QSO: 21073 PS 2021-03-13 1707 EA8AQV        599 GC     EA8BQM        599 GC
QSO: 28121 PS 2021-03-13 1709 EA8AQV        599 GC     EA8BQM        599 GC
QSO: 14071 PS 2021-03-13 1712 EA8AQV        599 GC     CT7AJL        599 034
QSO: 14067 PS 2021-03-13 1716 EA8AQV        599 GC     EB1BCG        599 SO
QSO: 14067 PS 2021-03-13 1718 EA8AQV        599 GC     EA1BAF        599 OU
QSO: 14067 PS 2021-03-13 1719 EA8AQV        599 GC     YO9BCM        599 036
QSO: 14068 PS 2021-03-13 1722 EA8AQV        599 GC     EA4Z          599 M
QSO: 14068 PS 2021-03-13 1723 EA8AQV        599 GC     EA3CS         599 B
QSO: 14070 PS 2021-03-13 1727 EA8AQV        599 GC     EA2XR         599 BI
QSO: 14070 PS 2021-03-13 1727 EA8AQV        599 GC     ON5SV         599 017
QSO: 14071 PS 2021-03-13 1729 EA8AQV        599 GC     EB1FE         599 O
QSO: 14072 PS 2021-03-13 1733 EA8AQV        599 GC     EB5CS         599 CS
QSO: 14073 PS 2021-03-13 1733 EA8AQV        599 GC     EA7IP         599 SE
QSO: 14073 PS 2021-03-13 1735 EA8AQV        599 GC     EA7YV         599 MA
QSO: 14073 PS 2021-03-13 1735 EA8AQV        599 GC     IT9VCE        599 082
QSO: 14073 PS 2021-03-13 1736 EA8AQV        599 GC     EA7AZA        599 CA
QSO: 14073 PS 2021-03-13 1737 EA8AQV        599 GC     UA4FX         599 048
QSO: 14072 PS 2021-03-13 1738 EA8AQV        599 GC     EA5KE         599 V
QSO: 14072 PS 2021-03-13 1739 EA8AQV        599 GC     UT5UHX        599 033
QSO: 14072 PS 2021-03-13 1740 EA8AQV        599 GC     RG7M          599 025
QSO: 14071 PS 2021-03-13 1747 EA8AQV        599 GC     YL2CI         599 058
QSO: 14072 PS 2021-03-13 1748 EA8AQV        599 GC     SV1JG         599 077
QSO: 14073 PS 2021-03-13 1750 EA8AQV        599 GC     PB7Z          599 032
QSO: 14068 PS 2021-03-13 1753 EA8AQV        599 GC     N2HMM         599 014
QSO: 14069 PS 2021-03-13 1754 EA8AQV        599 GC     EB5F          599 A
QSO: 14070 PS 2021-03-13 1755 EA8AQV        599 GC     EA7BP         599 SE
QSO: 14071 PS 2021-03-13 1756 EA8AQV        599 GC     CT1BXT        599 055
QSO: 14072 PS 2021-03-13 1759 EA8AQV        599 GC     EA5XA         599 V
QSO: 14073 PS 2021-03-13 1829 EA8AQV        599 GC     K9OM          599 053
QSO: 14073 PS 2021-03-13 1830 EA8AQV        599 GC     EA6XQ         599 IB
QSO: 14072 PS 2021-03-13 1831 EA8AQV        599 GC     EA7Z          599 H
QSO: 14072 PS 2021-03-13 1831 EA8AQV        599 GC     EA6SX         599 IB
QSO: 14072 PS 2021-03-13 1833 EA8AQV        599 GC     EA4GOY        599 TO
QSO: 14071 PS 2021-03-13 1835 EA8AQV        599 GC     EA4GOK        599 M
QSO: 14070 PS 2021-03-13 1836 EA8AQV        599 GC     EA7HS         599 CO
QSO: 14071 PS 2021-03-13 1838 EA8AQV        599 GC     EA4DL         599 M
QSO: 14071 PS 2021-03-13 1839 EA8AQV        599 GC     HG6L          599 027
QSO: 14070 PS 2021-03-13 1840 EA8AQV        599 GC     EA4HCJ        599 GU
QSO: 14069 PS 2021-03-13 1841 EA8AQV        599 GC     N3UA          599 029
QSO: 14070 PS 2021-03-13 1843 EA8AQV        599 GC     ED7N          599 CO
QSO: 14071 PS 2021-03-13 1844 EA8AQV        599 GC     EA7K          599 SE
QSO: 14072 PS 2021-03-13 1846 EA8AQV        599 GC     EA2RCA        599 VI
QSO: 14072 PS 2021-03-13 1850 EA8AQV        599 GC     EA2VE         599 VI
QSO: 14073 PS 2021-03-13 1851 EA8AQV        599 GC     EA4URE        599 HQ
QSO: 14073 PS 2021-03-13 1923 EA8AQV        599 GC     EA8BQM        599 GC
QSO: 14073 PS 2021-03-13 1924 EA8AQV        599 GC     EA1IQ         599 PO
QSO: 14069 PS 2021-03-13 1930 EA8AQV        599 GC     K4FT          599 005
QSO: 14071 PS 2021-03-13 1933 EA8AQV        599 GC     EA4ADM        599 M
QSO: 14071 PS 2021-03-13 1934 EA8AQV        599 GC     ON6AT         599 034
QSO: 14072 PS 2021-03-13 1935 EA8AQV        599 GC     EA5R          599 MU
QSO: 14071 PS 2021-03-13 1941 EA8AQV        599 GC     LZ2JA         599 114
QSO: 14070 PS 2021-03-13 1952 EA8AQV        599 GC     EA8W          599 GC
QSO: 14072 PS 2021-03-13 1953 EA8AQV        599 GC     AI4WW         599 014
QSO: 14072 PS 2021-03-13 1955 EA8AQV        599 GC     EA8/HB9FIH    599 TF
QSO: 14071 PS 2021-03-13 2005 EA8AQV        599 GC     EA3EA         599 B
QSO: 14071 PS 2021-03-13 2007 EA8AQV        599 GC     ON/SO2U       599 052
QSO: 14072 PS 2021-03-13 2008 EA8AQV        599 GC     PY2VZ         599 038
QSO: 14071 PS 2021-03-13 2012 EA8AQV        599 GC     EA1O          599 SG
QSO:  7036 PS 2021-03-13 2311 EA8AQV        599 GC     EA5EN         599 MU
QSO:  7037 PS 2021-03-13 2312 EA8AQV        599 GC     EB2CTA        599 VI
QSO:  7037 PS 2021-03-13 2313 EA8AQV        599 GC     SP7O          599 146
QSO:  7038 PS 2021-03-13 2314 EA8AQV        599 GC     CQ7EPC        599 083
QSO:  7037 PS 2021-03-13 2315 EA8AQV        599 GC     EA7ELY        599 SE
