START-OF-LOG: 2.0
ARRL-SECTION: DX
CALLSIGN: IK4XQT
CLUB: 
CONTEST: EA-PSK63
CATEGORY: SINGLE-OP ALL
CLAIMED-SCORE: 2263
OPERATORS: IK4XQT
NAME: Stefano
SOAPBOX: kenwood ts 140 s 40 w ant.windom below of roof!
CREATED-BY: MixW 3.2
QSO: 14080 PS 2021-03-13 1637 IK4XQT        599 001    EA5EN         599 MU
QSO: 14079 PS 2021-03-13 1640 IK4XQT        599 002    UX1VT         599 021
QSO: 14080 PS 2021-03-13 1643 IK4XQT        599 003    UR7GO         599 056
QSO: 14069 PS 2021-03-13 1649 IK4XQT        599 004    YL2CI         599 030
QSO: 14068 PS 2021-03-13 1652 IK4XQT        599 005    UR5CN         599 037
QSO: 14069 PS 2021-03-14 0809 IK4XQT        599 006    EA5BN         599 MU
QSO: 14068 PS 2021-03-14 0819 IK4XQT        599 007    R3MAI         599 031
QSO: 14069 PS 2021-03-14 0821 IK4XQT        599 008    UT8NT         599 117
QSO: 14068 PS 2021-03-14 0835 IK4XQT        599 009    UW1M          599 569
QSO: 14068 PS 2021-03-14 0839 IK4XQT        599 010    SP4TXI        599 340
QSO: 14070 PS 2021-03-14 0913 IK4XQT        599 011    SV1JG         599 167
QSO: 14070 PS 2021-03-14 0914 IK4XQT        599 012    YO8DHA        599 133
QSO:  7039 PS 2021-03-14 0923 IK4XQT        599 013    F4FSY         599 323
QSO:  7040 PS 2021-03-14 0924 IK4XQT        599 014    PB7Z          599 141
QSO: 14069 PS 2021-03-14 0951 IK4XQT        599 015    EA2VE         599 VI
QSO: 14069 PS 2021-03-14 1003 IK4XQT        599 016    US7KC         599 311
QSO: 14069 PS 2021-03-14 1009 IK4XQT        599 017    EB1BCG        599 SO
QSO: 14069 PS 2021-03-14 1012 IK4XQT        599 018    IT9VCE        599 453
QSO: 14069 PS 2021-03-14 1015 IK4XQT        599 019    EA5O          599 V
QSO: 14069 PS 2021-03-14 1018 IK4XQT        599 020    EA4URE        599 HQ
QSO: 14069 PS 2021-03-14 1026 IK4XQT        599 021    DL3KVR        599 117
QSO: 14070 PS 2021-03-14 1029 IK4XQT        599 022    EA3EZD        599 B
QSO: 14070 PS 2021-03-14 1032 IK4XQT        599 023    LY5W          599 035
QSO: 14070 PS 2021-03-14 1035 IK4XQT        599 024    YO9HP         599 216
QSO: 14070 PS 2021-03-14 1037 IK4XQT        599 025    DL3SYA        599 078
QSO: 14068 PS 2021-03-14 1044 IK4XQT        599 026    R2AL          599 012
QSO: 14069 PS 2021-03-14 1115 IK4XQT        599 027    PB0ACU        599 153
QSO: 14070 PS 2021-03-14 1120 IK4XQT        599 028    EA2RU         599 VI
QSO: 14069 PS 2021-03-14 1128 IK4XQT        599 029    RA3Y          599 475
QSO: 14070 PS 2021-03-14 1134 IK4XQT        599 030    DL7VOG        599 130
QSO: 14068 PS 2021-03-14 1134 IK4XQT        599 031    PA2IP         599 172
QSO: 14071 PS 2021-03-14 1142 IK4XQT        599 032    ED7B          599 CO
QSO: 14070 PS 2021-03-14 1151 IK4XQT        599 033    EA2XR         599 BI
QSO: 14070 PS 2021-03-14 1154 IK4XQT        599 034    US5LOC        599 082
QSO: 14070 PS 2021-03-14 1156 IK4XQT        599 035    SQ7LQJ        599 083
QSO: 14069 PS 2021-03-14 1202 IK4XQT        599 036    EA7RCS        599 SE
QSO: 14071 PS 2021-03-14 1203 IK4XQT        599 037    DR7T          599 074
QSO: 14071 PS 2021-03-14 1205 IK4XQT        599 038    UA4FX         599 250
QSO: 14070 PS 2021-03-14 1207 IK4XQT        599 039    PC9T          599 007
QSO: 14070 PS 2021-03-14 1211 IK4XQT        599 040    PA7LV         599 026
QSO: 21078 PS 2021-03-14 1215 IK4XQT        599 041    DF2SD         599 377
QSO: 21080 PS 2021-03-14 1216 IK4XQT        599 042    PE1FTV        599 104
QSO: 21079 PS 2021-03-14 1217 IK4XQT        599 043    EA8/HB9FIH    599 TF
QSO: 14070 PS 2021-03-14 1546 IK4XQT        599 044    SV9FBP        599 087
QSO:  7038 PS 2021-03-14 1548 IK4XQT        599 045    EA3X          599 B
QSO:  7039 PS 2021-03-14 1549 IK4XQT        599 046    DF2SD         599 442
QSO:  7040 PS 2021-03-14 1551 IK4XQT        599 047    OR3A          599 381
END-OF-LOG:
