START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2013
CALLSIGN: RV9YK
OPERATORS: RV9YK
CATEGORY: SINGLE-OP ALL LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 14019 CW 2013-11-09 1201 RV9YK         599 1          OL1A          599 BPV       
QSO: 14023 CW 2013-11-10 0809 RV9YK         599 77         OK2D          599 HVS       
QSO: 21035 CW 2013-11-10 0815 RV9YK         599 78         OK1TN         599 FJI       
QSO: 28030 CW 2013-11-10 0820 RV9YK         599 79         OK6T          599 FNA       
QSO: 28030 CW 2013-11-10 0821 RV9YK         599 80         OK1JD         599 FRK       
QSO: 28029 CW 2013-11-10 0822 RV9YK         599 81         OM5XX         599 KOM       
QSO: 28024 CW 2013-11-10 0823 RV9YK         599 82         OK1KJV        599 BRA       
QSO: 21015 CW 2013-11-10 0826 RV9YK         599 83         OK1HX         599 BNY       
QSO: 21019 CW 2013-11-10 0830 RV9YK         599 84         OK1DRX        599 BPZ       
QSO: 21026 CW 2013-11-10 0832 RV9YK         599 85         OM8AA         599 POP       
QSO: 21027 CW 2013-11-10 0834 RV9YK         599 86         OK1UKV        599 APD       
QSO: 21029 CW 2013-11-10 0836 RV9YK         599 88         OK7T          599 ECL       
QSO: 21031 CW 2013-11-10 0838 RV9YK         599 89         OK1BA         599 BPB       
QSO: 21032 CW 2013-11-10 0840 RV9YK         599 90         OK2HBY        599 GZS       
QSO: 28048 CW 2013-11-10 0842 RV9YK         599 91         OK1XC         599 CTA       
QSO: 28039 CW 2013-11-10 0844 RV9YK         599 92         OL5Y          599 BKO       
QSO: 28029 CW 2013-11-10 0847 RV9YK         599 93         OK7FL         599 BMB       
QSO: 28027 CW 2013-11-10 0848 RV9YK         599 94         OM7PY         599 LUC       
QSO: 28023 CW 2013-11-10 0853 RV9YK         599 95         OK1CF         599 EMO       
QSO: 28016 CW 2013-11-10 0856 RV9YK         599 96         OM8ON         599 KEB       
QSO: 21023 CW 2013-11-10 0903 RV9YK         599 97         OK2PDT        599 GZS       
QSO: 14041 CW 2013-11-10 0907 RV9YK         599 98         OM8HG         599 SNV       
QSO: 28033 CW 2013-11-10 0910 RV9YK         599 99         OM8LA         599 KEZ       
QSO: 28031 CW 2013-11-10 0912 RV9YK         599 100        OM3ZCK        599 SLU       
QSO: 28026 CW 2013-11-10 0915 RV9YK         599 101        OK2SG         599 GBV       
QSO: 28022 CW 2013-11-10 0918 RV9YK         599 102        OL1C          599 ETE       
QSO: 21028 CW 2013-11-10 0923 RV9YK         599 103        OK5T          599 ELT       
QSO: 21039 CW 2013-11-10 0927 RV9YK         599 104        OK2ABU        599 GZS       
QSO: 21040 CW 2013-11-10 0930 RV9YK         599 105        OM8HG         599 SNV       
QSO: 21041 CW 2013-11-10 0933 RV9YK         599 106        OK1JFP        599 EUL       
QSO: 28040 CW 2013-11-10 0938 RV9YK         599 107        OM0CS         599 BAR       
QSO: 28032 CW 2013-11-10 0939 RV9YK         599 108        OM8AA         599 POP       
QSO: 28023 CW 2013-11-10 0941 RV9YK         599 109        OK2D          599 HVS       
QSO: 28016 CW 2013-11-10 0942 RV9YK         599 110        OM4F          599 PUC       
QSO: 28050 CW 2013-11-10 0946 RV9YK         599 111        OK1DKO        599 ETE       
QSO: 14023 CW 2013-11-10 0949 RV9YK         599 112        OK5M          599 GVY       
QSO: 21038 CW 2013-11-10 0958 RV9YK         599 113        OK1VD         599 FHK       
QSO: 28045 CW 2013-11-10 1011 RV9YK         599 114        OK1ES         599 BRA       
QSO: 28029 CW 2013-11-10 1014 RV9YK         599 115        OK2PDT        599 GZS       
QSO: 28029 CW 2013-11-10 1015 RV9YK         599 116        OK1FDY        599 EUL       
QSO: 28024 CW 2013-11-10 1021 RV9YK         599 117        OK2ZI         599 GTR       
QSO: 28038 CW 2013-11-10 1024 RV9YK         599 118        OM3CM         599 MAL       
QSO: 14038 CW 2013-11-10 1033 RV9YK         599 119        OM1II         599 TRN       
QSO: 14037 CW 2013-11-10 1034 RV9YK         599 120        OM8AA         599 POP       
QSO: 21032 CW 2013-11-10 1040 RV9YK         599 121        OK1JD         599 FRK       
QSO: 28038 CW 2013-11-10 1046 RV9YK         599 122        OL5W          599 BPB       
QSO: 21031 CW 2013-11-10 1052 RV9YK         599 123        OK1FDY        599 EUL       
QSO: 21024 CW 2013-11-10 1055 RV9YK         599 124        OM5VS         599 LVC       
QSO: 21020 CW 2013-11-10 1058 RV9YK         599 125        OL2U          599 EMO       
QSO: 21016 CW 2013-11-10 1059 RV9YK         599 126        OM4F          599 PUC       
QSO: 21030 CW 2013-11-10 1103 RV9YK         599 127        OK2D          599 HVS       
QSO: 21029 CW 2013-11-10 1104 RV9YK         599 128        OL5W          599 BPB       
QSO: 21029 CW 2013-11-10 1106 RV9YK         599 129        OK1FPS        599 APD       
QSO: 21017 CW 2013-11-10 1107 RV9YK         599 130        OK1KUW        599 DTA       
QSO: 21012 CW 2013-11-10 1113 RV9YK         599 131        OM5WW         599 LVC       
QSO: 14026 CW 2013-11-10 1126 RV9YK         599 132        OK2ER         599 HOS       
QSO: 14022 CW 2013-11-10 1130 RV9YK         599 133        OM3IAG        599 CAD       
QSO: 28018 CW 2013-11-10 1141 RV9YK         599 134        OK5T          599 ELT       
QSO: 14046 CW 2013-11-10 1147 RV9YK         599 135        OK1FDY        599 EUL       
QSO: 14042 CW 2013-11-10 1149 RV9YK         599 136        OK1FGD        599 FSE       
QSO: 14038 CW 2013-11-10 1151 RV9YK         599 137        OK1HX         599 BNY       
QSO: 14034 CW 2013-11-10 1152 RV9YK         599 138        OK1FMX        599 EMO       
QSO: 14021 CW 2013-11-10 1156 RV9YK         599 139        OM3RRC        599 PBY       
END-OF-LOG:
