START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2013
CALLSIGN: RV9YK
OPERATORS: RV9YK
CATEGORY: SINGLE-OP ALL LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 14019 CW 2013-11-09 1201 RV9YK         599 1          OL1A          599 BPV       
QSO: 14030 CW 2013-11-09 1207 RV9YK         599 2          OK2ABU        599 GZS       
QSO: 14035 CW 2013-11-09 1209 RV9YK         599 3          OM8ON         599 KEB       
QSO: 14011 CW 2013-11-09 1215 RV9YK         599 4          OM3GI         599 POP       
QSO: 14012 CW 2013-11-09 1220 RV9YK         599 5          OK1OEA        599 FRK       
QSO: 14020 CW 2013-11-09 1222 RV9YK         599 6          OK1NE         599 FPA       
QSO: 14010 CW 2013-11-09 1230 RV9YK         599 7          OK2TBC        599 GHO       
QSO: 14017 CW 2013-11-09 1232 RV9YK         599 8          OM2V          599 SEA       
QSO: 14019 CW 2013-11-09 1236 RV9YK         599 9          OK1PI         599 FCR       
QSO: 14022 CW 2013-11-09 1238 RV9YK         599 10         OM3TB         599 TRN       
QSO: 14026 CW 2013-11-09 1239 RV9YK         599 11         OK1JD         599 FRK       
QSO: 14015 CW 2013-11-09 1254 RV9YK         599 12         OM4O          599 TNC       
QSO: 14011 CW 2013-11-10 0507 RV9YK         599 13         OL9R          599 DTA       
QSO: 14013 CW 2013-11-10 0509 RV9YK         599 14         OM5WW         599 LVC       
QSO: 14043 CW 2013-11-10 0519 RV9YK         599 16         OK6T          599 FNA       
QSO: 14040 CW 2013-11-10 0519 RV9YK         599 15         OK2ZI         599 GTR       
QSO: 14010 CW 2013-11-10 0521 RV9YK         599 17         OK2EC         599 GUH       
QSO: 14018 CW 2013-11-10 0527 RV9YK         599 18         OL50OL        599 CJH       
QSO: 14023 CW 2013-11-10 0531 RV9YK         599 19         OL2U          599 EMO       
QSO: 14021 CW 2013-11-10 0532 RV9YK         599 20         OK1VD         599 FHK       
QSO: 14038 CW 2013-11-10 0535 RV9YK         599 21         OL5Y          599 BKO       
QSO: 14046 CW 2013-11-10 0540 RV9YK         599 22         OK2KDS        599 HKA       
QSO: 14048 CW 2013-11-10 0541 RV9YK         599 23         OK1FKD        599 ECH       
QSO: 21013 CW 2013-11-10 0542 RV9YK         599 24         OK1MU         599 FRK       
QSO: 21019 CW 2013-11-10 0543 RV9YK         599 25         OL8M          599 DPM       
QSO: 21021 CW 2013-11-10 0545 RV9YK         599 26         OL50OL        599 CJH       
QSO: 14024 CW 2013-11-10 0553 RV9YK         599 27         OM4J          599 TNC       
QSO: 14025 CW 2013-11-10 0559 RV9YK         599 28         OL1C          599 ETE       
QSO: 14035 CW 2013-11-10 0600 RV9YK         599 29         OK1FPS        599 APD       
QSO: 14036 CW 2013-11-10 0601 RV9YK         599 30         OK2PDT        599 GZS       
QSO: 21011 CW 2013-11-10 0635 RV9YK         599 31         OM3GI         599 POP       
QSO: 21027 CW 2013-11-10 0638 RV9YK         599 32         OK2ZI         599 GTR       
QSO: 21036 CW 2013-11-10 0639 RV9YK         599 33         OK2GG         599 GUH       
QSO: 21037 CW 2013-11-10 0641 RV9YK         599 34         OK1FKD        599 ECH       
QSO: 21038 CW 2013-11-10 0643 RV9YK         599 35         OL5Y          599 BKO       
QSO: 21045 CW 2013-11-10 0651 RV9YK         599 36         OK1XC         599 CTA       
QSO: 21046 CW 2013-11-10 0652 RV9YK         599 37         OM5NL         599 KOM       
QSO: 21014 CW 2013-11-10 0653 RV9YK         599 38         OK1PI         599 FCR       
QSO: 21016 CW 2013-11-10 0654 RV9YK         599 39         OM7PY         599 LUC       
QSO: 14055 CW 2013-11-10 0656 RV9YK         599 40         OK1SI         599 ELT       
QSO: 14019 CW 2013-11-10 0658 RV9YK         599 41         OK1KUW        599 DTA       
QSO: 14020 CW 2013-11-10 0659 RV9YK         599 42         OK1RIG        599 GTR       
QSO: 14023 CW 2013-11-10 0703 RV9YK         599 43         OK1KJV        599 BRA       
QSO: 14036 CW 2013-11-10 0705 RV9YK         599 44         OK7T          599 ECL       
QSO: 14044 CW 2013-11-10 0706 RV9YK         599 45         OK5T          599 ELT       
QSO: 21023 CW 2013-11-10 0707 RV9YK         599 46         OK7AW         599 GPR       
QSO: 28050 CW 2013-11-10 0709 RV9YK         599 47         OM3GI         599 POP       
QSO: 28029 CW 2013-11-10 0710 RV9YK         599 48         OM3SEM        599 KOM       
QSO: 28014 CW 2013-11-10 0711 RV9YK         599 49         OM3PA         599 PAR       
QSO: 28010 CW 2013-11-10 0712 RV9YK         599 50         OK1DG         599 BNY       
QSO: 28023 CW 2013-11-10 0714 RV9YK         599 51         OK2KDS        599 HKA       
QSO: 21023 CW 2013-11-10 0718 RV9YK         599 52         OK5M          599 GVY       
QSO: 21025 CW 2013-11-10 0720 RV9YK         599 53         OM8ON         599 KEB       
QSO: 21026 CW 2013-11-10 0722 RV9YK         599 54         OL1C          599 ETE       
QSO: 21027 CW 2013-11-10 0723 RV9YK         599 55         OM3KWZ        599 ZVO       
QSO: 21046 CW 2013-11-10 0726 RV9YK         599 56         OK6T          599 FNA       
QSO: 21015 CW 2013-11-10 0727 RV9YK         599 57         OK1KJV        599 BRA       
QSO: 28035 CW 2013-11-10 0729 RV9YK         599 58         OK1IE         599 GTR       
QSO: 28034 CW 2013-11-10 0730 RV9YK         599 59         OM3AG         599 KED       
QSO: 28033 CW 2013-11-10 0731 RV9YK         599 60         OK7T          599 ECL       
QSO: 28032 CW 2013-11-10 0732 RV9YK         599 61         OL0E          599 GJI       
QSO: 28025 CW 2013-11-10 0736 RV9YK         599 62         OK1DCS        599 CCK       
QSO: 28020 CW 2013-11-10 0738 RV9YK         599 63         OL50OL        599 CJH       
QSO: 28018 CW 2013-11-10 0740 RV9YK         599 64         OK5M          599 GVY       
QSO: 28010 CW 2013-11-10 0741 RV9YK         599 65         OK1FPS        599 APD       
QSO: 21028 CW 2013-11-10 0743 RV9YK         599 66         OK1RIG        599 GTR       
QSO: 21028 CW 2013-11-10 0744 RV9YK         599 67         OK2BFN        599 GZL       
QSO: 28040 CW 2013-11-10 0755 RV9YK         599 68         OK2BFN        599 GZL       
QSO: 28035 CW 2013-11-10 0756 RV9YK         599 69         OK1TN         599 FJI       
QSO: 28034 CW 2013-11-10 0758 RV9YK         599 70         OM3RP         599 BAE       
QSO: 28033 CW 2013-11-10 0759 RV9YK         599 71         OL2U          599 EMO       
QSO: 28032 CW 2013-11-10 0800 RV9YK         599 72         OK7AW         599 GPR       
QSO: 28028 CW 2013-11-10 0801 RV9YK         599 73         OM3RM         599 DST       
QSO: 28027 CW 2013-11-10 0802 RV9YK         599 74         OK1DTC        599 ECH       
QSO: 28019 CW 2013-11-10 0804 RV9YK         599 75         OK1PI         599 FCR       
QSO: 28017 CW 2013-11-10 0805 RV9YK         599 76         OK1KUW        599 DTA       
