START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2013
CALLSIGN: OL3M
OPERATORS: OK1TGI
CATEGORY: SINGLE-OP ALL QRP
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: QRP
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 28040 CW 2013-11-09 1204 OL3M          599 FUO        UA4PN         599 7         
QSO: 28040 CW 2013-11-09 1207 OL3M          599 FUO        4Z5TK         599 4         
QSO: 28040 CW 2013-11-09 1208 OL3M          599 FUO        R4WT          599 15        
QSO: 28040 CW 2013-11-09 1209 OL3M          599 FUO        RU4SO         599 12        
QSO: 28040 CW 2013-11-09 1211 OL3M          599 FUO        RN9A          599 19        
QSO: 28040 CW 2013-11-09 1213 OL3M          599 FUO        RJ9J          599 8         
QSO: 28040 CW 2013-11-09 1216 OL3M          599 FUO        R8XF          599 20        
QSO: 28040 CW 2013-11-09 1218 OL3M          599 FUO        RA6HSM        599 16        
QSO: 28040 CW 2013-11-09 1219 OL3M          599 FUO        RU9CD         599 9         
QSO: 28040 CW 2013-11-09 1220 OL3M          599 FUO        R7FO          599 15        
QSO: 28040 CW 2013-11-09 1222 OL3M          599 FUO        EA5CP         599 17        
QSO: 28040 CW 2013-11-09 1223 OL3M          599 FUO        R9XS          599 21        
QSO: 28040 CW 2013-11-09 1223 OL3M          599 FUO        RM7C          599 14        
QSO: 28040 CW 2013-11-09 1225 OL3M          599 FUO        UA9XF         599 22        
QSO: 28049 CW 2013-11-09 1230 OL3M          599 FUO        RV6LCI        599 20        
QSO: 28049 CW 2013-11-09 1232 OL3M          599 FUO        RT9A          599 60        
QSO: 21034 CW 2013-11-09 1237 OL3M          599 FUO        R7MM          599 51        
QSO: 21034 CW 2013-11-09 1238 OL3M          599 FUO        RA9AP         599 45        
QSO: 21034 CW 2013-11-09 1238 OL3M          599 FUO        LA4CQ         599 11        
QSO: 21034 CW 2013-11-09 1239 OL3M          599 FUO        RT9A          599 67        
QSO: 21034 CW 2013-11-09 1239 OL3M          599 FUO        UA3QAM        599 41        
QSO: 21034 CW 2013-11-09 1239 OL3M          599 FUO        GM4SID        599 30        
QSO: 21034 CW 2013-11-09 1240 OL3M          599 FUO        RN9T          599 44        
QSO: 21034 CW 2013-11-09 1241 OL3M          599 FUO        N4BP          599 40        
QSO: 21034 CW 2013-11-09 1242 OL3M          599 FUO        UT5EOX        599 6         
QSO: 21034 CW 2013-11-09 1242 OL3M          599 FUO        RA1AGL        599 27        
QSO: 21034 CW 2013-11-09 1243 OL3M          599 FUO        RA1TU         599 33        
QSO: 21034 CW 2013-11-09 1243 OL3M          599 FUO        UA4RW         599 36        
QSO: 21034 CW 2013-11-09 1246 OL3M          599 FUO        RW9QA         599 40        
QSO: 21034 CW 2013-11-09 1247 OL3M          599 FUO        RA3AN         599 18        
QSO: 21034 CW 2013-11-09 1248 OL3M          599 FUO        RW3SY         599 18        
QSO: 21034 CW 2013-11-09 1249 OL3M          599 FUO        G4KFT         599 34        
QSO: 21034 CW 2013-11-09 1249 OL3M          599 FUO        F6GVC         599 24        
QSO: 21034 CW 2013-11-09 1250 OL3M          599 FUO        RU4SS         599 48        
QSO: 21034 CW 2013-11-09 1250 OL3M          599 FUO        RZ4AG         599 30        
QSO: 21034 CW 2013-11-09 1251 OL3M          599 FUO        UA5C          599 77        
QSO: 21034 CW 2013-11-09 1251 OL3M          599 FUO        US3IZ         599 21        
QSO: 21034 CW 2013-11-09 1251 OL3M          599 FUO        RA6CA         599 43        
QSO: 21034 CW 2013-11-09 1252 OL3M          599 FUO        EA4FL         599 26        
QSO: 21034 CW 2013-11-09 1254 OL3M          599 FUO        RA5AD         599 53        
QSO: 14035 CW 2013-11-09 1257 OL3M          599 FUO        OH3KAV        599 21        
QSO: 14035 CW 2013-11-09 1257 OL3M          599 FUO        LZ6C          599 48        
QSO: 14035 CW 2013-11-09 1258 OL3M          599 FUO        LY3B          599 43        
QSO: 14035 CW 2013-11-09 1258 OL3M          599 FUO        DH2URF        599 18        
QSO: 14035 CW 2013-11-09 1259 OL3M          599 FUO        RW3XM         599 38        
QSO: 14035 CW 2013-11-09 1300 OL3M          599 FUO        UA1AFT        599 47        
QSO: 14035 CW 2013-11-09 1300 OL3M          599 FUO        DL8GX         599 29        
QSO: 14035 CW 2013-11-09 1301 OL3M          599 FUO        UY5ZI         599 38        
QSO: 14035 CW 2013-11-09 1301 OL3M          599 FUO        UU6J          599 44        
QSO: 14035 CW 2013-11-09 1302 OL3M          599 FUO        SC6M          599 27        
QSO: 14035 CW 2013-11-09 1302 OL3M          599 FUO        UR7MZ         599 43        
QSO: 14035 CW 2013-11-09 1303 OL3M          599 FUO        UA3RF         599 51        
QSO: 14035 CW 2013-11-09 1304 OL3M          599 FUO        EW8EW         599 53        
QSO: 14035 CW 2013-11-09 1304 OL3M          599 FUO        YO6LB         599 29        
QSO: 14035 CW 2013-11-09 1305 OL3M          599 FUO        PA0MIR        599 16        
QSO: 14035 CW 2013-11-09 1305 OL3M          599 FUO        UU2J          599 40        
QSO: 14035 CW 2013-11-09 1305 OL3M          599 FUO        DK1YY         599 23        
QSO: 14035 CW 2013-11-09 1306 OL3M          599 FUO        RA3MD         599 42        
QSO: 14035 CW 2013-11-09 1308 OL3M          599 FUO        YO7ARZ        599 19        
QSO: 14035 CW 2013-11-09 1309 OL3M          599 FUO        SM6EWB        599 8         
QSO: 14035 CW 2013-11-09 1310 OL3M          599 FUO        R1TEU         599 47        
QSO: 14035 CW 2013-11-09 1310 OL3M          599 FUO        RM4R          599 40        
QSO: 14035 CW 2013-11-09 1312 OL3M          599 FUO        LA2HFA        599 22        
QSO: 14035 CW 2013-11-09 1313 OL3M          599 FUO        LZ1DQ         599 39        
QSO: 28047 CW 2013-11-09 1316 OL3M          599 FUO        K3ZO          599 64        
QSO: 28047 CW 2013-11-09 1320 OL3M          599 FUO        C4Z           599 61        
QSO: 21027 CW 2013-11-09 1328 OL3M          599 FUO        GM0OAA        599 10        
QSO: 21029 CW 2013-11-09 1330 OL3M          599 FUO        EA5FQ         599 67        
QSO: 21029 CW 2013-11-09 1331 OL3M          599 FUO        UT/R6LC       599 55        
QSO: 21029 CW 2013-11-09 1331 OL3M          599 FUO        R3GM          599 39        
QSO: 21029 CW 2013-11-09 1332 OL3M          599 FUO        RU6AN         599 32        
QSO: 21029 CW 2013-11-09 1333 OL3M          599 FUO        VE9HF         599 76        
QSO: 21029 CW 2013-11-09 1333 OL3M          599 FUO        F1AKK         599 70        
QSO: 21029 CW 2013-11-09 1335 OL3M          599 FUO        UT4LW         599 16        
QSO: 21029 CW 2013-11-09 1335 OL3M          599 FUO        RV6LCI        599 71        
QSO: 21029 CW 2013-11-09 1337 OL3M          599 FUO        R7FO          599 69        
QSO: 21029 CW 2013-11-09 1339 OL3M          599 FUO        RO5O          599 74        
QSO: 21029 CW 2013-11-09 1340 OL3M          599 FUO        UR5ITU        599 41        
QSO: 28009 CW 2013-11-09 1343 OL3M          599 FUO        K3RA          599 13        
QSO: 28023 CW 2013-11-09 1345 OL3M          599 FUO        N2KW          599 84        
QSO: 28023 CW 2013-11-09 1346 OL3M          599 FUO        N4MM          599 19        
QSO: 28023 CW 2013-11-09 1346 OL3M          599 FUO        RY9C          599 11        
QSO: 28023 CW 2013-11-09 1348 OL3M          599 FUO        VE9HF         599 92        
QSO: 28023 CW 2013-11-09 1348 OL3M          599 FUO        K3LU          599 16        
QSO: 28023 CW 2013-11-09 1348 OL3M          599 FUO        W3EP          599 36        
QSO: 28023 CW 2013-11-09 1351 OL3M          599 FUO        VE9AA         599 32        
QSO: 28023 CW 2013-11-09 1352 OL3M          599 FUO        VE9ML         599 39        
QSO: 28023 CW 2013-11-09 1354 OL3M          599 FUO        W1MD          599 10        
QSO: 28023 CW 2013-11-09 1356 OL3M          599 FUO        K1RM          599 1         
QSO: 28023 CW 2013-11-09 1358 OL3M          599 FUO        4X0A          599 35        
QSO: 28023 CW 2013-11-09 1400 OL3M          599 FUO        K8MFO         599 82        
QSO: 28023 CW 2013-11-09 1402 OL3M          599 FUO        N8UM          599 85        
QSO: 14038 CW 2013-11-09 1407 OL3M          599 FUO        EW1RR         599 39        
QSO: 14038 CW 2013-11-09 1408 OL3M          599 FUO        EA5FQ         599 104       
QSO: 14038 CW 2013-11-09 1411 OL3M          599 FUO        UA5C          599 199       
QSO: 14038 CW 2013-11-09 1412 OL3M          599 FUO        IK8TEO        599 53        
QSO: 14038 CW 2013-11-09 1412 OL3M          599 FUO        RT4W          599 121       
QSO: 14038 CW 2013-11-09 1412 OL3M          599 FUO        LZ1ND         599 88        
QSO: 14038 CW 2013-11-09 1413 OL3M          599 FUO        UR4MF         599 49        
QSO: 14038 CW 2013-11-09 1416 OL3M          599 FUO        LA8HGA        599 85        
QSO: 14038 CW 2013-11-09 1416 OL3M          599 FUO        UT/R6LC       599 89        
QSO: 14038 CW 2013-11-09 1416 OL3M          599 FUO        R9RT          599 32        
QSO: 14038 CW 2013-11-09 1417 OL3M          599 FUO        OH3GZ         599 21        
QSO: 14038 CW 2013-11-09 1417 OL3M          599 FUO        UA4L          599 213       
QSO: 14038 CW 2013-11-09 1418 OL3M          599 FUO        EI3KI         599 49        
QSO: 14038 CW 2013-11-09 1418 OL3M          599 FUO        RK4YJ         599 6         
QSO: 14038 CW 2013-11-09 1420 OL3M          599 FUO        UT4LW         599 29        
QSO: 14038 CW 2013-11-09 1420 OL3M          599 FUO        UK8AR         599 46        
QSO: 14038 CW 2013-11-09 1422 OL3M          599 FUO        YL2PA         599 35        
QSO: 14038 CW 2013-11-09 1422 OL3M          599 FUO        R3GM          599 99        
QSO: 14038 CW 2013-11-09 1424 OL3M          599 FUO        R1AT          599 114       
QSO: 14038 CW 2013-11-09 1425 OL3M          599 FUO        DL4VQ         599 21        
QSO: 14038 CW 2013-11-09 1425 OL3M          599 FUO        RJ9J          599 98        
QSO: 14038 CW 2013-11-09 1425 OL3M          599 FUO        YL2AG         599 45        
QSO: 14038 CW 2013-11-09 1426 OL3M          599 FUO        GD4EIP        599 31        
QSO: 14038 CW 2013-11-09 1430 OL3M          599 FUO        UA4FDL        599 76        
QSO: 14038 CW 2013-11-09 1430 OL3M          599 FUO        YO9AGI        599 54        
QSO: 14038 CW 2013-11-09 1431 OL3M          599 FUO        SI5Y          599 24        
QSO: 21028 CW 2013-11-09 1434 OL3M          599 FUO        LY2J          599 79        
QSO: 21028 CW 2013-11-09 1435 OL3M          599 FUO        UA4L          599 238       
QSO: 21028 CW 2013-11-09 1437 OL3M          599 FUO        VE9ML         599 79        
QSO: 21028 CW 2013-11-09 1437 OL3M          599 FUO        RA4HPI        599 62        
QSO: 28044 CW 2013-11-09 1445 OL3M          599 FUO        N2ED          599 64        
QSO: 28047 CW 2013-11-09 1448 OL3M          599 FUO        AA3B          599 47        
QSO: 28047 CW 2013-11-09 1449 OL3M          599 FUO        N5AW          599 52        
QSO: 28047 CW 2013-11-09 1451 OL3M          599 FUO        F1AKK         599 127       
QSO: 28047 CW 2013-11-09 1451 OL3M          599 FUO        LY3B          599 137       
QSO: 21028 CW 2013-11-09 1456 OL3M          599 FUO        RW4WA         599 138       
QSO: 21028 CW 2013-11-09 1457 OL3M          599 FUO        K3RA          599 96        
QSO: 21028 CW 2013-11-09 1457 OL3M          599 FUO        RU4SO         599 172       
QSO: 21028 CW 2013-11-09 1500 OL3M          599 FUO        SE2I          599 19        
QSO: 21028 CW 2013-11-09 1500 OL3M          599 FUO        UA9FGJ        599 87        
QSO: 21028 CW 2013-11-09 1500 OL3M          599 FUO        SM2T          599 89        
QSO: 21028 CW 2013-11-09 1503 OL3M          599 FUO        YO9WF         599 96        
QSO: 21028 CW 2013-11-09 1504 OL3M          599 FUO        AA3B          599 70        
QSO: 21028 CW 2013-11-09 1506 OL3M          599 FUO        RN6AI         599 105       
QSO: 21028 CW 2013-11-09 1507 OL3M          599 FUO        EA8AVK        599 39        
QSO: 21028 CW 2013-11-09 1507 OL3M          599 FUO        LY3B          599 148       
QSO: 14043 CW 2013-11-09 1511 OL3M          599 FUO        YL5X          599 36        
QSO: 14043 CW 2013-11-09 1512 OL3M          599 FUO        LZ5R          599 235       
QSO: 14043 CW 2013-11-09 1513 OL3M          599 FUO        EW8DX         599 126       
QSO: 14043 CW 2013-11-09 1513 OL3M          599 FUO        RN6AI         599 111       
QSO: 14043 CW 2013-11-09 1514 OL3M          599 FUO        PG200NL       599 31        
QSO: 14043 CW 2013-11-09 1514 OL3M          599 FUO        RA5B          599 86        
QSO: 14043 CW 2013-11-09 1514 OL3M          599 FUO        RA6ARI        599 107       
QSO: 14043 CW 2013-11-09 1515 OL3M          599 FUO        G3P           599 128       
QSO: 14043 CW 2013-11-09 1515 OL3M          599 FUO        DL5JQ         599 56        
QSO: 14043 CW 2013-11-09 1516 OL3M          599 FUO        YO6KNY        599 22        
QSO: 14043 CW 2013-11-09 1517 OL3M          599 FUO        G4KFT         599 124       
QSO: 14043 CW 2013-11-09 1518 OL3M          599 FUO        R7MM          599 229       
QSO: 14043 CW 2013-11-09 1519 OL3M          599 FUO        LY2XW         599 119       
