START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2013
CALLSIGN: OM7AG
OPERATORS: OM7AG
CATEGORY: SINGLE-OP ALL LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 28000 CW 2013-11-09 1203 OM7AG         599 ZVO        RN9A          599 007       
QSO: 28000 CW 2013-11-09 1207 OM7AG         599 ZVO        RN9RF         599 007       
QSO: 28000 CW 2013-11-09 1207 OM7AG         599 ZVO        R9XS          599 006       
QSO: 21000 CW 2013-11-09 1211 OM7AG         599 ZVO        R7MM          599 017       
QSO: 21000 CW 2013-11-09 1211 OM7AG         599 ZVO        N4BP          599 11        
QSO: 21000 CW 2013-11-09 1212 OM7AG         599 ZVO        VE9ML         599 003       
QSO: 21000 CW 2013-11-09 1214 OM7AG         599 ZVO        R1AT          599 017       
QSO: 21000 CW 2013-11-09 1214 OM7AG         599 ZVO        RU4SS         599 016       
QSO: 21000 CW 2013-11-09 1214 OM7AG         599 ZVO        RA5AD         599 014       
QSO: 21000 CW 2013-11-09 1216 OM7AG         599 ZVO        RA6DE         599 014       
QSO: 21000 CW 2013-11-09 1218 OM7AG         599 ZVO        UA9FGJ        599 019       
QSO: 21000 CW 2013-11-09 1218 OM7AG         599 ZVO        UU9CI         599 002       
QSO: 21000 CW 2013-11-09 1219 OM7AG         599 ZVO        UA6HLP        599 009       
QSO: 21000 CW 2013-11-09 1220 OM7AG         599 ZVO        RW9QA         599 014       
QSO: 21000 CW 2013-11-09 1220 OM7AG         599 ZVO        PT2CM         599 8         
QSO: 21000 CW 2013-11-09 1221 OM7AG         599 ZVO        RA9AP         599 023       
QSO: 21000 CW 2013-11-09 1222 OM7AG         599 ZVO        F1AKK         599 19        
QSO: 21000 CW 2013-11-09 1223 OM7AG         599 ZVO        UA3QAM        599 026       
QSO: 21000 CW 2013-11-09 1223 OM7AG         599 ZVO        LA8HGA        599 011       
QSO: 21000 CW 2013-11-09 1224 OM7AG         599 ZVO        G3P           599 016       
QSO: 21000 CW 2013-11-09 1225 OM7AG         599 ZVO        K3ZO          599 019       
QSO: 21000 CW 2013-11-09 1225 OM7AG         599 ZVO        RA6CA         599 008       
QSO: 21000 CW 2013-11-09 1225 OM7AG         599 ZVO        OH7FF         599 005       
QSO: 21000 CW 2013-11-09 1227 OM7AG         599 ZVO        VE9HF         599 16        
QSO: 21000 CW 2013-11-09 1229 OM7AG         599 ZVO        R0AA          599 010       
QSO: 21000 CW 2013-11-09 1229 OM7AG         599 ZVO        RA1QX         599 019       
QSO: 21000 CW 2013-11-09 1230 OM7AG         599 ZVO        RA3NC         599 024       
QSO: 21000 CW 2013-11-09 1230 OM7AG         599 ZVO        UT7MD         599 011       
QSO: 21000 CW 2013-11-09 1231 OM7AG         599 ZVO        RZ9OF         599 014       
QSO: 21000 CW 2013-11-09 1233 OM7AG         599 ZVO        UR7MZ         599 022       
QSO: 21000 CW 2013-11-09 1233 OM7AG         599 ZVO        RA1TU         599 023       
QSO: 21000 CW 2013-11-09 1236 OM7AG         599 ZVO        UA6LCJ        599 029       
QSO: 28000 CW 2013-11-09 1239 OM7AG         599 ZVO        RW4WA         599 037       
QSO: 28000 CW 2013-11-09 1240 OM7AG         599 ZVO        RA4Y          599 034       
QSO: 28000 CW 2013-11-09 1241 OM7AG         599 ZVO        RU4SO         599 054       
QSO: 28000 CW 2013-11-09 1243 OM7AG         599 ZVO        RK9AY         599 026       
QSO: 28000 CW 2013-11-09 1245 OM7AG         599 ZVO        UA4PN         599 062       
QSO: 28000 CW 2013-11-09 1246 OM7AG         599 ZVO        UA9XF         599 040       
QSO: 28000 CW 2013-11-09 1247 OM7AG         599 ZVO        RY4W          599 020       
QSO: 28000 CW 2013-11-09 1248 OM7AG         599 ZVO        R4WDX         599 017       
QSO: 28000 CW 2013-11-09 1248 OM7AG         599 ZVO        YO9WF         599 17        
QSO: 28000 CW 2013-11-09 1249 OM7AG         599 ZVO        UA9WOB        599 014       
QSO: 28000 CW 2013-11-09 1250 OM7AG         599 ZVO        UA1ZZ         599 038       
QSO: 28000 CW 2013-11-09 1250 OM7AG         599 ZVO        RT9A          599 084       
QSO: 28000 CW 2013-11-09 1256 OM7AG         599 ZVO        RF9C          599 053       
QSO: 28000 CW 2013-11-09 1300 OM7AG         599 ZVO        VP9KF         599 03        
QSO: 28000 CW 2013-11-09 1302 OM7AG         599 ZVO        UA4WEF/QRP    599 021       
QSO: 28000 CW 2013-11-09 1304 OM7AG         599 ZVO        EA5CP         599 047       
QSO: 21000 CW 2013-11-09 1306 OM7AG         599 ZVO        UA4L          599 111       
QSO: 21000 CW 2013-11-09 1307 OM7AG         599 ZVO        K1BV          599 27        
QSO: 21000 CW 2013-11-09 1307 OM7AG         599 ZVO        UA9XF         599 060       
QSO: 21000 CW 2013-11-09 1308 OM7AG         599 ZVO        SM5ALJ        599 020       
QSO: 21000 CW 2013-11-09 1308 OM7AG         599 ZVO        RA3AN         599 043       
QSO: 21000 CW 2013-11-09 1309 OM7AG         599 ZVO        RA6ARI        599 043       
QSO: 21000 CW 2013-11-09 1309 OM7AG         599 ZVO        RZ4AG         599 039       
QSO: 21000 CW 2013-11-09 1309 OM7AG         599 ZVO        UA1AJ         599 023       
QSO: 21000 CW 2013-11-09 1312 OM7AG         599 ZVO        R3VL          599 036       
QSO: 21000 CW 2013-11-09 1312 OM7AG         599 ZVO        G4KFT         599 060       
QSO: 21000 CW 2013-11-09 1325 OM7AG         599 ZVO        WA4WKL        599 011       
QSO: 21000 CW 2013-11-09 1325 OM7AG         599 ZVO        RO5O          599 065       
QSO: 21000 CW 2013-11-09 1326 OM7AG         599 ZVO        RV6LCI        599 063       
QSO: 21000 CW 2013-11-09 1327 OM7AG         599 ZVO        RA6HSM        599 061       
QSO: 21000 CW 2013-11-09 1330 OM7AG         599 ZVO        RV4AB         599 056       
QSO: 21000 CW 2013-11-09 1331 OM7AG         599 ZVO        RA6YJ         599 001       
QSO: 21000 CW 2013-11-09 1332 OM7AG         599 ZVO        RU4SO         599 084       
QSO: 21000 CW 2013-11-09 1332 OM7AG         599 ZVO        SP3PWL        599 26        
QSO: 21000 CW 2013-11-09 1333 OM7AG         599 ZVO        RA6FUZ        599 064       
QSO: 21000 CW 2013-11-09 1335 OM7AG         599 ZVO        N4NO          599 064       
QSO: 21000 CW 2013-11-09 1336 OM7AG         599 ZVO        RN6AI         599 026       
QSO: 21000 CW 2013-11-09 1336 OM7AG         599 ZVO        HA8TP         599 016       
QSO: 21000 CW 2013-11-09 1337 OM7AG         599 ZVO        F6GVC         599 050       
QSO: 21000 CW 2013-11-09 1339 OM7AG         599 ZVO        RN6CH         599 028       
