START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2013
CALLSIGN: LY2J
OPERATORS: LY2J
CATEGORY: SINGLE-OP ALL HIGH
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: CW
CATEGORY-POWER: HIGH
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 28023 CW 2013-11-09 1204 LY2J          599 1          OK1DCS        599 CCK       
QSO: 28012 CW 2013-11-09 1205 LY2J          599 2          OK5M          599 GVY       
QSO: 28032 CW 2013-11-09 1207 LY2J          599 3          OK1FPS        599 APD       
QSO: 28035 CW 2013-11-09 1209 LY2J          599 4          OK6T          599 FNA       
QSO: 28042 CW 2013-11-09 1209 LY2J          599 5          OL5Y          599 BKO       
QSO: 28049 CW 2013-11-09 1211 LY2J          599 6          OK1DMZ        599 FSE       
QSO: 28037 CW 2013-11-09 1213 LY2J          599 7          OM3RRC        599 PBY       
QSO: 28024 CW 2013-11-09 1215 LY2J          599 8          OK1JR         599 BKD       
QSO: 28020 CW 2013-11-09 1216 LY2J          599 9          OM0CS         599 BAR       
QSO: 28011 CW 2013-11-09 1221 LY2J          599 11         OM5XX         599 KOM       
QSO: 28035 CW 2013-11-09 1226 LY2J          599 12         OK1VD         599 FHK       
QSO: 28031 CW 2013-11-09 1227 LY2J          599 13         OM7RC         599 ZVO       
QSO: 28025 CW 2013-11-09 1230 LY2J          599 14         OL50OL        599 CJH       
QSO: 28023 CW 2013-11-09 1238 LY2J          599 16         OK2ZI         599 GTR       
QSO: 28021 CW 2013-11-09 1239 LY2J          599 17         OM3AG         599 KED       
QSO: 28033 CW 2013-11-09 1243 LY2J          599 18         OM3RM         599 DST       
QSO: 28038 CW 2013-11-09 1245 LY2J          599 19         OK1HX         599 BNY       
QSO: 28048 CW 2013-11-09 1248 LY2J          599 20         OK2PIM        599 GKR       
QSO: 28045 CW 2013-11-09 1250 LY2J          599 21         OK1DG         599 BNY       
QSO: 28044 CW 2013-11-09 1251 LY2J          599 22         OK1XC         599 CTA       
QSO: 21026 CW 2013-11-09 1301 LY2J          599 23         OK1JD         599 FRK       
QSO: 21026 CW 2013-11-09 1302 LY2J          599 24         OK5M          599 GVY       
QSO: 21025 CW 2013-11-09 1303 LY2J          599 25         OM8LM         599 POP       
QSO: 21025 CW 2013-11-09 1304 LY2J          599 26         OK1HCG        599 APF       
QSO: 21024 CW 2013-11-09 1305 LY2J          599 27         OK2EA         599 HVS       
QSO: 21020 CW 2013-11-09 1306 LY2J          599 28         OK7AW         599 GPR       
QSO: 21018 CW 2013-11-09 1307 LY2J          599 29         OL8M          599 DPM       
QSO: 21018 CW 2013-11-09 1307 LY2J          599 30         OM8AA         599 POP       
QSO: 21017 CW 2013-11-09 1308 LY2J          599 31         OK2BFN        599 GZL       
QSO: 21016 CW 2013-11-09 1310 LY2J          599 32         OK1KUW        599 DTA       
QSO: 21015 CW 2013-11-09 1310 LY2J          599 33         OK1HX         599 BNY       
QSO: 21014 CW 2013-11-09 1312 LY2J          599 34         OM4F          599 PUC       
QSO: 21013 CW 2013-11-09 1314 LY2J          599 35         OK1IE         599 GTR       
QSO: 21012 CW 2013-11-09 1315 LY2J          599 36         OK2EC         599 GUH       
QSO: 21047 CW 2013-11-09 1317 LY2J          599 37         OM5NL         599 KOM       
QSO: 21044 CW 2013-11-09 1318 LY2J          599 38         OK1XC         599 CTA       
QSO: 21044 CW 2013-11-09 1319 LY2J          599 39         OM8DD         599 RSO       
QSO: 21042 CW 2013-11-09 1321 LY2J          599 40         OL5Y          599 BKO       
QSO: 21040 CW 2013-11-09 1322 LY2J          599 41         OK6T          599 FNA       
QSO: 21037 CW 2013-11-09 1323 LY2J          599 42         OK2ZI         599 GTR       
QSO: 21035 CW 2013-11-09 1328 LY2J          599 43         OK1VD         599 FHK       
QSO: 21030 CW 2013-11-09 1330 LY2J          599 44         OK1JOC        599 DPS       
QSO: 21028 CW 2013-11-09 1332 LY2J          599 45         OK2ABU        599 GZS       
QSO: 21026 CW 2013-11-09 1334 LY2J          599 46         OM3RRC        599 PBY       
QSO: 21024 CW 2013-11-09 1335 LY2J          599 47         OL50OL        599 CJH       
QSO: 21021 CW 2013-11-09 1338 LY2J          599 48         OM3CAZ        599 KEZ       
QSO: 21008 CW 2013-11-09 1346 LY2J          599 49         OK1MU         599 FRK       
QSO: 21011 CW 2013-11-09 1347 LY2J          599 50         OK5OK         599 EUL       
QSO: 21012 CW 2013-11-09 1348 LY2J          599 51         OK1KJV        599 BRA       
QSO: 21017 CW 2013-11-09 1351 LY2J          599 52         OK2BHS        599 HKA       
QSO: 21022 CW 2013-11-09 1353 LY2J          599 53         OL1C          599 ETE       
QSO: 21022 CW 2013-11-09 1354 LY2J          599 54         OK1EV         599 FTR       
QSO: 21029 CW 2013-11-09 1354 LY2J          599 55         OK1FPS        599 APD       
QSO: 21030 CW 2013-11-09 1355 LY2J          599 56         OK2UQ         599 GZL       
QSO: 21030 CW 2013-11-09 1356 LY2J          599 57         OK7MT         599 GHO       
QSO: 21036 CW 2013-11-09 1358 LY2J          599 58         OK1HFP        599 DTA       
QSO: 21013 CW 2013-11-09 1359 LY2J          599 59         OK2AN         599 GBL       
QSO: 21015 CW 2013-11-09 1401 LY2J          599 60         OK2HZ         599 HOS       
QSO: 21020 CW 2013-11-09 1403 LY2J          599 61         OK2SGW        599 HVS       
QSO: 21047 CW 2013-11-09 1404 LY2J          599 62         OK1DDQ        599 BPZ       
QSO: 21040 CW 2013-11-09 1405 LY2J          599 63         OK7T          599 ECL       
QSO: 21035 CW 2013-11-09 1406 LY2J          599 64         OK1DOR        599 APD       
QSO: 21022 CW 2013-11-09 1408 LY2J          599 65         OM5WW         599 LVC       
QSO: 21021 CW 2013-11-09 1410 LY2J          599 66         OK2LW         599 GBR       
QSO: 21019 CW 2013-11-09 1411 LY2J          599 67         OM5VS         599 LVC       
QSO: 21017 CW 2013-11-09 1412 LY2J          599 68         OK1PI         599 FCR       
QSO: 21016 CW 2013-11-09 1413 LY2J          599 69         OK2BNF        599 GUH       
QSO: 21012 CW 2013-11-09 1414 LY2J          599 70         OK2GG         599 GUH       
QSO: 21037 CW 2013-11-09 1416 LY2J          599 71         OM8LA         599 KEZ       
QSO: 21039 CW 2013-11-09 1417 LY2J          599 72         OK2BME        599 HNJ       
QSO: 21027 CW 2013-11-09 1421 LY2J          599 73         OK7FL         599 BMB       
QSO: 21017 CW 2013-11-09 1423 LY2J          599 74         OK1UKV        599 APD       
QSO: 21027 CW 2013-11-09 1424 LY2J          599 75         OK2NA         599 GBL       
QSO: 21030 CW 2013-11-09 1424 LY2J          599 76         OK1FDY        599 EUL       
QSO: 21038 CW 2013-11-09 1428 LY2J          599 77         OK2HBY        599 GZS       
QSO: 21040 CW 2013-11-09 1432 LY2J          599 78         OK2MBP        599 HNJ       
QSO: 21028 CW 2013-11-09 1434 LY2J          599 79         OL3M          599 FUO       
QSO: 21024 CW 2013-11-09 1435 LY2J          599 80         OK2ER         599 HOS       
QSO: 21025 CW 2013-11-09 1436 LY2J          599 81         OK2KG         599 GBL       
QSO: 21038 CW 2013-11-09 1437 LY2J          599 82         OK2SGY        599 GKR       
QSO: 21037 CW 2013-11-09 1438 LY2J          599 83         OK1TN         599 FJI       
QSO: 21033 CW 2013-11-09 1439 LY2J          599 84         OK2PDT        599 GZS       
QSO: 21051 CW 2013-11-09 1439 LY2J          599 85         OK2BH         599 GZL       
QSO: 21021 CW 2013-11-09 1443 LY2J          599 87         OK1OX         599 BMB       
QSO: 21030 CW 2013-11-09 1444 LY2J          599 88         OK2BWB        599 GZS       
QSO: 21040 CW 2013-11-09 1444 LY2J          599 89         OK2HBR        599 HOL       
QSO: 21043 CW 2013-11-09 1445 LY2J          599 90         OK2PDN        599 GBM       
QSO: 21046 CW 2013-11-09 1445 LY2J          599 91         OK1FKD        599 ECH       
QSO: 21045 CW 2013-11-09 1447 LY2J          599 92         OK2SAR        599 HSU       
QSO: 21036 CW 2013-11-09 1448 LY2J          599 93         OK2D          599 HVS       
QSO: 21018 CW 2013-11-09 1450 LY2J          599 94         OK1MZO        599 FJI       
QSO: 21048 CW 2013-11-09 1450 LY2J          599 95         OK1RIG        599 GTR       
QSO: 21039 CW 2013-11-09 1452 LY2J          599 97         OK3C          599 GBL       
QSO: 21047 CW 2013-11-09 1454 LY2J          599 98         OK1JPO        599 EUL       
QSO: 21021 CW 2013-11-09 1456 LY2J          599 99         OK1BA         599 BPB       
QSO: 21017 CW 2013-11-09 1457 LY2J          599 100        OK2BHD        599 GBV       
QSO: 14012 CW 2013-11-09 1459 LY2J          599 101        OK1OEA        599 FRK       
QSO: 14011 CW 2013-11-09 1500 LY2J          599 102        OL9R          599 DTA       
QSO: 14010 CW 2013-11-09 1501 LY2J          599 103        OK2TBC        599 GHO       
QSO: 14020 CW 2013-11-09 1502 LY2J          599 104        OK2BBR        599 HBR       
QSO: 14019 CW 2013-11-09 1503 LY2J          599 105        OK5M          599 GVY       
QSO: 14021 CW 2013-11-09 1504 LY2J          599 106        OK1AOU        599 CBU       
QSO: 14022 CW 2013-11-09 1504 LY2J          599 107        OK5OK         599 EUL       
QSO: 14024 CW 2013-11-09 1505 LY2J          599 108        OK1MSP        599 FHB       
QSO: 14024 CW 2013-11-09 1506 LY2J          599 109        OK1HCG        599 APF       
QSO: 14025 CW 2013-11-09 1506 LY2J          599 110        OK2EA         599 HVS       
QSO: 14026 CW 2013-11-09 1507 LY2J          599 111        OL1A          599 BPV       
QSO: 14027 CW 2013-11-09 1507 LY2J          599 112        OK7AW         599 GPR       
QSO: 14030 CW 2013-11-09 1508 LY2J          599 113        OK1HX         599 BNY       
QSO: 14039 CW 2013-11-09 1510 LY2J          599 114        OK1IBP        599 DDO       
QSO: 14040 CW 2013-11-09 1511 LY2J          599 115        OK1ABF        599 ELO       
QSO: 14043 CW 2013-11-09 1512 LY2J          599 116        OK1DDQ        599 BPZ       
QSO: 14052 CW 2013-11-09 1513 LY2J          599 117        OK1HEH        599 FCR       
QSO: 14059 CW 2013-11-09 1515 LY2J          599 118        OK2NMA        599 GTR       
QSO: 14052 CW 2013-11-09 1515 LY2J          599 119        OK1DKO        599 ETE       
QSO: 14045 CW 2013-11-09 1516 LY2J          599 120        OK2MBP        599 HNJ       
QSO: 14034 CW 2013-11-09 1517 LY2J          599 121        OL2U          599 EMO       
QSO: 14029 CW 2013-11-09 1519 LY2J          599 122        OM4J          599 TNC       
QSO: 14032 CW 2013-11-09 1519 LY2J          599 123        OK1HFP        599 DTA       
QSO: 14029 CW 2013-11-09 1520 LY2J          599 124        OM3TB         599 TRN       
QSO: 14016 CW 2013-11-09 1536 LY2J          599 125        OK1IE         599 GTR       
QSO: 14015 CW 2013-11-09 1537 LY2J          599 127        OK1FPS        599 APD       
QSO: 14017 CW 2013-11-09 1538 LY2J          599 128        OK2SGW        599 HVS       
QSO: 14021 CW 2013-11-09 1538 LY2J          599 129        OK1PI         599 FCR       
QSO: 14014 CW 2013-11-09 1539 LY2J          599 130        OK1RIG        599 GTR       
QSO: 14023 CW 2013-11-09 1539 LY2J          599 131        OK2BWB        599 GZS       
QSO: 14024 CW 2013-11-09 1540 LY2J          599 132        OK1JOC        599 DPS       
QSO: 14012 CW 2013-11-09 1540 LY2J          599 133        OK1BA         599 BPB       
QSO: 14025 CW 2013-11-09 1541 LY2J          599 134        OK2ABU        599 GZS       
QSO: 14027 CW 2013-11-09 1543 LY2J          599 135        OK2BHD        599 GBV       
QSO: 14037 CW 2013-11-09 1546 LY2J          599 137        OM1II         599 TRN       
QSO: 14037 CW 2013-11-09 1546 LY2J          599 138        OK1DVA        599 BBE       
QSO: 14038 CW 2013-11-09 1547 LY2J          599 139        OK1JD         599 FRK       
QSO: 14039 CW 2013-11-09 1547 LY2J          599 140        OK3C          599 GBL       
QSO: 14040 CW 2013-11-09 1547 LY2J          599 141        OK1DOR        599 APD       
QSO: 14042 CW 2013-11-09 1548 LY2J          599 142        OK7T          599 ECL       
QSO: 14048 CW 2013-11-09 1552 LY2J          599 143        OK2ZI         599 GTR       
QSO: 14022 CW 2013-11-09 1553 LY2J          599 144        OK2NA         599 GBL       
QSO: 14005 CW 2013-11-09 1555 LY2J          599 145        OK1FGD        599 FSE       
QSO: 14045 CW 2013-11-09 1558 LY2J          599 146        OK1MZO        599 FJI       
QSO: 14044 CW 2013-11-09 1558 LY2J          599 147        OK2HBR        599 HOL       
QSO: 14046 CW 2013-11-09 1559 LY2J          599 148        OK2LW         599 GBR       
QSO: 14047 CW 2013-11-09 1559 LY2J          599 149        OK6T          599 FNA       
QSO: 14050 CW 2013-11-09 1600 LY2J          599 150        OK1OX         599 BMB       
QSO: 14053 CW 2013-11-09 1602 LY2J          599 151        OK2KDS        599 HKA       
QSO: 14058 CW 2013-11-09 1603 LY2J          599 152        OK1MIQ        599 EJA       
QSO: 14028 CW 2013-11-09 1605 LY2J          599 153        OK1GS         599 EJA       
QSO: 14035 CW 2013-11-09 1606 LY2J          599 154        OK1DXE        599 EDE       
QSO: 14041 CW 2013-11-09 1606 LY2J          599 155        OK2BFN        599 GZL       
QSO: 14047 CW 2013-11-09 1609 LY2J          599 156        OK1TN         599 FJI       
QSO: 14044 CW 2013-11-09 1609 LY2J          599 157        OL3M          599 FUO       
QSO: 14019 CW 2013-11-09 1612 LY2J          599 159        OK2AN         599 GBL       
QSO: 14059 CW 2013-11-09 1614 LY2J          599 160        OK2BMI        599 HOL       
QSO: 14027 CW 2013-11-09 1620 LY2J          599 161        OK2KG         599 GBL       
QSO: 14043 CW 2013-11-09 1621 LY2J          599 162        OK2BME        599 HNJ       
QSO:  7015 CW 2013-11-09 1624 LY2J          599 163        OK2CQR        599 BME       
QSO:  7011 CW 2013-11-09 1625 LY2J          599 164        OK2NO         599 HBR       
QSO:  7008 CW 2013-11-09 1626 LY2J          599 165        OK2BBR        599 HBR       
QSO:  7012 CW 2013-11-09 1627 LY2J          599 166        OK1HFP        599 DTA       
QSO:  7014 CW 2013-11-09 1628 LY2J          599 167        OL50OL        599 CJH       
QSO:  7015 CW 2013-11-09 1628 LY2J          599 168        OK2MPB        599 GUH       
QSO:  7017 CW 2013-11-09 1629 LY2J          599 169        OK1BA         599 BPB       
QSO:  7016 CW 2013-11-09 1629 LY2J          599 170        OL4W          599 ELI       
QSO:  7021 CW 2013-11-09 1630 LY2J          599 171        OL1M          599 APJ       
QSO:  7024 CW 2013-11-09 1632 LY2J          599 172        OK1DKO        599 ETE       
QSO:  7019 CW 2013-11-09 1632 LY2J          599 173        OK2BRS        599 HVS       
QSO:  7027 CW 2013-11-09 1633 LY2J          599 174        OK2SGY        599 GKR       
QSO:  7026 CW 2013-11-09 1633 LY2J          599 175        OK1MSP        599 FHB       
QSO:  7028 CW 2013-11-09 1634 LY2J          599 176        OK7AW         599 GPR       
QSO:  7023 CW 2013-11-09 1635 LY2J          599 177        OK2ABU        599 GZS       
QSO:  7030 CW 2013-11-09 1635 LY2J          599 178        OL5Y          599 BKO       
QSO:  7031 CW 2013-11-09 1636 LY2J          599 179        OK1SI         599 ELT       
QSO:  7014 CW 2013-11-09 1637 LY2J          599 180        OK5OK         599 EUL       
QSO:  7026 CW 2013-11-09 1637 LY2J          599 181        OK2ER         599 HOS       
QSO:  7033 CW 2013-11-09 1638 LY2J          599 182        OK1HEH        599 FCR       
QSO:  7025 CW 2013-11-09 1639 LY2J          599 183        OK3C          599 GBL       
QSO:  7034 CW 2013-11-09 1639 LY2J          599 184        OL3M          599 FUO       
QSO:  7039 CW 2013-11-09 1641 LY2J          599 185        OK1DVA        599 BBE       
QSO:  7029 CW 2013-11-09 1641 LY2J          599 186        OK7T          599 ECL       
QSO:  7023 CW 2013-11-09 1642 LY2J          599 187        OK2MBP        599 HNJ       
QSO:  7020 CW 2013-11-09 1642 LY2J          599 188        OK1FKD        599 ECH       
QSO:  7033 CW 2013-11-09 1643 LY2J          599 189        OM8VL         599 SNV       
QSO:  7035 CW 2013-11-09 1644 LY2J          599 190        OK1MNV        599 FJI       
QSO:  7037 CW 2013-11-09 1647 LY2J          599 192        OK2PDT        599 GZS       
QSO:  7032 CW 2013-11-09 1648 LY2J          599 193        OK2PIM        599 GKR       
QSO:  7026 CW 2013-11-09 1651 LY2J          599 194        OK1HCG        599 APF       
QSO:  7015 CW 2013-11-09 1651 LY2J          599 195        OK1RZ         599 FHB       
QSO:  7019 CW 2013-11-09 1655 LY2J          599 196        OL0W          599 BBE       
QSO:  7010 CW 2013-11-09 1656 LY2J          599 197        OK1ABF        599 ELO       
QSO:  7036 CW 2013-11-09 1657 LY2J          599 198        OK2HBR        599 HOL       
QSO:  7034 CW 2013-11-09 1659 LY2J          599 199        OK2NMA        599 GTR       
QSO:  7017 CW 2013-11-09 1700 LY2J          599 200        OK1UKV        599 APD       
QSO:  7030 CW 2013-11-09 1701 LY2J          599 201        OK2LW         599 GBR       
QSO:  7027 CW 2013-11-09 1703 LY2J          599 202        OK1FRO        599 APJ       
QSO:  7008 CW 2013-11-09 1704 LY2J          599 203        OK2BNF        599 GUH       
QSO: 21041 CW 2013-11-09 1707 LY2J          599 204        OK7PN         599 HFM       
QSO: 14011 CW 2013-11-09 1711 LY2J          599 205        OK2BMU        599 HOS       
