START-OF-LOG: 3.0
CONTEST: ARRL-VHF-JAN
LOCATION: OR
CALLSIGN: K7YO
CATEGORY-MODE: MIXED
CATEGORY-BAND: ALL
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-POWER: LOW
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
OPERATORS: K7YO
CLUB: PACIFIC NORTHWEST VHF SOCIETY
CREATED-BY: VHFCONT 3.0B COPYRIGHT 6/14/2002 KEN R. MASON KC6TEU
HQ-CATEGORY: Single Operator, Low Power
QSO: 50 PH 2018-01-20 1929 K7YO CN86 KE7K/R CN85
QSO: 50 PH 2018-01-20 1929 K7YO CN86 K7BDB/R CN86
QSO: 50 PH 2018-01-20 1930 K7YO CN86 WI7N CN85
QSO: 50 PH 2018-01-20 1930 K7YO CN86 KE7MSU/R CN86
QSO: 50 PH 2018-01-20 1954 K7YO CN86 WZ8T CN85
QSO: 1.2 PH 2018-01-20 1956 K7YO CN86 WZ8T CN85
QSO: 144 PH 2018-01-20 1959 K7YO CN86 KB7W CN93
QSO: 1.2 PH 2018-01-20 2004 K7YO CN86 KB7W CN93
QSO: 144 PH 2018-01-20 2005 K7YO CN86 W4DVE CN85
QSO: 222 PH 2018-01-20 2013 K7YO CN86 W4DVE CN85
QSO: 144 PH 2018-01-20 2019 K7YO CN86 KA7HBB CN84
QSO: 50 PH 2018-01-20 2022 K7YO CN86 W4DVE CN85
QSO: 50 PH 2018-01-20 2028 K7YO CN86 N3EG CN86
QSO: 144 PH 2018-01-20 2040 K7YO CN86 K0JJ CN85
QSO: 50 PH 2018-01-20 2048 K7YO CN86 K0JJ CN85
QSO: 50 PH 2018-01-20 2052 K7YO CN86 KD7RUS CN85
QSO: 50 PH 2018-01-20 2056 K7YO CN86 KG7ULE CN85
QSO: 50 PH 2018-01-20 2056 K7YO CN86 KC7DX CN85
QSO: 144 PH 2018-01-20 2107 K7YO CN86 N7KSI CN86
QSO: 144 PH 2018-01-20 2121 K7YO CN86 KE7SW CN87
QSO: 1.2 PH 2018-01-20 2131 K7YO CN86 W4DVE CN85
QSO: 50 PH 2018-01-20 2159 K7YO CN86 K7PG CN86
QSO: 50 PH 2018-01-20 2159 K7YO CN86 AI9Q CN85
QSO: 50 PH 2018-01-20 2200 K7YO CN86 N7EPD CN87
