START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: WAE RTTY
CALLSIGN: SP5VIH
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: SP5VIH
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for WAE RTTY WAE/RTTY/2019.
QSO:  7041 RY 2019-11-09 0000 SP5VIH        599 001 EM0I          599
QSO:  7055 RY 2019-11-09 0010 SP5VIH        599 0003 EA1DA         599 0008
QSO:  7065 RY 2019-11-09 0011 SP5VIH        599 0004 W4PK          599 0014
QSO:  7050 RY 2019-11-09 0014 SP5VIH        599 0005 SN7Q          599 0031
QSO:  7048 RY 2019-11-09 0019 SP5VIH        599 0006 SP5DL         599 0005
QSO:  7050 RY 2019-11-09 0025 SP5VIH        599 0007 K4XL          599 0011
QSO:  7047 RY 2019-11-09 0026 SP5VIH        599 0008 EA8DED        599 0020
QSO:  7061 RY 2019-11-09 0040 SP5VIH        599 0009 PZ5RA         599 0016
QSO:  7047 RY 2019-11-09 0050 SP5VIH        599 0010 GW0A          599 0036
QSO:  7060 RY 2019-11-09 0055 SP5VIH        599 011 EA5DFV        599 0015
QSO:  7047 RY 2019-11-09 0544 SP5VIH        599 0012 YO4NF         599 0018
QSO:  7058 RY 2019-11-09 0546 SP5VIH        599 0013 S53X          599 0135
QSO:  7043 RY 2019-11-09 0549 SP5VIH        599 014 UX7QV         599 089
QSO:  7047 RY 2019-11-09 0555 SP5VIH        599 016 RA9AU         599 080
QSO:  7048 RY 2019-11-09 0555 SP5VIH        599 0015 IK0FMB        599 0048
QSO:  7048 RY 2019-11-09 0559 SP5VIH        599 0017 UY5VA         599 0209
QSO:  7050 RY 2019-11-09 0607 SP5VIH        599 0018 OH3FM         599 0091
QSO:  7051 RY 2019-11-09 0609 SP5VIH        599 019 EW8DX         599 185
QSO:  7051 RY 2019-11-09 0610 SP5VIH        599 0020 LZ1QZ         599 0118
QSO:  7052 RY 2019-11-09 0611 SP5VIH        599 0021 SV2BFN        599 0160
QSO:  7053 RY 2019-11-09 0613 SP5VIH        599 0022 R3BB          599 0074
QSO:  7000 RY 2019-11-09 0614 SP5VIH        599 023 YT2U          599 52
QSO:  7053 RY 2019-11-09 0617 SP5VIH        599 0024 S55BA         599 0084
QSO:  7056 RY 2019-11-09 0618 SP5VIH        599 025 IK0GDG        599 042
QSO:  7057 RY 2019-11-09 0620 SP5VIH        599 0026 P3X           599 0146
QSO:  7059 RY 2019-11-09 0623 SP5VIH        599 0028 4U1A          599 0065
QSO:  7062 RY 2019-11-09 0623 SP5VIH        599 0029 DL9SUB        599 0010
