START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: WAE RTTY
CALLSIGN: ON8AJ
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: ON8AJ
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for WAE RTTY WAE/RTTY/2019.
QSO:  3500 RY 2019-11-09 1810 ON8AJ         599 YT2U          599 200
QSO:  3581 RY 2019-11-09 1812 ON8AJ         599 0002 ON6NL         599 0162
QSO:  3580 RY 2019-11-09 1814 ON8AJ         599 003 DM7W          599 0135
QSO:  3581 RY 2019-11-09 1815 ON8AJ         599 0004 YL3CU         599 0344
QSO:  3500 RY 2019-11-09 1816 ON8AJ         599 077 DB8AH         599 067
QSO:  3500 RY 2019-11-09 1816 ON8AJ         599 005 DH7AHK        599 0049
QSO:  3581 RY 2019-11-09 1822 ON8AJ         599 0128 DQ9Y          599 0265
QSO:  3500 RY 2019-11-09 1825 ON8AJ         599 008 DM2BPG        599 040
QSO:  3580 RY 2019-11-09 1825 ON8AJ         599 009 SP0DF         599 100
QSO:  3500 RY 2019-11-09 1827 ON8AJ         599 012 DL8DWL        599 089
QSO:  3581 RY 2019-11-09 1827 ON8AJ         599 0011 PE5O          599 0133
QSO:  3580 RY 2019-11-09 1828 ON8AJ         599 014 DG0CG         599 147
QSO:  3581 RY 2019-11-09 1828 ON8AJ         599 013 I1JTQ         599 0087
QSO:  3580 RY 2019-11-09 1830 ON8AJ         599 017 DO1TOM        599 001
