START-OF-LOG: 3.0
CREATED-BY: okomdx-downloader
CONTEST: OK-OM DX CW Contest 2023
CALLSIGN: OK2HBR
OPERATORS: OK2HBR
CATEGORY: SINGLE-OP 40M LOWSINGLE-OP 80M LOWSINGLE-OP ALL LOW
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: 80M
CATEGORY-MODE: CW
CATEGORY-POWER: LOW
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: FIXED
QSO: 14000 CW 2023-11-11 1201 OK2HBR        599 HOL        E70Y          599 002       
QSO: 14000 CW 2023-11-11 1203 OK2HBR        599 HOL        YL7X          599 009       
QSO: 14000 CW 2023-11-11 1205 OK2HBR        599 HOL        LZ2PS         599 005       
QSO: 14000 CW 2023-11-11 1206 OK2HBR        599 HOL        G4LJU         599 004       
QSO: 14000 CW 2023-11-11 1208 OK2HBR        599 HOL        9A3VM         599 011       
QSO: 28000 CW 2023-11-11 1213 OK2HBR        599 HOL        LZ1ND         599 008       
QSO: 28000 CW 2023-11-11 1214 OK2HBR        599 HOL        W5HVV         599 001       
QSO: 28000 CW 2023-11-11 1215 OK2HBR        599 HOL        K1ZZ          599 025       
QSO: 28000 CW 2023-11-11 1219 OK2HBR        599 HOL        EA4HKF        599 007       
QSO: 28000 CW 2023-11-11 1219 OK2HBR        599 HOL        SM2M          599 024       
QSO: 28000 CW 2023-11-11 1219 OK2HBR        599 HOL        KC1XX         599 011       
QSO: 21000 CW 2023-11-11 1224 OK2HBR        599 HOL        IT9IVU        599 012       
QSO: 21000 CW 2023-11-11 1224 OK2HBR        599 HOL        EA4HKF        599 010       
QSO: 21000 CW 2023-11-11 1225 OK2HBR        599 HOL        K1ZZ          599 040       
QSO: 21000 CW 2023-11-11 1226 OK2HBR        599 HOL        N8BJQ         599 003       
QSO: 21000 CW 2023-11-11 1226 OK2HBR        599 HOL        K8MFO         599 021       
QSO: 21000 CW 2023-11-11 1227 OK2HBR        599 HOL        IS0JHQ        599 033       
QSO: 21000 CW 2023-11-11 1227 OK2HBR        599 HOL        MM2T          599 006       
QSO: 21000 CW 2023-11-11 1228 OK2HBR        599 HOL        K2SSS         599 020       
QSO: 21000 CW 2023-11-11 1228 OK2HBR        599 HOL        EA1X          599 028       
QSO: 21000 CW 2023-11-11 1229 OK2HBR        599 HOL        LY2XW         599 010       
