START-OF-LOG:  3.0
CREATED-BY:    SD by EI5DI
X-VERSION:     SD V18.20  :  SDCHECK V18.20  :  Template QREFDX.TPL
CONTEST:       REF
CALLSIGN:      N8DE
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-OPERATOR:  SINGLE-OP
CATEGORY-POWER:  HIGH
CATEGORY-ASSISTED:  ASSISTED
CERTIFICATE:   YES
CATEGORY-LOCATION:  DX
CLUB:          MAD RIVER RADIO CLUB
CLAIMED-SCORE: 26144
NAME:          Don Havlicek
OPERATORS:     N8DE
X-RADIOS:      NCG 10/160M
X-ANTENNAS:    3 EL TRIBAND FOR 20 & 15, VERTICAL FOR 40
QSO: 14000 PH 2017-02-25 1800 N8DE          59   036   F4DNK        59  76
QSO: 14000 PH 2017-02-25 1942 N8DE          59   037   FG4KH        59  FG
QSO: 14000 PH 2017-02-25 1945 N8DE          59   038   FG5GP        59  FG
QSO: 14000 PH 2017-02-25 1948 N8DE          59   039   F4WBN        59  64
QSO: 14000 PH 2017-02-25 1956 N8DE          59   040   TO3Z         59  FG
QSO: 7000  PH 2017-02-26 0107 N8DE          59   041   TM1O         59  81
QSO: 7000  PH 2017-02-26 0108 N8DE          59   042   TM5TT        59  41
QSO: 7000  PH 2017-02-26 0108 N8DE          59   043   TM5OTT       59  37
QSO: 7000  PH 2017-02-26 0110 N8DE          59   044   TK5KP        59  2A
QSO: 7000  PH 2017-02-26 0118 N8DE          59   045   TM1A         59  77
QSO: 7000  PH 2017-02-26 0137 N8DE          59   046   TM5G         59  44
QSO: 21000 PH 2017-02-26 2148 N8DE          59   047   XXX1         59  --
QSO: 21000 PH 2017-02-26 2148 N8DE          59   048   XXX2         59  --
QSO: 21000 PH 2017-02-26 2148 N8DE          59   049   XXX3         59  --
QSO: 21000 PH 2017-02-26 1441 N8DE          59   050   F6HQP        59  73
QSO: 21000 PH 2017-02-26 1442 N8DE          59   051   F6KLO        59  19
QSO: 21000 PH 2017-02-26 1443 N8DE          59   052   F6BLC        59  16
QSO: 21000 PH 2017-02-26 1444 N8DE          59   053   F4HER        59  86
QSO: 21000 PH 2017-02-26 1446 N8DE          59   054   F6HRP        59  22
QSO: 21000 PH 2017-02-26 1446 N8DE          59   055   F5PSG        59  44
QSO: 21000 PH 2017-02-26 1447 N8DE          59   056   F4GGJ        59  81
QSO: 21000 PH 2017-02-26 1448 N8DE          59   057   F5OHM        59  36
QSO: 21000 PH 2017-02-26 1449 N8DE          59   058   F2GL         59  89
QSO: 21000 PH 2017-02-26 1450 N8DE          59   059   F8DSN        59  88
QSO: 21000 PH 2017-02-26 1452 N8DE          59   060   F6REF        59  00
QSO: 21000 PH 2017-02-26 1452 N8DE          59   061   F4HEO/P      59  58
QSO: 21000 PH 2017-02-26 1453 N8DE          59   062   TM5G         59  44
QSO: 21000 PH 2017-02-26 1456 N8DE          59   063   F8KCF        59  74
QSO: 21000 PH 2017-02-26 1456 N8DE          59   064   TM2T         59  13
QSO: 21000 PH 2017-02-26 1457 N8DE          59   065   F5JSQ        59  51
QSO: 21000 PH 2017-02-26 1458 N8DE          59   066   FR4QT        59  FR
QSO: 21000 PH 2017-02-26 1500 N8DE          59   067   F4ENK        59  37
QSO: 21000 PH 2017-02-26 1502 N8DE          59   068   F6EAY        59  47
QSO: 21000 PH 2017-02-26 1507 N8DE          59   069   F4WBN        59  64
QSO: 21000 PH 2017-02-26 1509 N8DE          59   070   F5KBM        59  62
QSO: 21000 PH 2017-02-26 1512 N8DE          59   071   F6FDR        59  84
QSO: 21000 PH 2017-02-26 1513 N8DE          59   072   F5HRI        59  62
QSO: 21000 PH 2017-02-26 1517 N8DE          59   073   F8CED        59  44
QSO: 21000 PH 2017-02-26 1521 N8DE          59   074   F6KJU        59  59
QSO: 21000 PH 2017-02-26 1521 N8DE          59   075   F5CT         59  61
QSO: 21000 PH 2017-02-26 1523 N8DE          59   076   F4FRG        59  35
QSO: 21000 PH 2017-02-26 1523 N8DE          59   077   F8FUA        59  14
QSO: 21000 PH 2017-02-26 1524 N8DE          59   078   F1TZG        59  26
QSO: 21000 PH 2017-02-26 1524 N8DE          59   079   F6KTW        59  87
QSO: 21000 PH 2017-02-26 1525 N8DE          59   080   F5HX         59  23
QSO: 21000 PH 2017-02-26 1526 N8DE          59   081   F4ADZ        59  61
QSO: 21000 PH 2017-02-26 1527 N8DE          59   082   F5CQ         59  35
QSO: 21000 PH 2017-02-26 1527 N8DE          59   083   F5UMD        59  25
QSO: 21000 PH 2017-02-26 1528 N8DE          59   084   F2IF         59  22
QSO: 21000 PH 2017-02-26 1529 N8DE          59   085   F8UFT        59  71
QSO: 21000 PH 2017-02-26 1530 N8DE          59   086   F4ENJ/P      59  53
QSO: 21000 PH 2017-02-26 1530 N8DE          59   087   F1BOQ        59  26
QSO: 21000 PH 2017-02-26 1532 N8DE          59   088   F5MS         59  14
QSO: 14000 PH 2017-02-26 1600 N8DE          59   089   F6DZU        59  40
QSO: 14000 PH 2017-02-26 1555 N8DE          59   090   F4GGJ        59  81
QSO: 14000 PH 2017-02-26 1557 N8DE          59   091   F4FQY        59  81
QSO: 14000 PH 2017-02-26 1600 N8DE          59   092   F1TZG        59  26
QSO: 14000 PH 2017-02-26 1601 N8DE          59   093   F5ODK/P      59  03
QSO: 14000 PH 2017-02-26 1603 N8DE          59   094   F4FFH        59  50
QSO: 14000 PH 2017-02-26 1604 N8DE          59   095   FM5BH        59  FM
QSO: 14000 PH 2017-02-26 1605 N8DE          59   096   F6HPP        59  02
QSO: 14000 PH 2017-02-26 1607 N8DE          59   097   F4FSY        59  69
QSO: 14000 PH 2017-02-26 1608 N8DE          59   098   F6KDU        59  64
QSO: 14000 PH 2017-02-26 1609 N8DE          59   099   TM5OTT       59  37
QSO: 14000 PH 2017-02-26 1612 N8DE          59   100   F6KPQ        59  56
QSO: 14000 PH 2017-02-26 1614 N8DE          59   101   F5OHM        59  36
QSO: 14000 PH 2017-02-26 1621 N8DE          59   102   F4EZG        59  87
QSO: 14000 PH 2017-02-26 1629 N8DE          59   103   F6KGI/P      59  90
QSO: 14000 PH 2017-02-26 1702 N8DE          59   104   F2GL         59  89
QSO: 14000 PH 2017-02-26 1704 N8DE          59   105   F4ENK        59  37
QSO: 14000 PH 2017-02-26 1705 N8DE          59   106   F5KBM        59  62
QSO: 14000 PH 2017-02-26 1709 N8DE          59   107   F6KQL        59  21
QSO: 14000 PH 2017-02-26 1713 N8DE          59   108   TM2T         59  13
QSO: 14000 PH 2017-02-26 1720 N8DE          59   109   F5HB         59  33
QSO: 14000 PH 2017-02-26 1738 N8DE          59   110   F9LM         59  24
END-OF-LOG: 

