START-OF-LOG:  3.0
CREATED-BY:    SD by EI5DI
X-VERSION:     SD V18.20  :  SDCHECK V18.20  :  Template QREFDX.TPL
CONTEST:       REF
CALLSIGN:      N8DE
CATEGORY-BAND: ALL
CATEGORY-MODE: SSB
CATEGORY-OPERATOR:  SINGLE-OP
CATEGORY-POWER:  HIGH
CATEGORY-ASSISTED:  ASSISTED
CERTIFICATE:   YES
CATEGORY-LOCATION:  DX
CLUB:          MAD RIVER RADIO CLUB
CLAIMED-SCORE: 26144
NAME:          Don Havlicek
OPERATORS:     N8DE
X-RADIOS:      NCG 10/160M
X-ANTENNAS:    3 EL TRIBAND FOR 20 & 15, VERTICAL FOR 40
SOAPBOX:       MERCI FOR GREAT CONTEST EACH YEAR.
X-SUMMARY: 
X-SUMMARY:                     160m  80m  40m  20m  15m  10m  Total
X-SUMMARY: 
X-SUMMARY:         Valid QSOs:    0    0    6   50   52    0   108
X-SUMMARY:              Mults:    0    0    6   40   40    0    86
X-SUMMARY: 
X-SUMMARY: 
QSO: 21000 PH 2017-02-25 1435 N8DE          59   001   TK5KP        59  2A
QSO: 21000 PH 2017-02-25 1438 N8DE          59   002   F4GGQ        59  29
QSO: 21000 PH 2017-02-25 1439 N8DE          59   003   TO3Z         59  FG
QSO: 21000 PH 2017-02-25 1441 N8DE          59   004   F5UTN        59  27
QSO: 21000 PH 2017-02-25 1442 N8DE          59   005   F4FFH        59  50
QSO: 21000 PH 2017-02-25 1450 N8DE          59   006   F6KNB        59  33
QSO: 21000 PH 2017-02-25 1459 N8DE          59   007   FY5KE        59  FY
QSO: 21000 PH 2017-02-25 1600 N8DE          59   008   F4ENK        59  37
QSO: 21000 PH 2017-02-25 1602 N8DE          59   009   TM1A         59  77
QSO: 21000 PH 2017-02-25 1648 N8DE          59   010   FM5DN        59  FM
QSO: 21000 PH 2017-02-25 1650 N8DE          59   011   FM5AN        59  FM
QSO: 14000 PH 2017-02-25 1656 N8DE          59   012   TM1A         59  77
QSO: 14000 PH 2017-02-25 1657 N8DE          59   013   F4CWN        59  32
QSO: 14000 PH 2017-02-25 1659 N8DE          59   014   F6KLO        59  19
QSO: 14000 PH 2017-02-25 1700 N8DE          59   015   TK5KP        59  2A
QSO: 14000 PH 2017-02-25 1702 N8DE          59   016   F8DSN        59  88
QSO: 14000 PH 2017-02-25 1703 N8DE          59   017   F5UTN        59  27
QSO: 14000 PH 2017-02-25 1705 N8DE          59   018   F4GDO        59  72
QSO: 14000 PH 2017-02-25 1706 N8DE          59   019   F4GGQ        59  29
QSO: 14000 PH 2017-02-25 1707 N8DE          59   020   F6CLQ        59  89
QSO: 14000 PH 2017-02-25 1709 N8DE          59   021   F6APE        59  49
QSO: 14000 PH 2017-02-25 1710 N8DE          59   022   F6HQP        59  73
QSO: 14000 PH 2017-02-25 1711 N8DE          59   023   F6KNB        59  33
QSO: 14000 PH 2017-02-25 1712 N8DE          59   024   F4DPW        59  95
QSO: 14000 PH 2017-02-25 1714 N8DE          59   025   F6HRP        59  22
QSO: 14000 PH 2017-02-25 1716 N8DE          59   026   F4BHW        59  18
QSO: 14000 PH 2017-02-25 1719 N8DE          59   027   F4DSK        59  45
QSO: 14000 PH 2017-02-25 1722 N8DE          59   028   F2YT         59  62
QSO: 14000 PH 2017-02-25 1726 N8DE          59   029   F5IVP        59  24
QSO: 14000 PH 2017-02-25 1727 N8DE          59   030   F5KDK/P      59  83
QSO: 14000 PH 2017-02-25 1728 N8DE          59   031   F6FDR        59  84
QSO: 14000 PH 2017-02-25 1728 N8DE          59   032   F6KPQ        59  56
QSO: 14000 PH 2017-02-25 1730 N8DE          59   033   F5MMF        59  24
QSO: 14000 PH 2017-02-25 1748 N8DE          59   034   FR5CB        59  FR
QSO: 14000 PH 2017-02-25 1758 N8DE          59   035   F6KBF        59  78
