START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-CW
CALLSIGN: KR5X
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: KR5X
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-CW CQWPX/cw/2017.
QSO: 14000 CW 2017-05-27 2004 KR5X          599 W7UDH         599 082
QSO: 14046 CW 2017-05-27 2004 KR5X          599 3 KZ9DX         599 122
QSO: 14047 CW 2017-05-27 2004 KR5X          599 0002 OL5Y          599 0732
QSO: 14000 CW 2017-05-27 2006 KR5X          599 0006 KS7T          599 0344
QSO: 14046 CW 2017-05-27 2006 KR5X          599 0005 NH7A          599 1164
QSO: 14047 CW 2017-05-27 2007 KR5X          599 0007 AA7CR         599 0224
QSO: 14047 CW 2017-05-27 2007 KR5X          599 0008 WR5J          599 0692
QSO: 14046 CW 2017-05-27 2009 KR5X          599 009 RM5A          599 1076
QSO: 14047 CW 2017-05-27 2009 KR5X          599 0011 LY1DZ         599 1003
QSO: 14047 CW 2017-05-27 2013 KR5X          599 0013 N7RCS         599 0228
QSO: 14046 CW 2017-05-27 2014 KR5X          599 015 DD0CC         599 1164
QSO: 14047 CW 2017-05-27 2014 KR5X          599 0014 S51A          599 1460
QSO: 14046 CW 2017-05-27 2015 KR5X          599 016 HA6NL         599 710
QSO: 14046 CW 2017-05-27 2016 KR5X          599 0017 SP6AB         599 0153
QSO: 14046 CW 2017-05-27 2016 KR5X          599 0019 UT3UCP        599 0623
QSO: 14047 CW 2017-05-27 2016 KR5X          599 0018 LY4A          599 1204
QSO: 14046 CW 2017-05-27 2017 KR5X          599 0020 SP5WA         599 0542
QSO: 14046 CW 2017-05-27 2018 KR5X          599 0022 KC7V          599 1151
QSO: 14047 CW 2017-05-27 2018 KR5X          599 0021 WA8WZG        599 0067
QSO: 14000 CW 2017-05-27 2019 KR5X          599 0023 SQ9FMU        599 0233
QSO: 14046 CW 2017-05-27 2019 KR5X          599 025 LX7I          599 2026
QSO: 14047 CW 2017-05-27 2019 KR5X          599 0024 AD7JP         599 1054
QSO: 14000 CW 2017-05-27 2021 KR5X          599 26 DM5N          599 944
QSO: 14047 CW 2017-05-27 2021 KR5X          599 0027 LZ5R          599 2119
QSO: 14046 CW 2017-05-27 2022 KR5X          599 0029 UW5Y          599 1561
QSO: 14047 CW 2017-05-27 2022 KR5X          599 0028 AB4IQ         599 0200
QSO: 14046 CW 2017-05-27 2023 KR5X          599 0031 K3IE          599 0788
QSO: 14046 CW 2017-05-27 2023 KR5X          599 0030 KN7NV         599 1797
QSO: 14046 CW 2017-05-27 2023 KR5X          599 032 M3I           599 0509
QSO: 14046 CW 2017-05-27 2023 KR5X          599 033 SZ1A          599 1102
QSO: 14046 CW 2017-05-27 2024 KR5X          599 034 OL6P          599 1254
QSO: 14046 CW 2017-05-27 2025 KR5X          599 0036 9A7DX         599 0371
QSO: 14046 CW 2017-05-27 2025 KR5X          599 0037 ZF2DO         599 0834
QSO: 14046 CW 2017-05-27 2026 KR5X          599 039 EW6W          599 1495
QSO: 14046 CW 2017-05-27 2026 KR5X          599 038 HB9FEU        599 043
QSO: 14046 CW 2017-05-27 2027 KR5X          599 041 DM9K          599 1133
QSO: 14047 CW 2017-05-27 2027 KR5X          599 0042 OT6M          599 0401
QSO: 14046 CW 2017-05-27 2029 KR5X          599 044 II9P          599 1554
QSO: 14047 CW 2017-05-27 2029 KR5X          599 0045 K9CT          599 1308
QSO: 14047 CW 2017-05-27 2030 KR5X          599 0046 G8X           599 0748
QSO: 14046 CW 2017-05-27 2031 KR5X          599 0048 IT9RBW        599 0618
QSO: 14046 CW 2017-05-27 2031 KR5X          599 0047 N5HC          599 0112
QSO: 14046 CW 2017-05-27 2032 KR5X          599 49 DF6PB         599 210
QSO: 14000 CW 2017-05-27 2033 KR5X          599 051 WA0LJM        599 190
QSO: 14046 CW 2017-05-27 2033 KR5X          599 0050 G4KZD         599 0290
QSO: 14046 CW 2017-05-27 2033 KR5X          599 0053 LZ7M          599 0237
QSO: 14047 CW 2017-05-27 2033 KR5X          599 0052 G5O           599 0766
QSO: 14046 CW 2017-05-27 2034 KR5X          599 056 9A1A          599 1584
QSO: 14046 CW 2017-05-27 2034 KR5X          599 055 HB9DQL        599 0389
QSO: 14046 CW 2017-05-27 2034 KR5X          599 0054 W4KLY         599 0080
QSO: 14000 CW 2017-05-27 2036 KR5X          599 063 DL2VM         599 079
QSO: 14046 CW 2017-05-27 2036 KR5X          599 0057 EW5Z          599 1343
QSO: 14046 CW 2017-05-27 2036 KR5X          599 059 P33W          599 1992
QSO: 14046 CW 2017-05-27 2036 KR5X          599 0058 SN8B          599 1406
QSO: 14046 CW 2017-05-27 2037 KR5X          599 060 DL6DH         599 0653
QSO: 14046 CW 2017-05-27 2037 KR5X          599 061 KM4HI         599 0251
QSO: 14046 CW 2017-05-27 2037 KR5X          599 0062 OZ4FA         599 0034
QSO: 14046 CW 2017-05-27 2038 KR5X          599 067 DJ9DZ         599 0891
QSO: 14047 CW 2017-05-27 2038 KR5X          599 0064 DL4CF         599 0092
QSO: 14046 CW 2017-05-27 2039 KR5X          599 0065 DL1NEO        599 0655
QSO: 14046 CW 2017-05-27 2039 KR5X          599 0066 OM4Q          599 1164
QSO: 14046 CW 2017-05-27 2040 KR5X          599 068 DL5LYM        599 0922
QSO: 14046 CW 2017-05-27 2040 KR5X          599 069 DM6V          599 1271
QSO: 14046 CW 2017-05-27 2041 KR5X          599 0071 AA4LR         599 0490
QSO: 14046 CW 2017-05-27 2042 KR5X          599 073 SQ8N          599 0082
QSO: 14047 CW 2017-05-27 2042 KR5X          599 0072 DM3PKK        599 0279
QSO: 14047 CW 2017-05-27 2042 KR5X          599 0074 HA5PP         599 0640
QSO: 14046 CW 2017-05-27 2043 KR5X          599 0075 OK1TA         599 0565
QSO: 14046 CW 2017-05-27 2043 KR5X          599 0076 VE3CX         599 0291
QSO: 14046 CW 2017-05-27 2044 KR5X          599 077 CN8KD         599 0845
QSO: 14046 CW 2017-05-27 2044 KR5X          599 078 RW7F          599 1422
QSO: 14046 CW 2017-05-27 2045 KR5X          599 0079 9A7A          599 2307
QSO: 14046 CW 2017-05-27 2045 KR5X          599 0081 WQ6K          599 0263
QSO: 14047 CW 2017-05-27 2046 KR5X          599 0080 N1TO          599 0965
QSO: 14000 CW 2017-05-27 2047 KR5X          599 82 UA6LUQ        599 533
QSO: 14046 CW 2017-05-27 2056 KR5X          599 0084 YT6W          599 1790
QSO: 14047 CW 2017-05-27 2057 KR5X          599 0085 AE0EE         599 0179
QSO: 14046 CW 2017-05-27 2058 KR5X          599 087 OL3Z          599 1911
QSO: 14046 CW 2017-05-27 2058 KR5X          599 0076 W8FN          599 0155
QSO: 14047 CW 2017-05-27 2058 KR5X          599 0088 ON5SV         599 0086
QSO: 14047 CW 2017-05-27 2059 KR5X          599 0089 YO3FRI        599 0588
QSO: 14046 CW 2017-05-27 2100 KR5X          599 091 YT5A          599 1595
QSO: 14047 CW 2017-05-27 2100 KR5X          599 0090 NN5Z          599 0274
QSO: 14046 CW 2017-05-27 2101 KR5X          599 0093 SP1JQJ        599 0200
QSO: 14046 CW 2017-05-27 2101 KR5X          599 93 WD0T          599 341
QSO: 14046 CW 2017-05-27 2102 KR5X          599 0094 NA6O          599 1083
QSO: 14046 CW 2017-05-27 2102 KR5X          599 0095 UT5C          599 1303
QSO: 14046 CW 2017-05-27 2103 KR5X          599 096 DK3WW         599 1071
QSO: 14000 CW 2017-05-27 2104 KR5X          599 0097 4O4SM         599 0279
QSO: 14047 CW 2017-05-27 2105 KR5X          599 0098 DF3AX         599 0612
QSO: 14046 CW 2017-05-27 2106 KR5X          599 100 DF0SAX        599 1227
QSO: 14046 CW 2017-05-27 2106 KR5X          599 101 DR4A          599 1156
QSO: 14047 CW 2017-05-27 2106 KR5X          599 0102 NM7D          599 1248
QSO: 14047 CW 2017-05-27 2107 KR5X          599 0103 W6SX          599 0733
QSO: 14000 CW 2017-05-27 2108 KR5X          599 105 DF6RI         599 158
QSO: 14047 CW 2017-05-27 2110 KR5X          599 0108 UT4U          599 1249
QSO: 14046 CW 2017-05-27 2111 KR5X          599 0110 W0UY          599 0145
QSO: 14046 CW 2017-05-27 2111 KR5X          599 0109 YR32A         599 0455
QSO: 14047 CW 2017-05-27 2111 KR5X          599 0111 LZ8E          599 1956
QSO: 14000 CW 2017-05-27 2112 KR5X          599 112 K7ABV         599 224
QSO: 14047 CW 2017-05-27 2112 KR5X          599 0113 AD4EB         599 0517
QSO: 14000 CW 2017-05-27 2116 KR5X          599 0114 N4NO          599 0609
QSO: 14047 CW 2017-05-27 2117 KR5X          599 0116 WK7S          599 1392
QSO: 14000 CW 2017-05-27 2118 KR5X          599 0137 HG6O          599 0560
QSO: 14038 CW 2017-05-27 2119 KR5X          599 119 WY8DX         599 0884
QSO: 14046 CW 2017-05-27 2120 KR5X          599 118 HG7T          599 1248
QSO: 14046 CW 2017-05-27 2120 KR5X          599 121 R7MM          599 1007
QSO: 14047 CW 2017-05-27 2120 KR5X          599 0120 K9OM          599 1033
QSO: 14000 CW 2017-05-27 2122 KR5X          599 122 WT7S          599 898
QSO:  7033 CW 2017-05-27 2125 KR5X          599 0124 NR4M          599 1035
QSO:  7037 CW 2017-05-27 2125 KR5X          599 0224 9A3AG         599 0883
QSO:  7033 CW 2017-05-27 2126 KR5X          599 125 VA3DF         599 369
