START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-CW
CALLSIGN: UY2RA
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: UY2RA
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-CW CQWPX/cw/2017.
QSO: 14037 CW 2017-05-27 1422 UY2RA         599 K6NR          599 380
QSO: 14033 CW 2017-05-27 1423 UY2RA         599 0003 BI8FZA        599 0510
QSO: 14035 CW 2017-05-27 1423 UY2RA         599 0003 VC2W          599 1153
QSO: 14033 CW 2017-05-27 1424 UY2RA         599 0004 DF3AX         599 0460
QSO: 14033 CW 2017-05-27 1425 UY2RA         599 005 DG5E          599 0310
QSO: 14033 CW 2017-05-27 1427 UY2RA         599 0117 DL1GME        599 0404
QSO: 14033 CW 2017-05-27 1427 UY2RA         599 0006 NR4M          599 0862
QSO: 14033 CW 2017-05-27 1428 UY2RA         599 0008 F6HDI         599 0147
QSO: 14033 CW 2017-05-27 1431 UY2RA         599 0011 YO4KAK        599 0175
QSO: 14033 CW 2017-05-27 1432 UY2RA         599 0012 WK7S          599 1032
QSO: 14033 CW 2017-05-27 1433 UY2RA         599 0013 G4LPD         599 0059
QSO: 14033 CW 2017-05-27 1434 UY2RA         599 0016 LZ1QV         599 0220
QSO: 14033 CW 2017-05-27 1434 UY2RA         599 0015 WQ2N          599 0549
QSO: 14033 CW 2017-05-27 1436 UY2RA         599 0017 UA9LAO        599 0420
QSO: 14033 CW 2017-05-27 1438 UY2RA         599 0018 NK3Y          599 0202
QSO: 14033 CW 2017-05-27 1439 UY2RA         599 0019 G8X           599 0534
QSO: 14033 CW 2017-05-27 1442 UY2RA         599 0021 JG1EIQ        599 0177
QSO: 14000 CW 2017-05-27 1443 UY2RA         599 024 ON3ND         599 577
QSO: 14033 CW 2017-05-27 1443 UY2RA         599 0023 RU0LL         599 0448
QSO: 14000 CW 2017-05-27 1444 UY2RA         599 22 UR4GU         599 223
QSO: 14032 CW 2017-05-27 1445 UY2RA         599 025 JH1OVY        599 104
QSO: 14032 CW 2017-05-27 1445 UY2RA         599 026 P33W          599 1386
QSO: 14000 CW 2017-05-27 1446 UY2RA         599 29 R7RF          599 189
QSO: 14033 CW 2017-05-27 1446 UY2RA         599 0027 LZ3FN         599 0908
QSO: 14033 CW 2017-05-27 1446 UY2RA         599 0028 PA5WT         599 0413
QSO: 14029 CW 2017-05-27 1510 UY2RA         599 030 RT5Z          599 1104
QSO: 14000 CW 2017-05-27 1512 UY2RA         599 32 OK1TD         599 273
QSO: 14030 CW 2017-05-27 1516 UY2RA         599 0034 UB6B          599 0881
QSO: 14030 CW 2017-05-27 1521 UY2RA         599 0036 DL8MBS        599 0244
QSO: 14031 CW 2017-05-27 1522 UY2RA         599 0037 AI3Q          599 0007
QSO: 14000 CW 2017-05-27 1523 UY2RA         599 0038 G0BBO         599 0083
QSO: 14031 CW 2017-05-27 1524 UY2RA         599 0039 YO3LW         599 0294
QSO: 14031 CW 2017-05-27 1526 UY2RA         599 0041 G4RRM         599 0006
QSO: 14030 CW 2017-05-27 1527 UY2RA         599 043 EF5T          599 0157
QSO: 14031 CW 2017-05-27 1528 UY2RA         599 0044 KN7NV         599 1491
QSO: 14000 CW 2017-05-27 1529 UY2RA         599 043 DL3OH         599 122
QSO: 14031 CW 2017-05-27 1529 UY2RA         599 0045 VE2QA         599 0113
QSO: 14031 CW 2017-05-27 1530 UY2RA         599 046 IK1BPL        599 055
QSO: 14030 CW 2017-05-27 1531 UY2RA         599 0047 UA6GF         599 0191
QSO: 14031 CW 2017-05-27 1532 UY2RA         599 0048 OZ/DJ5LA      599 0166
QSO: 14018 CW 2017-05-27 1536 UY2RA         599 0049 KD4D          599 1049
QSO: 14021 CW 2017-05-27 1538 UY2RA         599 0050 R9XG          599 0086
QSO: 14000 CW 2017-05-27 1539 UY2RA         599 0051 YO9CWY        599 0156
QSO: 14021 CW 2017-05-27 1542 UY2RA         599 053 JJ3JJL        599 309
QSO: 14000 CW 2017-05-27 1544 UY2RA         599 055 JI1VAH        599 130
QSO: 14021 CW 2017-05-27 1546 UY2RA         599 0056 VK3JA         599 0223
QSO: 14021 CW 2017-05-27 1547 UY2RA         599 057 JH1ACA        599 199
QSO: 14021 CW 2017-05-27 1547 UY2RA         599 0058 RU6K          599 1265
QSO: 14000 CW 2017-05-27 1549 UY2RA         599 059 JR6AG         599 201
QSO: 14021 CW 2017-05-27 1551 UY2RA         599 061 DJ7AT         599 0458
QSO: 14021 CW 2017-05-27 1551 UY2RA         599 0060 IZ3SQW        599 0653
QSO: 14021 CW 2017-05-27 1552 UY2RA         599 0062 DJ9RR         599 0596
QSO: 14021 CW 2017-05-27 1552 UY2RA         599 0063 EA6ZS         599 0214
QSO: 14021 CW 2017-05-27 1557 UY2RA         599 065 RC9M          599 074
QSO: 14021 CW 2017-05-27 1600 UY2RA         599 0066 LZ7O          599 0280
QSO: 14021 CW 2017-05-27 1603 UY2RA         599 0067 AA0AW         599 0099
QSO: 14021 CW 2017-05-27 1603 UY2RA         599 0068 S59AA         599 0548
QSO: 14000 CW 2017-05-27 1604 UY2RA         599 069 EA5HRT        599 112
QSO: 14010 CW 2017-05-27 1608 UY2RA         599 071 B1Z           599 0663
QSO: 14008 CW 2017-05-27 1610 UY2RA         599 072 JE6RPM        599 1068
QSO: 14003 CW 2017-05-27 1612 UY2RA         599 73 JH4UYB        599 1002
QSO: 14014 CW 2017-05-27 1615 UY2RA         599 074 BA7JS         599 0717
QSO: 14018 CW 2017-05-27 1615 UY2RA         599 0075 YO9HP         599 0961
QSO: 14021 CW 2017-05-27 1616 UY2RA         599 076 YT5A          599 1283
QSO: 14025 CW 2017-05-27 1618 UY2RA         599 0077 JI1AVY        599 0402
QSO: 14000 CW 2017-05-27 1621 UY2RA         599 0078 WX3B          599 0580
QSO: 14001 CW 2017-05-27 1622 UY2RA         599 0079 B7Q           599 0687
QSO: 14004 CW 2017-05-27 1623 UY2RA         599 080 EF5F          599 0882
QSO:  3522 CW 2017-05-27 1937 UY2RA         599 081 OG6N          599 1321
QSO:  3522 CW 2017-05-27 1938 UY2RA         599 084 RW2F          599 0336
QSO:  3500 CW 2017-05-27 1939 UY2RA         599 085 R7AC          599 185
QSO:  3522 CW 2017-05-27 1939 UY2RA         599 0086 LY2FN         599 0428
QSO:  3522 CW 2017-05-27 1939 UY2RA         599 0083 S57AW         599 0584
QSO:  3522 CW 2017-05-27 1939 UY2RA         599 087 YU1ED         599 0292
QSO:  3500 CW 2017-05-27 1940 UY2RA         599 0089 UY5TE         599 0299
QSO:  3522 CW 2017-05-27 1940 UY2RA         599 0090 DF7GG         599 0287
QSO:  3522 CW 2017-05-27 1940 UY2RA         599 0088 RO9A          599 0887
QSO:  3522 CW 2017-05-27 1941 UY2RA         599 91 R4RR          599 1624
QSO:  3522 CW 2017-05-27 1941 UY2RA         599 0092 S52AW         599 0537
QSO:  3522 CW 2017-05-27 1942 UY2RA         599 095 II1A          599 546
QSO:  3522 CW 2017-05-27 1942 UY2RA         599 0094 S57Z          599 0434
QSO:  3522 CW 2017-05-27 1942 UY2RA         599 0096 UZ3A          599 1479
QSO:  3522 CW 2017-05-27 1942 UY2RA         599 0093 YU1FJK        599 0357
QSO:  3522 CW 2017-05-27 1943 UY2RA         599 0099 LY3B          599 0384
QSO:  3522 CW 2017-05-27 1943 UY2RA         599 0098 SN7O          599 0954
QSO:  3500 CW 2017-05-27 1944 UY2RA         599 0100 RL6MF         599 0240
QSO:  3522 CW 2017-05-27 1944 UY2RA         599 0102 DL2TM         599 0113
QSO:  3522 CW 2017-05-27 1944 UY2RA         599 101 RU4A          599 129
QSO:  3522 CW 2017-05-27 1945 UY2RA         599 0104 E74O          599 0102
QSO:  3522 CW 2017-05-27 1945 UY2RA         599 103 RN3S          599 470
QSO: 14002 CW 2017-05-27 1949 UY2RA         599 0106 KP2M          599 1822
QSO: 14003 CW 2017-05-27 1951 UY2RA         599 0107 TA/UT2II      599 0234
QSO: 14004 CW 2017-05-27 1952 UY2RA         599 108 K3RA          599 0942
QSO: 14005 CW 2017-05-27 1954 UY2RA         599 0109 YT6W          599 1689
QSO: 14001 CW 2017-05-27 1955 UY2RA         599 0110 N2MM          599 1060
QSO: 14003 CW 2017-05-27 1957 UY2RA         599 111 KQ2M          599 1905
QSO: 14006 CW 2017-05-27 1957 UY2RA         599 0112 ED5O          599 1105
QSO: 14006 CW 2017-05-27 1958 UY2RA         599 113 K3LR          599 1326
QSO: 14007 CW 2017-05-27 1958 UY2RA         599 0114 NW7R          599 1577
QSO: 14009 CW 2017-05-27 2000 UY2RA         599 0116 NR3X          599 1865
QSO: 14000 CW 2017-05-27 2002 UY2RA         599 0117 PA2W          599 0248
QSO: 14011 CW 2017-05-27 2004 UY2RA         599 119 W2LE          599 0421
QSO:  3503 CW 2017-05-27 2009 UY2RA         599 0122 RY7Y          599 1496
QSO:  3504 CW 2017-05-27 2009 UY2RA         599 0123 RZ3AMW        599 0205
QSO:  3504 CW 2017-05-27 2010 UY2RA         599 0124 LY2BMX        599 0359
QSO:  3505 CW 2017-05-27 2010 UY2RA         599 0125 RV9UP         599 0584
QSO:  3509 CW 2017-05-27 2011 UY2RA         599 0126 UT7IS         599 0197
QSO:  3500 CW 2017-05-27 2012 UY2RA         599 127 UT4WA         599 415
QSO:  3513 CW 2017-05-27 2013 UY2RA         599 0128 OE2LCM        599 0644
QSO:  3514 CW 2017-05-27 2013 UY2RA         599 129 OL4A          599 0422
QSO:  3515 CW 2017-05-27 2014 UY2RA         599 0130 UX2X          599 0464
QSO:  3521 CW 2017-05-27 2015 UY2RA         599 131 RU5A          599 1149
QSO:  3500 CW 2017-05-27 2016 UY2RA         599 0133 SP1AEN        599 0846
QSO:  3521 CW 2017-05-27 2016 UY2RA         599 132 UA3QAM        599 383
QSO:  3521 CW 2017-05-27 2016 UY2RA         599 0134 YL2KO         599 1346
QSO:  3500 CW 2017-05-27 2017 UY2RA         599 137 EU6AA         599 162
QSO:  3521 CW 2017-05-27 2017 UY2RA         599 0136 OL4W          599 0445
QSO:  3521 CW 2017-05-27 2017 UY2RA         599 0135 S50B          599 0436
QSO:  3521 CW 2017-05-27 2018 UY2RA         599 138 UR4RWW        599 493
QSO:  3521 CW 2017-05-27 2019 UY2RA         599 0140 I2IFT         599 0460
QSO:  3521 CW 2017-05-27 2019 UY2RA         599 0141 UT4XU         599 0718
QSO:  3521 CW 2017-05-27 2020 UY2RA         599 142 MW5R          599 0415
QSO:  3521 CW 2017-05-27 2021 UY2RA         599 0143 RK3T          599 0183
QSO:  3521 CW 2017-05-27 2022 UY2RA         599 0144 LZ1HW         599 0247
QSO:  3500 CW 2017-05-27 2023 UY2RA         599 145 OK1P          599 157
QSO:  3521 CW 2017-05-27 2023 UY2RA         599 0146 DL4ME         599 0544
QSO:  3521 CW 2017-05-27 2023 UY2RA         599 0147 RZ1OK         599 0539
QSO:  3520 CW 2017-05-27 2025 UY2RA         599 148 OK8BN         599 0418
QSO:  3521 CW 2017-05-27 2025 UY2RA         599 149 DJ4MH         599 625
QSO:  3500 CW 2017-05-27 2026 UY2RA         599 150 RA4HBS        599 97
QSO:  3521 CW 2017-05-27 2026 UY2RA         599 0151 YU0U          599 0412
QSO:  3500 CW 2017-05-27 2027 UY2RA         599 0152 OK1LL         599 0147
QSO:  3500 CW 2017-05-27 2028 UY2RA         599 154 R7KX          599 683
QSO:  3500 CW 2017-05-27 2028 UY2RA         599 153 UR4IZ         599 499
QSO:  3521 CW 2017-05-27 2028 UY2RA         599 0155 9A3B          599 0447
QSO:  3520 CW 2017-05-27 2029 UY2RA         599 0156 EU4E          599 0454
QSO:  3500 CW 2017-05-27 2030 UY2RA         599 157 RO5X          599 156
QSO:  3500 CW 2017-05-27 2030 UY2RA         599 160 UY5YB         599 289
QSO:  3521 CW 2017-05-27 2030 UY2RA         599 0158 UC7A          599 1234
QSO:  3521 CW 2017-05-27 2030 UY2RA         599 0159 UT5UN         599 0410
QSO:  3521 CW 2017-05-27 2031 UY2RA         599 161 LZ9W          599 0471
QSO:  3521 CW 2017-05-27 2032 UY2RA         599 162 P33W          599 0288
QSO:  3521 CW 2017-05-27 2033 UY2RA         599 165 9A1A          599 0592
QSO:  3521 CW 2017-05-27 2033 UY2RA         599 164 HA3LN         599 0236
QSO:  3521 CW 2017-05-27 2035 UY2RA         599 166 UA4CNJ        599 263
QSO:  3521 CW 2017-05-27 2035 UY2RA         599 0167 YL2VW         599 0864
QSO:  3521 CW 2017-05-27 2036 UY2RA         599 168 EW1NM         599 314
QSO:  3521 CW 2017-05-27 2036 UY2RA         599 0169 OF8CW         599 0159
QSO:  3500 CW 2017-05-27 2039 UY2RA         599 0170 DK8ZZ         599 0340
QSO:  3502 CW 2017-05-27 2039 UY2RA         599 0171 YL2SM         599 1229
QSO:  3505 CW 2017-05-27 2041 UY2RA         599 0172 S53X          599 1185
QSO:  3509 CW 2017-05-27 2041 UY2RA         599 0173 E70T          599 0568
QSO:  3511 CW 2017-05-27 2042 UY2RA         599 175 LY9A          599 0214
QSO:  3512 CW 2017-05-27 2042 UY2RA         599 0176 SQ5M          599 0415
QSO:  3512 CW 2017-05-27 2043 UY2RA         599 177 R2017CC       599 198
QSO:  3515 CW 2017-05-27 2045 UY2RA         599 178 DL3ANK        599 1090
QSO:  3517 CW 2017-05-27 2045 UY2RA         599 0179 OK1DX         599 0351
QSO:  3518 CW 2017-05-27 2045 UY2RA         599 0180 LY5R          599 0361
QSO:  3521 CW 2017-05-27 2046 UY2RA         599 181 UT8NT         599 285
QSO:  3521 CW 2017-05-27 2047 UY2RA         599 0182 R5DT          599 0168
QSO:  3521 CW 2017-05-27 2048 UY2RA         599 183 UR5KED        599 136
QSO:  3521 CW 2017-05-27 2049 UY2RA         599 0184 S57KM         599 0340
QSO:  3500 CW 2017-05-27 2050 UY2RA         599 185 DK8AX         599 0102
QSO:  3526 CW 2017-05-27 2051 UY2RA         599 186 OM0WR         599 442
QSO:  3526 CW 2017-05-27 2051 UY2RA         599 187 S57K          599 1496
QSO:  3500 CW 2017-05-27 2052 UY2RA         599 188 DL8QS         599 439
QSO:  3528 CW 2017-05-27 2053 UY2RA         599 0189 OP4K          599 1610
QSO:  3529 CW 2017-05-27 2053 UY2RA         599 0190 SD6E          599 0571
QSO:  3531 CW 2017-05-27 2055 UY2RA         599 193 EW7A          599 602
QSO:  3531 CW 2017-05-27 2055 UY2RA         599 0192 SP5Y          599 0920
QSO:  3532 CW 2017-05-27 2056 UY2RA         599 194 OE2S          599 1212
QSO:  3536 CW 2017-05-27 2057 UY2RA         599 0195 HA8JP         599 0264
QSO:  3543 CW 2017-05-27 2058 UY2RA         599 0196 SQ3RX         599 0489
QSO:  3543 CW 2017-05-27 2059 UY2RA         599 197 E73ESP        599 0307
QSO:  3545 CW 2017-05-27 2100 UY2RA         599 0198 9A4QV         599 0362
QSO:  3546 CW 2017-05-27 2101 UY2RA         599 199 DL1BA         599 107
QSO:  3547 CW 2017-05-27 2101 UY2RA         599 0201 S52ZW         599 0877
QSO:  3549 CW 2017-05-27 2103 UY2RA         599 0203 UY7C          599 0955
QSO:  3550 CW 2017-05-27 2104 UY2RA         599 204 R1AT          599 709
QSO:  3551 CW 2017-05-27 2105 UY2RA         599 206 ES5RR         599 1986
QSO:  3530 CW 2017-05-27 2106 UY2RA         599 207 UT1V          599 287
QSO:  3552 CW 2017-05-27 2108 UY2RA         599 0210 RG9A          599 1885
QSO:  3500 CW 2017-05-27 2109 UY2RA         599 212 4L2M          599 282
QSO:  3545 CW 2017-05-27 2110 UY2RA         599 0213 SM5ACQ        599 0264
QSO:  3521 CW 2017-05-27 2113 UY2RA         599 0214 MI5I          599 0869
QSO:  3521 CW 2017-05-27 2115 UY2RA         599 0215 EW8DX         599 1111
