START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-CW
CALLSIGN: UY2RA
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: UY2RA
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-CW CQWPX/cw/2017.
QSO: 14037 CW 2017-05-27 1422 UY2RA         599 K6NR          599 380
QSO:  3521 CW 2017-05-27 2115 UY2RA         599 211 R3QA          599 794
QSO:  3521 CW 2017-05-27 2116 UY2RA         599 0217 OE8TED        599 0578
QSO:  3521 CW 2017-05-27 2116 UY2RA         599 216 RM7M          599 1444
QSO:  3521 CW 2017-05-27 2117 UY2RA         599 0220 OM3WZ         599 0107
QSO:  3521 CW 2017-05-27 2117 UY2RA         599 218 RW4W          599 1591
QSO:  3521 CW 2017-05-27 2118 UY2RA         599 221 LY2GW         599 304
QSO:  3521 CW 2017-05-27 2118 UY2RA         599 223 RU1A          599 0416
QSO:  3521 CW 2017-05-27 2118 UY2RA         599 222 UR8RF         599 533
QSO:  3500 CW 2017-05-27 2119 UY2RA         599 226 R4FA          599 257
QSO:  3521 CW 2017-05-27 2119 UY2RA         599 225 OK1VK         599 352
QSO:  3522 CW 2017-05-27 2120 UY2RA         599 0228 LZ8E          599 1970
QSO:  3522 CW 2017-05-27 2120 UY2RA         599 0224 OK1LO         599 0060
QSO:  3522 CW 2017-05-27 2120 UY2RA         599 0227 SC5C          599 0694
QSO:  3522 CW 2017-05-27 2121 UY2RA         599 0229 G3VGZ         599 0108
QSO:  3522 CW 2017-05-27 2122 UY2RA         599 230 DL6KWN        599 371
QSO: 14023 CW 2017-05-28 0525 UY2RA         599 0231 WH6R          599 1689
QSO: 14021 CW 2017-05-28 0526 UY2RA         599 232 OM7M          599 1735
QSO: 14012 CW 2017-05-28 0527 UY2RA         599 233 R8WF          599 1093
QSO: 14013 CW 2017-05-28 0528 UY2RA         599 0234 S53O          599 1171
QSO: 14015 CW 2017-05-28 0529 UY2RA         599 235 YT3X          599 1650
QSO: 14025 CW 2017-05-28 0530 UY2RA         599 0236 E77W          599 1590
QSO: 14026 CW 2017-05-28 0531 UY2RA         599 237 IF9A          599 825
QSO: 14031 CW 2017-05-28 0531 UY2RA         599 238 9A1A          599 1813
QSO: 14033 CW 2017-05-28 0532 UY2RA         599 0239 UP2L          599 2212
QSO: 14034 CW 2017-05-28 0532 UY2RA         599 240 RU1A          599 2046
QSO: 14000 CW 2017-05-28 0534 UY2RA         599 241 YT1A          599 1348
QSO: 14019 CW 2017-05-28 0534 UY2RA         599 0242 S57DX         599 1439
QSO: 14022 CW 2017-05-28 0535 UY2RA         599 0243 RN9RF         599 0353
QSO: 14021 CW 2017-05-28 0536 UY2RA         599 244 UA9D          599 360
QSO: 14021 CW 2017-05-28 0537 UY2RA         599 245 SO4R          599 1898
QSO: 14000 CW 2017-05-28 0539 UY2RA         599 246 UN7TX         599 248
QSO: 14006 CW 2017-05-28 0540 UY2RA         599 247 R9CD          599 352
QSO: 14007 CW 2017-05-28 0540 UY2RA         599 0248 RT9S          599 1585
QSO: 14010 CW 2017-05-28 0540 UY2RA         599 249 RM5A          599 1210
QSO: 14018 CW 2017-05-28 0547 UY2RA         599 250 UN8PT         599 587
QSO: 14006 CW 2017-05-28 0555 UY2RA         599 0251 RK4FF         599 1467
QSO: 14007 CW 2017-05-28 0611 UY2RA         599 0252 RT9S          599 1619
QSO: 14013 CW 2017-05-28 0612 UY2RA         599 0253 RG9A          599 2049
QSO: 14015 CW 2017-05-28 0612 UY2RA         599 0254 S50R          599 1211
QSO: 14019 CW 2017-05-28 0613 UY2RA         599 0255 RT9L          599 1241
QSO: 14024 CW 2017-05-28 0614 UY2RA         599 0257 RW3XZ         599 0957
QSO: 14029 CW 2017-05-28 0614 UY2RA         599 257 LX7I          599 2651
QSO: 14029 CW 2017-05-28 0615 UY2RA         599 258 DM9K          599 1276
QSO: 14030 CW 2017-05-28 0615 UY2RA         599 0259 IO3X          599 0588
QSO: 14033 CW 2017-05-28 0616 UY2RA         599 260 DR4A          599 1329
QSO: 14036 CW 2017-05-28 0617 UY2RA         599 0261 4Z5LY         599 1317
QSO: 14053 CW 2017-05-28 0618 UY2RA         599 0262 LZ5XQ         599 0999
QSO: 14041 CW 2017-05-28 0620 UY2RA         599 263 RX9FB         599 154
QSO: 14035 CW 2017-05-28 0621 UY2RA         599 264 RU9TN         599 514
QSO: 14029 CW 2017-05-28 0622 UY2RA         599 0265 G4BUE         599 0301
QSO: 14028 CW 2017-05-28 0623 UY2RA         599 0266 SV5DKL        599 1212
QSO: 14021 CW 2017-05-28 0626 UY2RA         599 0267 RN4HAB        599 0570
QSO: 14000 CW 2017-05-28 0627 UY2RA         599 0268 UA8WAA        599 0210
QSO: 14019 CW 2017-05-28 0641 UY2RA         599 0269 RW4WA         599 0687
QSO: 14021 CW 2017-05-28 0642 UY2RA         599 270 SZ1A          599 1299
QSO: 14045 CW 2017-05-28 0649 UY2RA         599 0271 RZ9UO         599 0099
QSO: 14040 CW 2017-05-28 0651 UY2RA         599 0274 LZ3ZZ         599 0266
QSO: 14038 CW 2017-05-28 0652 UY2RA         599 275 RX9WN         599 355
QSO: 14027 CW 2017-05-28 0653 UY2RA         599 277 UP0L          599 2539
QSO: 14029 CW 2017-05-28 0653 UY2RA         599 0276 LZ1ZJ         599 0420
QSO: 14023 CW 2017-05-28 0654 UY2RA         599 0279 UA4PN         599 0583
QSO: 14026 CW 2017-05-28 0654 UY2RA         599 278 OH8X          599 1788
QSO: 14026 CW 2017-05-28 0732 UY2RA         599 280 R9JR          599 67
QSO: 14009 CW 2017-05-28 0742 UY2RA         599 281 M3I           599 0570
QSO: 14044 CW 2017-05-28 0753 UY2RA         599 282 ZA/OG1N       599 1655
QSO: 14000 CW 2017-05-28 0754 UY2RA         599 0283 Z31NA         599 0687
QSO: 14041 CW 2017-05-28 0756 UY2RA         599 0285 SD6E          599 0793
QSO: 14000 CW 2017-05-28 0757 UY2RA         599 286 DD3D          599 480
QSO: 14037 CW 2017-05-28 0757 UY2RA         599 0287 ON5JT         599 0899
QSO: 14032 CW 2017-05-28 0759 UY2RA         599 0288 F8DFP         599 0215
QSO: 14028 CW 2017-05-28 0802 UY2RA         599 289 DD0CC         599 1397
QSO: 14025 CW 2017-05-28 0803 UY2RA         599 290 IZ8JFL        599 699
QSO: 14021 CW 2017-05-28 0807 UY2RA         599 293 DL6NWA        599 185
QSO: 14000 CW 2017-05-28 0808 UY2RA         599 294 DL4XU         599 192
QSO: 14021 CW 2017-05-28 0809 UY2RA         599 0295 G4DDL         599 0245
QSO: 14021 CW 2017-05-28 0810 UY2RA         599 0297 LZ5R          599 2911
QSO: 14021 CW 2017-05-28 0810 UY2RA         599 0298 RD7T          599 1996
QSO: 14021 CW 2017-05-28 0811 UY2RA         599 301 OH6NC         599 0953
QSO: 14021 CW 2017-05-28 0811 UY2RA         599 0299 OP1A          599 0363
QSO: 14021 CW 2017-05-28 0811 UY2RA         599 0300 SK3W          599 1509
QSO: 14000 CW 2017-05-28 0812 UY2RA         599 304 S54X          599 712
QSO: 14021 CW 2017-05-28 0812 UY2RA         599 302 DK2LO         599 0178
QSO: 14035 CW 2017-05-28 0812 UY2RA         599 303 DK2WU         599 0239
QSO: 14000 CW 2017-05-28 0813 UY2RA         599 305 DL1SVA        599 125
QSO: 14021 CW 2017-05-28 0813 UY2RA         599 0306 SM5CSS        599 0908
QSO: 14000 CW 2017-05-28 0814 UY2RA         599 0308 YL3IZ/MM      599 0401
QSO: 14021 CW 2017-05-28 0814 UY2RA         599 0309 DL2NBY        599 0378
QSO: 14021 CW 2017-05-28 0815 UY2RA         599 311 HG7T          599 1407
QSO: 14000 CW 2017-05-28 0818 UY2RA         599 312 DL0GEO        599 096
QSO: 14021 CW 2017-05-28 0818 UY2RA         599 0313 SP5WA         599 0670
QSO: 14021 CW 2017-05-28 0819 UY2RA         599 0314 OH0X          599 2178
QSO: 14000 CW 2017-05-28 0820 UY2RA         599 0315 S58KA         599 0319
QSO: 14021 CW 2017-05-28 0821 UY2RA         599 0316 ON3CQ         599 0228
QSO: 14000 CW 2017-05-28 0823 UY2RA         599 317 RA4HBS        599 180
QSO: 14021 CW 2017-05-28 0825 UY2RA         599 318 UA9XF         599 399
END-OF-LOG:
