START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: CQ-WPX-CW
CALLSIGN: IK2QEI
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: IK2QEI
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for CQ-WPX-CW CQWPX/cw/2017.
QSO:  7000 CW 2017-05-27 1730 IK2QEI        599 UR5IFM        599 140
QSO:  7021 CW 2017-05-27 1732 IK2QEI        599 002 CT3KN         599 0473
QSO:  7021 CW 2017-05-27 1732 IK2QEI        599 004 P33W          599 0851
QSO:  7021 CW 2017-05-27 1733 IK2QEI        599 006 DQ6Q          599 0768
QSO:  7021 CW 2017-05-27 1733 IK2QEI        599 0005 OL5Y          599 0587
QSO:  7021 CW 2017-05-27 1733 IK2QEI        599 0007 UT5IZ         599 0163
QSO:  7021 CW 2017-05-27 1733 IK2QEI        599 0003 YU2A          599 0559
QSO:  7000 CW 2017-05-27 1734 IK2QEI        599 010 HA3MU         599 272
QSO:  7021 CW 2017-05-27 1734 IK2QEI        599 009 DD0CC         599 0682
QSO:  7021 CW 2017-05-27 1734 IK2QEI        599 008 DR4A          599 0821
QSO:  7021 CW 2017-05-27 1736 IK2QEI        599 012 II9P          599 0669
QSO:  7021 CW 2017-05-27 1736 IK2QEI        599 011 OL0W          599 0880
QSO:  7021 CW 2017-05-27 1738 IK2QEI        599 015 UT4LW         599 1192
QSO:  7000 CW 2017-05-27 1739 IK2QEI        599 016 DM5N          599 823
QSO:  7021 CW 2017-05-27 1739 IK2QEI        599 0018 PA3CVI        599 0311
QSO:  7000 CW 2017-05-27 1740 IK2QEI        599 018 OK1GS         599 100
QSO:  7021 CW 2017-05-27 1740 IK2QEI        599 020 OM7M          599 0908
QSO:  7021 CW 2017-05-27 1740 IK2QEI        599 0019 RL5A          599 0587
QSO:  7021 CW 2017-05-27 1741 IK2QEI        599 0023 R8TT          599 0360
QSO:  7021 CW 2017-05-27 1741 IK2QEI        599 022 RU1A          599 0930
QSO:  7021 CW 2017-05-27 1742 IK2QEI        599 0026 OK1UG         599 0319
QSO:  7021 CW 2017-05-27 1742 IK2QEI        599 025 RO5F          599 558
