START-OF-LOG: 2.0
CALLSIGN: EA1IYK
CATEGORY: SINGLE-OP ALL
CATEGORY-OVERLAY: SINGLE-OP
CLAIMED-SCORE: 18480
CLUB: URG
CONTEST: EA-PSK63
CREATED-BY: MixW 3.2
NAME: Michel  Le Bon
COMMENT: FOR THE MODE THIS PROGRAM NOT WRITE PSK63 BUT RY !
OPERATORS: EA1IYK
QSO: 14067 RY 2020-03-14 1702 EA1IYK        599 O      EA8W          599 GC     0
QSO: 14066 RY 2020-03-14 1705 EA1IYK        599 O      RN5AA         599 041    0
QSO:  7039 RY 2020-03-14 1715 EA1IYK        599 O      EA3X          599 B      0
QSO:  7039 RY 2020-03-14 1719 EA1IYK        599 O      EA7IP         599 SE     0
QSO:  7039 RY 2020-03-14 1720 EA1IYK        599 O      EC3A          599 B      0
QSO:  7038 RY 2020-03-14 1722 EA1IYK        599 O      IK5FKF        599 028    0
QSO:  7040 RY 2020-03-14 1725 EA1IYK        599 O      C37AC         599 017    0
QSO:  7040 RY 2020-03-14 1734 EA1IYK        599 O      EF5M          599 A      0
QSO:  7041 RY 2020-03-14 1736 EA1IYK        599 O      US7KC         599 070    0
QSO:  7041 RY 2020-03-14 1738 EA1IYK        599 O      EA7KFX        599 CA     0
QSO:  7041 RY 2020-03-14 1740 EA1IYK        599 O      ED3D          599 GI     0
QSO:  7041 RY 2020-03-14 1741 EA1IYK        599 O      EC7AT         599 AL     0
QSO:  7041 RY 2020-03-14 1743 EA1IYK        599 O      EA1G          599 O      0
QSO:  7042 RY 2020-03-14 1744 EA1IYK        599 O      IV3KKW        599 060    0
QSO:  7042 RY 2020-03-14 1745 EA1IYK        599 O      PA7WW         599 054    0
QSO:  7042 RY 2020-03-14 1746 EA1IYK        599 O      UT2GA         599 050    0
QSO:  7042 RY 2020-03-14 1748 EA1IYK        599 O      EC7WA         599 H      0
QSO:  7043 RY 2020-03-14 1749 EA1IYK        599 O      EA3IAZ        599 GI     0
QSO:  7043 RY 2020-03-14 1750 EA1IYK        599 O      UT5EPP        599 073    0
QSO:  7043 RY 2020-03-14 1752 EA1IYK        599 O      C31MF         599 034    0
QSO:  7043 RY 2020-03-14 1754 EA1IYK        599 O      UR5SD         599 099    0
QSO:  7044 RY 2020-03-14 1755 EA1IYK        599 O      LZ5K          599 088    0
QSO:  7044 RY 2020-03-14 1756 EA1IYK        599 O      EA4ZM         599 BA     0
QSO:  7045 RY 2020-03-14 1757 EA1IYK        599 O      UW1G          599 056    0
QSO:  7045 RY 2020-03-14 1801 EA1IYK        599 O      EA4Z          599 M      0
QSO:  7046 RY 2020-03-14 1804 EA1IYK        599 O      OO3O          599 070    0
QSO:  7046 RY 2020-03-14 1805 EA1IYK        599 O      EB4GOO        599 M      0
QSO:  7046 RY 2020-03-14 1810 EA1IYK        599 O      OZ1DAE        599 070    0
QSO:  7042 RY 2020-03-14 1818 EA1IYK        599 O      IN3BFW        599 48     0
QSO:  7042 RY 2020-03-14 1819 EA1IYK        599 O      SP5KCR        599 070    0
QSO:  7041 RY 2020-03-14 1822 EA1IYK        599 O      DL1RI         599 040    0
QSO:  7040 RY 2020-03-14 1824 EA1IYK        599 O      EB1TR         599 O      0
QSO:  7040 RY 2020-03-14 1826 EA1IYK        599 O      EA4URE        599 HQ     0
QSO:  7039 RY 2020-03-14 1829 EA1IYK        599 O      EA3CS         599 B      0
QSO:  7038 RY 2020-03-14 1830 EA1IYK        599 O      EA2ESZ        599 VI     0
QSO:  7036 RY 2020-03-14 1835 EA1IYK        599 O      EA1DV         599 BU     0
QSO:  7036 RY 2020-03-14 1836 EA1IYK        599 O      EA5SM         599 A      0
QSO:  7036 RY 2020-03-14 1837 EA1IYK        599 O      EA2DLX        599 BI     0
QSO:  7037 RY 2020-03-14 1840 EA1IYK        599 O      DL0GC         599 008    0
QSO:  7037 RY 2020-03-14 1842 EA1IYK        599 O      DL5RK         599 059    0
QSO:  7040 RY 2020-03-14 1854 EA1IYK        599 O      DK0OF         599 035    0
QSO:  7040 RY 2020-03-14 1855 EA1IYK        599 O      UX1CN         599 051    0
QSO:  7040 RY 2020-03-14 1856 EA1IYK        599 O      TA2JU         599 039    0
QSO:  7040 RY 2020-03-14 1858 EA1IYK        599 O      EB1BCG        599 SO     0
QSO:  7040 RY 2020-03-14 1859 EA1IYK        599 O      EA3EYO        599 B      0
QSO:  3583 RY 2020-03-14 2207 EA1IYK        599 O      CR5O          599 195    0
QSO:  3583 RY 2020-03-14 2209 EA1IYK        599 O      PA4G          599 053    0
QSO:  3584 RY 2020-03-14 2219 EA1IYK        599 O      EA7KI         599 MA     0
QSO:  3587 RY 2020-03-15 0043 EA1IYK        599 O      EA1CH         599 OU     0
QSO:  3585 RY 2020-03-15 0045 EA1IYK        599 O      EA7KHB        599 CO     0
QSO:  3585 RY 2020-03-15 0047 EA1IYK        599 O      DL9NCR        599 090    0
QSO:  3584 RY 2020-03-15 0049 EA1IYK        599 O      SQ1BVG        599 135    0
QSO:  3584 RY 2020-03-15 0050 EA1IYK        599 O      YU7NW         599 131    0
QSO:  3584 RY 2020-03-15 0053 EA1IYK        599 O      EA2BFM        599 BI     0
QSO:  3583 RY 2020-03-15 0054 EA1IYK        599 O      EF1L          599 LO     0
QSO:  3583 RY 2020-03-15 0055 EA1IYK        599 O      EA4FR         599 CR     0
QSO:  3584 RY 2020-03-15 0113 EA1IYK        599 O      EA4C          599 BA     0
QSO:  3584 RY 2020-03-15 0114 EA1IYK        599 O      S57ZT         599 221    0
QSO:  3585 RY 2020-03-15 0117 EA1IYK        599 O      DL0GC         599 168    0
QSO:  3583 RY 2020-03-15 0133 EA1IYK        599 O      EA4GRZ        599 M      0
QSO:  3584 RY 2020-03-15 0649 EA1IYK        599 O      F5OAM         599 133    0
QSO:  3585 RY 2020-03-15 0651 EA1IYK        599 O      EA3GP         599 T      0
QSO:  3586 RY 2020-03-15 0652 EA1IYK        599 O      EA3HWE        599 B      0
QSO:  3585 RY 2020-03-15 0657 EA1IYK        599 O      EA2DDE        599 NA     0
QSO:  3586 RY 2020-03-15 0658 EA1IYK        599 O      ED3D          599 GI     0
QSO:  3586 RY 2020-03-15 0659 EA1IYK        599 O      EB5CUZ        599 CS     0
QSO:  3587 RY 2020-03-15 0701 EA1IYK        599 O      EA4S          599 M      0
QSO:  3587 RY 2020-03-15 0703 EA1IYK        599 O      EA7DUT        599 CO     0
QSO:  3587 RY 2020-03-15 0706 EA1IYK        599 O      EA1OK         599 O      0
QSO:  3587 RY 2020-03-15 0708 EA1IYK        599 O      EB3A          599 T      0
QSO:  3585 RY 2020-03-15 0726 EA1IYK        599 O      EA7Q          599 H      0
QSO:  7041 RY 2020-03-15 0748 EA1IYK        599 O      CR5O          599 300    0
QSO:  7042 RY 2020-03-15 0750 EA1IYK        599 O      DL3SYA        599 327    0
QSO:  7042 RY 2020-03-15 0752 EA1IYK        599 O      9A1FL         599 176    0
QSO:  7043 RY 2020-03-15 0754 EA1IYK        599 O      EA7KI         599 MA     0
QSO:  7043 RY 2020-03-15 0755 EA1IYK        599 O      EA5GIE        599 V      0
QSO:  7045 RY 2020-03-15 0758 EA1IYK        599 O      PA3DBS        599 197    0
QSO:  7044 RY 2020-03-15 0804 EA1IYK        599 O      DL2GMB        599 032    0
QSO:  7044 RY 2020-03-15 0808 EA1IYK        599 O      EA7DUT        599 CO     0
QSO:  7044 RY 2020-03-15 0810 EA1IYK        599 O      OE7PKJ        599 52     0
QSO:  7044 RY 2020-03-15 0812 EA1IYK        599 O      EA7P          599 CA     0
QSO:  7044 RY 2020-03-15 0814 EA1IYK        599 O      EA7KHB        599 CO     0
QSO:  7044 RY 2020-03-15 0816 EA1IYK        599 O      EA7IYF        599 AL     0
QSO:  7044 RY 2020-03-15 0818 EA1IYK        599 O      EB3TR         599 L      0
QSO:  7044 RY 2020-03-15 0821 EA1IYK        599 O      EA5DLP        599 CS     0
QSO:  7044 RY 2020-03-15 0826 EA1IYK        599 O      EA7HS         599 CO     0
QSO:  7044 RY 2020-03-15 0833 EA1IYK        599 O      IN3FOI        599 193    0
QSO:  7042 RY 2020-03-15 0835 EA1IYK        599 O      F5PVK         599 064    0
QSO:  7042 RY 2020-03-15 0837 EA1IYK        599 O      OT7D          599 188    0
QSO:  7042 RY 2020-03-15 0839 EA1IYK        599 O      EA3HWE        599 B      0
QSO:  7041 RY 2020-03-15 0839 EA1IYK        599 O      EA5GOR        599 A      0
QSO:  7043 RY 2020-03-15 0847 EA1IYK        599 O      HB9CAT        599 053    0
QSO:  7043 RY 2020-03-15 0853 EA1IYK        599 O      EA5EX         599 MU     0
QSO:  7045 RY 2020-03-15 0901 EA1IYK        599 O      F5OAM         599 146    0
QSO:  7043 RY 2020-03-15 0939 EA1IYK        599 O      EA7BP         599 SE     0
QSO:  7043 RY 2020-03-15 0943 EA1IYK        599 O      F5RD          599 159    0
QSO:  7043 RY 2020-03-15 1003 EA1IYK        599 O      F6BQG         599 88     0
QSO:  7044 RY 2020-03-15 1019 EA1IYK        599 O      EA3GCT        599 B      0
QSO:  7044 RY 2020-03-15 1026 EA1IYK        599 O      IK2SBB        599 177    0
QSO:  7044 RY 2020-03-15 1027 EA1IYK        599 O      EA2HE         599 HU     0
QSO:  7044 RY 2020-03-15 1027 EA1IYK        599 O      IW3IOD        599 128    0
QSO:  7045 RY 2020-03-15 1031 EA1IYK        599 O      EB3EFU        599 GI     0
QSO:  7044 RY 2020-03-15 1037 EA1IYK        599 O      EA2A          599 HU     0
QSO:  7039 RY 2020-03-15 1047 EA1IYK        599 O      EA3F          599 L      0
QSO:  7038 RY 2020-03-15 1048 EA1IYK        599 O      EB5F          599 A      0
QSO:  7039 RY 2020-03-15 1054 EA1IYK        599 O      I2XLF         599 116    0
QSO:  7039 RY 2020-03-15 1055 EA1IYK        599 O      PG5V          599 134    0
QSO:  7042 RY 2020-03-15 1243 EA1IYK        599 O      EA5HEW        599 MU     0
QSO:  7042 RY 2020-03-15 1249 EA1IYK        599 O      EA3HKA        599 B      0
QSO:  7044 RY 2020-03-15 1252 EA1IYK        599 O      EA7ZC         599 H      0
QSO:  7044 RY 2020-03-15 1253 EA1IYK        599 O      EA5R          599 MU     0
QSO:  7045 RY 2020-03-15 1301 EA1IYK        599 O      EA4GOK        599 M      0
QSO: 14067 RY 2020-03-15 1417 EA1IYK        599 O      HA6NL         599 313    0
QSO: 14068 RY 2020-03-15 1418 EA1IYK        599 O      ED8H          599 TF     0
QSO: 14069 RY 2020-03-15 1419 EA1IYK        599 O      SP4TXI        599 257    0
QSO: 14070 RY 2020-03-15 1420 EA1IYK        599 O      UR2Y          599 298    0
QSO: 14070 RY 2020-03-15 1421 EA1IYK        599 O      IN3FOI        599 276    0
QSO: 14071 RY 2020-03-15 1422 EA1IYK        599 O      UA6CE         599 178    0
QSO: 14071 RY 2020-03-15 1423 EA1IYK        599 O      YU7AOP        599 184    0
QSO: 14072 RY 2020-03-15 1424 EA1IYK        599 O      I0GIA         599 193    0
QSO: 14072 RY 2020-03-15 1425 EA1IYK        599 O      EA8CNR        599 GC     0
QSO: 14073 RY 2020-03-15 1429 EA1IYK        599 O      YL2CI         599 259    0
QSO: 14068 RY 2020-03-15 1432 EA1IYK        599 O      UR5LP         599 249    0
QSO: 14068 RY 2020-03-15 1434 EA1IYK        599 O      DL3KVR        599 118    0
QSO: 14068 RY 2020-03-15 1436 EA1IYK        599 O      IZ2ZQP        599 046    0
QSO: 14068 RY 2020-03-15 1438 EA1IYK        599 O      DL8LRZ        599 016    0
QSO: 14068 RY 2020-03-15 1443 EA1IYK        599 O      RX6BH         599 235    0
QSO: 14068 RY 2020-03-15 1444 EA1IYK        599 O      UT8NT         599 289    0
QSO: 14069 RY 2020-03-15 1449 EA1IYK        599 O      IK1BPL        599 221    0
QSO: 14073 RY 2020-03-15 1452 EA1IYK        599 O      YO3RU         599 195    0
QSO: 14073 RY 2020-03-15 1453 EA1IYK        599 O      OK2WMC        599 149    0
QSO: 14073 RY 2020-03-15 1454 EA1IYK        599 O      RA6LIS        599 174    0
QSO: 14074 RY 2020-03-15 1500 EA1IYK        599 O      EA1OK         599 O      0
QSO: 14066 RY 2020-03-15 1501 EA1IYK        599 O      I3PVB         599 144    0
QSO: 14069 RY 2020-03-15 1504 EA1IYK        599 O      TA4RC         599 117    0
QSO: 14070 RY 2020-03-15 1507 EA1IYK        599 O      IT9VCE        599 330    0
QSO: 14071 RY 2020-03-15 1509 EA1IYK        599 O      UX1IW         599 150    0
QSO: 14072 RY 2020-03-15 1512 EA1IYK        599 O      EF8W          599 TF     0
QSO: 14073 RY 2020-03-15 1519 EA1IYK        599 O      EA8KL         599 TF     0
QSO: 14072 RY 2020-03-15 1532 EA1IYK        599 O      N6AR          599 244    0
QSO: 14071 RY 2020-03-15 1533 EA1IYK        599 O      LZ2JA         599 212    0
QSO: 14070 RY 2020-03-15 1538 EA1IYK        599 O      HF100PS       599 185    0
QSO: 14070 RY 2020-03-15 1539 EA1IYK        599 O      YU1NR         599 117    0
QSO: 14070 RY 2020-03-15 1544 EA1IYK        599 O      RA2FB         599 042    0
QSO: 14070 RY 2020-03-15 1546 EA1IYK        599 O      SV1JG         599 378    0
QSO: 14069 RY 2020-03-15 1549 EA1IYK        599 O      OM8JP         599 156    0
QSO: 14069 RY 2020-03-15 1551 EA1IYK        599 O      UT2SQ         599 071    0
QSO: 14069 RY 2020-03-15 1554 EA1IYK        599 O      RK6ART        599 180    0
QSO: 14069 RY 2020-03-15 1555 EA1IYK        599 O      UR5FBM        599 244    0
QSO: 14069 RY 2020-03-15 1558 EA1IYK        599 O      IW4EJK        599 137    0
END-OF-LOG:
