START-OF-LOG: 3.0
CATEGORY: Portable, multi operator, low power, assisted
CONTEST: FD SSB
SPECIFIC: T19
CALLSIGN: DK0CN/P
OPERATORS: DL2MHO DL1MRA DC1MPS DL1MTV DM7WL DL1MEF DL8MAS DG5DJ DC1SMB DL1MTM
QSO: 21000 PH 2025-09-07 0734 DK0CN/P       59  307    RC9A          59  0
QSO: 21000 PH 2025-09-07 0740 DK0CN/P       59  308    TA4A          59  42
QSO: 21000 PH 2025-09-07 0741 DK0CN/P       59  309    SV3SKM        59  270
QSO: 21000 PH 2025-09-07 0742 DK0CN/P       59  310    R3OM          59  278
QSO: 21000 PH 2025-09-07 0744 DK0CN/P       59  311    JR2PZX        59  68
QSO: 21000 PH 2025-09-07 0745 DK0CN/P       59  312    JM1LAW        59  61
QSO: 14000 PH 2025-09-07 0749 DK0CN/P       59  313    S52WW         59  709
QSO: 14000 PH 2025-09-07 0751 DK0CN/P       59  314    SJ2W          59  0
QSO:  7000 PH 2025-09-07 0759 DK0CN/P       59  315    ON6UB/P       59  605
QSO:  7000 PH 2025-09-07 0800 DK0CN/P       59  316    DL0MZ/P       59  805
QSO:  7000 PH 2025-09-07 0800 DK0CN/P       59  317    G4OO/P        59  463
QSO:  7000 PH 2025-09-07 0801 DK0CN/P       59  318    ON4OSA/P      59  179
QSO:  7000 PH 2025-09-07 0803 DK0CN/P       59  319    ON4CPN/P      59  468
QSO:  7000 PH 2025-09-07 0804 DK0CN/P       59  320    DF0ID/P       59  441
QSO:  7000 PH 2025-09-07 0808 DK0CN/P       59  321    ON5CLR/P      59  167
QSO:  7000 PH 2025-09-07 0812 DK0CN/P       59  322    OE6HMM        59  000
QSO: 21000 PH 2025-09-07 0816 DK0CN/P       59  323    EC5SP         59  105
QSO: 21000 PH 2025-09-07 0817 DK0CN/P       59  324    DK0MN/P       59  776
QSO: 28000 PH 2025-09-07 0818 DK0CN/P       59  325    DK0MN/P       59  777
QSO: 14000 PH 2025-09-07 0818 DK0CN/P       59  326    DK0MN/P       59  778
QSO:  7000 PH 2025-09-07 0823 DK0CN/P       59  327    ON4FA/P       59  284
QSO:  7000 PH 2025-09-07 0824 DK0CN/P       59  328    ON5LL/P       59  569
QSO:  7000 PH 2025-09-07 0826 DK0CN/P       59  329    ON4MCL/P      59  523
QSO:  7000 PH 2025-09-07 0829 DK0CN/P       59  330    OT2X/P        59  075
QSO:  7000 PH 2025-09-07 0832 DK0CN/P       59  331    PI4VPO        59  270
QSO: 21000 PH 2025-09-07 0835 DK0CN/P       59  332    JL3VUL/3      59  50
QSO: 21000 PH 2025-09-07 0838 DK0CN/P       59  333    UP4L          59  65
QSO: 21000 PH 2025-09-07 0840 DK0CN/P       59  334    LA1K/P        59  717
QSO: 21000 PH 2025-09-07 0845 DK0CN/P       59  335    EB5A          59  0
QSO: 14000 PH 2025-09-07 0850 DK0CN/P       59  336    GB304RAF      59  44
QSO: 14000 PH 2025-09-07 0855 DK0CN/P       59  337    EI9VM/P       59  709
QSO: 14000 PH 2025-09-07 0857 DK0CN/P       59  338    S59DCD/P      59  278
QSO: 14000 PH 2025-09-07 0859 DK0CN/P       59  339    EI7PRC/P      59  109
QSO: 14000 PH 2025-09-07 0900 DK0CN/P       59  340    M0DX/P        59  490
QSO: 14000 PH 2025-09-07 0903 DK0CN/P       59  341    9A3VM         59  008
QSO: 14000 PH 2025-09-07 0904 DK0CN/P       59  342    G5LO/P        59  121
QSO:  7000 PH 2025-09-07 0919 DK0CN/P       59  343    DM5JBN        59  039
QSO: 28000 PH 2025-09-07 0923 DK0CN/P       59  344    A61BR         59  48
QSO: 21000 PH 2025-09-07 0926 DK0CN/P       59  345    RA9Y          59  000
QSO: 21000 PH 2025-09-07 0931 DK0CN/P       59  346    BY7WZ         59  24
QSO: 21000 PH 2025-09-07 0932 DK0CN/P       59  347    R1CI          59  347
QSO:  7000 PH 2025-09-07 0934 DK0CN/P       59  348    PI4AMF/P      59  780
QSO:  7000 PH 2025-09-07 0937 DK0CN/P       59  349    OZ8MW/P       59  082
QSO:  7000 PH 2025-09-07 0937 DK0CN/P       59  350    DK0TU/P       59  246
QSO:  7000 PH 2025-09-07 0939 DK0CN/P       59  351    DM3O/P        59  325
QSO:  7000 PH 2025-09-07 0940 DK0CN/P       59  352    DA2K          59  011
QSO:  7000 PH 2025-09-07 0941 DK0CN/P       59  353    OK1HCG        59  72
QSO:  7000 PH 2025-09-07 0943 DK0CN/P       59  354    DL7UMA        59  025
QSO: 21000 PH 2025-09-07 0949 DK0CN/P       59  355    EW5A          59  000
QSO: 21000 PH 2025-09-07 0951 DK0CN/P       59  356    UN9L          59  000
QSO: 21000 PH 2025-09-07 0955 DK0CN/P       59  357    R9MM          59  062
QSO: 21000 PH 2025-09-07 0956 DK0CN/P       59  358    E2K           59  000
QSO: 21000 PH 2025-09-07 0958 DK0CN/P       59  359    TA3NE         59  000
QSO: 14000 PH 2025-09-07 1006 DK0CN/P       59  360    SV3SKM        59  438
QSO:  7000 PH 2025-09-07 1011 DK0CN/P       59  361    DK0HH/P       59  424
QSO:  7000 PH 2025-09-07 1015 DK0CN/P       59  362    DK0ED/P       59  243
QSO:  7000 PH 2025-09-07 1021 DK0CN/P       59  363    DL0VR/P       59  491
QSO:  7000 PH 2025-09-07 1025 DK0CN/P       59  364    OR7C/P        59  642
QSO:  7000 PH 2025-09-07 1032 DK0CN/P       59  365    DF0A/P        59  539
QSO:  7000 PH 2025-09-07 1032 DK0CN/P       59  366    DG8BS         59  012
QSO:  7000 PH 2025-09-07 1033 DK0CN/P       59  367    DR2P/P        59  152
QSO:  7000 PH 2025-09-07 1034 DK0CN/P       59  368    DF0MN/P       59  463
QSO:  7000 PH 2025-09-07 1037 DK0CN/P       59  369    OZ0IO/P       59  092
QSO:  7000 PH 2025-09-07 1041 DK0CN/P       59  370    ON5UG/P       59  662
QSO: 14000 PH 2025-09-07 1047 DK0CN/P       59  371    GW6GW/P       59  272
QSO: 14000 PH 2025-09-07 1050 DK0CN/P       59  372    M0YRT/P        59  452
QSO: 28000 PH 2025-09-07 1056 DK0CN/P       59  373    CX5A          59  000
QSO: 21000 PH 2025-09-07 1103 DK0CN/P       59  374    SM3V          59  000
QSO:  7000 PH 2025-09-07 1109 DK0CN/P       59  375    HB9AG/P       59  280
QSO:  7000 PH 2025-09-07 1110 DK0CN/P       59  376    S57WX/P       59  762
QSO:  7000 PH 2025-09-07 1113 DK0CN/P       59  377    DL0GE/P       59  496
QSO:  7000 PH 2025-09-07 1114 DK0CN/P       59  378    DK0FC/P       59  686
QSO:  7000 PH 2025-09-07 1116 DK0CN/P       59  379    S5/DC1G/P     54  000
QSO:  7000 PH 2025-09-07 1117 DK0CN/P       59  380    G3V/P         59  200
QSO:  7000 PH 2025-09-07 1122 DK0CN/P       59  381    DL0VJ/P       59  308
QSO: 14000 PH 2025-09-07 1128 DK0CN/P       59  382    G8SRC/P       59  893
QSO: 14000 PH 2025-09-07 1130 DK0CN/P       59  383    G3PYE/P       59  436
QSO: 14000 PH 2025-09-07 1133 DK0CN/P       59  384    G4OO/P        59  543
QSO: 14000 PH 2025-09-07 1137 DK0CN/P       59  385    4O6BLM/P      59  056
QSO:  7000 PH 2025-09-07 1141 DK0CN/P       59  386    HA5N/P        59  492
QSO: 14000 PH 2025-09-07 1201 DK0CN/P       59  387    G2XV          59  93
QSO: 14000 PH 2025-09-07 1209 DK0CN/P       59  388    HB9LU/P       59  1016
QSO: 14000 PH 2025-09-07 1214 DK0CN/P       59  389    LA2T/P        59  341
QSO:  7000 PH 2025-09-07 1219 DK0CN/P       59  390    DL0RN/P       59  537
QSO:  7000 PH 2025-09-07 1222 DK0CN/P       59  391    2E0YVB        55  0
QSO:  7000 PH 2025-09-07 1224 DK0CN/P       59  392    OT5X/P        59  721
QSO:  7000 PH 2025-09-07 1227 DK0CN/P       59  393    DK0XA/P       59  192
QSO:  7000 PH 2025-09-07 1240 DK0CN/P       59  394    DF70UKW       59  190
QSO:  7000 PH 2025-09-07 1242 DK0CN/P       59  395    OO4U/P        59  1051
QSO:  7000 PH 2025-09-07 1246 DK0CN/P       59  396    DF0VW/P       59  771
QSO: 14000 PH 2025-09-07 1248 DK0CN/P       59  397    M0YRF/P       59  0
QSO: 14000 PH 2025-09-07 1248 DK0CN/P       59  398    G3V/P         59  249
QSO: 14000 PH 2025-09-07 1250 DK0CN/P       59  399    G0OLE/P       59  209
QSO:  7000 PH 2025-09-07 1254 DK0CN/P       59  400    DF0WH/P       59  781
QSO:  7000 PH 2025-09-07 1259 DK0CN/P       59  401    DA1EX/P       59  171
QSO:  7000 PH 2025-09-07 1259 DK0CN/P       59  402    DL0ULM/P      59  603
END-OF-LOG:
