START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: K6TOP
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: K6TOP
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2022.
QSO: 28046 CW 2022-12-10 0002 K6TOP         599 CA JJ0PKS        599 4
QSO: 28041 CW 2022-12-10 0003 K6TOP         599 CA JN4MMO        599 6
QSO: 28038 CW 2022-12-10 0005 K6TOP         599 CA JH7XGN        599 008
QSO: 28035 CW 2022-12-10 0006 K6TOP         599 CA JE1CKA        599 16
QSO: 28036 CW 2022-12-10 0006 K6TOP         599 CA BY4XZ         599 2
QSO: 28018 CW 2022-12-10 0008 K6TOP         599 CA KH6TU         599 HI
QSO: 28013 CW 2022-12-10 0010 K6TOP         599 CA JR3RIU        599 012
QSO: 28030 CW 2022-12-10 0015 K6TOP         599 CA JA7NVF        599 0025
QSO: 28037 CW 2022-12-10 0018 K6TOP         599 CA KH6LC         599 HI
QSO: 28059 CW 2022-12-10 0020 K6TOP         599 CA VK4DX         599 18
QSO: 28053 CW 2022-12-10 0023 K6TOP         599 CA JH4UTP        599 29
QSO: 28021 CW 2022-12-10 0027 K6TOP         599 CA KL7SB         599 AK
QSO: 28060 CW 2022-12-10 0034 K6TOP         599 CA JA1XEC        599 42
QSO: 28061 CW 2022-12-10 0037 K6TOP         599 CA AB6BR         599 CA
QSO: 28000 CW 2022-12-10 0040 K6TOP         599 CA WD6DX         599 CA
QSO: 28061 CW 2022-12-10 0041 K6TOP         599 CA AF6GA         599 CA
QSO: 28061 CW 2022-12-10 0041 K6TOP         599 CA K6GHA         599 CA
QSO: 28048 CW 2022-12-10 0045 K6TOP         599 CA JG6YLY        599 23
QSO: 28018 CW 2022-12-10 0050 K6TOP         599 CA JM7OLW        599 083
QSO: 28011 CW 2022-12-10 0051 K6TOP         599 CA VK4SN         599 112
QSO: 28008 CW 2022-12-10 0055 K6TOP         599 CA KH7M          599 HI
QSO: 28025 CW 2022-12-10 0056 K6TOP         599 CA JA7IC         599 46
QSO: 28051 CW 2022-12-10 0101 K6TOP         599 CA JA7ACM        599 50
QSO: 28020 CW 2022-12-10 0323 K6TOP         599 CA W6NV          599 CA
QSO: 28018 CW 2022-12-10 0324 K6TOP         599 CA WD6T          599 CA
QSO: 28003 CW 2022-12-10 0326 K6TOP         599 CA W0YK          599 CA
QSO: 28034 CW 2022-12-10 0330 K6TOP         599 CA K9BGL         599 IL
QSO: 28029 CW 2022-12-10 0332 K6TOP         599 CA AE6Y          599 CA
QSO: 28000 CW 2022-12-10 0335 K6TOP         599 CA W9RE          599 IN
QSO: 28019 CW 2022-12-10 0336 K6TOP         599 CA KH7X/W7       599 AZ
QSO: 28017 CW 2022-12-10 0338 K6TOP         599 CA NA2U          599 AZ
QSO: 28037 CW 2022-12-10 0348 K6TOP         599 CA WA0MHJ        599 MN
QSO: 28037 CW 2022-12-10 0355 K6TOP         599 CA KK7L          599 UT
QSO: 28036 CW 2022-12-10 0401 K6TOP         599 CA N6TV          599 CA
QSO: 28037 CW 2022-12-10 0401 K6TOP         599 CA K6EI          599 CA
QSO: 28000 CW 2022-12-10 0404 K6TOP         599 CA AC7AF         599 WY
QSO: 28034 CW 2022-12-10 0405 K6TOP         599 CA N4XD          599 NC
QSO: 28016 CW 2022-12-10 0408 K6TOP         599 CA N1LN          599 NC
QSO: 28037 CW 2022-12-10 0413 K6TOP         599 CA KB7AZ         599 AZ
QSO: 28036 CW 2022-12-10 0415 K6TOP         599 CA N7GP          599 AZ
QSO: 28037 CW 2022-12-10 0417 K6TOP         599 CA AD4EB         599 TN
QSO: 28037 CW 2022-12-10 0417 K6TOP         599 CA K6WSC         599 AZ
QSO: 28057 CW 2022-12-10 0420 K6TOP         599 CA N4OGW         599 MS
QSO: 28011 CW 2022-12-10 0422 K6TOP         599 CA W6YX          599 CA
QSO: 28019 CW 2022-12-10 0423 K6TOP         599 CA W0UA          599 CO
QSO: 28037 CW 2022-12-10 0427 K6TOP         599 CA K6EU          599 CA
QSO: 28000 CW 2022-12-10 0430 K6TOP         599 CA K0XF          599 CO
QSO: 28045 CW 2022-12-10 1542 K6TOP         599 CA N8OO          599 LA
QSO: 28000 CW 2022-12-10 1543 K6TOP         599 CA LW8DQ         599 281
QSO: 28024 CW 2022-12-10 1546 K6TOP         599 CA AJ9C          599 IN
QSO: 28023 CW 2022-12-10 1547 K6TOP         599 CA K4BAI         599 GA
QSO: 28021 CW 2022-12-10 1549 K6TOP         599 CA LP1H          599 816
QSO: 28007 CW 2022-12-10 1551 K6TOP         599 CA N4CW          599 NC
QSO: 28018 CW 2022-12-10 1555 K6TOP         599 CA N4SS          599 KY
QSO: 28027 CW 2022-12-10 1557 K6TOP         599 CA N2TU          599 NC
QSO: 28038 CW 2022-12-10 1557 K6TOP         599 CA K8MM          599 MI
QSO: 28050 CW 2022-12-10 1559 K6TOP         599 CA KP4/KO1A      599 553
QSO: 28064 CW 2022-12-10 1602 K6TOP         599 CA K6XX          599 CA
QSO: 28070 CW 2022-12-10 1603 K6TOP         599 CA LS2D          599 0286
QSO: 28033 CW 2022-12-10 1606 K6TOP         599 CA HK1MW         599 365
QSO: 28036 CW 2022-12-10 1607 K6TOP         599 CA VE3EY         599 ON
QSO: 28043 CW 2022-12-10 1608 K6TOP         599 CA KG9X          599 IL
QSO: 28055 CW 2022-12-10 1609 K6TOP         599 CA KK9V          599 IN
QSO: 28047 CW 2022-12-10 1614 K6TOP         599 CA N9CK          599 WI
QSO: 28047 CW 2022-12-10 1614 K6TOP         599 CA W3CB          599 MI
QSO: 28000 CW 2022-12-10 1615 K6TOP         599 CA AD0RW         599 IA
QSO: 28019 CW 2022-12-10 1623 K6TOP         599 CA N6NT          599 NC
QSO: 28019 CW 2022-12-10 1757 K6TOP         599 CA LU6D          599 0146
QSO: 28019 CW 2022-12-10 1804 K6TOP         599 CA FY5KE         599 1497
QSO: 28003 CW 2022-12-10 1806 K6TOP         599 CA XE1CT         599 GTO
QSO: 28005 CW 2022-12-10 1808 K6TOP         599 CA OA4SS         599 418
QSO: 28008 CW 2022-12-10 1810 K6TOP         599 CA AJ4F          599 TX
QSO: 28015 CW 2022-12-10 1811 K6TOP         599 CA AI0Y          599 ND
QSO: 28019 CW 2022-12-10 1812 K6TOP         599 CA PY5AMF        599 480
QSO: 28021 CW 2022-12-10 1813 K6TOP         599 CA LT6M          599 0501
QSO: 28027 CW 2022-12-10 1816 K6TOP         599 CA VE4EA         599 MB
QSO: 28027 CW 2022-12-10 1817 K6TOP         599 CA N3RS          599 PA
QSO: 28032 CW 2022-12-10 1818 K6TOP         599 CA N5XZ          599 TX
QSO: 28044 CW 2022-12-10 1823 K6TOP         599 CA N5YT          599 MS
QSO: 28056 CW 2022-12-10 1825 K6TOP         599 CA WA1FCN        599 AL
QSO: 28057 CW 2022-12-10 1826 K6TOP         599 CA K4IU          599 MN
QSO: 28057 CW 2022-12-10 1827 K6TOP         599 CA N0UR          599 MN
QSO: 28063 CW 2022-12-10 1831 K6TOP         599 CA N0XR          599 IA
QSO: 28064 CW 2022-12-10 1831 K6TOP         599 CA LU7HN         599 232
QSO: 28066 CW 2022-12-10 1834 K6TOP         599 CA K1KD          599 MN
QSO: 28070 CW 2022-12-10 1835 K6TOP         599 CA N8LJ          599 MI
QSO: 28006 CW 2022-12-10 1838 K6TOP         599 CA K5CM          599 OK
QSO: 28000 CW 2022-12-10 1839 K6TOP         599 CA LW1D          599 106
QSO: 28007 CW 2022-12-10 1841 K6TOP         599 CA N5JJ          599 TX
QSO: 28011 CW 2022-12-10 1844 K6TOP         599 CA CW3A          599 528
QSO: 28014 CW 2022-12-10 1845 K6TOP         599 CA HK1N          599 455
QSO: 28024 CW 2022-12-10 1852 K6TOP         599 CA KA9FOX        599 WI
QSO: 28026 CW 2022-12-10 1853 K6TOP         599 CA ZF5T          599 1158
QSO: 28027 CW 2022-12-10 1854 K6TOP         599 CA K3PA          599 KS
QSO: 28048 CW 2022-12-10 1907 K6TOP         599 CA AJ4F          599 TX
QSO: 28048 CW 2022-12-10 1907 K6TOP         599 CA NL7S          599 AK
QSO: 28048 CW 2022-12-10 1909 K6TOP         599 CA K4DZR         599 TN
QSO: 28048 CW 2022-12-10 1910 K6TOP         599 CA NU6N          599 CA
QSO: 28048 CW 2022-12-10 1912 K6TOP         599 CA KB9S          599 WI
QSO: 28048 CW 2022-12-10 1912 K6TOP         599 CA KZ9V          599 WI
QSO: 28048 CW 2022-12-10 1914 K6TOP         599 CA KI6DY         599 OH
QSO: 28048 CW 2022-12-10 1915 K6TOP         599 CA K2SSS         599 NY
QSO: 28048 CW 2022-12-10 1915 K6TOP         599 CA VY2LI         599 PE
QSO: 28048 CW 2022-12-10 1917 K6TOP         599 CA KN0R          599 IA
QSO: 28048 CW 2022-12-10 1917 K6TOP         599 CA KU9R          599 IN
QSO: 28048 CW 2022-12-10 1918 K6TOP         599 CA AD4IE         599 NC
QSO: 28048 CW 2022-12-10 1919 K6TOP         599 CA K0IR          599 MN
QSO: 28048 CW 2022-12-10 1919 K6TOP         599 CA N5KWN         599 TX
QSO: 28000 CW 2022-12-10 1920 K6TOP         599 CA K9WA          599 IL
QSO: 28048 CW 2022-12-10 1922 K6TOP         599 CA KD8JDC        599 MI
QSO: 28048 CW 2022-12-10 1922 K6TOP         599 CA KO1H          599 ME
QSO: 28000 CW 2022-12-10 1924 K6TOP         599 CA KA0REN        599 MO
QSO: 28048 CW 2022-12-10 1925 K6TOP         599 CA K9YC          599 CA
QSO: 28048 CW 2022-12-10 1925 K6TOP         599 CA WB8BZK        599 IL
QSO: 28048 CW 2022-12-10 1926 K6TOP         599 CA AB9BZ         599 IL
QSO: 28048 CW 2022-12-10 1926 K6TOP         599 CA N5EP          599 IL
QSO: 28000 CW 2022-12-10 1927 K6TOP         599 CA KE0TT         599 MN
QSO: 28048 CW 2022-12-10 1927 K6TOP         599 CA K9VD          599 IL
QSO: 28048 CW 2022-12-10 1931 K6TOP         599 CA NW2P          599 ME
QSO: 28048 CW 2022-12-10 1933 K6TOP         599 CA K5VR          599 AR
QSO: 28048 CW 2022-12-10 1934 K6TOP         599 CA K4AFE         599 TN
QSO: 28048 CW 2022-12-10 1934 K6TOP         599 CA W9LCQ         599 TX
QSO: 28048 CW 2022-12-10 1937 K6TOP         599 CA NW0M          599 MO
QSO: 28000 CW 2022-12-10 1938 K6TOP         599 CA K9XR          599 IL
QSO: 28048 CW 2022-12-10 1939 K6TOP         599 CA KD9MS         599 IL
QSO: 28048 CW 2022-12-10 1939 K6TOP         599 CA W9PDS         599 IL
QSO: 28048 CW 2022-12-10 1941 K6TOP         599 CA KC9IL         599 IL
QSO: 28048 CW 2022-12-10 1941 K6TOP         599 CA W1MVY         599 CA
QSO: 28000 CW 2022-12-10 1943 K6TOP         599 CA WB9HFK        599 IL
QSO: 28048 CW 2022-12-10 1943 K6TOP         599 CA AC5K          599 MO
QSO: 28048 CW 2022-12-10 1943 K6TOP         599 CA K0EWS         599 IA
QSO: 28048 CW 2022-12-10 1946 K6TOP         599 CA AE0EE         599 MN
QSO: 28048 CW 2022-12-10 1946 K6TOP         599 CA K9CPO         599 WI
QSO: 28048 CW 2022-12-10 1946 K6TOP         599 CA WE5P          599 KY
QSO: 28048 CW 2022-12-10 1947 K6TOP         599 CA N1DC          599 MA
QSO: 28048 CW 2022-12-10 1947 K6TOP         599 CA W9NXM         599 IL
QSO: 28048 CW 2022-12-10 1949 K6TOP         599 CA PY1KB         599 78
QSO: 28000 CW 2022-12-10 1950 K6TOP         599 CA K0EA          599 MN
QSO: 28048 CW 2022-12-10 1950 K6TOP         599 CA KA5PMV        599 OK
QSO: 28048 CW 2022-12-10 1950 K6TOP         599 CA N2BJ          599 IL
QSO: 28048 CW 2022-12-10 1950 K6TOP         599 CA W9DCT         599 AR
QSO: 28048 CW 2022-12-10 1951 K6TOP         599 CA K9KJ          599 IN
QSO: 28000 CW 2022-12-10 1952 K6TOP         599 CA K1MC          599 MA
QSO: 28000 CW 2022-12-10 1953 K6TOP         599 CA KN0V          599 MN
QSO: 28048 CW 2022-12-10 1955 K6TOP         599 CA N8HWV         599 WI
QSO: 28047 CW 2022-12-10 1956 K6TOP         599 CA K3JO          599 MA
QSO: 28048 CW 2022-12-10 1957 K6TOP         599 CA K6PVZ         599 IL
QSO: 28048 CW 2022-12-10 2000 K6TOP         599 CA WB2CPU        599 MA
QSO: 28048 CW 2022-12-10 2003 K6TOP         599 CA KF9VV         599 WI
QSO: 28000 CW 2022-12-10 2004 K6TOP         599 CA W9JFK         599 WI
QSO: 28048 CW 2022-12-10 2004 K6TOP         599 CA W7UT          599 SD
QSO: 28048 CW 2022-12-10 2005 K6TOP         599 CA AA3B          599 PA
QSO: 28048 CW 2022-12-10 2006 K6TOP         599 CA PR2D          599 278
QSO: 28048 CW 2022-12-10 2007 K6TOP         599 CA W0MN          599 MN
QSO: 28048 CW 2022-12-10 2009 K6TOP         599 CA W0ELT         599 WI
QSO: 28048 CW 2022-12-10 2010 K6TOP         599 CA WM0G          599 NH
QSO: 28048 CW 2022-12-10 2011 K6TOP         599 CA KT4XA         599 AL
QSO: 28048 CW 2022-12-10 2011 K6TOP         599 CA N5DIT         599 TX
QSO: 28048 CW 2022-12-10 2011 K6TOP         599 CA W2QL          599 NY
QSO: 28000 CW 2022-12-10 2012 K6TOP         599 CA VE3CWP        599 ON
QSO: 28048 CW 2022-12-10 2012 K6TOP         599 CA VY2OX         599 PE
QSO: 28048 CW 2022-12-10 2013 K6TOP         599 CA K1AV          599 RI
QSO: 28048 CW 2022-12-10 2014 K6TOP         599 CA K0PK          599 MN
QSO: 28048 CW 2022-12-10 2014 K6TOP         599 CA K1DJ          599 MA
QSO: 28000 CW 2022-12-10 2015 K6TOP         599 CA VE2ZDX        599 QC
QSO: 28048 CW 2022-12-10 2015 K6TOP         599 CA K9CT          599 IL
QSO: 28049 CW 2022-12-10 2015 K6TOP         599 CA N1NN          599 MA
QSO: 28048 CW 2022-12-10 2016 K6TOP         599 CA AC9S          599 IL
QSO: 28048 CW 2022-12-10 2017 K6TOP         599 CA VA3RKM        599 ON
QSO: 28048 CW 2022-12-10 2017 K6TOP         599 CA VE3TM         599 ON
QSO: 28000 CW 2022-12-10 2018 K6TOP         599 CA K9UIY         599 IL
QSO: 28048 CW 2022-12-10 2018 K6TOP         599 CA KD5MMM        599 TX
QSO: 28048 CW 2022-12-10 2019 K6TOP         599 CA N7ZZ          599 WI
QSO: 28048 CW 2022-12-10 2021 K6TOP         599 CA K0MPH         599 MN
QSO: 28047 CW 2022-12-10 2023 K6TOP         599 CA K1XM          599 MA
QSO: 28048 CW 2022-12-10 2023 K6TOP         599 CA W0TG          599 TX
QSO: 28048 CW 2022-12-10 2025 K6TOP         599 CA KK0U          599 MO
QSO: 28048 CW 2022-12-10 2026 K6TOP         599 CA K0JJR         599 MN
QSO: 28048 CW 2022-12-10 2026 K6TOP         599 CA N4AF          599 NC
QSO: 28048 CW 2022-12-10 2027 K6TOP         599 CA N5NAA         599 TX
QSO: 28048 CW 2022-12-10 2028 K6TOP         599 CA K3SUK         599 VA
QSO: 28048 CW 2022-12-10 2029 K6TOP         599 CA N4SVC         599 FL
QSO: 28048 CW 2022-12-10 2030 K6TOP         599 CA W3MA          599 PA
QSO: 28000 CW 2022-12-10 2032 K6TOP         599 CA W2UQ          599 VA
QSO: 28000 CW 2022-12-10 2033 K6TOP         599 CA KA5CRL        599 TX
QSO: 28048 CW 2022-12-10 2033 K6TOP         599 CA K3EW          599 MD
QSO: 28048 CW 2022-12-10 2033 K6TOP         599 CA W6TK          599 CA
QSO: 28048 CW 2022-12-10 2034 K6TOP         599 CA K0TC          599 MN
QSO: 28048 CW 2022-12-10 2034 K6TOP         599 CA K9PW          599 IL
QSO: 28047 CW 2022-12-10 2035 K6TOP         599 CA K5LY          599 TX
QSO: 28048 CW 2022-12-10 2035 K6TOP         599 CA K5ZD          599 MA
QSO: 28048 CW 2022-12-10 2036 K6TOP         599 CA KR2Q          599 NJ
QSO: 28048 CW 2022-12-10 2038 K6TOP         599 CA NT2DR         599 PA
QSO: 28048 CW 2022-12-10 2039 K6TOP         599 CA W0DCX         599 MO
QSO: 28000 CW 2022-12-10 2040 K6TOP         599 CA WB9AYW        599 IL
QSO: 28048 CW 2022-12-10 2040 K6TOP         599 CA K2AL          599 NJ
QSO: 28048 CW 2022-12-10 2040 K6TOP         599 CA N7WY          599 MO
QSO: 28048 CW 2022-12-10 2041 K6TOP         599 CA K5XU          599 MS
QSO: 28048 CW 2022-12-10 2042 K6TOP         599 CA K5TU          599 TX
QSO: 28048 CW 2022-12-10 2043 K6TOP         599 CA WB9VGO        599 IL
QSO: 28048 CW 2022-12-10 2044 K6TOP         599 CA W1IG          599 CT
QSO: 28048 CW 2022-12-10 2045 K6TOP         599 CA VE6WQ         599 AB
QSO: 28048 CW 2022-12-10 2159 K6TOP         599 CA K0MD          599 MN
QSO: 28047 CW 2022-12-10 2203 K6TOP         599 CA N9CO          599 IL
QSO: 28047 CW 2022-12-10 2204 K6TOP         599 CA KA0PQW        599 MN
QSO: 28047 CW 2022-12-10 2204 K6TOP         599 CA VE1ZA         599 NS
QSO: 28047 CW 2022-12-10 2205 K6TOP         599 CA KE0Z          599 SD
QSO: 28047 CW 2022-12-10 2206 K6TOP         599 CA PY1MK         599 111
QSO: 28047 CW 2022-12-10 2208 K6TOP         599 CA W9TC          599 IN
QSO: 28047 CW 2022-12-10 2208 K6TOP         599 CA WB5K          599 TX
