START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: K6TOP
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: K6TOP
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2022.
QSO: 28046 CW 2022-12-10 0002 K6TOP         599 CA JJ0PKS        599 4
QSO: 28047 CW 2022-12-10 2209 K6TOP         599 CA PY2OKB        599 18
QSO: 28047 CW 2022-12-10 2209 K6TOP         599 CA W0UY          599 KS
QSO: 28000 CW 2022-12-10 2212 K6TOP         599 CA KA4RUR        599 MO
QSO: 28000 CW 2022-12-10 2212 K6TOP         599 CA KI7ID         599 TX
QSO: 28000 CW 2022-12-10 2212 K6TOP         599 CA W0YJT         599 KS
QSO: 28047 CW 2022-12-10 2214 K6TOP         599 CA K9KE          599 IL
QSO: 28048 CW 2022-12-10 2214 K6TOP         599 CA PY2IQ         599 116
QSO: 28044 CW 2022-12-10 2215 K6TOP         599 CA K0QEI         599 MN
QSO: 28047 CW 2022-12-10 2215 K6TOP         599 CA NF0N          599 NE
QSO: 28047 CW 2022-12-10 2216 K6TOP         599 CA KO0Z          599 MO
QSO: 28047 CW 2022-12-10 2217 K6TOP         599 CA NI0R          599 MO
QSO: 28047 CW 2022-12-10 2218 K6TOP         599 CA K3WJV         599 PA
QSO: 28047 CW 2022-12-10 2219 K6TOP         599 CA NA8V          599 MI
QSO: 28047 CW 2022-12-10 2219 K6TOP         599 CA NN0JS         599 MO
QSO: 28047 CW 2022-12-10 2221 K6TOP         599 CA WA0LIF        599 MN
QSO: 28047 CW 2022-12-10 2222 K6TOP         599 CA N9TF          599 TN
QSO: 28047 CW 2022-12-10 2222 K6TOP         599 CA W9KM          599 IL
QSO: 28047 CW 2022-12-10 2223 K6TOP         599 CA KX9DX         599 IN
QSO: 28000 CW 2022-12-10 2224 K6TOP         599 CA WC5D          599 TX
QSO: 28047 CW 2022-12-10 2225 K6TOP         599 CA VA3YV         599 ON
QSO: 28000 CW 2022-12-10 2227 K6TOP         599 CA AG9G          599 WI
QSO: 28047 CW 2022-12-10 2230 K6TOP         599 CA VE3NZ         599 ON
QSO: 28047 CW 2022-12-10 2230 K6TOP         599 CA WQ5L          599 MS
QSO: 28047 CW 2022-12-10 2231 K6TOP         599 CA K5TIA         599 TX
QSO: 28000 CW 2022-12-10 2232 K6TOP         599 CA PY3TD         599 382
QSO: 28000 CW 2022-12-10 2233 K6TOP         599 CA KB9DFE        599 WI
QSO: 28047 CW 2022-12-10 2233 K6TOP         599 CA N0AT          599 MN
QSO: 28047 CW 2022-12-10 2233 K6TOP         599 CA PY2CER        599 121
QSO: 28048 CW 2022-12-10 2234 K6TOP         599 CA VE3PJ         599 ON
QSO: 28047 CW 2022-12-10 2236 K6TOP         599 CA VE3NRT        599 ON
QSO: 28047 CW 2022-12-10 2237 K6TOP         599 CA VE3VN         599 ON
QSO: 28047 CW 2022-12-10 2238 K6TOP         599 CA NU0Q          599 IA
QSO: 28047 CW 2022-12-10 2239 K6TOP         599 CA WB9TFH        599 WI
QSO: 28047 CW 2022-12-10 2241 K6TOP         599 CA K0WOI         599 IA
QSO: 28047 CW 2022-12-10 2241 K6TOP         599 CA N0MA          599 IA
QSO: 28047 CW 2022-12-10 2242 K6TOP         599 CA N0UI          599 MO
QSO: 28000 CW 2022-12-10 2248 K6TOP         599 CA FK8IK         599 752
QSO: 28034 CW 2022-12-10 2251 K6TOP         599 CA ZL4TT         599 262
QSO: 28056 CW 2022-12-10 2255 K6TOP         599 CA VL2G          599 330
QSO: 28040 CW 2022-12-10 2259 K6TOP         599 CA CX5A          599 1548
QSO: 28035 CW 2022-12-10 2334 K6TOP         599 CA HL2WA         599 257
QSO: 28050 CW 2022-12-10 2337 K6TOP         599 CA BA4TB         599 100
QSO: 28001 CW 2022-12-10 2349 K6TOP         599 CA K7SS          599 WA
QSO: 28016 CW 2022-12-10 2356 K6TOP         599 CA 9M8J          599 145
QSO: 28064 CW 2022-12-11 0004 K6TOP         599 CA 9V1YC         599 454
QSO: 28065 CW 2022-12-11 0008 K6TOP         599 CA W7TVC         599 OR
QSO: 28070 CW 2022-12-11 0015 K6TOP         599 CA JS1OYN        599 516
QSO: 28070 CW 2022-12-11 0016 K6TOP         599 CA 8J6YAB        599 236
QSO: 28059 CW 2022-12-11 0019 K6TOP         599 CA JA0FVU        599 449
QSO: 28058 CW 2022-12-11 0020 K6TOP         599 CA JG1LFR        599 188
QSO: 28054 CW 2022-12-11 0022 K6TOP         599 CA JI1AVY        599 160
QSO: 28043 CW 2022-12-11 0025 K6TOP         599 CA K6SRZ         599 CA
QSO: 28022 CW 2022-12-11 0027 K6TOP         599 CA AJ6V          599 CA
QSO: 28015 CW 2022-12-11 0029 K6TOP         599 CA JF1UOX        599 42
QSO: 28018 CW 2022-12-11 0029 K6TOP         599 CA JJ1RJR        599 145
QSO: 28009 CW 2022-12-11 0030 K6TOP         599 CA JF3IYW        599 228
QSO: 28000 CW 2022-12-11 0031 K6TOP         599 CA JR7HAN        599 112
QSO: 28040 CW 2022-12-11 0045 K6TOP         599 CA 4F3OM         599 394
QSO: 28040 CW 2022-12-11 0047 K6TOP         599 CA JO7KMB        599 0187
QSO: 28057 CW 2022-12-11 0049 K6TOP         599 CA JK1LSE        599 114
QSO: 28048 CW 2022-12-11 0104 K6TOP         599 CA YB2IQ         599 100
QSO: 28000 CW 2022-12-11 1102 K6TOP         599 CA NN4H          599 KY
QSO: 28087 CW 2022-12-11 1526 K6TOP         599 CA KP2M          599 1502
QSO: 28084 CW 2022-12-11 1540 K6TOP         599 CA N4QS          599 KY
QSO: 28046 CW 2022-12-11 1551 K6TOP         599 CA KP4/NM2O      599 794
QSO: 28047 CW 2022-12-11 1552 K6TOP         599 CA K5PI          599 TX
QSO: 28056 CW 2022-12-11 1554 K6TOP         599 CA KM5G          599 AR
QSO: 28083 CW 2022-12-11 1556 K6TOP         599 CA AD5A          599 TX
QSO: 28110 CW 2022-12-11 1558 K6TOP         599 CA WB9Z          599 IL
QSO: 28043 CW 2022-12-11 1604 K6TOP         599 CA N6US          599 CA
QSO: 28016 CW 2022-12-11 1608 K6TOP         599 CA N2NL          599 FL
QSO: 28058 CW 2022-12-11 1610 K6TOP         599 CA N3AD          599 PA
QSO: 28005 CW 2022-12-11 1611 K6TOP         599 CA CT9ABO        599 2499
QSO: 28064 CW 2022-12-11 1621 K6TOP         599 CA ZD7BG         599 912
QSO: 28046 CW 2022-12-11 1630 K6TOP         599 CA K7SV          599 VA
QSO: 28046 CW 2022-12-11 1630 K6TOP         599 CA N4ZR          599 MD
QSO: 28095 CW 2022-12-11 1717 K6TOP         599 CA PP5NY         599 1291
QSO: 28081 CW 2022-12-11 1719 K6TOP         599 CA K4AB          599 AL
QSO: 28068 CW 2022-12-11 1721 K6TOP         599 CA W8FJ          599 PA
QSO: 28063 CW 2022-12-11 1723 K6TOP         599 CA KE4KY         599 KY
QSO: 28065 CW 2022-12-11 1723 K6TOP         599 CA K2SX          599 SC
QSO: 28063 CW 2022-12-11 1724 K6TOP         599 CA K2SSS         599 NY
QSO: 28061 CW 2022-12-11 1725 K6TOP         599 CA K1ZK          599 VT
QSO: 28045 CW 2022-12-11 1733 K6TOP         599 CA NI0G          599 MO
QSO: 28033 CW 2022-12-11 1737 K6TOP         599 CA K6LL          599 AZ
QSO: 28033 CW 2022-12-11 1738 K6TOP         599 CA N5ZO          599 CA
QSO: 28000 CW 2022-12-11 1739 K6TOP         599 CA K5DB          599 AR
QSO: 28031 CW 2022-12-11 1740 K6TOP         599 CA WZ0W          599 MO
QSO: 28031 CW 2022-12-11 1741 K6TOP         599 CA WZ0W          599 MO
QSO: 28024 CW 2022-12-11 1742 K6TOP         599 CA N9UA          599 WI
QSO: 28025 CW 2022-12-11 1742 K6TOP         599 CA NX5M          599 TX
QSO: 28023 CW 2022-12-11 1743 K6TOP         599 CA K5KJ          599 TX
QSO: 28022 CW 2022-12-11 1744 K6TOP         599 CA NS0R          599 KS
QSO: 28011 CW 2022-12-11 1747 K6TOP         599 CA AD4ES         599 FL
QSO: 28015 CW 2022-12-11 1747 K6TOP         599 CA WA2CP         599 NY
QSO: 28007 CW 2022-12-11 1749 K6TOP         599 CA KW9E          599 WI
QSO: 28095 CW 2022-12-11 1755 K6TOP         599 CA XE2X          599 TAM
QSO: 28047 CW 2022-12-11 1805 K6TOP         599 CA K1LZ          599 ME
QSO: 28047 CW 2022-12-11 1805 K6TOP         599 CA PR2R          599 1088
QSO: 28048 CW 2022-12-11 1806 K6TOP         599 CA KE6JAC        599 CA
QSO: 28000 CW 2022-12-11 1808 K6TOP         599 CA N9RU          599 IL
QSO: 28051 CW 2022-12-11 1816 K6TOP         599 CA N6RK          599 CA
QSO: 28051 CW 2022-12-11 1818 K6TOP         599 CA K3EL          599 VA
QSO: 28051 CW 2022-12-11 1818 K6TOP         599 CA VE5UF         599 SK
QSO: 28051 CW 2022-12-11 1819 K6TOP         599 CA K6UF          599 CA
QSO: 28043 CW 2022-12-11 1826 K6TOP         599 CA K2LE          599 VT
QSO: 28044 CW 2022-12-11 1828 K6TOP         599 CA VA7ST         599 BC
