START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: K5GA
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: K5GA
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2022.
QSO: 28014 CW 2022-12-10 1448 K5GA          599 TX DJ5MW         599 380
QSO: 28073 CW 2022-12-10 2054 K5GA          599 TX N1IX          599 NH
QSO: 28064 CW 2022-12-10 2057 K5GA          599 TX K5ZD          599 MA
QSO: 28063 CW 2022-12-10 2058 K5GA          599 TX NN7ZZ         599 UT
QSO: 28055 CW 2022-12-10 2100 K5GA          599 TX NX5M          599 TX
QSO: 28054 CW 2022-12-10 2101 K5GA          599 TX KR2AA         599 NY
QSO: 28033 CW 2022-12-10 2104 K5GA          599 TX N6US          599 CA
QSO: 28028 CW 2022-12-10 2105 K5GA          599 TX K1GQ          599 NH
QSO: 28020 CW 2022-12-10 2106 K5GA          599 TX KI1G          599 RI
QSO: 28024 CW 2022-12-10 2106 K5GA          599 TX K1KI          599 CT
QSO: 28020 CW 2022-12-10 2107 K5GA          599 TX WA2CP         599 NY
QSO: 28012 CW 2022-12-10 2108 K5GA          599 TX K3JO          599 MA
QSO: 28005 CW 2022-12-10 2111 K5GA          599 TX N6TV          599 CA
QSO: 28001 CW 2022-12-10 2112 K5GA          599 TX K9YC          599 CA
QSO: 28028 CW 2022-12-10 2114 K5GA          599 TX W8HAP         599 ME
QSO: 28029 CW 2022-12-10 2114 K5GA          599 TX K6RB          599 CA
QSO: 28029 CW 2022-12-10 2115 K5GA          599 TX N9RV          599 MT
QSO: 28029 CW 2022-12-10 2115 K5GA          599 TX W6PH          599 CA
QSO: 28000 CW 2022-12-10 2116 K5GA          599 TX NQ2W          599 NY
QSO: 28034 CW 2022-12-10 2117 K5GA          599 TX VE5GC         599 SK
QSO: 28038 CW 2022-12-10 2118 K5GA          599 TX N7VM          599 CA
QSO: 28052 CW 2022-12-10 2123 K5GA          599 TX K6DGW         599 NV
QSO: 28058 CW 2022-12-10 2125 K5GA          599 TX K5AX          599 TX
QSO: 28062 CW 2022-12-10 2127 K5GA          599 TX NT6X          599 CA
QSO: 28062 CW 2022-12-10 2127 K5GA          599 TX NU7F          599 WA
QSO: 28000 CW 2022-12-10 2129 K5GA          599 TX KH7Q          599 HI
QSO: 28071 CW 2022-12-10 2130 K5GA          599 TN PY2IQ         599 74
QSO: 28072 CW 2022-12-10 2132 K5GA          599 TX CX2AQ         599 587
QSO: 28072 CW 2022-12-10 2132 K5GA          599 TX PY4XX         599 0329
QSO: 28081 CW 2022-12-10 2134 K5GA          599 TX WA7BNM        599 CA
QSO: 28082 CW 2022-12-10 2135 K5GA          599 TX PY2MC         599 344
QSO: 28030 CW 2022-12-11 0021 K5GA          599 TX N5XZ          599 TX
QSO: 28008 CW 2022-12-11 0052 K5GA          599 TX NN7CW         599 FL
QSO: 28011 CW 2022-12-11 0052 K5GA          599 TX W4WF          599 FL
QSO: 28026 CW 2022-12-11 0054 K5GA          599 TX KQ4R          599 FL
QSO: 28020 CW 2022-12-11 0100 K5GA          599 TX N4EK          599 FL
QSO: 28023 CW 2022-12-11 0102 K5GA          599 TX WO4O          599 FL
QSO: 28004 CW 2022-12-11 0112 K5GA          599 TX N2NL          599 FL
QSO: 28000 CW 2022-12-11 0113 K5GA          599 TX K1TO          599 FL
QSO: 28031 CW 2022-12-11 0114 K5GA          599 TX N1TO          599 FL
QSO: 28009 CW 2022-12-11 0126 K5GA          599 TX K5TIA         599 TX
QSO: 28007 CW 2022-12-11 0129 K5GA          599 TX N4FP          599 FL
QSO: 28015 CW 2022-12-11 0137 K5GA          599 TX FY5KE         599 2355
QSO: 28018 CW 2022-12-11 0140 K5GA          599 TX K4NMR         599 FL
QSO: 28032 CW 2022-12-11 0146 K5GA          599 TX N4WO          599 FL
QSO: 28033 CW 2022-12-11 0154 K5GA          599 TX NK4O          599 FL
QSO: 28033 CW 2022-12-11 1313 K5GA          599 TX EA8DIG        599 1025
QSO: 28036 CW 2022-12-11 1320 K5GA          599 TX HK1MW         599 949
QSO: 28005 CW 2022-12-11 1323 K5GA          599 TX CT9ABO        599 2090
QSO: 28061 CW 2022-12-11 1330 K5GA          599 TX YT9X          599 1036
QSO: 28041 CW 2022-12-11 1335 K5GA          599 TX 9A1P          599 1270
QSO: 28049 CW 2022-12-11 1336 K5GA          599 TX LZ5R          599 1486
QSO: 28052 CW 2022-12-11 1341 K5GA          599 TX LZ9W          599 660
QSO: 28000 CW 2022-12-11 1344 K5GA          599 TX IT9YVO        599 0524
QSO: 28023 CW 2022-12-11 1346 K5GA          599 TX 9A0YOTA       599 0176
QSO: 28020 CW 2022-12-11 1348 K5GA          599 TX TM6M          599 1569
QSO: 28064 CW 2022-12-11 1358 K5GA          599 TX HA3LN         599 1049
QSO: 28057 CW 2022-12-11 1402 K5GA          599 TX N3ER          599 MA
QSO: 28050 CW 2022-12-11 1406 K5GA          599 TX TI7W          599 0944
QSO: 28046 CW 2022-12-11 1407 K5GA          599 TX W1EQ          599 CT
QSO: 28047 CW 2022-12-11 1407 K5GA          599 TX K5PI          599 TX
QSO: 28040 CW 2022-12-11 1409 K5GA          599 TX F4KJN         599 404
QSO: 28036 CW 2022-12-11 1410 K5GA          599 TX E7DX          599 1670
QSO: 28023 CW 2022-12-11 1412 K5GA          599 TX 9A5D          599 1150
QSO: 28016 CW 2022-12-11 1413 K5GA          599 TX CB3R          599 1053
QSO: 28016 CW 2022-12-11 1413 K5GA          599 TX IZ2MGN        599 0270
QSO: 28009 CW 2022-12-11 1414 K5GA          599 TX 9A5Y          599 1551
QSO: 28009 CW 2022-12-11 1416 K5GA          599 TX OQ5M          599 745
QSO: 28007 CW 2022-12-11 1418 K5GA          599 TX DM0A          599 1285
QSO: 28080 CW 2022-12-11 1419 K5GA          599 TX K1TR          599 NH
QSO: 28000 CW 2022-12-11 1420 K5GA          599 TX IZ3NYG        599 567
QSO: 28082 CW 2022-12-11 1422 K5GA          599 TX K1ZK          599 VT
QSO: 28086 CW 2022-12-11 1425 K5GA          599 TX DL2ARD        599 1146
QSO: 28105 CW 2022-12-11 1427 K5GA          599 TX AJ1AJ         599 NH
QSO: 28111 CW 2022-12-11 1428 K5GA          599 TX C6AGU         599 318
QSO: 28440 PH 2022-12-11 1432 K5GA          59 TX KC1RWM        59 MA
QSO: 28066 CW 2022-12-11 1440 K5GA          599 TX F5VHY         599 381
QSO: 28061 CW 2022-12-11 1441 K5GA          599 TX K1RV          599 MA
QSO: 28055 CW 2022-12-11 1442 K5GA          599 TX LT6M          599 1067
QSO: 28025 CW 2022-12-11 1444 K5GA          599 TX NN1SS         599 NH
QSO: 28097 CW 2022-12-11 1453 K5GA          599 TX CT3KN         599 1550
QSO: 28000 CW 2022-12-11 1454 K5GA          599 TX CO8RH         599 344
QSO: 28110 CW 2022-12-11 1456 K5GA          599 TX IT9BLB        599 29
QSO: 28062 CW 2022-12-11 1500 K5GA          599 TX EB7KA         599 276
QSO: 28064 CW 2022-12-11 1500 K5GA          599 TX VE2FK         599 QC
QSO: 28059 CW 2022-12-11 1501 K5GA          599 TX VE3ZY         599 ON
QSO: 28055 CW 2022-12-11 1502 K5GA          599 TX W3SM          599 CT
QSO: 28042 CW 2022-12-11 1503 K5GA          599 TX EA1X          599 0971
QSO: 28036 CW 2022-12-11 1504 K5GA          599 TX EA5BY         599 83
QSO: 28019 CW 2022-12-11 1509 K5GA          599 TX PP5AX         599 439
QSO: 28009 CW 2022-12-11 1515 K5GA          599 TX W0UA          599 CO
QSO: 28016 CW 2022-12-11 1517 K5GA          599 TX ZZ5K          599 586
QSO: 28024 CW 2022-12-11 1519 K5GA          599 TX 4U1UN         599 249
QSO: 28038 CW 2022-12-11 1520 K5GA          599 TX W1ECT         599 NH
QSO: 28042 CW 2022-12-11 1522 K5GA          599 TX EA4TX         599 397
QSO: 28098 CW 2022-12-11 1528 K5GA          599 TX EA8BQM        599 293
QSO: 28103 CW 2022-12-11 1534 K5GA          599 TX VY2OX         599 PE
QSO: 28089 CW 2022-12-11 1535 K5GA          599 TX EE5K          599 963
QSO: 28000 CW 2022-12-11 1538 K5GA          599 TX LW8DQ         599 1377
QSO: 28068 CW 2022-12-11 1538 K5GA          599 TX N5AW          599 TX
QSO: 28069 CW 2022-12-11 1539 K5GA          599 TX K6EI          599 CA
QSO: 28030 CW 2022-12-11 1545 K5GA          599 TX N6WM          599 CA
QSO: 28026 CW 2022-12-11 1546 K5GA          599 TX N2NI          599 NY
QSO: 28019 CW 2022-12-11 1547 K5GA          599 TX WA1T          599 ME
QSO: 28015 CW 2022-12-11 1548 K5GA          599 TX NX6T          599 CA
QSO: 28013 CW 2022-12-11 1549 K5GA          599 TX N2NC          599 NJ
QSO: 28005 CW 2022-12-11 1551 K5GA          599 TX N3RS          599 PA
QSO: 28005 CW 2022-12-11 1552 K5GA          599 TX PY4DX         599 333
QSO: 28011 CW 2022-12-11 1553 K5GA          599 TX VE3JM         599 ON
QSO: 28033 CW 2022-12-11 1557 K5GA          599 TX N5ZO          599 CA
QSO: 28044 CW 2022-12-11 1558 K5GA          599 TX WD6T          599 CA
QSO: 28058 CW 2022-12-11 1559 K5GA          599 TX N3AD          599 PA
QSO: 28059 CW 2022-12-11 1600 K5GA          599 TX AH2O          599 NY
QSO: 28094 CW 2022-12-11 1601 K5GA          599 TX VE3EJ         599 ON
QSO: 28099 CW 2022-12-11 1603 K5GA          599 TX VE3CT         599 ON
QSO: 28000 CW 2022-12-11 1604 K5GA          599 TX KE2SD         599 NY
QSO: 28000 CW 2022-12-11 1604 K5GA          599 TX W3DF          599 MD
QSO: 28109 CW 2022-12-11 1605 K5GA          599 TX WT3K          599 MD
QSO: 28109 CW 2022-12-11 1606 K5GA          599 TX AF5J          599 TX
QSO: 28000 CW 2022-12-11 1608 K5GA          599 TX K3MSB         599 PA
QSO: 28109 CW 2022-12-11 1608 K5GA          599 TX N4ZR          599 MD
QSO: 28109 CW 2022-12-11 1608 K5GA          599 TX VA7MM         599 BC
QSO: 28000 CW 2022-12-11 1609 K5GA          599 TX K6YK          599 CA
QSO: 28109 CW 2022-12-11 1609 K5GA          599 TX NT2DR         599 PA
QSO: 28109 CW 2022-12-11 1612 K5GA          599 TX N1CGP         599 ME
QSO: 28109 CW 2022-12-11 1613 K5GA          599 TX K3JT          599 WV
QSO: 28109 CW 2022-12-11 1614 K5GA          599 TX K3PA          599 KS
QSO: 28000 CW 2022-12-11 1615 K5GA          599 TX AD2BO         599 NY
QSO: 28000 CW 2022-12-11 1618 K5GA          599 TX W2AAB         599 NJ
QSO: 28082 CW 2022-12-11 1618 K5GA          599 TX K3TN          599 MD
QSO: 28082 CW 2022-12-11 1619 K5GA          599 TX VA3OKG        599 ON
QSO: 28082 CW 2022-12-11 1620 K5GA          599 TX N7VS          599 OR
QSO: 28082 CW 2022-12-11 1620 K5GA          599 TX NC6V          599 CA
QSO: 28082 CW 2022-12-11 1623 K5GA          599 TX W1WBB         599 RI
QSO: 28060 CW 2022-12-11 1628 K5GA          599 TX K7RI          599 WA
QSO: 28054 CW 2022-12-11 1629 K5GA          599 TX W1HNZ         599 MA
QSO: 28054 CW 2022-12-11 1630 K5GA          599 TX WC7Q          599 WA
QSO: 28038 CW 2022-12-11 1632 K5GA          599 TX VA7ST         599 BC
QSO: 28029 CW 2022-12-11 1633 K5GA          599 TX K6LL          599 AZ
QSO: 28022 CW 2022-12-11 1635 K5GA          599 TX AA3B          599 PA
QSO: 28027 CW 2022-12-11 1635 K5GA          599 TX K7JR          599 OR
QSO: 28018 CW 2022-12-11 1636 K5GA          599 TX VE6UM         599 AB
QSO: 28019 CW 2022-12-11 1636 K5GA          599 TX K3ATO         599 PA
END-OF-LOG:
