START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: N6HC
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: N6HC
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2022.
QSO: 28050 CW 2022-12-11 1827 N6HC          599 CA FY5KE         599 3752
QSO: 28002 CW 2022-12-11 1829 N6HC          599 CA PY5ZHP        599 468
QSO: 28003 CW 2022-12-11 1831 N6HC          599 CA HI3AA         599 1112
QSO: 28003 CW 2022-12-11 1832 N6HC          599 CA K9CT          599 IL
QSO: 28005 CW 2022-12-11 1834 N6HC          599 CA CT9ABO        599 2823
QSO: 28005 CW 2022-12-11 1834 N6HC          599 CA N5CR          599 WA
QSO: 28007 CW 2022-12-11 1835 N6HC          599 CA AA6PW         599 CA
QSO: 28007 CW 2022-12-11 1836 N6HC          599 CA KW9E          599 WI
QSO: 28008 CW 2022-12-11 1837 N6HC          599 CA VE3RZ         599 ON
QSO: 28010 CW 2022-12-11 1844 N6HC          599 CA VE6BBP        599 AB
QSO: 28011 CW 2022-12-11 1845 N6HC          599 CA ND7K          599 AZ
QSO: 28011 CW 2022-12-11 1845 N6HC          599 CA NS0R          599 KS
QSO: 28012 CW 2022-12-11 1846 N6HC          599 CA W6YX          599 CA
QSO: 28014 CW 2022-12-11 1850 N6HC          599 CA HK1N          599 1061
QSO: 28014 CW 2022-12-11 1850 N6HC          599 CA K4BAI         599 GA
QSO: 28018 CW 2022-12-11 1852 N6HC          599 CA KU9R          599 IN
QSO: 28000 CW 2022-12-11 1853 N6HC          599 CA N4KS          599 FL
QSO: 28018 CW 2022-12-11 1853 N6HC          599 CA WD0T          599 SD
QSO: 28019 CW 2022-12-11 1854 N6HC          599 CA AZ1A          599 777
QSO: 28021 CW 2022-12-11 1856 N6HC          599 CA N7KU          599 AZ
QSO: 28022 CW 2022-12-11 1857 N6HC          599 CA W6NV          599 CA
QSO: 28021 CW 2022-12-11 1858 N6HC          599 CA N6GP          599 CA
QSO: 28023 CW 2022-12-11 1858 N6HC          599 CA K1AR          599 NH
QSO: 28025 CW 2022-12-11 1859 N6HC          599 CA W0PI          599 MN
QSO: 28025 CW 2022-12-11 1900 N6HC          599 CA NX5M          599 TX
QSO: 28026 CW 2022-12-11 1901 N6HC          599 CA WA8Y          599 MI
QSO: 28027 CW 2022-12-11 1902 N6HC          599 CA AI0Y          599 ND
QSO: 28028 CW 2022-12-11 1903 N6HC          599 CA VA7DX         599 BC
QSO: 28029 CW 2022-12-11 1904 N6HC          599 CA N5ZO          599 CA
QSO: 28029 CW 2022-12-11 1904 N6HC          599 CA W0FLS         599 IA
QSO: 28030 CW 2022-12-11 1905 N6HC          599 CA LP1H          599 2779
QSO: 28032 CW 2022-12-11 1906 N6HC          599 CA W1ECT         599 NH
QSO: 28035 CW 2022-12-11 1907 N6HC          599 CA W8HAP         599 ME
QSO: 28038 CW 2022-12-11 1908 N6HC          599 CA KP4/K2IN      599 947
QSO: 28042 CW 2022-12-11 1911 N6HC          599 CA KR2AA         599 NY
QSO: 28042 CW 2022-12-11 1912 N6HC          599 CA K9BGL         599 IL
QSO: 28045 CW 2022-12-11 1914 N6HC          599 CA W0YK          599 CA
QSO: 28046 CW 2022-12-11 1914 N6HC          599 CA W8AV          599 OH
QSO: 28048 CW 2022-12-11 1915 N6HC          599 CA NO6T          599 CA
QSO: 28049 CW 2022-12-11 1916 N6HC          599 CA KH7X/W7       599 AZ
QSO: 28049 CW 2022-12-11 1917 N6HC          599 CA KB8TYJ        599 MI
QSO: 28050 CW 2022-12-11 1917 N6HC          599 CA ZF1A          599 2837
QSO: 28035 CW 2022-12-11 1918 N6HC          599 CA N2NL          599 FL
QSO: 28052 CW 2022-12-11 1920 N6HC          599 CA W1AN          599 CT
QSO: 28055 CW 2022-12-11 1921 N6HC          599 CA KK9V          599 IN
QSO: 28055 CW 2022-12-11 1921 N6HC          599 CA N3ER          599 MA
QSO: 28060 CW 2022-12-11 1923 N6HC          599 CA K3UA          599 PA
QSO: 28060 CW 2022-12-11 1923 N6HC          599 CA LU8DPM        599 2508
QSO: 28064 CW 2022-12-11 1924 N6HC          599 CA W2XL          599 NY
QSO: 28066 CW 2022-12-11 1925 N6HC          599 CA AD4EB         599 TN
QSO: 28067 CW 2022-12-11 1925 N6HC          599 CA VE6WQ         599 AB
QSO: 28068 CW 2022-12-11 1926 N6HC          599 CA KT0K          599 NE
QSO: 28000 CW 2022-12-11 1928 N6HC          599 CA KH7Q          599 HI
QSO: 28072 CW 2022-12-11 1928 N6HC          599 CA CX2AQ         599 892
QSO: 28079 CW 2022-12-11 1930 N6HC          599 CA N4FP          599 FL
QSO: 28079 CW 2022-12-11 1930 N6HC          599 CA N9TF          599 TN
QSO: 28082 CW 2022-12-11 1931 N6HC          599 CA LU6D          599 0709
QSO: 28083 CW 2022-12-11 1931 N6HC          599 CA N4OX          599 FL
QSO: 28084 CW 2022-12-11 1933 N6HC          599 CA KH6AQ         599 HI
QSO: 28000 CW 2022-12-11 1934 N6HC          599 CA NX7U          599 NJ
QSO: 28090 CW 2022-12-11 1935 N6HC          599 CA K5TS          599 LA
QSO: 28093 CW 2022-12-11 1935 N6HC          599 CA WB9Z          599 IL
QSO: 28099 CW 2022-12-11 1936 N6HC          599 CA K7GS          599 WA
QSO: 28101 CW 2022-12-11 1937 N6HC          599 CA K5BG          599 TX
QSO: 28102 CW 2022-12-11 1937 N6HC          599 CA K0PK          599 MN
QSO: 28104 CW 2022-12-11 1938 N6HC          599 CA PY2MC         599 518
QSO: 28060 CW 2022-12-11 1940 N6HC          599 CA N2TU          599 NC
QSO: 28060 CW 2022-12-11 1940 N6HC          599 CA WB5K          599 TX
QSO: 28060 CW 2022-12-11 1941 N6HC          599 CA N9LQ          599 IL
QSO: 28060 CW 2022-12-11 1942 N6HC          599 CA KB9S          599 WI
QSO: 28060 CW 2022-12-11 1942 N6HC          599 CA N0UR          599 MN
QSO: 28060 CW 2022-12-11 1942 N6HC          599 CA N6NT          599 NC
QSO: 28000 CW 2022-12-11 1943 N6HC          599 CA K0EA          599 MN
QSO: 28060 CW 2022-12-11 1943 N6HC          599 CA NK6A          599 CA
QSO: 28060 CW 2022-12-11 1944 N6HC          599 CA WB5BHS        599 AR
QSO: 28060 CW 2022-12-11 1945 N6HC          599 CA K9PW          599 IL
QSO: 28060 CW 2022-12-11 1945 N6HC          599 CA W7UT          599 SD
QSO: 28059 CW 2022-12-11 1946 N6HC          599 CA K1LZ          599 ME
QSO: 28060 CW 2022-12-11 1946 N6HC          599 CA KD2GW         599 NJ
QSO: 28060 CW 2022-12-11 1946 N6HC          599 CA N6XG          599 CA
QSO: 28060 CW 2022-12-11 1947 N6HC          599 CA N4LSJ         599 OH
QSO: 28059 CW 2022-12-11 1948 N6HC          599 CA AA8CA         599 OH
QSO: 28060 CW 2022-12-11 1948 N6HC          599 CA K1DJ          599 MA
QSO: 28060 CW 2022-12-11 1949 N6HC          599 CA KF8MZ         599 OH
QSO: 28060 CW 2022-12-11 1949 N6HC          599 CA WA9LKF        599 IL
QSO: 28060 CW 2022-12-11 1950 N6HC          599 CA W1FJ          599 MA
QSO: 28060 CW 2022-12-11 1952 N6HC          599 CA W0VX          599 TX
QSO: 28060 CW 2022-12-11 1953 N6HC          599 CA W9XT          599 WI
QSO: 28060 CW 2022-12-11 1954 N6HC          599 CA K4WW          599 KY
QSO: 28060 CW 2022-12-11 1954 N6HC          599 CA N9NC          599 NH
QSO: 28060 CW 2022-12-11 1955 N6HC          599 CA VE5UF         599 SK
QSO: 28060 CW 2022-12-11 1955 N6HC          599 CA W1AST         599 MA
QSO: 28060 CW 2022-12-11 1955 N6HC          599 CA W1PY          599 MA
QSO: 28000 CW 2022-12-11 1956 N6HC          599 CA N9RU          599 IL
QSO: 28060 CW 2022-12-11 1956 N6HC          599 CA K8MM          599 MI
QSO: 28060 CW 2022-12-11 1956 N6HC          599 CA N7US          599 IL
QSO: 28059 CW 2022-12-11 1958 N6HC          599 CA K3JO          599 MA
QSO: 28060 CW 2022-12-11 1958 N6HC          599 CA KE0Z          599 SD
QSO: 28060 CW 2022-12-11 1958 N6HC          599 CA N4ZR          599 MD
QSO: 28060 CW 2022-12-11 1958 N6HC          599 CA W0ELT         599 WI
QSO: 28060 CW 2022-12-11 1959 N6HC          599 CA N1DC          599 MA
QSO: 28001 CW 2022-12-11 2002 N6HC          599 CA KV2K          599 NJ
QSO: 28004 CW 2022-12-11 2002 N6HC          599 CA K5AX          599 TX
QSO: 28005 CW 2022-12-11 2003 N6HC          599 CA VE1ZA         599 NS
QSO: 28005 CW 2022-12-11 2004 N6HC          599 CA N7AT          599 AZ
QSO: 28014 CW 2022-12-11 2007 N6HC          599 CA KG9X          599 IL
QSO: 28018 CW 2022-12-11 2008 N6HC          599 CA KN7K          599 OR
QSO: 28020 CW 2022-12-11 2010 N6HC          599 CA W9ET          599 WI
QSO: 28021 CW 2022-12-11 2012 N6HC          599 CA VE3CT         599 ON
QSO: 28023 CW 2022-12-11 2013 N6HC          599 CA N6SS          599 AZ
QSO: 28023 CW 2022-12-11 2015 N6HC          599 CA KH7M          599 HI
QSO: 28025 CW 2022-12-11 2016 N6HC          599 CA W1EQ          599 CT
QSO: 28029 CW 2022-12-11 2019 N6HC          599 CA KG5U          599 TX
QSO: 28030 CW 2022-12-11 2019 N6HC          599 CA NN7ZZ         599 UT
QSO: 28035 CW 2022-12-11 2022 N6HC          599 CA N6TV          599 CA
QSO: 28038 CW 2022-12-11 2023 N6HC          599 CA K5CM          599 OK
QSO: 28040 CW 2022-12-11 2024 N6HC          599 CA W5LA          599 LA
QSO: 28040 CW 2022-12-11 2025 N6HC          599 CA N5JJ          599 TX
QSO: 28042 CW 2022-12-11 2026 N6HC          599 CA KE4KY         599 KY
QSO: 28046 CW 2022-12-11 2027 N6HC          599 CA N8OO          599 LA
QSO: 28046 CW 2022-12-11 2028 N6HC          599 CA VE5GC         599 SK
QSO: 28000 CW 2022-12-11 2030 N6HC          599 CA WQ5R          599 OK
QSO: 28053 CW 2022-12-11 2033 N6HC          599 CA AJ4F          599 TX
QSO: 28054 CW 2022-12-11 2034 N6HC          599 CA K0LUZ         599 FL
QSO: 28057 CW 2022-12-11 2034 N6HC          599 CA AB2E          599 NJ
QSO: 28059 CW 2022-12-11 2035 N6HC          599 CA K0MD          599 MN
QSO: 28061 CW 2022-12-11 2039 N6HC          599 CA TO5T          599 1063
QSO: 28063 CW 2022-12-11 2040 N6HC          599 CA NT6X          599 CA
QSO: 28066 CW 2022-12-11 2042 N6HC          599 CA VE4EA         599 MB
QSO: 28071 CW 2022-12-11 2043 N6HC          599 CA K7RI          599 WA
QSO: 28088 CW 2022-12-11 2046 N6HC          599 CA K5TIA         599 TX
QSO: 28000 CW 2022-12-11 2048 N6HC          599 CA K9UIY         599 IL
QSO: 28100 CW 2022-12-11 2049 N6HC          599 CA NI0G          599 MO
QSO: 28104 CW 2022-12-11 2049 N6HC          599 CA N0HJZ         599 MN
QSO: 28000 CW 2022-12-11 2054 N6HC          599 CA K9WA          599 IL
QSO: 28113 CW 2022-12-11 2056 N6HC          599 CA K7SS          599 WA
QSO: 28000 CW 2022-12-11 2057 N6HC          599 CA K0BL          599 IA
QSO: 28113 CW 2022-12-11 2057 N6HC          599 CA K9ACM         599 IL
QSO: 28113 CW 2022-12-11 2100 N6HC          599 CA KA0PQW        599 MN
QSO: 28003 CW 2022-12-11 2102 N6HC          599 CA N0AT          599 MN
QSO: 28004 CW 2022-12-11 2103 N6HC          599 CA N4YDU         599 NC
QSO: 28006 CW 2022-12-11 2104 N6HC          599 CA LT6M          599 1479
QSO: 28012 CW 2022-12-11 2107 N6HC          599 CA PY1DX         599 0826
QSO: 28016 CW 2022-12-11 2109 N6HC          599 CA AA3B          599 PA
QSO: 28017 CW 2022-12-11 2109 N6HC          599 CA N7VM          599 CA
QSO: 28000 CW 2022-12-11 2110 N6HC          599 CA KN0V          599 MN
QSO: 28020 CW 2022-12-11 2110 N6HC          599 CA K3IE          599 TN
QSO: 28020 CW 2022-12-11 2111 N6HC          599 CA N4OGW         599 MS
QSO: 28022 CW 2022-12-11 2111 N6HC          599 CA WA1T          599 ME
QSO: 28023 CW 2022-12-11 2112 N6HC          599 CA N4SS          599 KY
QSO: 28024 CW 2022-12-11 2114 N6HC          599 CA PY5AKW        599 397
QSO: 28025 CW 2022-12-11 2114 N6HC          599 CA KX9DX         599 IN
QSO: 28026 CW 2022-12-11 2115 N6HC          599 CA CB3R          599 1362
QSO: 28027 CW 2022-12-11 2117 N6HC          599 CA WA1FCN        599 AL
QSO: 28028 CW 2022-12-11 2118 N6HC          599 CA KH6LC         599 HI
QSO: 28000 CW 2022-12-11 2120 N6HC          599 CA N6VOH         599 CA
QSO: 28037 CW 2022-12-11 2120 N6HC          599 CA K4IU          599 MN
QSO: 28037 CW 2022-12-11 2121 N6HC          599 CA KP2M          599 2010
QSO: 28038 CW 2022-12-11 2123 N6HC          599 CA PR2R          599 1336
QSO: 28039 CW 2022-12-11 2125 N6HC          599 CA N4UU          599 FL
QSO: 28040 CW 2022-12-11 2126 N6HC          599 CA HK1MW         599 1453
QSO: 28042 CW 2022-12-11 2127 N6HC          599 CA W4WF          599 FL
QSO: 28000 CW 2022-12-11 2129 N6HC          599 CA W9EWZ         599 WI
QSO: 28049 CW 2022-12-11 2131 N6HC          599 CA NP2X          599 1686
QSO: 28054 CW 2022-12-11 2132 N6HC          599 CA W6AYC         599 CA
QSO: 28054 CW 2022-12-11 2133 N6HC          599 CA WC6H          599 CA
QSO: 28058 CW 2022-12-11 2136 N6HC          599 CA NC6V          599 CA
QSO: 28000 CW 2022-12-11 2137 N6HC          599 CA W4DAN         599 TN
QSO: 28062 CW 2022-12-11 2137 N6HC          599 CA NO8C          599 OH
QSO: 28063 CW 2022-12-11 2138 N6HC          599 CA NT2DR         599 PA
QSO: 28063 CW 2022-12-11 2139 N6HC          599 CA N2MA          599 PA
QSO: 28064 CW 2022-12-11 2139 N6HC          599 CA K8MP          599 OH
QSO: 28067 CW 2022-12-11 2140 N6HC          599 CA W1RH          599 CA
QSO: 28069 CW 2022-12-11 2141 N6HC          599 CA W4MLB         599 FL
QSO: 28072 CW 2022-12-11 2142 N6HC          599 CA KJ4QHL        599 FL
QSO: 28073 CW 2022-12-11 2142 N6HC          599 CA VL2G          599 551
QSO: 28081 CW 2022-12-11 2144 N6HC          599 CA PP5AX         599 731
QSO: 28087 CW 2022-12-11 2145 N6HC          599 CA W8EH          599 OH
QSO: 28088 CW 2022-12-11 2146 N6HC          599 CA KC4TEO        599 AL
QSO: 28050 CW 2022-12-11 2312 N6HC          599 CA K1GU          599 TN
QSO: 28002 CW 2022-12-11 2314 N6HC          599 CA K4RO          599 TN
QSO: 28003 CW 2022-12-11 2314 N6HC          599 CA N4XD          599 NC
QSO: 28004 CW 2022-12-11 2315 N6HC          599 CA N4II          599 FL
QSO: 28004 CW 2022-12-11 2316 N6HC          599 CA JA0FVU        599 706
QSO: 28019 CW 2022-12-11 2318 N6HC          599 CA K6NA          599 CA
QSO: 28028 CW 2022-12-11 2319 N6HC          599 CA KF6I          599 CA
QSO: 28040 CW 2022-12-11 2322 N6HC          599 CA JA9CWJ        599 369
QSO: 28040 CW 2022-12-11 2323 N6HC          599 CA JA1PNA        599 400
QSO: 28052 CW 2022-12-11 2325 N6HC          599 CA KI6DY         599 OH
QSO: 28052 CW 2022-12-11 2326 N6HC          599 CA JH3QFY        599 097
QSO: 28052 CW 2022-12-11 2327 N6HC          599 CA W8KTQ         599 OH
QSO: 28052 CW 2022-12-11 2328 N6HC          599 CA VL3E          599 155
QSO: 28052 CW 2022-12-11 2329 N6HC          599 CA NC6Q          599 CA
QSO: 28053 CW 2022-12-11 2329 N6HC          599 CA WF6F          599 CA
QSO: 28000 CW 2022-12-11 2330 N6HC          599 CA JI1FOE        599 104
QSO: 28055 CW 2022-12-11 2331 N6HC          599 CA 4F3OM         599 638
QSO: 28055 CW 2022-12-11 2332 N6HC          599 CA NL7S          599 AK
QSO: 28057 CW 2022-12-11 2333 N6HC          599 CA JG1LFR        599 345
QSO: 28058 CW 2022-12-11 2334 N6HC          599 CA JE1CKA        599 866
QSO: 28063 CW 2022-12-11 2335 N6HC          599 CA JA7ACM        599 441
QSO: 28000 CW 2022-12-11 2336 N6HC          599 CA JA7MSQ        599 514
QSO: 28067 CW 2022-12-11 2337 N6HC          599 CA JF1SQC        599 832
QSO: 28000 CW 2022-12-11 2342 N6HC          599 CA W6JPL         599 CA
QSO: 28009 CW 2022-12-11 2344 N6HC          599 CA JA1BJI        599 662
QSO: 28014 CW 2022-12-11 2345 N6HC          599 CA JF7PHE        599 579
QSO: 28015 CW 2022-12-11 2345 N6HC          599 CA JS1OYN        599 961
QSO: 28000 CW 2022-12-11 2347 N6HC          599 CA JJ1LBJ        599 582
QSO: 28026 CW 2022-12-11 2349 N6HC          599 CA JL1CNY        599 373
QSO: 28027 CW 2022-12-11 2350 N6HC          599 CA JG7PSJ        599 579
QSO: 28034 CW 2022-12-11 2353 N6HC          599 CA JE1NVD        599 396
QSO: 28034 CW 2022-12-11 2353 N6HC          599 CA ZL1TM         599 435
QSO: 28034 CW 2022-12-11 2354 N6HC          599 CA AL7LO         599 AK
QSO: 28034 CW 2022-12-11 2355 N6HC          599 CA RN0D          599 533
QSO: 28034 CW 2022-12-11 2356 N6HC          599 CA JN3DSH        599 227
QSO: 28000 CW 2022-12-11 2357 N6HC          599 CA JA2KVB        599 241
QSO: 28034 CW 2022-12-11 2357 N6HC          599 CA W6ZL          599 CA
QSO: 28000 CW 2022-12-11 2358 N6HC          599 CA JE3EDJ        599 257
QSO: 28034 CW 2022-12-11 2358 N6HC          599 CA JA1IAZ        599 181
END-OF-LOG:
