START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: TK5EP
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: TK5EP
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2022.
QSO: 28003 CW 2022-12-11 0857 TK5EP         599 1 YL2SM         599 733
QSO: 28004 CW 2022-12-11 0900 TK5EP         599 2 9N7AA         599 1609
QSO: 28019 CW 2022-12-11 0902 TK5EP         599 003 YL7X          599 543
QSO: 28010 CW 2022-12-11 0904 TK5EP         599 4 UN7CN         599 260
QSO: 28039 CW 2022-12-11 0911 TK5EP         599 6 4F3OM         599 550
QSO: 28012 CW 2022-12-11 0918 TK5EP         599 008 TM6M          599 1234
QSO: 28034 CW 2022-12-11 0920 TK5EP         599 9 P3X           599 1223
QSO: 28026 CW 2022-12-11 0923 TK5EP         599 10 IS0/OM3RM     599 0509
QSO: 28437 PH 2022-12-11 0933 TK5EP         59 11 VR2XAN        59 1384
QSO: 28411 PH 2022-12-11 0934 TK5EP         59 012 FR4QT         59 976
QSO: 28350 PH 2022-12-11 0937 TK5EP         59 013 4I1EBD        59 481
QSO: 28045 CW 2022-12-11 0941 TK5EP         599 14 OY1CT         599 510
QSO: 28016 CW 2022-12-11 0947 TK5EP         599 15 UP0L          599 1139
QSO: 28000 CW 2022-12-11 0949 TK5EP         599 16 UN7FW         599 317
QSO: 28034 CW 2022-12-11 0950 TK5EP         599 017 DL6FBL        599 1020
QSO: 28081 CW 2022-12-11 0951 TK5EP         599 18 P3AA          599 780
QSO: 28000 CW 2022-12-11 0954 TK5EP         599 19 IK3UNA        599 0485
QSO: 28069 CW 2022-12-11 1002 TK5EP         599 020 4Z5MU         599 256
QSO: 28010 CW 2022-12-11 1017 TK5EP         599 022 FY5KE         599 2439
QSO: 28010 CW 2022-12-11 1018 TK5EP         599 23 Z35T          599 464
QSO: 28360 PH 2022-12-11 1022 TK5EP         59 024 HZ0YL         59 0390
QSO: 28420 PH 2022-12-11 1023 TK5EP         59 26 EI7M          59 1158
QSO: 28457 PH 2022-12-11 1023 TK5EP         59 025 DY1P          59 514
QSO: 28507 PH 2022-12-11 1025 TK5EP         59 027 V55Y          59 1105
QSO: 28036 CW 2022-12-11 1058 TK5EP         599 29 DH8BQA        599 723
QSO: 28053 CW 2022-12-11 1102 TK5EP         599 30 OH1F          599 834
QSO: 28006 CW 2022-12-11 1114 TK5EP         599 31 CT9ABO        599 1848
QSO: 28355 PH 2022-12-11 1127 TK5EP         59 032 Z62NS         59 139
QSO: 28397 PH 2022-12-11 1128 TK5EP         59 33 PX2A          59 0726
QSO: 28464 PH 2022-12-11 1130 TK5EP         59 034 DL6FBL        59 1096
QSO: 28000 PH 2022-12-11 1131 TK5EP         59 035 EA8AM         59 269
QSO: 28453 PH 2022-12-11 1136 TK5EP         59 036 EA2DR         59 0151
QSO: 28407 PH 2022-12-11 1142 TK5EP         59 37 PP2DX         59 254
QSO: 28376 PH 2022-12-11 1152 TK5EP         59 038 PI4DX         59 593
QSO: 28371 PH 2022-12-11 1153 TK5EP         59 39 MW8R          59 411
QSO: 28000 PH 2022-12-11 1154 TK5EP         59 045 N1DPM         59 MA
QSO: 28371 PH 2022-12-11 1154 TK5EP         59 40 LW3DN         59 224
QSO: 28000 PH 2022-12-11 1155 TK5EP         59 045 W3PAW         59 MD
QSO: 28371 PH 2022-12-11 1155 TK5EP         59 042 4U1A          59 574
QSO: 28371 PH 2022-12-11 1155 TK5EP         59 043 TM6M          59 1420
QSO: 28371 PH 2022-12-11 1156 TK5EP         59 044 OK2TS         59 51
QSO: 28371 PH 2022-12-11 1156 TK5EP         59 046 RM3A          59 468
QSO: 28371 PH 2022-12-11 1157 TK5EP         59 047 PA4VHF        59 715
QSO: 28000 PH 2022-12-11 1158 TK5EP         59 49 RZ3DW         59 72
QSO: 28371 PH 2022-12-11 1158 TK5EP         59 048 EA1ACP        59 90
QSO: 28371 PH 2022-12-11 1158 TK5EP         59 050 R5AJ          59 857
QSO: 28371 PH 2022-12-11 1159 TK5EP         59 051 F5LJA         59 812
QSO: 28371 PH 2022-12-11 1159 TK5EP         59 053 TF2LL         59 52
QSO: 28371 PH 2022-12-11 1200 TK5EP         59 056 IQ5GR         59 631
QSO: 28371 PH 2022-12-11 1200 TK5EP         59 054 SP8R          59 751
QSO: 28371 PH 2022-12-11 1200 TK5EP         59 055 TM4K          59 724
QSO: 28371 PH 2022-12-11 1201 TK5EP         59 57 OH1F          59 892
QSO: 28371 PH 2022-12-11 1201 TK5EP         59 58 R7MC          59 274
QSO: 28371 PH 2022-12-11 1202 TK5EP         59 061 E7DX          59 1466
QSO: 28371 PH 2022-12-11 1202 TK5EP         59 060 F4GGQ         59 710
QSO: 28371 PH 2022-12-11 1202 TK5EP         59 59 LZ5R          59 1395
QSO: 28371 PH 2022-12-11 1203 TK5EP         59 64 K1JB          59 ME
QSO: 28371 PH 2022-12-11 1203 TK5EP         59 062 OZ8ABA        59 226
QSO: 28371 PH 2022-12-11 1203 TK5EP         59 063 SV2AEL        59 555
QSO: 28371 PH 2022-12-11 1204 TK5EP         59 065 W1DED         59 ME
QSO: 28371 PH 2022-12-11 1205 TK5EP         59 070 F5NBX         59 663
QSO: 28371 PH 2022-12-11 1205 TK5EP         59 069 M6T           59 1053
QSO: 28371 PH 2022-12-11 1205 TK5EP         59 068 SN7B          59 139
QSO: 28000 PH 2022-12-11 1206 TK5EP         59 71 IK3UNA        59 0563
QSO: 28371 PH 2022-12-11 1206 TK5EP         59 072 DK8MM         59 0364
QSO: 28000 PH 2022-12-11 1207 TK5EP         59 073 OR0A          59 513
QSO: 28000 PH 2022-12-11 1208 TK5EP         59 075 LC5C          59 0379
QSO: 28371 PH 2022-12-11 1208 TK5EP         59 076 PP5JR         59 1235
QSO: 28371 PH 2022-12-11 1208 TK5EP         59 074 W2XL          59 NY
QSO: 28000 PH 2022-12-11 1209 TK5EP         59 077 PY2VR         59 101
QSO: 28371 PH 2022-12-11 1209 TK5EP         59 078 KC1GTK        59 NH
QSO: 28371 PH 2022-12-11 1209 TK5EP         59 079 VO1CH         59 NF
QSO: 28371 PH 2022-12-11 1210 TK5EP         59 80 F5VKT         59 463
QSO: 28371 PH 2022-12-11 1210 TK5EP         59 81 S57C          59 717
QSO: 28000 PH 2022-12-11 1211 TK5EP         59 83 ED5E          59 356
QSO: 28371 PH 2022-12-11 1211 TK5EP         59 82 AB1JV         59 RI
QSO: 28371 PH 2022-12-11 1211 TK5EP         59 084 IK2YCW        59 0827
QSO: 28371 PH 2022-12-11 1212 TK5EP         59 87 N4RV          59 VA
QSO: 28371 PH 2022-12-11 1212 TK5EP         59 086 PY2AAK        59 417
QSO: 28371 PH 2022-12-11 1212 TK5EP         59 85 WA2DNI        59 NY
QSO: 28371 PH 2022-12-11 1213 TK5EP         59 88 DM0A          59 1007
QSO: 28371 PH 2022-12-11 1213 TK5EP         59 89 RK4FD         59 0445
QSO: 28000 PH 2022-12-11 1214 TK5EP         59 92 N3MWQ         59 DE
QSO: 28371 PH 2022-12-11 1214 TK5EP         59 093 K3WW          59 PA
QSO: 28371 PH 2022-12-11 1214 TK5EP         59 91 N1ROZ         59 MA
QSO: 28371 PH 2022-12-11 1215 TK5EP         59 95 PV2K          59 1194
QSO: 28371 PH 2022-12-11 1215 TK5EP         59 96 UA1ANA        59 322
QSO: 28371 PH 2022-12-11 1216 TK5EP         59 098 EA6SX         59 644
QSO: 28371 PH 2022-12-11 1216 TK5EP         59 099 W1JIM         59 MA
QSO: 28371 PH 2022-12-11 1217 TK5EP         59 100 KB3VQC        59 MD
QSO: 28371 PH 2022-12-11 1217 TK5EP         59 101 TI1K          59 1862
QSO: 28371 PH 2022-12-11 1219 TK5EP         59 103 PY5AMF        59 1033
QSO: 28371 PH 2022-12-11 1219 TK5EP         59 105 TF1AM         59 11
QSO: 28371 PH 2022-12-11 1219 TK5EP         59 104 YT8WW         59 0788
QSO: 28000 PH 2022-12-11 1220 TK5EP         59 109 KD2ZEL        59 NY
QSO: 28371 PH 2022-12-11 1220 TK5EP         59 108 R3DCB         59 0066
QSO: 28371 PH 2022-12-11 1220 TK5EP         59 106 WA3AFS        59 NY
QSO: 28371 PH 2022-12-11 1220 TK5EP         59 107 WU2X          59 NY
QSO: 28000 PH 2022-12-11 1221 TK5EP         59 112 HG0R          59 453
QSO: 28371 PH 2022-12-11 1221 TK5EP         59 110 DQ2C          59 581
QSO: 28371 PH 2022-12-11 1221 TK5EP         59 111 KD2JOE        59 NJ
QSO: 28371 PH 2022-12-11 1222 TK5EP         59 113 HA3HA         59 132
QSO: 28371 PH 2022-12-11 1222 TK5EP         59 115 K5ZD          59 MA
QSO: 28371 PH 2022-12-11 1223 TK5EP         59 118 DL0WW         59 565
QSO: 28371 PH 2022-12-11 1223 TK5EP         59 117 IK6PTH        59 0233
QSO: 28371 PH 2022-12-11 1223 TK5EP         59 116 KU2M          59 NJ
QSO: 28371 PH 2022-12-11 1224 TK5EP         59 120 EB8AC         59 103
QSO: 28371 PH 2022-12-11 1224 TK5EP         59 119 IK4RQJ        59 0182
QSO: 28371 PH 2022-12-11 1225 TK5EP         59 122 DL7BC         59 414
QSO: 28371 PH 2022-12-11 1225 TK5EP         59 123 PP5DZ         59 355
QSO: 28371 PH 2022-12-11 1226 TK5EP         59 127 KV3R          59 WV
QSO: 28371 PH 2022-12-11 1226 TK5EP         59 126 PY2UD         59 965
QSO: 28371 PH 2022-12-11 1227 TK5EP         59 129 WA1VKO        59 NH
QSO: 28372 PH 2022-12-11 1227 TK5EP         59 128 SN8Z          59 276
QSO: 28000 PH 2022-12-11 1228 TK5EP         59 131 K1HC          59 ME
QSO: 28371 PH 2022-12-11 1228 TK5EP         59 130 K1LZ          59 ME
QSO: 28371 PH 2022-12-11 1229 TK5EP         59 134 EA7X          59 1050
QSO: 28371 PH 2022-12-11 1229 TK5EP         59 133 W4MYA         59 VA
QSO: 28000 CW 2022-12-11 1230 TK5EP         599 135 K3JO          599 MA
QSO: 28000 CW 2022-12-11 1234 TK5EP         599 136 K7SV          599 VA
QSO: 28005 CW 2022-12-11 1235 TK5EP         599 137 AB3CX         599 NY
QSO: 28006 CW 2022-12-11 1236 TK5EP         599 138 K1LZ          599 ME
QSO: 28047 CW 2022-12-11 1239 TK5EP         599 139 ES2MC         599 0319
QSO: 28050 CW 2022-12-11 1240 TK5EP         599 140 R3GM          599 165
QSO: 28000 CW 2022-12-11 1241 TK5EP         599 140 DL2OM         599 208
QSO: 28050 CW 2022-12-11 1241 TK5EP         599 142 K5ZD          599 MA
QSO: 28050 CW 2022-12-11 1242 TK5EP         599 143 RM4F          599 713
QSO: 28050 CW 2022-12-11 1244 TK5EP         599 144 AA1K          599 DE
QSO: 28050 CW 2022-12-11 1245 TK5EP         599 145 HA3LN         599 0950
QSO: 28050 CW 2022-12-11 1246 TK5EP         599 146 N3RS          599 PA
QSO: 28050 CW 2022-12-11 1247 TK5EP         599 147 K3MM          599 MD
QSO: 28050 CW 2022-12-11 1248 TK5EP         599 148 N2WK          599 NY
QSO: 28050 CW 2022-12-11 1248 TK5EP         599 146 W3MA          599 PA
QSO: 28050 CW 2022-12-11 1249 TK5EP         599 152 LZ9W          599 585
