START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: CT1ESV
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: CT1ESV
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2022.
QSO: 28422 PH 2022-12-10 0731 CT1ESV        59 001 FR4QT         59 81
QSO: 28485 PH 2022-12-10 1802 CT1ESV        59 2 NP2X          59 875
QSO: 28512 PH 2022-12-10 1810 CT1ESV        59 003 CX5A          59 993
QSO: 28525 PH 2022-12-10 1810 CT1ESV        59 004 LP1H          59 1102
QSO: 28000 PH 2022-12-10 1811 CT1ESV        59 5 L71D          59 138
QSO: 28000 PH 2022-12-10 1812 CT1ESV        59 006 HC1JQ         59 387
QSO: 28437 PH 2022-12-11 0840 CT1ESV        59 7 VR2XAN        59 1302
QSO: 28000 PH 2022-12-11 0842 CT1ESV        59 008 TA1BX         59 047
QSO: 28428 PH 2022-12-11 0842 CT1ESV        59 9 C4W           59 0555
QSO: 28000 PH 2022-12-11 0845 CT1ESV        59 10 BD7BM         59 154
QSO: 28433 PH 2022-12-11 0850 CT1ESV        59 11 TA3NE         59 54
QSO: 28457 PH 2022-12-11 0854 CT1ESV        59 012 DY1P          59 439
QSO: 28463 PH 2022-12-11 0903 CT1ESV        59 013 DU1IVT        59 332
QSO: 28397 PH 2022-12-11 0904 CT1ESV        59 014 GM5X          59 742
QSO: 28415 PH 2022-12-11 0906 CT1ESV        59 15 VL4R          59 400
QSO: 28471 PH 2022-12-11 0917 CT1ESV        59 17 9J2BS         59 46
QSO: 28527 PH 2022-12-11 0923 CT1ESV        59 18 R3LC          59 328
QSO: 28000 PH 2022-12-11 0924 CT1ESV        59 019 R2DFE         59 026
QSO: 28527 PH 2022-12-11 0924 CT1ESV        59 20 YO4NF         59 422
QSO: 28527 PH 2022-12-11 0927 CT1ESV        59 022 YL2LW         59 106
QSO: 28000 PH 2022-12-11 0928 CT1ESV        59 023 YO6EL         59 69
QSO: 28527 PH 2022-12-11 0928 CT1ESV        59 024 LZ2JA         59 130
QSO: 28527 PH 2022-12-11 0929 CT1ESV        59 025 4I1EBD        59 474
QSO: 28000 PH 2022-12-11 0930 CT1ESV        59 026 US6IKF        59 061
QSO: 28527 PH 2022-12-11 0930 CT1ESV        59 027 ER3CT         59 092
QSO: 28000 PH 2022-12-11 0931 CT1ESV        59 028 UA6YN         59 261
QSO: 28527 PH 2022-12-11 0931 CT1ESV        59 29 F5VKT         59 392
QSO: 28527 PH 2022-12-11 0933 CT1ESV        59 030 SG0M          59 37
QSO: 28527 PH 2022-12-11 0934 CT1ESV        59 31 LZ2ZY         59 97
QSO: 28000 PH 2022-12-11 0935 CT1ESV        59 33 RZ3DW         59 49
QSO: 28400 PH 2022-12-11 0935 CT1ESV        59 035 LZ1GD         59 037
QSO: 28000 PH 2022-12-11 0939 CT1ESV        59 037 YO2SH         59 006
QSO: 28527 PH 2022-12-11 0940 CT1ESV        59 38 SM5JVF        59 85
QSO: 28527 PH 2022-12-11 0943 CT1ESV        59 39 UA9R          59 256
QSO: 28527 PH 2022-12-11 0943 CT1ESV        59 040 YL3ANT        59 29
QSO: 28527 PH 2022-12-11 0945 CT1ESV        59 042 OG2X          59 36
QSO: 28527 PH 2022-12-11 0945 CT1ESV        59 41 OH6UX         59 149
QSO: 28000 PH 2022-12-11 0946 CT1ESV        59 045 YU1P          59 0016
QSO: 28527 PH 2022-12-11 0946 CT1ESV        59 43 SV9FBP        59 21
QSO: 28527 PH 2022-12-11 0946 CT1ESV        59 044 YO5QDI        59 32
QSO: 28527 PH 2022-12-11 0947 CT1ESV        59 046 SN7B          59 123
QSO: 28527 PH 2022-12-11 0948 CT1ESV        59 48 LZ1DJZ        59 16
QSO: 28527 PH 2022-12-11 0948 CT1ESV        59 047 YE9BJM        59 395
QSO: 28000 PH 2022-12-11 0949 CT1ESV        59 051 HG0R          59 425
QSO: 28527 PH 2022-12-11 0949 CT1ESV        59 050 LC5Z          59 76
QSO: 28527 PH 2022-12-11 0949 CT1ESV        59 49 OH5BM         59 241
QSO: 28527 PH 2022-12-11 0952 CT1ESV        59 053 IK2YCW        59 0760
QSO: 28527 PH 2022-12-11 0952 CT1ESV        59 052 RA3RLJ        59 237
QSO: 28527 PH 2022-12-11 0952 CT1ESV        59 054 SA6FAX        59 12
QSO: 28527 PH 2022-12-11 0952 CT1ESV        59 056 SN7D          59 503
QSO: 28527 PH 2022-12-11 0953 CT1ESV        59 058 F4GGQ         59 671
QSO: 28527 PH 2022-12-11 0953 CT1ESV        59 057 RW3YB         59 192
QSO: 28527 PH 2022-12-11 0954 CT1ESV        59 060 R9VA          59 068
QSO: 28000 PH 2022-12-11 0955 CT1ESV        59 062 SV2SQM        59 002
QSO: 28527 PH 2022-12-11 0955 CT1ESV        59 61 SN2M          59 919
QSO: 28527 PH 2022-12-11 0956 CT1ESV        59 64 RZ3Z          59 219
QSO: 28527 PH 2022-12-11 0957 CT1ESV        59 065 MI7DGO        59 58
QSO: 28526 PH 2022-12-11 0958 CT1ESV        59 067 DH1TST        59 60
QSO: 28527 PH 2022-12-11 0958 CT1ESV        59 069 HA3HA         59 116
QSO: 28527 PH 2022-12-11 0958 CT1ESV        59 0070 VK4Y          59 0163
QSO: 28000 PH 2022-12-11 0959 CT1ESV        59 72 OK2BRX        59 83
QSO: 28000 PH 2022-12-11 0959 CT1ESV        59 73 SV3SKM        59 26
QSO: 28000 PH 2022-12-11 0959 CT1ESV        59 75 UT3QZ         59 121
QSO: 28000 PH 2022-12-11 1000 CT1ESV        59 074 OM6APR        59 0036
QSO: 28000 PH 2022-12-11 1000 CT1ESV        59 076 SP9TS         59 032
QSO: 28527 PH 2022-12-11 1000 CT1ESV        59 77 SM3U          59 0226
QSO: 28527 PH 2022-12-11 1002 CT1ESV        59 78 SN8K          59 189
QSO: 28558 PH 2022-12-11 1004 CT1ESV        59 79 9N7AA         59 1717
QSO: 28000 PH 2022-12-11 1005 CT1ESV        59 080 OM4M          59 0076
QSO: 28527 PH 2022-12-11 1006 CT1ESV        59 81 LA9TY         59 145
QSO: 28000 PH 2022-12-11 1007 CT1ESV        59 082 UT0NB         59 030
QSO: 28527 PH 2022-12-11 1010 CT1ESV        59 084 SB5X          59 56
QSO: 28527 PH 2022-12-11 1010 CT1ESV        59 085 SV3SFK        59 185
QSO: 28526 PH 2022-12-11 1011 CT1ESV        59 87 EU4E          59 0322
QSO: 28527 PH 2022-12-11 1011 CT1ESV        59 086 DL0WW         59 514
QSO: 28527 PH 2022-12-11 1012 CT1ESV        59 088 YU7RCI        59 78
QSO: 28000 PH 2022-12-11 1014 CT1ESV        59 089 DL4DRW        59 065
QSO: 28527 PH 2022-12-11 1014 CT1ESV        59 089 SK7K          59 0057
QSO: 28527 PH 2022-12-11 1019 CT1ESV        59 096 SE5N          59 94
QSO: 28527 PH 2022-12-11 1019 CT1ESV        59 95 SN8Z          59 261
QSO: 28000 PH 2022-12-11 1023 CT1ESV        59 98 TA1API        59 39
QSO: 28000 PH 2022-12-11 1023 CT1ESV        59 100 YT5LD         59 0082
QSO: 28526 PH 2022-12-11 1023 CT1ESV        59 099 UA1CUR        59 0161
QSO: 28527 PH 2022-12-11 1023 CT1ESV        59 103 SP6LZA        59 64
QSO: 28527 PH 2022-12-11 1023 CT1ESV        59 102 SQ5PJ         59 16
QSO: 28527 PH 2022-12-11 1024 CT1ESV        59 105 G4DDL         59 122
QSO: 28527 PH 2022-12-11 1024 CT1ESV        59 106 OZ1KVM        59 68
QSO: 28000 PH 2022-12-11 1609 CT1ESV        59 107 D44PM         59 0455
QSO: 28441 PH 2022-12-11 1613 CT1ESV        59 108 ZF1A          59 2346
QSO: 28000 PH 2022-12-11 1615 CT1ESV        59 109 VE3OIL        59 ON
QSO: 28000 PH 2022-12-11 1616 CT1ESV        59 112 K1HC          59 ME
QSO: 28000 PH 2022-12-11 1616 CT1ESV        59 111 W0ZQ          59 MN
QSO: 28387 PH 2022-12-11 1616 CT1ESV        59 113 N3NR          59 PA
QSO: 28000 PH 2022-12-11 1617 CT1ESV        59 117 W2VJ          59 NY
QSO: 28387 PH 2022-12-11 1617 CT1ESV        59 115 IQ5GR         59 1054
QSO: 28387 PH 2022-12-11 1618 CT1ESV        59 119 AA2GF         59 NY
QSO: 28387 PH 2022-12-11 1618 CT1ESV        59 120 W0CN          59 MN
QSO: 28000 PH 2022-12-11 1619 CT1ESV        59 122 KC2PDO        59 NJ
QSO: 28387 PH 2022-12-11 1619 CT1ESV        59 123 N1EK          59 MD
QSO: 28387 PH 2022-12-11 1619 CT1ESV        59 1121 VE3PJ         59 ON
QSO: 28000 PH 2022-12-11 1620 CT1ESV        59 124 K8DJR         59 MI
QSO: 28000 PH 2022-12-11 1622 CT1ESV        59 272 WX1USN        59 MA
QSO: 28387 PH 2022-12-11 1622 CT1ESV        59 132 K2AF          59 NJ
QSO: 28387 PH 2022-12-11 1622 CT1ESV        59 134 K4FS          59 NC
QSO: 28387 PH 2022-12-11 1622 CT1ESV        59 135 W0BM          59 MN
QSO: 28000 PH 2022-12-11 1623 CT1ESV        59 138 VE2ZAZ        59 QC
QSO: 28387 PH 2022-12-11 1623 CT1ESV        59 137 K3MAW         59 MD
QSO: 28387 PH 2022-12-11 1623 CT1ESV        59 136 KS4X          59 TN
QSO: 28387 PH 2022-12-11 1623 CT1ESV        59 139 W5THT         59 MS
QSO: 28387 PH 2022-12-11 1624 CT1ESV        59 143 K0RJW         59 MN
QSO: 28387 PH 2022-12-11 1624 CT1ESV        59 141 KE2DX         59 NY
QSO: 28387 PH 2022-12-11 1624 CT1ESV        59 140 NF3R          59 PA
QSO: 28387 PH 2022-12-11 1624 CT1ESV        59 142 W1JSR         59 MA
QSO: 28387 PH 2022-12-11 1625 CT1ESV        59 147 K4FU          59 FL
QSO: 28387 PH 2022-12-11 1625 CT1ESV        59 144 N2YG          59 NY
QSO: 28387 PH 2022-12-11 1625 CT1ESV        59 148 N8BI          59 OH
QSO: 28387 PH 2022-12-11 1626 CT1ESV        59 151 AA2A          59 MA
QSO: 28387 PH 2022-12-11 1626 CT1ESV        59 150 N1SFE         59 CT
QSO: 28387 PH 2022-12-11 1627 CT1ESV        59 152 KC1BB         59 AZ
QSO: 28387 PH 2022-12-11 1627 CT1ESV        59 154 W8BI          59 OH
QSO: 28387 PH 2022-12-11 1628 CT1ESV        59 158 K3CCR         59 MD
QSO: 28387 PH 2022-12-11 1628 CT1ESV        59 156 NT5V          59 TX
QSO: 28000 PH 2022-12-11 1629 CT1ESV        59 PORTUGAL KB8YTD        59 MI
QSO: 28387 PH 2022-12-11 1629 CT1ESV        59 160 K0SV          59 MN
QSO: 28000 PH 2022-12-11 1630 CT1ESV        59 167 W3MPG         59 PA
QSO: 28387 PH 2022-12-11 1630 CT1ESV        59 164 KK4ADQ        59 VA
QSO: 28387 PH 2022-12-11 1630 CT1ESV        59 1626 NX5M          59 TX
QSO: 28000 PH 2022-12-11 1631 CT1ESV        59 168 KW4SW         59 AL
QSO: 28387 PH 2022-12-11 1631 CT1ESV        59 171 NE3F          59 PA
QSO: 28387 PH 2022-12-11 1631 CT1ESV        59 169 VA3IDD        59 ON
QSO: 28387 PH 2022-12-11 1631 CT1ESV        59 172 W0LSD         59 CO
QSO: 28387 PH 2022-12-11 1631 CT1ESV        59 170 W1JIM         59 MA
QSO: 28000 PH 2022-12-11 1632 CT1ESV        59 177 KF0GV         59 MN
QSO: 28000 PH 2022-12-11 1632 CT1ESV        59 174 KZ8TG         59 OH
QSO: 28387 PH 2022-12-11 1632 CT1ESV        59 175 KD3TB         59 PA
QSO: 28000 PH 2022-12-11 1633 CT1ESV        59 187 WB2VVV        59 RI
QSO: 28387 PH 2022-12-11 1633 CT1ESV        59 178 AB1JV         59 RI
QSO: 28387 PH 2022-12-11 1633 CT1ESV        59 179 K0JM          59 MN
QSO: 28387 PH 2022-12-11 1633 CT1ESV        59 176 WT0DX         59 CO
