START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: CT1ESV
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: CT1ESV
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2022.
QSO: 28422 PH 2022-12-10 0731 CT1ESV        59 001 FR4QT         59 81
QSO: 28387 PH 2022-12-11 1634 CT1ESV        59 180 K3THS         59 PA
QSO: 28387 PH 2022-12-11 1634 CT1ESV        59 181 N4OO          59 GA
QSO: 28387 PH 2022-12-11 1634 CT1ESV        59 184 VE3GYL        59 ON
QSO: 28387 PH 2022-12-11 1635 CT1ESV        59 188 VE3RVZ        59 ON
QSO: 28387 PH 2022-12-11 1635 CT1ESV        59 186 WB3D          59 VA
QSO: 28387 PH 2022-12-11 1636 CT1ESV        59 189 WA8MCD        59 MI
QSO: 28000 PH 2022-12-11 1637 CT1ESV        59 193 K0SIX         59 MN
QSO: 28387 PH 2022-12-11 1637 CT1ESV        59 195 K4QQG         59 SC
QSO: 28387 PH 2022-12-11 1637 CT1ESV        59 192 W1DED         59 ME
QSO: 28387 PH 2022-12-11 1638 CT1ESV        59 198 AC9S          59 IL
QSO: 28387 PH 2022-12-11 1638 CT1ESV        59 196 WB2NFL        59 NY
QSO: 28387 PH 2022-12-11 1639 CT1ESV        59 199 K2DRH         59 IL
QSO: 28387 PH 2022-12-11 1639 CT1ESV        59 201 N4SS          59 KY
QSO: 28387 PH 2022-12-11 1640 CT1ESV        59 206 W1TJL         59 CT
QSO: 28387 PH 2022-12-11 1640 CT1ESV        59 202 W2QFV         59 MD
QSO: 28387 PH 2022-12-11 1640 CT1ESV        59 203 WB0N          59 MN
QSO: 28000 PH 2022-12-11 1641 CT1ESV        59 208 K8TMK         59 MI
QSO: 28000 PH 2022-12-11 1641 CT1ESV        59 210 N0LIW         59 MN
QSO: 28387 PH 2022-12-11 1642 CT1ESV        59 214 KB0HP         59 CO
QSO: 28387 PH 2022-12-11 1642 CT1ESV        59 213 N3RJ          59 PA
QSO: 28387 PH 2022-12-11 1642 CT1ESV        59 211 NF2L          59 NY
QSO: 28387 PH 2022-12-11 1643 CT1ESV        59 218 VA3PAF        59 ON
QSO: 28387 PH 2022-12-11 1644 CT1ESV        59 219 KC3UDO        59 MD
QSO: 28387 PH 2022-12-11 1644 CT1ESV        59 220 N8EA          59 MI
QSO: 28000 PH 2022-12-11 1645 CT1ESV        59 227 IK2OWX        59 0171
QSO: 28387 PH 2022-12-11 1645 CT1ESV        59 225 KS2G          59 NY
QSO: 28387 PH 2022-12-11 1646 CT1ESV        59 231 K0TJT         59 MN
QSO: 28387 PH 2022-12-11 1646 CT1ESV        59 228 KV3R          59 WV
QSO: 28387 PH 2022-12-11 1646 CT1ESV        59 231 VE3LON        59 ON
QSO: 28387 PH 2022-12-11 1646 CT1ESV        59 232 W8KRZ         59 VA
QSO: 28000 PH 2022-12-11 1650 CT1ESV        59 239 K3ZO          59 MD
QSO: 28387 PH 2022-12-11 1650 CT1ESV        59 237 K4SBZ         59 FL
QSO: 28387 PH 2022-12-11 1650 CT1ESV        59 237 N0DPR         59 MO
QSO: 28387 PH 2022-12-11 1650 CT1ESV        59 223 N0VRM         59 MN
QSO: 28387 PH 2022-12-11 1651 CT1ESV        59 240 KA3YJM        59 MD
QSO: 28387 PH 2022-12-11 1652 CT1ESV        59 242 VA3WEB        59 ON
QSO: 28000 PH 2022-12-11 1653 CT1ESV        59 251 KC0TEF        59 IA
QSO: 28000 PH 2022-12-11 1653 CT1ESV        59 247 N0EX          59 MN
QSO: 28387 PH 2022-12-11 1653 CT1ESV        59 245 N4ZR          59 MD
QSO: 28387 PH 2022-12-11 1653 CT1ESV        59 246 NX3Z          59 MD
QSO: 28387 PH 2022-12-11 1653 CT1ESV        59 248 VE5ZX         59 SK
QSO: 28387 PH 2022-12-11 1654 CT1ESV        59 250 K9KE          59 IL
QSO: 28000 PH 2022-12-11 1655 CT1ESV        59 254 KN4UQM        59 NC
QSO: 28387 PH 2022-12-11 1655 CT1ESV        59 255 W3LL          59 MD
QSO: 28387 PH 2022-12-11 1655 CT1ESV        59 253 WA3LXD        59 FL
QSO: 28000 PH 2022-12-11 1656 CT1ESV        599 257 W9EWZ         599 WI
QSO: 28387 PH 2022-12-11 1656 CT1ESV        59 260 KJ9B          59 IN
QSO: 28387 PH 2022-12-11 1656 CT1ESV        59 258 KT4RSQ        59 TN
QSO: 28387 PH 2022-12-11 1656 CT1ESV        59 259 W9KEY         59 WI
QSO: 28387 PH 2022-12-11 1657 CT1ESV        59 262 N3WD          59 MD
QSO: 28387 PH 2022-12-11 1657 CT1ESV        59 261 VE3RGO        59 ON
QSO: 28387 PH 2022-12-11 1657 CT1ESV        59 264 WA9PND        59 WI
QSO: 28387 PH 2022-12-11 1658 CT1ESV        59 267 K1ZW          59 NC
QSO: 28387 PH 2022-12-11 1658 CT1ESV        59 266 VA3WW         59 ON
QSO: 28000 PH 2022-12-11 1659 CT1ESV        59 270 W2RLK         59 NY
QSO: 28387 PH 2022-12-11 1659 CT1ESV        59 268 KG5VK         59 TX
QSO: 28387 PH 2022-12-11 1659 CT1ESV        59 269 WA0I          59 MO
QSO: 28000 PH 2022-12-11 1700 CT1ESV        59 272 KE0IZE        59 IA
QSO: 28387 PH 2022-12-11 1700 CT1ESV        59 271 KM8Q          59 OH
QSO: 28387.0 PH 2022-12-11 1700 CT1ESV        59 274 WX9M          59 WI
QSO: 28000 PH 2022-12-11 1701 CT1ESV        59 275 WW7DX         59 AZ
QSO: 28387 PH 2022-12-11 1702 CT1ESV        59 279 AJ6T          59 TN
QSO: 28387 PH 2022-12-11 1702 CT1ESV        59 280 VE3GJP        59 ON
QSO: 28387 PH 2022-12-11 1702 CT1ESV        59 281 WA4OFW        59 VA
QSO: 28387 PH 2022-12-11 1703 CT1ESV        59 285 K3ADA         59 PA
QSO: 28000 PH 2022-12-11 1704 CT1ESV        59 286 KZ3MW         59 PA
QSO: 28000 PH 2022-12-11 1705 CT1ESV        59 287 WI9Z          59 IL
QSO: 28387 PH 2022-12-11 1705 CT1ESV        59 288 KC3NNO        59 PA
QSO: 28387 PH 2022-12-11 1708 CT1ESV        59 293 VA3RTG        59 ON
QSO: 28000 PH 2022-12-11 1709 CT1ESV        59 295 N2GXJ         59 NJ
QSO: 28000 PH 2022-12-11 1710 CT1ESV        59 297 WA2JQK        59 NY
QSO: 28387 PH 2022-12-11 1710 CT1ESV        59 298 KT4Q          59 NC
QSO: 28387 PH 2022-12-11 1711 CT1ESV        59 301 K9PMV         59 IL
QSO: 28387 PH 2022-12-11 1711 CT1ESV        59 303 W7PP          59 AZ
QSO: 28000 PH 2022-12-11 1712 CT1ESV        59 304 AC9X          59 WI
QSO: 28000 PH 2022-12-11 1712 CT1ESV        59 307 W3MAX         59 DE
QSO: 28387 PH 2022-12-11 1712 CT1ESV        59 306 N2SQW         59 NY
QSO: 28387 PH 2022-12-11 1714 CT1ESV        59 308 AB1YW         59 WI
QSO: 28000 PH 2022-12-11 1715 CT1ESV        59 311 W2ZS          59 NY
QSO: 28000 PH 2022-12-11 1715 CT1ESV        59 313 W5GCX         59 TX
QSO: 28478 PH 2022-12-11 1719 CT1ESV        59 316 TG9ANF        59 641
QSO: 28000 PH 2022-12-11 1722 CT1ESV        59 319 WA4NUF        59 VA
QSO: 28000 PH 2022-12-11 1723 CT1ESV        59 323 KF5KWO        59 TX
QSO: 28387 PH 2022-12-11 1724 CT1ESV        59 325 N1DID         59 CT
QSO: 28387 PH 2022-12-11 1725 CT1ESV        59 329 N4DJ          59 VA
QSO: 28000 PH 2022-12-11 1726 CT1ESV        59 330 W5RJJ         59 NM
QSO: 28387 PH 2022-12-11 1726 CT1ESV        59 332 N9VPV         59 IL
QSO: 28387 PH 2022-12-11 1726 CT1ESV        59 333 VE2DM         59 QC
QSO: 28387 PH 2022-12-11 1726 CT1ESV        59 331 W4TG          59 VA
QSO: 28387 PH 2022-12-11 1727 CT1ESV        59 335 K6JO          59 CA
QSO: 28387 PH 2022-12-11 1727 CT1ESV        59 336 N4CF          59 VA
QSO: 28387 PH 2022-12-11 1728 CT1ESV        59 341 KD2WOZ        59 NJ
QSO: 28387 PH 2022-12-11 1728 CT1ESV        59 340 N6WM          59 CA
QSO: 28387 PH 2022-12-11 1728 CT1ESV        59 339 WA5WFE        59 TX
QSO: 28387 PH 2022-12-11 1729 CT1ESV        59 343 W1WBB         59 RI
QSO: 28387 PH 2022-12-11 1729 CT1ESV        59 342 W4SDX         59 TN
QSO: 28387 PH 2022-12-11 1730 CT1ESV        59 349 KA2K          59 NJ
QSO: 28387 PH 2022-12-11 1730 CT1ESV        59 344 N9CDX         59 IL
QSO: 28387 PH 2022-12-11 1730 CT1ESV        59 348 W2PMC         59 MA
QSO: 28000 PH 2022-12-11 1731 CT1ESV        59 350 N6OKU         59 CA
QSO: 28387 PH 2022-12-11 1731 CT1ESV        59 351 AE8JF         59 MI
QSO: 28000 PH 2022-12-11 1732 CT1ESV        59 354 WB0LQC        59 KS
QSO: 28387 PH 2022-12-11 1732 CT1ESV        59 355 KE2D          59 NJ
QSO: 28387 PH 2022-12-11 1732 CT1ESV        59 353 N1JFU         59 MA
QSO: 28387 PH 2022-12-11 1733 CT1ESV        59 360 K4IU          59 MN
QSO: 28387 PH 2022-12-11 1733 CT1ESV        59 356 KB9VBR        59 WI
QSO: 28387 PH 2022-12-11 1733 CT1ESV        59 257 NX0I          59 MO
QSO: 28000 PH 2022-12-11 1734 CT1ESV        59 361 VE3VGJ        59 ON
QSO: 28387 PH 2022-12-11 1734 CT1ESV        59 263 KC8NFN        59 ND
QSO: 28387 PH 2022-12-11 1735 CT1ESV        59 365 K0ARY         59 MO
QSO: 28387 PH 2022-12-11 1735 CT1ESV        59 364 N8WXQ         59 PA
QSO: 28387 PH 2022-12-11 1735 CT1ESV        59 366 W1RH          59 CA
QSO: 28387 PH 2022-12-11 1736 CT1ESV        59 368 K4CGY         59 VA
QSO: 28387 PH 2022-12-11 1736 CT1ESV        59 370 VE4VT         59 MB
QSO: 28000 PH 2022-12-11 1737 CT1ESV        59 372 AF6G          59 NC
QSO: 28387 PH 2022-12-11 1737 CT1ESV        59 371 WV4P          59 TN
QSO: 28387 PH 2022-12-11 1738 CT1ESV        59 375 K0JJR         59 MN
QSO: 28387 PH 2022-12-11 1738 CT1ESV        59 73 KB3VQC        59 MD
QSO: 28387 PH 2022-12-11 1739 CT1ESV        59 376 K1BIF         59 VT
QSO: 28387 PH 2022-12-11 1739 CT1ESV        59 277 N9TO          59 IL
QSO: 28387 PH 2022-12-11 1740 CT1ESV        59 378 AI1G          59 MA
QSO: 28387 PH 2022-12-11 1740 CT1ESV        59 381 K0DAS         59 IA
QSO: 28387 PH 2022-12-11 1740 CT1ESV        59 379 K8VGL         59 IN
QSO: 28387 PH 2022-12-11 1740 CT1ESV        59 380 KB0EO         59 MN
QSO: 28000 PH 2022-12-11 1742 CT1ESV        59 383 N7MJ          59 AZ
QSO: 28387 PH 2022-12-11 1742 CT1ESV        59 387 N7NWL         59 AZ
QSO: 28000 PH 2022-12-11 1743 CT1ESV        59 390 VE3BFU        59 ON
QSO: 28387 PH 2022-12-11 1743 CT1ESV        59 389 K9OM          59 FL
QSO: 28000 PH 2022-12-11 1744 CT1ESV        59 392 KE3UY         59 DE
QSO: 28387 PH 2022-12-11 1744 CT1ESV        59 391 WJ2D          59 NC
QSO: 28387 PH 2022-12-11 1744 CT1ESV        59 393 WM5Q          59 TX
QSO: 28387 PH 2022-12-11 1745 CT1ESV        59 396 K9UC          59 WI
QSO: 28387 PH 2022-12-11 1746 CT1ESV        59 399 N3DUE         59 MD
QSO: 28387 PH 2022-12-11 1747 CT1ESV        59 400 K3MTT         59 NY
QSO: 28387 PH 2022-12-11 1747 CT1ESV        59 401 N2RC          59 NY
QSO: 28393 PH 2022-12-11 1835 CT1ESV        59 406 ZD7BG         59 1107
QSO: 28406 PH 2022-12-11 1836 CT1ESV        59 407 HK3C          59 890
END-OF-LOG:
