START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: XE2JA
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: XE2JA
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2022.
QSO: 28480 PH 2022-12-10 1338 XE2JA         59 CHH TI5VMJ        59 175
QSO: 28000 PH 2022-12-10 1504 XE2JA         59 CHH F4CKC         59 50
QSO: 28000 PH 2022-12-10 1505 XE2JA         59 CHH W4JSW         59 FL
QSO: 28590 PH 2022-12-10 1507 XE2JA         59 CHH VE3HG         59 ON
QSO: 28590 PH 2022-12-10 1508 XE2JA         59 CHH W9KEY         59 WI
QSO: 28590 PH 2022-12-10 1509 XE2JA         59 CHH W8RID         59 OH
QSO: 28000 PH 2022-12-10 1510 XE2JA         59 CHH W3PAW         59 MD
QSO: 28590 PH 2022-12-10 1510 XE2JA         59 CHH VE3GYL        59 ON
QSO: 28590 PH 2022-12-10 1510 XE2JA         59 CHH WO2T          59 NJ
QSO: 28590 PH 2022-12-10 1512 XE2JA         59 CHH KK4ADQ        59 VA
QSO: 28000 PH 2022-12-10 1513 XE2JA         59 CHH K4LES         59 FL
QSO: 28000 PH 2022-12-10 1513 XE2JA         59 CHH K8DJR         59 MI
QSO: 28590 PH 2022-12-10 1513 XE2JA         59 CHH VE3RGO        59 ON
QSO: 28590 PH 2022-12-10 1514 XE2JA         59 500 AK3B          59 MD
QSO: 28590 PH 2022-12-10 1514 XE2JA         59 CHH KX4PR         59 KY
QSO: 28000 PH 2022-12-10 1515 XE2JA         59 CHH K4TG          59 KY
QSO: 28590 PH 2022-12-10 1515 XE2JA         59 CHH KA3JNN        59 MD
QSO: 28590 PH 2022-12-10 1516 XE2JA         59 CHH N1EK          59 MD
QSO: 28590 PH 2022-12-10 1516 XE2JA         59 CHH N3ZA          59 PA
QSO: 28590 PH 2022-12-10 1517 XE2JA         59 CHH N1RP          59 NH
QSO: 28590 PH 2022-12-10 1517 XE2JA         59 CHH N4LZ          59 FL
QSO: 28590 PH 2022-12-10 1517 XE2JA         59 CHH N8RGA         59 MI
QSO: 28590 PH 2022-12-10 1518 XE2JA         59 CHH 9H6A          59 486
QSO: 28590 PH 2022-12-10 1518 XE2JA         59 CHH K3THS         59 PA
QSO: 28000 PH 2022-12-10 1519 XE2JA         59 CHH KY3G          59 KY
QSO: 28590 PH 2022-12-10 1519 XE2JA         59 CHH KD1ELK        59 VA
QSO: 28000 PH 2022-12-10 1520 XE2JA         59 CHH KB6QPI        59 FL
QSO: 28000 PH 2022-12-10 1520 XE2JA         59 CHH W2JTM         59 NY
QSO: 28590 PH 2022-12-10 1520 XE2JA         59 CHH K3CCR         59 MD
QSO: 28000 PH 2022-12-10 1522 XE2JA         59 CHH KE8KT         59 OH
QSO: 28000 PH 2022-12-10 1524 XE2JA         59 CHH WR3R          59 MD
QSO: 28590 PH 2022-12-10 1525 XE2JA         59 CHH N1RM          59 VA
QSO: 28590 PH 2022-12-10 1527 XE2JA         59 CHH FR4QT         59 682
QSO: 28590 PH 2022-12-10 1529 XE2JA         59 CHH KT4Q          59 NC
QSO: 28000 PH 2022-12-10 1531 XE2JA         59 CHH KD3HN         59 PA
QSO: 28000 PH 2022-12-10 1531 XE2JA         59 CHH KG9V          59 SC
QSO: 28590 PH 2022-12-10 1532 XE2JA         59 CHH KC3UDO        59 MD
QSO: 28000 PH 2022-12-10 1533 XE2JA         59 CHH KE4QCM        59 GA
QSO: 28590 PH 2022-12-10 1533 XE2JA         59 CHH W8SDC         59 MI
QSO: 28590 PH 2022-12-10 1537 XE2JA         59 CHH KN4UOW        59 VA
QSO: 28590 PH 2022-12-10 1537 XE2JA         59 CHH W4ETA         59 TN
QSO: 28590 PH 2022-12-10 1538 XE2JA         59 CHH VA6AGR        59 AB
QSO: 28590 PH 2022-12-10 1539 XE2JA         59 CHH N4CF          59 VA
QSO: 28590 PH 2022-12-10 1539 XE2JA         59 CHH W3OU          59 MD
QSO: 28000 PH 2022-12-10 1543 XE2JA         59 CHH CM2JR         59 11
QSO: 28590 PH 2022-12-10 1544 XE2JA         59 CHH K3DNE         59 SC
QSO: 28000 PH 2022-12-10 1545 XE2JA         59 CHH NV4H          59 KY
QSO: 28590 PH 2022-12-10 1546 XE2JA         59 CHH K1LZ          59 ME
QSO: 28590 PH 2022-12-10 1546 XE2JA         59 CHH KE2DX         59 NY
QSO: 28000 PH 2022-12-10 1547 XE2JA         59 CHH KD9SAW        59 WI
QSO: 28590 PH 2022-12-10 1547 XE2JA         59 CHH KD9VWL        59 IL
QSO: 28590 PH 2022-12-10 1547 XE2JA         59 CHH VE3MGY        59 ON
QSO: 28590 PH 2022-12-10 1548 XE2JA         59 CHH WB2ZAB        59 MD
QSO: 28000 PH 2022-12-10 1549 XE2JA         59 CHH VE3LRL        59 ON
QSO: 28590 PH 2022-12-10 1550 XE2JA         59 CHH K2DRH         59 IL
QSO: 28000 PH 2022-12-10 1551 XE2JA         59 CHH VE3BFU        59 ON
QSO: 28590 PH 2022-12-10 1552 XE2JA         59 CHH EA7X          59 0732
QSO: 28590 PH 2022-12-10 1552 XE2JA         59 CHH VE4GV         59 MB
QSO: 28590 PH 2022-12-10 1552 XE2JA         59 CHH W9DZ          59 IN
QSO: 28590 PH 2022-12-10 1553 XE2JA         59 CHH KC9GLR        59 IN
QSO: 28590 PH 2022-12-10 1553 XE2JA         59 CHH VA3IDD        59 ON
QSO: 28590 PH 2022-12-10 1553 XE2JA         59 CHH W1TJL         59 CT
QSO: 28000 PH 2022-12-10 1554 XE2JA         59 CHH KF4W          59 SC
QSO: 28000 PH 2022-12-10 1554 XE2JA         59 CHH VA4HZ         59 MB
QSO: 28590 PH 2022-12-10 1555 XE2JA         59 CHH K4CGY         59 VA
QSO: 28590 PH 2022-12-10 1555 XE2JA         59 CHH N3RM          59 PA
QSO: 28590 PH 2022-12-10 1555 XE2JA         59 CHH N8BI          59 OH
QSO: 28000 PH 2022-12-10 1556 XE2JA         59 CHH W3PAX         59 PA
QSO: 28000 PH 2022-12-10 1556 XE2JA         59 CHH W8EOG         59 OH
QSO: 28590 PH 2022-12-10 1600 XE2JA         59 CHH ED3X          59 0372
QSO: 28590 PH 2022-12-10 1601 XE2JA         59 CHH N2ESP         59 FL
QSO: 28590 PH 2022-12-10 1602 XE2JA         59 CHH KM8Q          59 OH
QSO: 28590 PH 2022-12-10 1603 XE2JA         59 CHH N8XCC         59 OH
QSO: 28590 PH 2022-12-10 1605 XE2JA         59 CHH W2QJ          59 NJ
QSO: 28000 PH 2022-12-10 1646 XE2JA         59 CHH N1ALO         59 MA
QSO: 28000 PH 2022-12-10 1647 XE2JA         59 CHH VE3NQM        59 ON
QSO: 28598 PH 2022-12-10 1647 XE2JA         59 CHH K3ISH         59 PA
QSO: 28000 PH 2022-12-10 1650 XE2JA         59 CHH N2VZA         59 NY
QSO: 28598 PH 2022-12-10 1651 XE2JA         59 CHH K4FS          59 NC
QSO: 28598 PH 2022-12-10 1651 XE2JA         55 CHH WU4G          59 VA
QSO: 28598 PH 2022-12-10 1653 XE2JA         59 CHH N3EEN         59 PA
QSO: 28598 PH 2022-12-10 1653 XE2JA         59 CHH N3KN          59 VA
QSO: 28000 PH 2022-12-10 1656 XE2JA         59 CHH KI7WX         59 PA
QSO: 28000 PH 2022-12-10 1658 XE2JA         59 CHH KC4SR         59 GA
QSO: 28598 PH 2022-12-10 1658 XE2JA         59 CHH CU3AC         59 90
QSO: 28000 PH 2022-12-10 1700 XE2JA         59 CHH K1HC          59 ME
QSO: 28598 PH 2022-12-10 1700 XE2JA         59 CHH N4DN          59 VA
QSO: 28598 PH 2022-12-10 1702 XE2JA         59 CHH N3FJP         59 MD
QSO: 28598 PH 2022-12-10 1702 XE2JA         59 CHH W1GD          59 MA
QSO: 28598 PH 2022-12-10 1702 XE2JA         59 COL W8KTQ         59 OH
QSO: 28598 PH 2022-12-10 1703 XE2JA         59 CHH KB4YPN        59 VA
QSO: 28598 PH 2022-12-10 1704 XE2JA         59 CHH WA1VKO        59 NH
QSO: 28598 PH 2022-12-10 1706 XE2JA         59 CHH K1ZW          59 NC
QSO: 28598 PH 2022-12-10 1706 XE2JA         59 CHH KE1IH         59 NY
QSO: 28598 PH 2022-12-10 1706 XE2JA         59 CHH KY4GS         59 SC
QSO: 28598 PH 2022-12-10 1706 XE2JA         59 CHH W2QFV         59 MD
QSO: 28598 PH 2022-12-10 1707 XE2JA         59 CHH K2AOE         59 VA
QSO: 28598 PH 2022-12-10 1707 XE2JA         59 CHH KA1ZD         59 CT
QSO: 28598 PH 2022-12-10 1707 XE2JA         59 CHH KA3YJM        59 MD
QSO: 28598 PH 2022-12-10 1707 XE2JA         59 CHH VE3HZ         59 ON
QSO: 28000 PH 2022-12-10 1709 XE2JA         59 CHH KD8LYX        59 OH
QSO: 28000 PH 2022-12-10 1709 XE2JA         59 CHH VE6CLG        59 AB
QSO: 28000 PH 2022-12-10 1709 XE2JA         59 CHH WX4DAT        59 NC
QSO: 28598 PH 2022-12-10 1709 XE2JA         59 CHH K9UC          59 WI
QSO: 28598 PH 2022-12-10 1710 XE2JA         59 CHH AA8RK         59 MI
QSO: 28000 PH 2022-12-10 1712 XE2JA         599 CHH KM4NNE        599 VA
QSO: 28598 PH 2022-12-10 1712 XE2JA         59 CHH N8IE          59 OH
QSO: 28000 PH 2022-12-10 1713 XE2JA         59 CHH KE8CSW        59 OH
QSO: 28598 PH 2022-12-10 1713 XE2JA         59 CHH NE3F          59 PA
QSO: 28598 PH 2022-12-10 1714 XE2JA         59 CHH N3DRK         59 NJ
QSO: 28598 PH 2022-12-10 1714 XE2JA         59 CHH VE3LON        59 ON
QSO: 28598 PH 2022-12-10 1715 XE2JA         59 CHH AC2OC         59 NY
QSO: 28598 PH 2022-12-10 1715 XE2JA         59 CHH VA3WEB        59 ON
QSO: 28598 PH 2022-12-10 1717 XE2JA         59 CHH N3WD          59 MD
QSO: 28598 PH 2022-12-10 1719 XE2JA         59 CHH N8WXQ         59 PA
QSO: 28598 PH 2022-12-10 1721 XE2JA         59 CHH N3BD          59 MD
QSO: 28598 PH 2022-12-10 1721 XE2JA         59 CHH W3MAM         59 MD
QSO: 28513 PH 2022-12-10 1722 XE2JA         59 CHH VE3MZD        59 ON
QSO: 28598 PH 2022-12-10 1722 XE2JA         59 CHH N8VOX         59 MI
QSO: 28598 PH 2022-12-10 1723 XE2JA         59 CHH KC8QDQ        59 OH
QSO: 28598 PH 2022-12-10 1723 XE2JA         59 CHH N1NQD         59 NY
QSO: 28597 PH 2022-12-10 1726 XE2JA         59 CHH CT3KN         59 0847
QSO: 28598 PH 2022-12-10 1726 XE2JA         59 CHH WA3AAN        59 PA
QSO: 28598 PH 2022-12-10 1727 XE2JA         59 CHH NT3U          59 MD
QSO: 28598 PH 2022-12-10 1729 XE2JA         59 CHH WX4CB         59 FL
QSO: 28598 PH 2022-12-10 1731 XE2JA         59 CHH KM4SK         59 VA
QSO: 28598 PH 2022-12-10 1731 XE2JA         59 CHH N3QE          59 MD
QSO: 28000 PH 2022-12-10 1733 XE2JA         59 CHH KE3UY         59 DE
QSO: 28598 PH 2022-12-10 1733 XE2JA         59 CHH PU1JSV        59 117
QSO: 28598 PH 2022-12-10 1734 XE2JA         59 CHH YV5RAB        59 169
QSO: 28593 PH 2022-12-10 1921 XE2JA         59 CHI WB2NFL        59 NY
QSO: 28594 PH 2022-12-10 1922 XE2JA         59 CHH N3MWQ         59 DE
QSO: 28000 PH 2022-12-10 1923 XE2JA         59 CHH WB2VVV        59 RI
QSO: 28593 PH 2022-12-10 1924 XE2JA         59 CHH N8RA          59 CT
QSO: 28593 PH 2022-12-10 1924 XE2JA         59 CHH WA3AFS        59 NY
QSO: 28000 PH 2022-12-10 1925 XE2JA         59 CHH N2SLO         59 NY
QSO: 28594 PH 2022-12-10 1928 XE2JA         59 CHH NI0K          59 MN
QSO: 28594 PH 2022-12-10 1928 XE2JA         59 CHH W1DYJ         59 MA
QSO: 28594 PH 2022-12-10 1930 XE2JA         59 CHH N2GXJ         59 NJ
QSO: 28000 PH 2022-12-10 1931 XE2JA         59 CHH KG7P          59 WA
QSO: 28593 PH 2022-12-10 1931 XE2JA         59 CHH NF3R          59 PA
QSO: 28000 PH 2022-12-10 1932 XE2JA         59 CHH K1APC         59 VA
QSO: 28000 PH 2022-12-10 1932 XE2JA         59 CHH KC3II         59 PA
QSO: 28593 PH 2022-12-10 1935 XE2JA         59 CHH N2TC          59 NY
QSO: 28593 PH 2022-12-10 1938 XE2JA         59 CHH K3ATO         59 PA
QSO: 28593 PH 2022-12-10 1939 XE2JA         59 CHH VE3PJ         59 ON
QSO: 28594 PH 2022-12-10 1940 XE2JA         59 CHH NS7U          59 WA
QSO: 28000 PH 2022-12-10 1942 XE2JA         59 CHH K7NWA         59 WA
QSO: 28593 PH 2022-12-10 1944 XE2JA         59 CHH K8WU          59 MI
QSO: 28000 PH 2022-12-10 1946 XE2JA         59 CHH WZ1V          59 CT
QSO: 28594 PH 2022-12-10 1947 XE2JA         59 CHH AA3R          59 DE
QSO: 28594 PH 2022-12-10 1949 XE2JA         59 CHH N7JVJ         59 WA
QSO: 28000 PH 2022-12-10 1950 XE2JA         59 CHH WA2CNV        59 NY
QSO: 28594 PH 2022-12-10 1950 XE2JA         59 CHH VO1KVT        59 NF
QSO: 28000 PH 2022-12-10 1952 XE2JA         59 CHH K1TNX         59 RI
QSO: 28593 PH 2022-12-10 1953 XE2JA         59 CHH VE5SF         59 SK
QSO: 28594 PH 2022-12-10 1953 XE2JA         59 CHH KG4W          59 VA
QSO: 28593 PH 2022-12-10 1954 XE2JA         59 CHH VE6TWN        59 AB
QSO: 28594 PH 2022-12-10 1954 XE2JA         59 CHH KD3TB         59 PA
QSO: 28594 PH 2022-12-10 1954 XE2JA         59 CHH KM2O          59 NY
QSO: 28000 PH 2022-12-10 1955 XE2JA         59 CHH K8TMK         59 MI
QSO: 28000 PH 2022-12-10 1955 XE2JA         59 CHH KB9VBR        59 WI
QSO: 28000 PH 2022-12-10 1956 XE2JA         59 CHH N2LDV         59 NY
QSO: 28000 PH 2022-12-10 2000 XE2JA         59 CHH KL7KK         59 AK
QSO: 28594 PH 2022-12-10 2000 XE2JA         55 CHH AB3DC         59 MI
QSO: 28594 PH 2022-12-10 2001 XE2JA         59 CHH KD2JOE        59 NJ
QSO: 28000 PH 2022-12-10 2002 XE2JA         59 CHH K5SPP         59 ID
QSO: 28593 PH 2022-12-10 2002 XE2JA         59 CHH WD6BNY        59 WI
QSO: 28000 PH 2022-12-10 2003 XE2JA         59 CHH AC9X          59 WI
QSO: 28000 PH 2022-12-10 2004 XE2JA         59 CHH W3MPG         59 PA
QSO: 28000 PH 2022-12-10 2004 XE2JA         59 CHH WA3GM         59 PA
QSO: 28594 PH 2022-12-10 2004 XE2JA         59 CHH N8CWU         59 OH
QSO: 28594 PH 2022-12-10 2005 XE2JA         59 CHH K3RA          59 MD
QSO: 28594 PH 2022-12-10 2006 XE2JA         59 CHH KD2UBH        59 NY
QSO: 28593 PH 2022-12-10 2008 XE2JA         59 CHH WA2CP         59 NY
QSO: 28000 PH 2022-12-10 2010 XE2JA         59 CHH AF9J          59 WI
QSO: 28594 PH 2022-12-10 2010 XE2JA         59 CHH VA3UKR        59 ON
QSO: 28593 PH 2022-12-10 2011 XE2JA         59 CHH N9XX          59 WI
QSO: 28594 PH 2022-12-10 2011 XE2JA         59 CHH W9XT          59 WI
QSO: 28000 PH 2022-12-10 2012 XE2JA         59 CHH N2MTG         59 NY
QSO: 28594 PH 2022-12-10 2012 XE2JA         59 CHH KC9EOQ        59 IL
QSO: 28594 PH 2022-12-10 2013 XE2JA         59 CHH W7STV         59 WA
QSO: 28594 PH 2022-12-10 2013 XE2JA         59 CHH W9VTD         59 IL
QSO: 28000 PH 2022-12-10 2015 XE2JA         59 CHH KB9DFE        59 WI
QSO: 28594 PH 2022-12-10 2015 XE2JA         59 CHH KE8NBC        59 OH
QSO: 28594 PH 2022-12-10 2017 XE2JA         59 CHH N7GND         59 OR
QSO: 28000 PH 2022-12-10 2018 XE2JA         59 CHH KC8PKY        59 IN
QSO: 28000 PH 2022-12-10 2018 XE2JA         59 CHH WO8L          59 NC
QSO: 28000 PH 2022-12-10 2018 XE2JA         59 CHH WT8E          59 OH
QSO: 28594 PH 2022-12-10 2019 XE2JA         59 CHH N0AT          59 MN
QSO: 28468 PH 2022-12-11 1730 XE2JA         59 COA KI0F          59 MN
END-OF-LOG:
