START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: F5USK
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F5USK
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2023.
QSO: 28407 PH 2023-12-09 1351 F5USK         59 001 V55Y          59 417
QSO: 28412 PH 2023-12-09 1554 F5USK         59 149 VE3KMQ        59 ON
QSO: 28412 PH 2023-12-09 1554 F5USK         59 148 W7WZ          59 SC
QSO: 28412 PH 2023-12-09 1555 F5USK         59 150 K4JSK         59 NC
QSO: 28000 PH 2023-12-09 1556 F5USK         59 153 KZ3P          59 SC
QSO: 28412 PH 2023-12-09 1556 F5USK         59 152 K2DRH         59 IL
QSO: 28412 PH 2023-12-09 1556 F5USK         59 154 KA8Q          59 VA
QSO: 28412 PH 2023-12-09 1559 F5USK         59 156 K1HTV         59 VA
QSO: 28412 PH 2023-12-09 1559 F5USK         59 157 WA5WFE        59 TX
QSO: 28412 PH 2023-12-09 1600 F5USK         59 158 VE2OWL        59 QC
QSO: 28000 PH 2023-12-09 1601 F5USK         59 159 VE3YZ         59 ON
QSO: 28412 PH 2023-12-09 1601 F5USK         59 160 WA4JUK        59 VA
QSO: 28000 PH 2023-12-09 1602 F5USK         59 161 N0UU          59 KS
QSO: 28412 PH 2023-12-09 1603 F5USK         59 162 NC4S          59 NC
QSO: 28412 PH 2023-12-09 1603 F5USK         59 163 VA2IW         59 QC
QSO: 28412 PH 2023-12-09 1605 F5USK         59 165 NN3RP         59 DC
QSO: 28362 PH 2023-12-09 1614 F5USK         59 106 NT6X          59 CA
QSO: 28399 PH 2023-12-09 1618 F5USK         59 168 WJ0W          59 ND
QSO: 28000 PH 2023-12-10 0000 F5USK         59 328 KA8FQS        59 MI
QSO: 28417 PH 2023-12-10 1429 F5USK         59 172 KG9JP         59 WI
QSO: 28417 PH 2023-12-10 1429 F5USK         59 174 W2JTM         59 NY
QSO: 28000 PH 2023-12-10 1430 F5USK         59 476 KM4IAJ        59 VA
QSO: 28417 PH 2023-12-10 1430 F5USK         59 175 N1NQD         59 NY
QSO: 28418 PH 2023-12-10 1431 F5USK         59 178 K5VG          59 VA
QSO: 28417 PH 2023-12-10 1432 F5USK         59 179 VE3LRL        59 ON
QSO: 28417 PH 2023-12-10 1434 F5USK         59 183 K0KX          59 SD
QSO: 28417 PH 2023-12-10 1434 F5USK         59 182 KC1ELB        59 MA
QSO: 28417 PH 2023-12-10 1434 F5USK         59 181 NI0K          59 MN
QSO: 28417 PH 2023-12-10 1435 F5USK         59 185 AE3S          59 PA
QSO: 28417 PH 2023-12-10 1435 F5USK         59 184 W2QFV         59 MD
QSO: 28000 PH 2023-12-10 1436 F5USK         59 187 NN4DX         59 GA
QSO: 28417 PH 2023-12-10 1437 F5USK         59 188 ND4Y          59 KY
QSO: 28417 PH 2023-12-10 1440 F5USK         59 191 N1ROZ         59 MA
QSO: 28417 PH 2023-12-10 1440 F5USK         59 192 W1FM          59 MA
QSO: 28417 PH 2023-12-10 1443 F5USK         59 197 KB3BRI        59 MD
QSO: 28417 PH 2023-12-10 1443 F5USK         59 196 KG4YVK        59 SC
QSO: 28417 PH 2023-12-10 1444 F5USK         59 199 KM4ODS        59 NC
QSO: 28000 PH 2023-12-10 1445 F5USK         59 201 NU0C          59 NE
QSO: 28000 PH 2023-12-10 1445 F5USK         59 202 W8BRY         59 VA
QSO: 28417 PH 2023-12-10 1445 F5USK         59 200 N6AR          59 FL
QSO: 28417 PH 2023-12-10 1446 F5USK         59 204 W8AIT         59 MI
QSO: 28418 PH 2023-12-10 1446 F5USK         59 203 WA2GOT        59 NY
QSO: 28000 PH 2023-12-10 1447 F5USK         59 205 KM4OZ         59 GA
QSO: 28000 PH 2023-12-10 1448 F5USK         59 208 K9LA          59 IN
QSO: 28417 PH 2023-12-10 1448 F5USK         59 207 N5IF          59 TX
QSO: 28417 PH 2023-12-10 1450 F5USK         59 209 KA3YJM        59 MD
QSO: 28417 PH 2023-12-10 1450 F5USK         59 211 KG4IGC        59 SC
QSO: 28425 PH 2023-12-10 1450 F5USK         59 210 N5MT          59 LA
QSO: 28417 PH 2023-12-10 1451 F5USK         59 212 KI9A          59 IL
QSO: 28417 PH 2023-12-10 1451 F5USK         59 213 W3OU          59 MD
QSO: 28000 PH 2023-12-10 1452 F5USK         59 215 KZ8TG         59 OH
QSO: 28417 PH 2023-12-10 1452 F5USK         59 216 K3CCR         59 MD
QSO: 28000 PH 2023-12-10 1453 F5USK         59 220 AC2N          59 FL
QSO: 28000 PH 2023-12-10 1453 F5USK         59 221 KF0GV         59 MN
QSO: 28417 PH 2023-12-10 1454 F5USK         59 222 W1AST         59 MA
QSO: 28417 PH 2023-12-10 1455 F5USK         59 225 K0YR          59 MN
QSO: 28417 PH 2023-12-10 1455 F5USK         59 224 VE3IDT        59 ON
QSO: 28000 PH 2023-12-10 1456 F5USK         59 228 W4BHJ         59 NC
QSO: 28417 PH 2023-12-10 1456 F5USK         59 227 AB5KM         59 TX
QSO: 28000 PH 2023-12-10 1457 F5USK         59 230 W9DC          59 SC
QSO: 28417 PH 2023-12-10 1457 F5USK         59 229 W2FDJ         59 NJ
QSO: 28418 PH 2023-12-10 1457 F5USK         59 231 K0JJR         59 MN
QSO: 28000 PH 2023-12-10 1458 F5USK         59 233 VE3MT         59 ON
QSO: 28417 PH 2023-12-10 1459 F5USK         59 235 KC4JNW        59 SC
QSO: 28417 PH 2023-12-10 1501 F5USK         59 237 K4QQG         59 SC
QSO: 28417 PH 2023-12-10 1501 F5USK         59 236 KV3R          59 WV
QSO: 28417 PH 2023-12-10 1503 F5USK         59 242 K5ZD          59 MA
QSO: 28417 PH 2023-12-10 1503 F5USK         59 241 VE2IAA        59 QC
QSO: 28417 PH 2023-12-10 1504 F5USK         59 245 ND8L          59 FL
QSO: 28417 PH 2023-12-10 1504 F5USK         59 246 NV9L          59 FL
QSO: 28417 PH 2023-12-10 1504 F5USK         59 244 W4TG          59 VA
QSO: 28417 PH 2023-12-10 1505 F5USK         59 248 PX2W          59 1946
QSO: 28417 PH 2023-12-10 1505 F5USK         59 247 W8RKW         59 WV
QSO: 28417 PH 2023-12-10 1506 F5USK         59 252 KB8TL         59 MI
QSO: 28000 PH 2023-12-10 1507 F5USK         59 253 XE3N          59 QUI
QSO: 28418 PH 2023-12-10 1507 F5USK         59 254 K1MT          59 MA
QSO: 28417 PH 2023-12-10 1510 F5USK         59 258 K2SD          59 NC
QSO: 28417 PH 2023-12-10 1510 F5USK         59 260 N3RJ          59 PA
QSO: 28418 PH 2023-12-10 1510 F5USK         59 259 W3ZGD         59 PA
QSO: 28000 PH 2023-12-10 1511 F5USK         59 261 K5HTE         59 TX
QSO: 28418 PH 2023-12-10 1511 F5USK         59 263 KD9MS         59 IL
QSO: 28417 PH 2023-12-10 1513 F5USK         59 268 K9KE          59 IL
QSO: 28000 PH 2023-12-10 1515 F5USK         59 270 WA2JQK        59 NY
QSO: 28418 PH 2023-12-10 1515 F5USK         59 271 K7WXB         59 UT
QSO: 28417 PH 2023-12-10 1516 F5USK         59 273 N8OH          59 OH
QSO: 28417 PH 2023-12-10 1517 F5USK         59 274 W9JA          59 WI
QSO: 28000 PH 2023-12-10 1518 F5USK         59 277 W5TMC         59 OK
QSO: 28000 PH 2023-12-10 1520 F5USK         59 279 KD8NKY        59 OH
QSO: 28000 PH 2023-12-10 1521 F5USK         59 281 ND0C          59 MN
QSO: 28418 PH 2023-12-10 1521 F5USK         59 280 WA2DNI        59 NY
QSO: 28417 PH 2023-12-10 1524 F5USK         59 286 KS5Z          59 TX
QSO: 28417 PH 2023-12-10 1524 F5USK         59 285 N7WY          59 MO
QSO: 28417 PH 2023-12-10 1525 F5USK         59 288 AC9S          59 IL
QSO: 28417 PH 2023-12-10 1527 F5USK         59 289 VE4VT         59 MB
QSO: 28417 PH 2023-12-10 1528 F5USK         59 290 WD4KTF        59 KY
QSO: 28000 PH 2023-12-10 1529 F5USK         59 294 VE5KS         59 SK
QSO: 28417 PH 2023-12-10 1529 F5USK         59 293 W0FLN         59 MO
QSO: 28000 PH 2023-12-10 1530 F5USK         59 295 W1VE          59 VT
QSO: 28000 PH 2023-12-10 1530 F5USK         59 297 W9TCV         59 FL
QSO: 28417 PH 2023-12-10 1530 F5USK         59 296 KC8NFN        59 ND
QSO: 28000 PH 2023-12-10 1531 F5USK         59 300 K0IYA         59 KS
QSO: 28417 PH 2023-12-10 1531 F5USK         59 299 KE0ITC        59 IA
QSO: 28418 PH 2023-12-10 1531 F5USK         59 301 K3EW          59 MD
QSO: 28418 PH 2023-12-10 1531 F5USK         59 298 K4XL          59 VA
QSO: 28000 PH 2023-12-10 1533 F5USK         59 304 N1WRK         59 MA
QSO: 28000 PH 2023-12-10 1533 F5USK         59 305 VE2YG         59 QC
QSO: 28417 PH 2023-12-10 1534 F5USK         59 306 KB3ORR        59 PA
QSO: 28417 PH 2023-12-10 1535 F5USK         59 310 KT0K          59 NE
QSO: 28417 PH 2023-12-10 1536 F5USK         59 311 VA3IDD        59 ON
QSO: 28417 PH 2023-12-10 1538 F5USK         59 316 N4RA          59 WV
QSO: 28356 PH 2023-12-10 1540 F5USK         59 314 WY7FD         59 WY
QSO: 28396 PH 2023-12-10 1542 F5USK         59 315 K7RL          59 WA
QSO: 28417 PH 2023-12-10 1543 F5USK         59 317 W0MB          59 MO
QSO: 28418 PH 2023-12-10 1543 F5USK         59 216 K4BAI         59 GA
QSO: 28417 PH 2023-12-10 1544 F5USK         59 319 KB9DFE        59 WI
QSO: 28417 PH 2023-12-10 1544 F5USK         59 321 W3SM          59 CT
QSO: 28000 PH 2023-12-10 1545 F5USK         59 323 WB0ULX        59 SD
QSO: 28417 PH 2023-12-10 1551 F5USK         59 329 VE3RVZ        59 ON
QSO: 28417 PH 2023-12-10 1552 F5USK         59 331 W9VQ          59 IL
QSO: 28000 PH 2023-12-10 1553 F5USK         59 332 KE8YYP        59 OH
QSO: 28417 PH 2023-12-10 1554 F5USK         59 333 N8WCP         59 OH
QSO: 28417 PH 2023-12-10 1556 F5USK         59 336 KA0WWT        59 NV
QSO: 28417 PH 2023-12-10 1556 F5USK         59 335 KC9EOQ        59 IL
QSO: 28417 PH 2023-12-10 1557 F5USK         59 338 K0RJW         59 MN
QSO: 28417 PH 2023-12-10 1557 F5USK         59 337 VE3PTA        59 ON
QSO: 28000 PH 2023-12-10 1558 F5USK         59 339 WB8HS         59 MI
QSO: 28000 PH 2023-12-10 1559 F5USK         59 343 W6AFA         59 CA
QSO: 28000 PH 2023-12-10 1559 F5USK         59 341 W7BJN         59 WA
QSO: 28417 PH 2023-12-10 1559 F5USK         59 344 VA3PMH        59 ON
QSO: 28417 PH 2023-12-10 1559 F5USK         59 345 W1JGM         59 CT
QSO: 28417 PH 2023-12-10 1602 F5USK         59 349 W0JMW         59 KS
QSO: 28418 PH 2023-12-10 1602 F5USK         59 350 WB8JAY        59 OH
QSO: 28417 PH 2023-12-10 1603 F5USK         59 351 AC8JF         59 MI
QSO: 28000 PH 2023-12-10 1606 F5USK         59 353 XE2JS         59 CHH
QSO: 28654 PH 2023-12-10 1606 F5USK         59 352 XE2X          59 TAM
QSO: 28484 PH 2023-12-10 1607 F5USK         59 354 VE6AO         59 AB
QSO: 28000 PH 2023-12-10 1608 F5USK         59 355 NF7E          59 AZ
QSO: 28392 PH 2023-12-10 1610 F5USK         59 356 K7RAT         59 OR
QSO: 28000 PH 2023-12-10 1611 F5USK         59 357 K6RO          59 CA
QSO: 28309 PH 2023-12-10 1611 F5USK         59 358 N7MZW         59 WY
QSO: 28426 PH 2023-12-10 1612 F5USK         59 359 W0SD          59 SD
QSO: 28445 PH 2023-12-10 1613 F5USK         59 360 WB0YYE        59 NE
QSO: 28476 PH 2023-12-10 1614 F5USK         59 363 VE4GV         59 MB
QSO: 28518 PH 2023-12-10 1614 F5USK         59 362 NX6T          59 CA
QSO: 28000 PH 2023-12-10 1615 F5USK         59 364 K0DEQ         59 MO
QSO: 28658 PH 2023-12-10 1617 F5USK         59 365 N2BJ          59 IL
QSO: 28354 PH 2023-12-10 1618 F5USK         59 367 XE2CS         59 SON
QSO: 28586 PH 2023-12-10 1618 F5USK         59 366 VE3AT         59 ON
QSO: 28000 PH 2023-12-10 1621 F5USK         59 368 XE1ZTW        59 EMX
QSO: 28460 PH 2023-12-10 1622 F5USK         59 369 K0AU          59 CA
QSO: 28640 PH 2023-12-10 1623 F5USK         59 370 NR7T          59 UT
QSO: 28696 PH 2023-12-10 1624 F5USK         59 371 N5YIZ         59 TX
QSO: 28386 PH 2023-12-10 1625 F5USK         59 272 K5TR          59 TX
QSO: 28379 PH 2023-12-10 1626 F5USK         59 373 NC1M          59 MA
QSO: 28000 PH 2023-12-10 1628 F5USK         59 375 WZ1V          59 CT
QSO: 28397 PH 2023-12-10 1628 F5USK         59 274 XE2W          59 NLE
QSO: 28469 PH 2023-12-10 1632 F5USK         59 377 NC1CC         59 RI
QSO: 28621 PH 2023-12-10 1632 F5USK         59 378 KS2G          59 NY
QSO: 28400 PH 2023-12-10 1633 F5USK         59 379 KB3WD         59 MD
QSO: 28734 PH 2023-12-10 1633 F5USK         59 380 K3OO          59 PA
QSO: 28616 PH 2023-12-10 1635 F5USK         59 381 K1LZ          59 ME
QSO: 28597 PH 2023-12-10 1636 F5USK         59 382 4A7L          59 JAL
END-OF-LOG:
