START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: VE1ZA
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: VE1ZA
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2023.
QSO: 28001 CW 2023-12-09 0120 VE1ZA         599 NS W4RN          599 VA
QSO: 28007 CW 2023-12-09 0124 VE1ZA         599 NS N5DX          599 NY
QSO: 28040 CW 2023-12-09 1133 VE1ZA         599 NS 9A5Y          599 527
QSO: 28000 CW 2023-12-09 1134 VE1ZA         599 NS IT9RZU        599 118
QSO: 28039 CW 2023-12-09 1134 VE1ZA         599 NS OK3C          599 331
QSO: 28040 CW 2023-12-09 1135 VE1ZA         599 NS SN2M          599 292
QSO: 28039 CW 2023-12-09 1136 VE1ZA         599 NS YL7X          599 181
QSO: 28039 CW 2023-12-09 1139 VE1ZA         599 NS IK2PFL        599 271
QSO: 28039 CW 2023-12-09 1139 VE1ZA         599 NS TM6M          599 205
QSO: 28039 CW 2023-12-09 1141 VE1ZA         599 NS R3ZZ          599 205
QSO: 28040 CW 2023-12-09 1142 VE1ZA         599 NS DH8BQA        599 206
QSO: 28040 CW 2023-12-09 1144 VE1ZA         599 NS HG5D          599 226
QSO: 28040 CW 2023-12-09 1145 VE1ZA         599 NS HA5JI         599 364
QSO: 28000 CW 2023-12-09 1146 VE1ZA         599 NS UT5UT         599 0066
QSO: 28000 CW 2023-12-09 1147 VE1ZA         599 NS YO5DAS        599 023
QSO: 28039 CW 2023-12-09 1148 VE1ZA         599 NS UW2U          599 050
QSO: 28040 CW 2023-12-09 1149 VE1ZA         599 NS EA5OH         599 106
QSO: 28040 CW 2023-12-09 1150 VE1ZA         599 NS EA3CWT        599 38
QSO: 28040 CW 2023-12-09 1150 VE1ZA         599 NS HA8FK         599 263
QSO: 28040 CW 2023-12-09 1151 VE1ZA         599 NS SP4JFR        599 8
QSO: 28040 CW 2023-12-09 1152 VE1ZA         599 NS R7NW          599 379
QSO: 28040 CW 2023-12-09 1153 VE1ZA         599 NS R7KW          599 91
QSO: 28039 CW 2023-12-09 1154 VE1ZA         599 NS OL5M          599 167
QSO: 28040 CW 2023-12-09 1154 VE1ZA         599 NS SP7M          599 75
QSO: 28039 CW 2023-12-09 1155 VE1ZA         599 NS IQ9UI         599 205
QSO: 28024 CW 2023-12-09 1827 VE1ZA         599 NS KG9X          599 IL
QSO: 28024 CW 2023-12-09 1828 VE1ZA         599 NS N5KB          599 IA
QSO: 28024 CW 2023-12-09 1829 VE1ZA         599 NS K0TJT         599 MN
QSO: 28024 CW 2023-12-09 1829 VE1ZA         599 NS W7TVC         599 OR
QSO: 28024 CW 2023-12-09 1831 VE1ZA         599 NS K0IL          599 NE
QSO: 28024 CW 2023-12-09 1831 VE1ZA         599 NS W4AC          599 FL
QSO: 28024 CW 2023-12-09 1832 VE1ZA         599 NS W0VX          599 TX
QSO: 28024 CW 2023-12-09 1833 VE1ZA         599 NS K0TRL         599 KS
QSO: 28024 CW 2023-12-09 1833 VE1ZA         599 NS N9XX          599 WI
QSO: 28024 CW 2023-12-09 1834 VE1ZA         599 NS KA6BIM        599 OR
QSO: 28024 CW 2023-12-09 1834 VE1ZA         599 NS VE4SF         599 MB
QSO: 28025 CW 2023-12-09 1834 VE1ZA         599 NS K6AAM         599 CA
QSO: 28000 CW 2023-12-09 1836 VE1ZA         599 NS N5JB          599 TX
QSO: 28024 CW 2023-12-09 1836 VE1ZA         599 NS KA0PQW        599 MN
QSO: 28000 CW 2023-12-09 1837 VE1ZA         599 NS K4ZGB         599 AL
QSO: 28000 CW 2023-12-09 1838 VE1ZA         599 NS K6RO          599 CA
QSO: 28000 CW 2023-12-09 1838 VE1ZA         599 NS W7GF          599 OR
QSO: 28024 CW 2023-12-09 1839 VE1ZA         599 NS K0WA          599 KS
QSO: 28024 CW 2023-12-09 1839 VE1ZA         599 NS N0UR          599 MN
QSO: 28024 CW 2023-12-09 1839 VE1ZA         599 NS N3RD          599 PA
QSO: 28000 CW 2023-12-09 1840 VE1ZA         599 NS N7TX          599 AZ
QSO: 28024 CW 2023-12-09 1840 VE1ZA         599 NS AI5G          599 TX
QSO: 28024 CW 2023-12-09 1840 VE1ZA         599 NS KT3T          599 FL
QSO: 28024 CW 2023-12-09 1841 VE1ZA         599 NS W4IDX         599 AZ
QSO: 28024 CW 2023-12-09 1841 VE1ZA         599 NS WJ9B          599 ID
QSO: 28024 CW 2023-12-09 1842 VE1ZA         599 NS K0AP          599 KS
QSO: 28024 CW 2023-12-09 1843 VE1ZA         599 NS K9DU          599 MN
QSO: 28024 CW 2023-12-09 1843 VE1ZA         599 NS WQ6X          599 CA
QSO: 28024 CW 2023-12-09 1844 VE1ZA         599 NS W7TMT         599 WA
QSO: 28024 CW 2023-12-09 1844 VE1ZA         599 NS WA0WWW        599 WA
QSO: 28024 CW 2023-12-09 1845 VE1ZA         599 NS K4EA          599 GA
QSO: 28024 CW 2023-12-09 1845 VE1ZA         599 NS KE3K          599 MI
QSO: 28024 CW 2023-12-09 1846 VE1ZA         599 NS NX0I          599 MO
QSO: 28024 CW 2023-12-09 1847 VE1ZA         599 NS K0JJR         599 MN
QSO: 28024 CW 2023-12-09 1847 VE1ZA         599 NS KY0Q          599 IL
QSO: 28024 CW 2023-12-09 1849 VE1ZA         599 NS AA2IL         599 CA
QSO: 28024 CW 2023-12-09 1849 VE1ZA         599 NS W0ADL         599 MN
QSO: 28024 CW 2023-12-09 1850 VE1ZA         599 NS NG0C          599 MN
QSO: 28024 CW 2023-12-09 1850 VE1ZA         599 NS VA7RY         599 BC
QSO: 28024 CW 2023-12-09 1853 VE1ZA         599 NS N2BJ          599 IL
QSO: 28024 CW 2023-12-09 1854 VE1ZA         599 NS W0GAS         599 CO
QSO: 28024 CW 2023-12-09 1855 VE1ZA         599 NS KA5WSS        599 CA
QSO: 28024 CW 2023-12-09 1856 VE1ZA         599 NS KF6I          599 CA
QSO: 28024 CW 2023-12-09 1857 VE1ZA         599 NS N4QS          599 KY
QSO: 28024 CW 2023-12-09 1859 VE1ZA         599 NS AC0W          599 MN
QSO: 28024 CW 2023-12-09 1859 VE1ZA         599 NS K0MPH         599 MN
QSO: 28024 CW 2023-12-09 1900 VE1ZA         599 NS K0CN          599 MN
QSO: 28024 CW 2023-12-09 1900 VE1ZA         599 NS K7OVG         599 ID
QSO: 28024 CW 2023-12-09 1900 VE1ZA         599 NS VA1MM         599 NS
QSO: 28024 CW 2023-12-09 1901 VE1ZA         599 NS K0INN         599 MO
QSO: 28024 CW 2023-12-09 1901 VE1ZA         599 NS K7NEW         599 WA
QSO: 28024 CW 2023-12-09 1901 VE1ZA         599 NS W6YX          599 CA
QSO: 28024 CW 2023-12-09 1902 VE1ZA         599 NS K6NV          599 CA
QSO: 28024 CW 2023-12-09 1902 VE1ZA         599 NS KB0GT         599 MN
QSO: 28024 CW 2023-12-09 1903 VE1ZA         599 NS K7ROG         599 AZ
QSO: 28024 CW 2023-12-09 1904 VE1ZA         599 NS WB6DJI        599 CA
QSO: 28024 CW 2023-12-09 1905 VE1ZA         599 NS K1KA          599 NH
QSO: 28024 CW 2023-12-09 1905 VE1ZA         599 NS KC9K          599 IL
QSO: 28024 CW 2023-12-09 1906 VE1ZA         599 NS KC0UJC        599 IA
QSO: 28024 CW 2023-12-09 1906 VE1ZA         599 NS N0XR          599 IA
QSO: 28024 CW 2023-12-09 1906 VE1ZA         599 NS VE7WO         599 BC
QSO: 28024 CW 2023-12-09 1907 VE1ZA         599 NS K7QA          599 MT
QSO: 28024 CW 2023-12-09 1908 VE1ZA         599 NS VE7XF         599 BC
QSO: 28024 CW 2023-12-09 1909 VE1ZA         599 NS N5ZO          599 CA
QSO: 28000 CW 2023-12-09 1910 VE1ZA         599 NS N6UTC         599 CA
QSO: 28024 CW 2023-12-09 1911 VE1ZA         599 NS KM5AT         599 FL
QSO: 28024 CW 2023-12-09 1912 VE1ZA         599 NS N0UY          599 MN
QSO: 28024 CW 2023-12-09 1912 VE1ZA         599 NS VE6WQ         599 AB
QSO: 28024 CW 2023-12-09 1913 VE1ZA         599 NS VA1RST        599 NS
QSO: 28024 CW 2023-12-09 1913 VE1ZA         599 NS W0DC          599 MN
