START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: F5IN
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F5IN
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2023.
QSO: 28023 CW 2023-12-09 0738 F5IN          599 1 UA6AA         599 146
QSO: 28014 CW 2023-12-10 1243 F5IN          599 88 W4RN          599 VA
QSO: 28014 CW 2023-12-10 1249 F5IN          599 90 K1QO          599 NH
QSO: 28014 CW 2023-12-10 1250 F5IN          599 92 K2SSS         599 NY
QSO: 28014 CW 2023-12-10 1250 F5IN          599 091 W8AV          599 OH
QSO: 28014 CW 2023-12-10 1251 F5IN          599 81 N4ZR          599 MD
QSO: 28014 CW 2023-12-10 1255 F5IN          599 94 KE2D          599 NJ
QSO: 28014 CW 2023-12-10 1255 F5IN          599 93 W2CN          599 NJ
QSO: 28013 CW 2023-12-10 1256 F5IN          599 095 RA7C          599 078
QSO: 28014 CW 2023-12-10 1257 F5IN          599 96 W7WZ          599 SC
QSO: 28014 CW 2023-12-10 1258 F5IN          599 98 AJ1AJ         599 MA
QSO: 28014 CW 2023-12-10 1258 F5IN          599 197 KF2TI         599 NJ
QSO: 28013 CW 2023-12-10 1259 F5IN          599 099 N3RTX         599 MD
QSO: 28000 CW 2023-12-10 1300 F5IN          599 100 RA4ACX        599 313
QSO: 28000 CW 2023-12-10 1300 F5IN          599 101 VE3VY         599 ON
QSO: 28014 CW 2023-12-10 1301 F5IN          599 102 K2QB          599 NY
QSO: 28014 CW 2023-12-10 1302 F5IN          599 103 K2QO          599 NY
QSO: 28014 CW 2023-12-10 1303 F5IN          599 104 WN7S          599 VA
QSO: 28014 CW 2023-12-10 1304 F5IN          599 106 N2WK          599 NY
QSO: 28014 CW 2023-12-10 1305 F5IN          599 106 RD4F          599 356
QSO: 28014 CW 2023-12-10 1308 F5IN          599 107 K1LT          599 OH
QSO: 28014 CW 2023-12-10 1308 F5IN          599 108 N4HB          599 VA
QSO: 28013 CW 2023-12-10 1309 F5IN          599 109 W3CB          599 MI
QSO: 28010 CW 2023-12-10 1313 F5IN          599 110 R7TD          599 0047
QSO: 28014 CW 2023-12-10 1315 F5IN          599 111 AD4TJ         599 VA
QSO: 28014 CW 2023-12-10 1322 F5IN          599 112 NZ3D          599 MD
QSO: 28014 CW 2023-12-10 1324 F5IN          599 114 KE4KY         599 KY
QSO: 28014 CW 2023-12-10 1325 F5IN          599 115 UC7A          599 486
QSO: 28014 CW 2023-12-10 1327 F5IN          599 116 K3TC          599 MD
QSO: 28014 CW 2023-12-10 1328 F5IN          599 118 K2MK          599 FL
QSO: 28014 CW 2023-12-10 1328 F5IN          599 117 VE2FK         599 QC
QSO: 28014 CW 2023-12-10 1329 F5IN          599 119 K5CM          599 OK
QSO: 28014 CW 2023-12-10 1330 F5IN          599 120 K1SM          599 MA
QSO: 28014 CW 2023-12-10 1331 F5IN          599 121 KR2AA         599 NY
QSO: 28014 CW 2023-12-10 1331 F5IN          599 122 N8CWU         599 OH
QSO: 28014 CW 2023-12-10 1332 F5IN          599 113 WA4JUK        599 VA
QSO: 28014 CW 2023-12-10 1335 F5IN          599 124 K2LNS         599 PA
QSO: 28014 CW 2023-12-10 1335 F5IN          599 125 W1EQ          599 CT
QSO: 28014 CW 2023-12-10 1339 F5IN          599 127 VA3CW         599 ON
QSO: 28014 CW 2023-12-10 1340 F5IN          599 129 W1UK          599 CT
QSO: 28014 CW 2023-12-10 1341 F5IN          599 130 N3FJP         599 MD
QSO: 28014 CW 2023-12-10 1344 F5IN          599 133 K0PK          599 MN
QSO: 28014 CW 2023-12-10 1345 F5IN          599 134 W4PM          599 VA
QSO: 28014 CW 2023-12-10 1346 F5IN          599 135 W8KRZ         599 VA
QSO: 28000 CW 2023-12-10 1348 F5IN          599 136 K5DB          599 AR
QSO: 28014 CW 2023-12-10 1352 F5IN          599 1370 KU2C          599 PA
QSO: 28014 CW 2023-12-10 1352 F5IN          599 138 VE3TW         599 ON
QSO: 28014 CW 2023-12-10 1357 F5IN          599 140 W1FJ          599 MA
QSO: 28006 CW 2023-12-10 1358 F5IN          599 131 VE9KK         599 NB
QSO: 28001 CW 2023-12-10 1359 F5IN          599 142 5B4AMX        599 668
QSO: 28003 CW 2023-12-10 1400 F5IN          599 143 KA2MGE        599 NY
QSO: 28004 CW 2023-12-10 1401 F5IN          599 144 W0EWD         599 IA
QSO: 28005 CW 2023-12-10 1402 F5IN          599 145 VE3JM         599 ON
QSO: 28006 CW 2023-12-10 1404 F5IN          599 146 K4EA          599 GA
QSO: 28037 CW 2023-12-10 1407 F5IN          599 147 IK2PFL        599 1099
QSO: 28038 CW 2023-12-10 1407 F5IN          599 148 NN7CW         599 FL
QSO: 28047 CW 2023-12-10 1408 F5IN          599 149 KA1IS         599 ME
QSO: 28047 CW 2023-12-10 1408 F5IN          599 150 N1RM          599 VA
QSO: 28034 CW 2023-12-10 1409 F5IN          599 151 N5RZ          599 TX
QSO: 28032 CW 2023-12-10 1410 F5IN          599 152 AA3B          599 PA
QSO: 28033 CW 2023-12-10 1411 F5IN          599 153 N6AR          599 FL
QSO: 28033 CW 2023-12-10 1412 F5IN          599 154 N3RD          599 PA
QSO: 28026 CW 2023-12-10 1413 F5IN          599 155 AD4EB         599 TN
QSO: 28018 CW 2023-12-10 1417 F5IN          599 156 N4SS          599 KY
QSO: 28011 CW 2023-12-10 1422 F5IN          599 157 AD4ES         599 FL
QSO: 28013 CW 2023-12-10 1424 F5IN          599 158 N2PP          599 NY
QSO: 28019 CW 2023-12-10 1425 F5IN          599 159 WG3J          599 MD
QSO: 28025 CW 2023-12-10 1426 F5IN          599 160 AI4WW         599 FL
QSO: 28037 CW 2023-12-10 1527 F5IN          599 161 N2YO          599 VA
QSO: 28037 CW 2023-12-10 1529 F5IN          599 163 W4TG          599 VA
QSO: 28036 CW 2023-12-10 1530 F5IN          599 164 N2NC          599 NJ
QSO: 28037 CW 2023-12-10 1531 F5IN          599 165 WA8MCD        599 MI
QSO: 28037 CW 2023-12-10 1532 F5IN          599 166 W0TG          599 TX
QSO: 28037 CW 2023-12-10 1533 F5IN          599 167 K0MPH         599 MN
QSO: 28037 CW 2023-12-10 1534 F5IN          599 168 WW3S          599 PA
QSO: 28037 CW 2023-12-10 1536 F5IN          599 169 KD8W          599 OH
QSO: 28037 CW 2023-12-10 1537 F5IN          599 171 N7IR          599 AZ
QSO: 28037 CW 2023-12-10 1537 F5IN          599 170 N9XX          599 WI
QSO: 28037 CW 2023-12-10 1539 F5IN          599 172 KM0O          599 MN
QSO: 28037 CW 2023-12-10 1540 F5IN          599 173 K9PW          599 IL
QSO: 28037 CW 2023-12-10 1541 F5IN          599 174 W9YK          599 IL
QSO: 28000 CW 2023-12-10 1542 F5IN          599 175 N6KN          599 CA
QSO: 28037 CW 2023-12-10 1543 F5IN          599 177 N4QS          599 KY
QSO: 28037 CW 2023-12-10 1543 F5IN          599 176 W0IL          599 SD
QSO: 28036 CW 2023-12-10 1544 F5IN          599 178 WB8ASI        599 MI
QSO: 28036 CW 2023-12-10 1545 F5IN          599 180 AD8J          599 NC
QSO: 28037 CW 2023-12-10 1545 F5IN          599 179 KI1G          599 RI
QSO: 28036 CW 2023-12-10 1548 F5IN          599 181 W1FV          599 MA
QSO: 28039 CW 2023-12-10 1550 F5IN          599 182 K4AB          599 AL
QSO: 28039 CW 2023-12-10 1551 F5IN          599 183 AA9H          599 IN
QSO: 28040 CW 2023-12-10 1551 F5IN          599 184 N4AO          599 FL
QSO: 28042 CW 2023-12-10 1553 F5IN          599 186 K6EZ          599 CA
QSO: 28045 CW 2023-12-10 1554 F5IN          599 187 KX9DX         599 IN
QSO: 28045 CW 2023-12-10 1555 F5IN          599 188 N7US          599 IL
QSO: 28046 CW 2023-12-10 1555 F5IN          599 189 N6RK          599 CA
QSO: 28047 CW 2023-12-10 1556 F5IN          599 090 WA1F          599 FL
QSO: 28043 CW 2023-12-10 1557 F5IN          599 191 K8LF          599 VA
QSO: 28016 CW 2023-12-10 1600 F5IN          599 193 V3A           599 1385
QSO: 28015 CW 2023-12-10 1601 F5IN          599 194 K6XX          599 CA
QSO: 28010 CW 2023-12-10 1602 F5IN          599 195 W2RQ          599 NJ
QSO: 28000 CW 2023-12-10 1603 F5IN          599 197 K1VUT         599 MA
QSO: 28008 CW 2023-12-10 1603 F5IN          599 198 VE5MX         599 SK
QSO: 28011 CW 2023-12-10 1603 F5IN          599 190 KB1EFS        599 MA
QSO: 28012 CW 2023-12-10 1606 F5IN          599 201 ZF9CW         599 2111
QSO: 28016 CW 2023-12-10 1613 F5IN          599 202 N2MF          599 NY
QSO: 28025 CW 2023-12-10 1614 F5IN          599 203 K1TZQ         599 RI
QSO: 28049 CW 2023-12-10 1618 F5IN          599 205 KU2M          599 NJ
QSO: 28049 CW 2023-12-10 1618 F5IN          599 206 N8AA          599 OH
QSO: 28044 CW 2023-12-10 1620 F5IN          599 207 N1IX          599 NH
QSO: 28045 CW 2023-12-10 1621 F5IN          599 208 XE1CT         599 GTO
QSO: 28036 CW 2023-12-10 1624 F5IN          599 209 W3TB          599 TN
QSO: 28028 CW 2023-12-10 1627 F5IN          599 210 W8FJ          599 PA
QSO: 28042 CW 2023-12-10 1631 F5IN          599 212 NS0R          599 KS
QSO: 28048 CW 2023-12-10 1633 F5IN          599 213 W1KM          599 MA
QSO: 28019 CW 2023-12-10 1637 F5IN          599 215 KB1W          599 MA
QSO: 28024 CW 2023-12-10 1637 F5IN          599 214 WK9M          599 TN
QSO: 28019 CW 2023-12-10 1639 F5IN          599 216 W3US          599 FL
QSO: 28018 CW 2023-12-10 1642 F5IN          599 217 NX5M          599 TX
END-OF-LOG:
