START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: F5NKX
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F5NKX
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2023.
QSO: 28029 CW 2023-12-09 0926 F5NKX         599 003 R3ZZ          599 93
QSO: 28067 CW 2023-12-09 0927 F5NKX         599 004 UY2UZ         599 64
QSO: 28023 CW 2023-12-09 0928 F5NKX         599 006 RO2E          599 246
QSO: 28019 CW 2023-12-09 0929 F5NKX         599 7 LZ4TX         599 291
QSO: 28064 CW 2023-12-09 0930 F5NKX         599 8 PA5KT         599 37
QSO: 28055 CW 2023-12-09 0931 F5NKX         599 9 VR2T          599 694
QSO: 28047 CW 2023-12-09 0934 F5NKX         599 10 LX1NO         599 131
QSO: 28007 CW 2023-12-09 0936 F5NKX         599 011 ZL3CW         599 130
QSO: 28034 CW 2023-12-09 1022 F5NKX         599 12 YO8DOH        599 284
QSO: 28021 CW 2023-12-09 1024 F5NKX         599 14 MM0T          599 157
QSO: 28061 CW 2023-12-09 1026 F5NKX         599 14 TA3D          599 57
QSO: 28102 CW 2023-12-09 1401 F5NKX         599 16 N4ZR          599 MD
QSO: 28102 CW 2023-12-09 1402 F5NKX         599 17 K2YAZ         599 MI
QSO: 28101 CW 2023-12-09 1403 F5NKX         599 018 K2SD          599 NC
QSO: 28102 CW 2023-12-09 1403 F5NKX         599 19 W1XX          599 RI
QSO: 28101 CW 2023-12-09 1407 F5NKX         599 21 KT4XA         599 AL
QSO: 28101 CW 2023-12-09 1409 F5NKX         599 22 KK1W          599 MA
QSO: 28101 CW 2023-12-09 1411 F5NKX         599 23 N0UR          599 MN
QSO: 28000 CW 2023-12-09 1413 F5NKX         599 24 WA8RCN        599 OH
QSO: 28101 CW 2023-12-09 1414 F5NKX         599 26 W3OU          599 MD
QSO: 28000 CW 2023-12-09 1415 F5NKX         599 028 WB2AMU        599 NY
QSO: 28101 CW 2023-12-09 1415 F5NKX         599 27 KA0PQW        599 MN
QSO: 28000 CW 2023-12-09 1418 F5NKX         599 29 WA2JQK        599 NY
QSO: 28101 CW 2023-12-09 1419 F5NKX         599 30 AC9S          599 IL
QSO: 28101 CW 2023-12-09 1421 F5NKX         599 31 N1WR          599 VA
QSO: 28101 CW 2023-12-09 1422 F5NKX         599 32 KW1X          599 MA
QSO: 28101 CW 2023-12-09 1422 F5NKX         599 33 WC3N          599 MD
QSO: 28101 CW 2023-12-09 1423 F5NKX         599 34 K3QP          599 PA
QSO: 28101 CW 2023-12-09 1425 F5NKX         599 35 AA4CF         599 GA
QSO: 28102 CW 2023-12-09 1426 F5NKX         599 36 W9KM          599 IL
QSO: 28101 CW 2023-12-09 1427 F5NKX         599 37 KC9EE         599 IL
QSO: 28101 CW 2023-12-09 1429 F5NKX         599 38 N4ZZ          599 TN
QSO: 28101 CW 2023-12-09 1429 F5NKX         599 39 N8CWU         599 OH
QSO: 28101 CW 2023-12-09 1430 F5NKX         599 41 WQ5L          599 MS
QSO: 28101 CW 2023-12-09 1431 F5NKX         599 42 WT9Q          599 WI
QSO: 28101 CW 2023-12-09 1432 F5NKX         599 43 KG3V          599 VA
QSO: 28101 CW 2023-12-09 1432 F5NKX         599 44 W9XT          599 WI
QSO: 28101 CW 2023-12-09 1433 F5NKX         599 46 K9WO          599 WI
QSO: 28101 CW 2023-12-09 1433 F5NKX         599 45 KI6DY         599 OH
QSO: 28102 CW 2023-12-09 1436 F5NKX         599 48 KE2WY         599 NY
QSO: 28101 CW 2023-12-09 1437 F5NKX         599 50 K8MR          599 FL
QSO: 28101 CW 2023-12-09 1437 F5NKX         599 49 WK9M          599 TN
QSO: 28101 CW 2023-12-09 1441 F5NKX         599 51 K2NV          599 NY
QSO: 28101 CW 2023-12-09 1442 F5NKX         599 52 N4QS          599 KY
QSO: 28101 CW 2023-12-09 1444 F5NKX         599 56 NE8P          599 FL
QSO: 28101 CW 2023-12-09 1444 F5NKX         599 54 VA3FF         599 ON
QSO: 28102 CW 2023-12-09 1444 F5NKX         599 55 WA2VYA        599 TX
QSO: 28101 CW 2023-12-09 1445 F5NKX         599 84 KD2EPM        599 NJ
QSO: 28000 CW 2023-12-09 1447 F5NKX         599 58 KA8JBK        599 MI
QSO: 28000 CW 2023-12-09 1449 F5NKX         599 59 K1VUT         599 MA
QSO: 28000 CW 2023-12-09 1450 F5NKX         599 60 K3TW          599 FL
QSO: 28102 CW 2023-12-09 1450 F5NKX         599 61 WB8JUI        599 OH
QSO: 28102 CW 2023-12-09 1451 F5NKX         599 62 K4BAI         599 GA
QSO: 28102 CW 2023-12-09 1451 F5NKX         599 63 WA4JUK        599 VA
QSO: 28102 CW 2023-12-09 1454 F5NKX         599 155 W4TG          599 VA
QSO: 28106 CW 2023-12-09 1555 F5NKX         599 66 VA3TNM        599 ON
QSO: 28107 CW 2023-12-09 1558 F5NKX         599 67 VE3VN         599 ON
QSO: 28110 CW 2023-12-09 1608 F5NKX         599 70 K1MD          599 RI
QSO: 28036 CW 2023-12-09 1612 F5NKX         599 72 W0BH          599 KS
QSO: 28037 CW 2023-12-09 1612 F5NKX         599 71 WR2I          599 NY
QSO: 28027 CW 2023-12-09 1615 F5NKX         599 73 W1VE          599 VT
QSO: 28094 CW 2023-12-09 1637 F5NKX         599 75 K8AJS         599 OH
QSO: 28059 CW 2023-12-10 0740 F5NKX         599 76 R8TT          599 543
QSO: 28037 CW 2023-12-10 1056 F5NKX         599 077 F8ATS         599 34
QSO: 28014 CW 2023-12-10 1234 F5NKX         599 79 AB3CX         599 NY
QSO: 28015 CW 2023-12-10 1234 F5NKX         599 78 AD4ES         599 FL
QSO: 28084 CW 2023-12-10 1236 F5NKX         599 80 K5KG          599 FL
QSO: 28000 CW 2023-12-10 1237 F5NKX         599 81 PP5RB         599 177
QSO: 28084 CW 2023-12-10 1240 F5NKX         599 81 NU2Q          599 NY
QSO: 28084 CW 2023-12-10 1242 F5NKX         599 73 9A5Y          599 1381
QSO: 28084 CW 2023-12-10 1243 F5NKX         599 84 MM2T          599 194
QSO: 28084 CW 2023-12-10 1244 F5NKX         599 075 RL4A          599 617
QSO: 28084 CW 2023-12-10 1247 F5NKX         599 88 K1LZ          599 ME
QSO: 28084 CW 2023-12-10 1247 F5NKX         599 86 K2DFC         599 NJ
QSO: 28084 CW 2023-12-10 1247 F5NKX         599 87 VA2IW         599 QC
QSO: 28084 CW 2023-12-10 1248 F5NKX         599 089 RW3RN         599 0993
QSO: 28084 CW 2023-12-10 1249 F5NKX         599 91 R7NW          599 708
QSO: 28084 CW 2023-12-10 1249 F5NKX         599 90 W4NZ          599 TN
QSO: 28084 CW 2023-12-10 1251 F5NKX         599 93 KC4TEO        599 AL
QSO: 28084 CW 2023-12-10 1251 F5NKX         599 92 W1FJ          599 MA
QSO: 28084 CW 2023-12-10 1257 F5NKX         599 94 K2QO          599 NY
QSO: 28084 CW 2023-12-10 1258 F5NKX         599 95 G4R           599 406
QSO: 28084 CW 2023-12-10 1258 F5NKX         599 96 UC7A          599 478
QSO: 28084 CW 2023-12-10 1259 F5NKX         599 97 VE2QV         599 QC
QSO: 28084 CW 2023-12-10 1301 F5NKX         599 99 N3AM          599 MD
QSO: 28084 CW 2023-12-10 1301 F5NKX         599 100 N4SS          599 KY
QSO: 28084 CW 2023-12-10 1302 F5NKX         599 101 WF7T          599 TN
QSO: 28086 CW 2023-12-10 1426 F5NKX         599 102 N9NC          599 NH
QSO: 28086 CW 2023-12-10 1427 F5NKX         599 103 KA4RRU        599 VA
QSO: 28086 CW 2023-12-10 1429 F5NKX         599 104 K3ZU          599 MD
QSO: 28086 CW 2023-12-10 1430 F5NKX         599 105 W3SM          599 CT
QSO: 28000 CW 2023-12-10 1431 F5NKX         599 106 W9EWZ         599 WI
QSO: 28086 CW 2023-12-10 1432 F5NKX         599 107 K2MK          599 FL
QSO: 28086 CW 2023-12-10 1434 F5NKX         599 108 N2NC          599 NJ
QSO: 28000 CW 2023-12-10 1435 F5NKX         599 109 N2JJ          599 NY
QSO: 28086 CW 2023-12-10 1438 F5NKX         599 111 PY2PLL        599 194
QSO: 28086 CW 2023-12-10 1441 F5NKX         599 113 WB4TDH        599 FL
QSO: 28086 CW 2023-12-10 1442 F5NKX         599 114 W1QK          599 CT
QSO: 28004 CW 2023-12-10 1452 F5NKX         599 116 W0EWD         599 IA
QSO: 28091 CW 2023-12-10 1456 F5NKX         599 117 WX1S          599 NH
QSO: 28090 CW 2023-12-10 1612 F5NKX         599 118 K0XF          599 CO
QSO: 28088 CW 2023-12-10 1613 F5NKX         599 119 W6PH          599 CA
QSO: 28087 CW 2023-12-10 1615 F5NKX         599 120 W4EF          599 CA
QSO: 28093 CW 2023-12-10 1616 F5NKX         599 121 KE4KY         599 KY
QSO: 28098 CW 2023-12-10 1617 F5NKX         599 122 NU6N          599 CA
QSO: 28100 CW 2023-12-10 1618 F5NKX         599 123 WA3C          599 OH
QSO: 28100 CW 2023-12-10 1620 F5NKX         599 125 N4RV          599 VA
QSO: 28100 CW 2023-12-10 1620 F5NKX         599 124 VA3FH         599 ON
QSO: 28100 CW 2023-12-10 1620 F5NKX         599 126 W1FV          599 MA
QSO: 28100 CW 2023-12-10 1621 F5NKX         599 127 WW3S          599 PA
QSO: 28100 CW 2023-12-10 1622 F5NKX         599 131 K1TR          599 NH
QSO: 28100 CW 2023-12-10 1622 F5NKX         599 130 N3RD          599 PA
QSO: 28100 CW 2023-12-10 1622 F5NKX         599 129 N4HB          599 VA
