START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: EA1DR
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: EA1DR
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2023.
QSO: 28000 PH 2023-12-10 0000 EA1DR         59 182 KA8FQS        59 MI
QSO: 28431 PH 2023-12-10 1504 EA1DR         59 024 VA2SCJ        59 QC
QSO: 28431 PH 2023-12-10 1505 EA1DR         59 27 W4AC          59 FL
QSO: 28431 PH 2023-12-10 1506 EA1DR         59 29 NV9L          59 FL
QSO: 28000 PH 2023-12-10 1507 EA1DR         59 32 AF1R          59 MA
QSO: 28431 PH 2023-12-10 1507 EA1DR         59 31 ND8L          59 FL
QSO: 28431 PH 2023-12-10 1507 EA1DR         59 30 WB4JFS        59 NC
QSO: 28000 PH 2023-12-10 1508 EA1DR         59 35 N1ADX         59 MA
QSO: 28000 PH 2023-12-10 1508 EA1DR         59 35 NN4DX         59 GA
QSO: 28431 PH 2023-12-10 1508 EA1DR         59 33 NR7T          59 UT
QSO: 28431 PH 2023-12-10 1508 EA1DR         59 34 W7WZ          59 SC
QSO: 28431 PH 2023-12-10 1509 EA1DR         59 040 AE3S          59 PA
QSO: 28431 PH 2023-12-10 1509 EA1DR         59 39 NA4DA         59 FL
QSO: 28000 PH 2023-12-10 1510 EA1DR         59 42 VE3MT         59 ON
QSO: 28431 PH 2023-12-10 1510 EA1DR         59 43 W3ZGD         59 PA
QSO: 28431 PH 2023-12-10 1511 EA1DR         59 45 K1MT          59 MA
QSO: 28000 PH 2023-12-10 1512 EA1DR         59 48 KE8JVX        59 OH
QSO: 28431 PH 2023-12-10 1512 EA1DR         59 47 K3YDX         59 NC
QSO: 28431 PH 2023-12-10 1512 EA1DR         59 46 WW4LL         59 GA
QSO: 28000 PH 2023-12-10 1513 EA1DR         59 49 KZ3P          59 SC
QSO: 28000 PH 2023-12-10 1514 EA1DR         59 55 VE3YZ         59 ON
QSO: 28431 PH 2023-12-10 1514 EA1DR         59 52 K2SD          59 NC
QSO: 28431 PH 2023-12-10 1514 EA1DR         59 51 KM4ODS        59 NC
QSO: 28431 PH 2023-12-10 1514 EA1DR         59 53 W1FM          59 MA
QSO: 28431 PH 2023-12-10 1515 EA1DR         59 58 N2ZN          59 NY
QSO: 28000 PH 2023-12-10 1516 EA1DR         59 62 KC4SR         59 GA
QSO: 28431 PH 2023-12-10 1516 EA1DR         59 60 N3ZA          59 PA
QSO: 28431 PH 2023-12-10 1516 EA1DR         59 61 N8OH          59 OH
QSO: 28346 PH 2023-12-10 1517 EA1DR         59 63 WJ0W          59 ND
QSO: 28658 PH 2023-12-10 1518 EA1DR         59 64 N2BJ          59 IL
QSO: 28692 PH 2023-12-10 1518 EA1DR         59 65 N1NQD         59 NY
QSO: 28380 PH 2023-12-10 1519 EA1DR         59 67 XE1CQ         59 GTO
QSO: 28664 PH 2023-12-10 1519 EA1DR         59 68 N6AR          59 FL
QSO: 28329 PH 2023-12-10 1520 EA1DR         59 69 W1TJL         59 CT
QSO: 28558 PH 2023-12-10 1521 EA1DR         59 70 KA1ZD         59 CT
QSO: 28536 PH 2023-12-10 1523 EA1DR         59 71 ND4Y          59 KY
QSO: 28536 PH 2023-12-10 1523 EA1DR         59 72 WA2QAU        59 NY
QSO: 28536 PH 2023-12-10 1524 EA1DR         59 74 K7WXB         59 UT
QSO: 28537 PH 2023-12-10 1524 EA1DR         59 073 N5MT          59 LA
QSO: 28536 PH 2023-12-10 1525 EA1DR         59 77 KA3YJM        59 MD
QSO: 28536 PH 2023-12-10 1525 EA1DR         59 75 NN4TT         59 FL
QSO: 28536 PH 2023-12-10 1526 EA1DR         59 78 AB1JV         59 RI
QSO: 28536 PH 2023-12-10 1526 EA1DR         59 79 KG4YVK        59 SC
QSO: 28000 PH 2023-12-10 1527 EA1DR         59 81 KE6GFI        59 AZ
QSO: 28536 PH 2023-12-10 1528 EA1DR         59 83 K2KR          59 CO
QSO: 28536 PH 2023-12-10 1529 EA1DR         59 85 K0KX          59 SD
QSO: 28536 PH 2023-12-10 1530 EA1DR         59 87 AC0W          59 MN
QSO: 28536 PH 2023-12-10 1530 EA1DR         59 88 KV3R          59 WV
QSO: 28536 PH 2023-12-10 1531 EA1DR         59 91 NT3U          59 MD
QSO: 28536 PH 2023-12-10 1531 EA1DR         59 90 W4RN          59 VA
QSO: 28000 PH 2023-12-10 1532 EA1DR         59 95 ND0C          59 MN
QSO: 28000 PH 2023-12-10 1532 EA1DR         59 92 NU0C          59 NE
QSO: 28536 PH 2023-12-10 1532 EA1DR         59 93 VE3IDT        59 ON
QSO: 28536 PH 2023-12-10 1532 EA1DR         59 094 W0MB          59 MO
QSO: 28000 PH 2023-12-10 1534 EA1DR         59 99 WW0WB         59 CO
QSO: 28536 PH 2023-12-10 1534 EA1DR         59 98 K4XL          59 VA
QSO: 28536 PH 2023-12-10 1534 EA1DR         59 100 WA2DNI        59 NY
QSO: 28536 PH 2023-12-10 1535 EA1DR         59 101 W9NUE         59 WI
QSO: 28000 PH 2023-12-10 1536 EA1DR         59 104 VE5KS         59 SK
QSO: 28536 PH 2023-12-10 1536 EA1DR         59 102 4A7L          59 JAL
QSO: 28536 PH 2023-12-10 1537 EA1DR         59 108 K3EW          59 MD
QSO: 28536 PH 2023-12-10 1538 EA1DR         59 107 KT4Q          59 NC
QSO: 28536 PH 2023-12-10 1539 EA1DR         59 109 N7WY          59 MO
QSO: 28536 PH 2023-12-10 1540 EA1DR         59 110 KA8Q          59 VA
QSO: 28536 PH 2023-12-10 1540 EA1DR         59 111 KC8NFN        59 ND
QSO: 28000 PH 2023-12-10 1541 EA1DR         59 113 KT6VV         59 NV
QSO: 28536 PH 2023-12-10 1542 EA1DR         59 115 N3MWQ         59 DE
QSO: 28536 PH 2023-12-10 1544 EA1DR         59 120 WD0GTY        59 OK
QSO: 28536 PH 2023-12-10 1546 EA1DR         59 124 NC0B          59 CO
QSO: 28536 PH 2023-12-10 1546 EA1DR         59 123 W4ZD          59 NC
QSO: 28000 PH 2023-12-10 1547 EA1DR         59 125 N4ZQA         59 VA
QSO: 28536 PH 2023-12-10 1547 EA1DR         59 122 ND1X          59 CT
QSO: 28000 PH 2023-12-10 1548 EA1DR         59 128 K2QGK         59 NJ
QSO: 28536 PH 2023-12-10 1549 EA1DR         59 130 KC3UHV        59 MD
QSO: 28536 PH 2023-12-10 1549 EA1DR         59 129 N6ZFO         59 CA
QSO: 28000 PH 2023-12-10 1550 EA1DR         59 132 W7BJN         59 WA
QSO: 28536 PH 2023-12-10 1550 EA1DR         59 133 N3AM          59 MD
QSO: 28000 PH 2023-12-10 1551 EA1DR         59 134 NZ1I          59 CT
QSO: 28536 PH 2023-12-10 1551 EA1DR         59 135 K9KE          59 IL
QSO: 28536 PH 2023-12-10 1551 EA1DR         59 136 W1CTN         59 NC
QSO: 28536 PH 2023-12-10 1552 EA1DR         59 138 N8CWU         59 OH
QSO: 28536 PH 2023-12-10 1552 EA1DR         59 138 VE3YV         59 ON
QSO: 28536 PH 2023-12-10 1553 EA1DR         59 140 CO2QU         59 294
QSO: 28536 PH 2023-12-10 1553 EA1DR         59 139 KR7LD         59 ID
QSO: 28536 PH 2023-12-10 1554 EA1DR         59 141 K0RJW         59 MN
QSO: 28536 PH 2023-12-10 1554 EA1DR         59 143 K0YR          59 MN
QSO: 28536 PH 2023-12-10 1554 EA1DR         59 142 K3AJ          59 MD
QSO: 28000 PH 2023-12-10 1555 EA1DR         59 147 W0YJT         59 KS
QSO: 28000 PH 2023-12-10 1555 EA1DR         59 146 WA4NUF        59 VA
QSO: 28536 PH 2023-12-10 1555 EA1DR         59 145 N1ROZ         59 MA
QSO: 28536 PH 2023-12-10 1556 EA1DR         59 151 N3KN          59 VA
QSO: 28536 PH 2023-12-10 1556 EA1DR         59 149 N5LFE         59 CO
QSO: 28536 PH 2023-12-10 1556 EA1DR         59 152 W3SM          59 CT
QSO: 28536 PH 2023-12-10 1557 EA1DR         59 154 VA6DJ         59 AB
QSO: 28536 PH 2023-12-10 1557 EA1DR         59 153 W9KEY         59 WI
QSO: 28000 PH 2023-12-10 1558 EA1DR         59 155 AB9EK         59 WI
QSO: 28536 PH 2023-12-10 1559 EA1DR         59 160 N4RV          59 VA
QSO: 28000 PH 2023-12-10 1600 EA1DR         59 1662 N0UU          59 KS
QSO: 28536 PH 2023-12-10 1600 EA1DR         59 163 N5REL         59 TX
QSO: 28536 PH 2023-12-10 1600 EA1DR         59 164 W6EU          59 CA
QSO: 28536 PH 2023-12-10 1601 EA1DR         59 166 KI0BJ         59 MT
QSO: 28536 PH 2023-12-10 1602 EA1DR         59 168 K9SJP         59 IL
QSO: 28536 PH 2023-12-10 1602 EA1DR         59 167 W6YX          59 CA
QSO: 28536 PH 2023-12-10 1604 EA1DR         59 172 EC1T          59 633
QSO: 28536 PH 2023-12-10 1604 EA1DR         59 171 K9JK          59 IL
QSO: 28536 PH 2023-12-10 1604 EA1DR         59 174 N5GF          59 FL
QSO: 28536 PH 2023-12-10 1604 EA1DR         59 173 W3FOX         59 MD
QSO: 28000 PH 2023-12-10 1605 EA1DR         59 175 NY0K          59 MO
QSO: 28536 PH 2023-12-10 1605 EA1DR         59 176 AB5KM         59 TX
QSO: 28536 PH 2023-12-10 1605 EA1DR         59 177 VE3PTA        59 ON
QSO: 28536 PH 2023-12-10 1607 EA1DR         59 183 KC1OXM        59 NH
QSO: 28536 PH 2023-12-10 1608 EA1DR         59 184 W0FLN         59 MO
QSO: 28536 PH 2023-12-10 1608 EA1DR         59 185 WS4WW         59 VA
QSO: 28000 PH 2023-12-10 1609 EA1DR         59 188 N7MGW         59 WA
QSO: 28536 PH 2023-12-10 1609 EA1DR         59 186 KF0HCN        59 MO
QSO: 28536 PH 2023-12-10 1610 EA1DR         59 192 KA0WWT        59 NV
QSO: 28536 PH 2023-12-10 1610 EA1DR         59 189 KD9GY         59 IL
QSO: 28536 PH 2023-12-10 1610 EA1DR         59 191 VE3DZ         59 ON
QSO: 28000 PH 2023-12-10 1611 EA1DR         59 194 KG1V          59 NH
QSO: 28536 PH 2023-12-10 1611 EA1DR         59 193 K0VBU         59 KS
QSO: 28536 PH 2023-12-10 1612 EA1DR         59 195 KF2TI         59 NJ
QSO: 28536 PH 2023-12-10 1613 EA1DR         59 197 K9PW          59 IL
QSO: 28536 PH 2023-12-10 1614 EA1DR         59 199 K0IP          59 ID
QSO: 28536 PH 2023-12-10 1614 EA1DR         59 200 K3DNE         59 SC
QSO: 28536 PH 2023-12-10 1614 EA1DR         59 201 VE2HIT        59 QC
QSO: 28000 PH 2023-12-10 1615 EA1DR         59 204 W9JOE         59 IN
QSO: 28536 PH 2023-12-10 1615 EA1DR         59 203 K1HTV         59 VA
QSO: 28000 PH 2023-12-10 1616 EA1DR         59 207 KZ8TG         59 OH
QSO: 28536 PH 2023-12-10 1616 EA1DR         59 208 KI7IOC        59 OR
QSO: 28536 PH 2023-12-10 1617 EA1DR         59 209 NG0C          59 MN
QSO: 28536 PH 2023-12-10 1617 EA1DR         59 210 VE3YT         59 ON
QSO: 28536 PH 2023-12-10 1618 EA1DR         59 212 KA4GFY        59 VA
QSO: 28000 PH 2023-12-10 1619 EA1DR         59 213 W5GCX         59 TX
QSO: 28536 PH 2023-12-10 1619 EA1DR         59 216 K0NC          59 NE
QSO: 28536 PH 2023-12-10 1619 EA1DR         59 214 K3EST         59 CA
QSO: 28536 PH 2023-12-10 1619 EA1DR         59 215 N1TRK         59 VT
QSO: 28536 PH 2023-12-10 1620 EA1DR         59 220 N3DUE         59 MD
QSO: 28536 PH 2023-12-10 1620 EA1DR         59 219 W6QU          59 CA
QSO: 28000 PH 2023-12-10 1621 EA1DR         59 222 W1SD          59 MA
QSO: 28536 PH 2023-12-10 1621 EA1DR         59 223 N4MCC         59 TN
QSO: 28536 PH 2023-12-10 1622 EA1DR         59 224 N4JOW         59 VA
QSO: 28536 PH 2023-12-10 1622 EA1DR         59 226 VE3RVZ        59 ON
QSO: 28536 PH 2023-12-10 1622 EA1DR         59 225 WV4P          59 TN
QSO: 28536 PH 2023-12-10 1623 EA1DR         59 227 KK4ADQ        59 VA
QSO: 28536 PH 2023-12-10 1623 EA1DR         59 228 VE6FI         59 AB
QSO: 28536 PH 2023-12-10 1626 EA1DR         59 237 K2PS          59 FL
QSO: 28536 PH 2023-12-10 1626 EA1DR         59 235 K3CCR         59 MD
QSO: 28536 PH 2023-12-10 1626 EA1DR         59 236 WD4IXD        59 CO
QSO: 28536 PH 2023-12-10 1627 EA1DR         59 239 VE3UZX        59 ON
QSO: 28536 PH 2023-12-10 1627 EA1DR         59 238 VE4VT         59 MB
QSO: 28000 PH 2023-12-10 1628 EA1DR         59 241 KA3FZN        59 PA
QSO: 28536 PH 2023-12-10 1628 EA1DR         59 240 KE8YIK        59 WV
END-OF-LOG:
