START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: CE2ML
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: CE2ML
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2023.
QSO: 28000 CW 2023-12-09 0036 CE2ML         599 11 PY2AXH        599 13
QSO: 28028 CW 2023-12-09 0124 CE2ML         599 1 K6ZH          599 CA
QSO: 28028 CW 2023-12-09 0125 CE2ML         599 3 JS1OYN        599 103
QSO: 28028 CW 2023-12-09 0125 CE2ML         599 2 ZF9CW         599 75
QSO: 28028 CW 2023-12-09 0127 CE2ML         599 004 RW0CR         599 0077
QSO: 28028 CW 2023-12-09 0128 CE2ML         599 005 JA9CWJ        599 043
QSO: 28028 CW 2023-12-09 0128 CE2ML         599 006 W6PH          599 CA
QSO: 28028 CW 2023-12-09 0129 CE2ML         599 7 HL1LUA        599 27
QSO: 28028 CW 2023-12-09 0133 CE2ML         599 8 BI8CZM        599 16
QSO: 28000 CW 2023-12-09 0134 CE2ML         599 9 PZ5NH         599 032
QSO: 28028 CW 2023-12-09 0135 CE2ML         599 10 JM8LND        599 42
QSO: 28028 CW 2023-12-09 0138 CE2ML         599 12 JA0FVU        599 106
QSO: 28028 CW 2023-12-09 0139 CE2ML         599 13 JA3YBK        599 171
QSO: 28028 CW 2023-12-09 0143 CE2ML         599 015 JM1SMY        599 33
QSO: 28028 CW 2023-12-09 0143 CE2ML         599 16 N6US          599 CA
QSO: 28028 CW 2023-12-09 0144 CE2ML         599 17 K6TOP         599 CA
QSO: 28028 CW 2023-12-09 0144 CE2ML         599 18 K9YC          599 CA
QSO: 28028 CW 2023-12-09 0145 CE2ML         599 19 JA7QVI        599 074
QSO: 28000 CW 2023-12-09 0146 CE2ML         599 20 JA2KVB        599 051
QSO: 28000 CW 2023-12-09 0146 CE2ML         599 21 TI5/VA3RA     599 27
QSO: 28000 CW 2023-12-09 0149 CE2ML         599 023 TI2OY         599 030
QSO: 28000 CW 2023-12-09 0149 CE2ML         599 22 XE2HQI        599 BCS
QSO: 28028 CW 2023-12-09 0150 CE2ML         599 024 RC0CD         599 0066
QSO: 28028 CW 2023-12-09 0152 CE2ML         599 25 N6ZFO         599 CA
QSO: 28028 CW 2023-12-09 0153 CE2ML         599 27 JS2MKU        599 60
QSO: 28028 CW 2023-12-09 0153 CE2ML         599 26 PX2W          599 052
QSO: 28028 CW 2023-12-09 0154 CE2ML         599 28 RU0LL         599 89
QSO: 28028 CW 2023-12-09 0155 CE2ML         599 029 JM8SMO        599 43
QSO: 28028 CW 2023-12-09 0156 CE2ML         599 30 JE1NVD        599 102
QSO: 28028 CW 2023-12-09 0157 CE2ML         599 31 J35X          599 28
QSO: 28028 CW 2023-12-09 0159 CE2ML         599 32 JF1OVA        599 31
QSO: 28028 CW 2023-12-09 0200 CE2ML         599 33 BH3OQQ        599 025
QSO: 28028 CW 2023-12-09 0200 CE2ML         599 34 JH4UTP        599 83
QSO: 28028 CW 2023-12-09 0203 CE2ML         599 36 BA8DV         599 31
QSO: 28027 CW 2023-12-09 0216 CE2ML         599 37 JM1NKT        599 54
QSO: 28000 CW 2023-12-09 0220 CE2ML         599 041 JA1CHY        599 012
QSO: 28027 CW 2023-12-09 0221 CE2ML         599 42 KH6CJJ        599 HI
QSO: 28027 CW 2023-12-09 0222 CE2ML         599 43 P40L          599 136
QSO: 28027 CW 2023-12-09 0224 CE2ML         599 50 JA5EXN/5      599 50
QSO: 28027 CW 2023-12-09 0224 CE2ML         599 45 PR1T          599 112
QSO: 28027 CW 2023-12-09 0225 CE2ML         599 46 NH6O          599 HI
QSO: 28000 CW 2023-12-09 0227 CE2ML         599 049 JI1LET        599 93
QSO: 28027 CW 2023-12-09 0234 CE2ML         599 052 JS2KWL        599 021
QSO: 28027 CW 2023-12-09 0235 CE2ML         599 53 JH2FXK        599 94
QSO: 28027 CW 2023-12-09 0236 CE2ML         599 55 HL2WA         599 105
QSO: 28027 CW 2023-12-09 0236 CE2ML         599 54 JA2FXV        599 051
QSO: 28027 CW 2023-12-09 0238 CE2ML         599 056 JN1GFR        599 031
QSO: 28027 CW 2023-12-09 0239 CE2ML         599 57 BD7MM         599 272
QSO: 28000 CW 2023-12-09 0240 CE2ML         599 58 JE1TSD        599 5
QSO: 28027 CW 2023-12-09 0245 CE2ML         599 59 BH8ESR        599 1
