START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: HG6C
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: HG6C
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2023.
QSO: 28000 CW 2023-12-09 0659 HG6C          599 2 UN7LAN        599 64
QSO: 28056 CW 2023-12-09 0700 HG6C          599 3 RU9AD         599 80
QSO: 28052 CW 2023-12-09 0701 HG6C          599 4 JN4MMO        599 297
QSO: 28048 CW 2023-12-09 0708 HG6C          599 005 R9AE          599 131
QSO: 28049 CW 2023-12-09 0709 HG6C          599 6 UP0L          599 075
QSO: 28034 CW 2023-12-09 0715 HG6C          599 10 UN9L          599 231
QSO: 28035 CW 2023-12-09 0715 HG6C          599 009 UC9A          599 165
QSO: 28013 CW 2023-12-09 0717 HG6C          599 11 BI4VIP        599 380
QSO: 28015 CW 2023-12-09 0718 HG6C          599 12 UP7L          599 233
QSO: 28093 CW 2023-12-09 1435 HG6C          599 13 K9OM          599 FL
QSO: 28022 CW 2023-12-10 0606 HG6C          599 014 RA9Y          599 853
QSO: 28015 CW 2023-12-10 0630 HG6C          599 15 JJ2YRM        599 887
QSO: 28010 CW 2023-12-10 0631 HG6C          599 16 UA9LAO        599 202
QSO: 28035 CW 2023-12-10 0638 HG6C          599 017 RM9RZ         599 298
QSO: 28065 CW 2023-12-10 0641 HG6C          599 018 RU9AC         599 160
QSO: 28000 CW 2023-12-10 0815 HG6C          599 20 UA4W          599 902
QSO: 28004 CW 2023-12-10 0815 HG6C          599 021 R4WDX         599 708
QSO: 28033 CW 2023-12-10 0823 HG6C          599 23 RC9A          599 376
QSO: 28069 CW 2023-12-10 0835 HG6C          599 24 R8TT          599 576
QSO: 28059 CW 2023-12-10 0837 HG6C          599 025 UC0A          599 544
QSO: 28049 CW 2023-12-10 0840 HG6C          599 26 R9CX          599 327
QSO: 28048 CW 2023-12-10 0841 HG6C          599 027 RA0R          599 630
END-OF-LOG:
