START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: IZ4JMA
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: IZ4JMA
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2023.
QSO: 28000 CW 2023-12-09 0640 IZ4JMA        599 001 5Z4VJ         599 133
QSO: 28005 CW 2023-12-10 1347 IZ4JMA        599 78 VE3JM         599 ON
QSO: 28079 CW 2023-12-10 1348 IZ4JMA        599 80 VY2TT         599 PE
QSO: 28037 CW 2023-12-10 1349 IZ4JMA        599 81 W1QK          599 CT
QSO: 28010 CW 2023-12-10 1350 IZ4JMA        599 083 W1VE          599 VT
QSO: 28072 CW 2023-12-10 1351 IZ4JMA        599 083 W8AV          599 OH
QSO: 28079 CW 2023-12-10 1352 IZ4JMA        599 84 WK2G          599 PA
QSO: 28010 CW 2023-12-10 1355 IZ4JMA        599 85 AD4ES         599 FL
QSO: 28043 CW 2023-12-10 1356 IZ4JMA        599 86 K0TT          599 MN
QSO: 28004 CW 2023-12-10 1357 IZ4JMA        599 87 K1BX          599 NH
QSO: 28039 CW 2023-12-10 1358 IZ4JMA        599 89 K0MD          599 MN
QSO: 28102 CW 2023-12-10 1358 IZ4JMA        599 88 K1ZK          599 VT
QSO: 28059 CW 2023-12-10 1400 IZ4JMA        599 090 K1VMT         599 VT
QSO: 28011 CW 2023-12-10 1401 IZ4JMA        599 91 K3MM          599 MD
QSO: 28006 CW 2023-12-10 1402 IZ4JMA        599 092 K4EA          599 GA
QSO: 28020 CW 2023-12-10 1405 IZ4JMA        599 93 K5NZ          599 TX
QSO: 28058 CW 2023-12-10 1406 IZ4JMA        599 94 K5PI          599 TX
QSO: 28000 CW 2023-12-10 1407 IZ4JMA        599 95 K5DB          599 AR
QSO: 28053 CW 2023-12-10 1408 IZ4JMA        599 96 K8MP          599 OH
QSO: 28102 CW 2023-12-10 1409 IZ4JMA        599 97 KG9N          599 IL
QSO: 28006 CW 2023-12-10 1410 IZ4JMA        599 98 N2MF          599 NY
QSO: 28026 CW 2023-12-10 1411 IZ4JMA        599 089 N3FR          599 PA
QSO: 28041 CW 2023-12-10 1412 IZ4JMA        599 100 N3UA          599 VA
QSO: 28033 CW 2023-12-10 1413 IZ4JMA        599 101 N3RD          599 PA
QSO: 28011 CW 2023-12-10 1414 IZ4JMA        599 102 N0AV          599 IA
QSO: 28047 CW 2023-12-10 1414 IZ4JMA        599 103 N1RM          599 VA
QSO: 28018 CW 2023-12-10 1416 IZ4JMA        599 107 N4SS          599 KY
QSO: 28031 CW 2023-12-10 1416 IZ4JMA        599 105 N4RV          599 VA
QSO: 28096 CW 2023-12-10 1416 IZ4JMA        599 106 N4TB          599 FL
QSO: 28065 CW 2023-12-10 1419 IZ4JMA        599 109 KE4KY         599 KY
QSO: 28001 CW 2023-12-10 1420 IZ4JMA        599 111 K7SV          599 VA
QSO: 28009 CW 2023-12-10 1421 IZ4JMA        599 112 K4RO          599 TN
QSO: 28069 CW 2023-12-10 1422 IZ4JMA        599 113 K5KG          599 FL
QSO: 28105 CW 2023-12-10 1424 IZ4JMA        599 114 K9NW          599 IN
QSO: 28082 CW 2023-12-10 1426 IZ4JMA        599 115 K3STX         599 MD
QSO: 28095 CW 2023-12-10 1427 IZ4JMA        599 116 N2MM          599 NJ
QSO: 28029 CW 2023-12-10 1428 IZ4JMA        599 117 N4ZR          599 MD
QSO: 28034 CW 2023-12-10 1429 IZ4JMA        599 118 N5RZ          599 TX
QSO: 28083 CW 2023-12-10 1429 IZ4JMA        599 119 N9NC          599 NH
QSO: 28062 CW 2023-12-10 1430 IZ4JMA        599 120 NA8V          599 MI
QSO: 28038 CW 2023-12-10 1431 IZ4JMA        599 121 NG7A          599 IA
QSO: 28042 CW 2023-12-10 1432 IZ4JMA        599 122 NS0R          599 KS
QSO: 28072 CW 2023-12-10 1436 IZ4JMA        599 124 K8GL          599 MI
QSO: 28003 CW 2023-12-10 1437 IZ4JMA        599 126 KA2MGE        599 NY
QSO: 28060 CW 2023-12-10 1440 IZ4JMA        599 128 KM5G          599 AR
QSO: 28006 CW 2023-12-10 1441 IZ4JMA        599 129 KT8X          599 MI
QSO: 28041 CW 2023-12-10 1441 IZ4JMA        599 130 KU2M          599 NJ
QSO: 28013 CW 2023-12-10 1442 IZ4JMA        599 131 N2PP          599 NY
QSO: 28097 CW 2023-12-10 1444 IZ4JMA        599 133 N4OGW         599 MS
QSO: 28086 CW 2023-12-10 1445 IZ4JMA        599 134 N4UU          599 FL
QSO: 28007 CW 2023-12-10 1446 IZ4JMA        599 135 NC1CC         599 RI
QSO: 28051 CW 2023-12-10 1448 IZ4JMA        599 137 VE3RZ         599 ON
QSO: 28088 CW 2023-12-10 1448 IZ4JMA        599 136 VE3EJ         599 ON
QSO: 28090 CW 2023-12-10 1449 IZ4JMA        599 138 VE3VN         599 ON
QSO: 28094 CW 2023-12-10 1450 IZ4JMA        599 139 W1AJT         599 NC
QSO: 28010 CW 2023-12-10 1451 IZ4JMA        599 141 W2RQ          599 NJ
QSO: 28072 CW 2023-12-10 1452 IZ4JMA        599 142 WA1FCN        599 AL
QSO: 28003 CW 2023-12-10 1456 IZ4JMA        599 143 K1TR          599 NH
QSO: 28033 CW 2023-12-10 1456 IZ4JMA        599 145 K2UA          599 NY
QSO: 28070 CW 2023-12-10 1456 IZ4JMA        599 144 K2LNS         599 PA
QSO: 28101 CW 2023-12-10 1457 IZ4JMA        599 146 K3AJ          599 MD
QSO: 28020 CW 2023-12-10 1459 IZ4JMA        599 147 K3TC          599 MD
QSO: 28008 CW 2023-12-10 1500 IZ4JMA        599 148 K5CM          599 OK
QSO: 28094 CW 2023-12-10 1501 IZ4JMA        599 149 K9CT          599 IL
QSO: 28100 CW 2023-12-10 1501 IZ4JMA        599 150 K9OM          599 FL
QSO: 28044 CW 2023-12-10 1503 IZ4JMA        599 152 KG9X          599 IL
QSO: 28096 CW 2023-12-10 1504 IZ4JMA        599 153 KI1G          599 RI
QSO: 28009 CW 2023-12-10 1506 IZ4JMA        599 155 KH7X          599 AZ
QSO: 28013 CW 2023-12-10 1507 IZ4JMA        599 157 N3QE          599 MD
QSO: 28093 CW 2023-12-10 1507 IZ4JMA        599 156 N0UR          599 MN
QSO: 28000 CW 2023-12-10 1508 IZ4JMA        599 158 N8II          599 WV
QSO: 28056 CW 2023-12-10 1509 IZ4JMA        599 159 NE9U          599 WI
QSO: 28070 CW 2023-12-10 1509 IZ4JMA        599 160 VE9AA         599 NB
QSO: 28068 CW 2023-12-10 1510 IZ4JMA        599 161 WP2Z          599 1573
QSO: 28047 CW 2023-12-10 1511 IZ4JMA        599 162 XE2X          599 TAM
QSO: 28056 CW 2023-12-10 1514 IZ4JMA        599 163 AJ9C          599 IN
QSO: 28067 CW 2023-12-10 1514 IZ4JMA        599 164 AA4CF         599 GA
QSO: 28044 CW 2023-12-10 1517 IZ4JMA        599 166 K3WU          599 PA
QSO: 28058 CW 2023-12-10 1517 IZ4JMA        599 165 K2SG          599 FL
QSO: 28070 CW 2023-12-10 1519 IZ4JMA        599 166 KC9EE         599 IL
QSO: 28067 CW 2023-12-10 1521 IZ4JMA        599 168 N0AT          599 MN
QSO: 28066 CW 2023-12-10 1522 IZ4JMA        599 170 N0KK          599 MN
QSO: 28122 CW 2023-12-10 1522 IZ4JMA        599 169 N0HJZ         599 MN
QSO: 28092 CW 2023-12-10 1523 IZ4JMA        599 171 N4HB          599 VA
QSO: 28060 CW 2023-12-10 1524 IZ4JMA        599 172 N7CW          599 AZ
QSO: 28032 CW 2023-12-10 1526 IZ4JMA        599 173 P40L          599 2289
QSO: 28061 CW 2023-12-10 1527 IZ4JMA        599 174 VA2WA         599 QC
QSO: 28045 CW 2023-12-10 1528 IZ4JMA        599 175 VA3FF         599 ON
QSO: 28023 CW 2023-12-10 1529 IZ4JMA        599 176 VE3EY         599 ON
QSO: 28071 CW 2023-12-10 1531 IZ4JMA        599 177 WQ5L          599 MS
QSO: 28080 CW 2023-12-10 1533 IZ4JMA        599 178 N7AT          599 AZ
QSO: 28104 CW 2023-12-10 1534 IZ4JMA        599 180 NB1N          599 MA
QSO: 28108 CW 2023-12-10 1535 IZ4JMA        599 181 VE3YT         599 ON
QSO: 28105 CW 2023-12-10 1538 IZ4JMA        599 184 K9MA          599 WI
QSO: 28052 CW 2023-12-10 1541 IZ4JMA        599 184 N4XD          599 NC
QSO: 28032 CW 2023-12-10 1542 IZ4JMA        599 185 N2RC          599 NY
QSO: 28010 CW 2023-12-10 1543 IZ4JMA        599 186 K1RM          599 CT
QSO: 28104 CW 2023-12-10 1543 IZ4JMA        599 187 K3OO          599 PA
QSO: 28068 CW 2023-12-10 1545 IZ4JMA        599 188 KA1IS         599 ME
QSO: 28060 CW 2023-12-10 1547 IZ4JMA        599 189 KY7M          599 AZ
QSO: 28079 CW 2023-12-10 1548 IZ4JMA        599 191 N5IF          599 TX
QSO: 28115 CW 2023-12-10 1548 IZ4JMA        599 190 N3KZ          599 ME
QSO: 28065 CW 2023-12-10 1551 IZ4JMA        599 192 N5JJ          599 TX
QSO: 28023 CW 2023-12-10 1552 IZ4JMA        599 193 NC1M          599 MA
QSO: 28000 CW 2023-12-10 1553 IZ4JMA        599 194 NV4H          599 KY
QSO: 28063 CW 2023-12-10 1553 IZ4JMA        599 195 NS2N          599 NY
QSO: 28004 CW 2023-12-10 1555 IZ4JMA        599 197 W0EWD         599 IA
QSO: 28093 CW 2023-12-10 1556 IZ4JMA        599 198 W6YX          599 CA
QSO: 28060 CW 2023-12-10 1559 IZ4JMA        599 199 KT0K          599 NE
QSO: 28081 CW 2023-12-10 1601 IZ4JMA        599 200 W8MJ          599 MI
QSO: 28018 CW 2023-12-10 1607 IZ4JMA        599 202 NX5M          599 TX
END-OF-LOG:
