START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: DK5QN
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: DK5QN
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2023.
QSO: 28084 CW 2023-12-10 1304 DK5QN         599 1 VU2FGQ        599 109
QSO: 28084 CW 2023-12-10 1305 DK5QN         599 2 K3WT          599 FL
QSO: 28084 CW 2023-12-10 1305 DK5QN         599 3 WA8MCD        599 MI
QSO: 28084 CW 2023-12-10 1305 DK5QN         599 4 WF7T          599 TN
QSO: 28084 CW 2023-12-10 1306 DK5QN         599 5 KE4KY         599 KY
QSO: 28084 CW 2023-12-10 1306 DK5QN         599 6 N1CEO         599 MA
QSO: 28000 CW 2023-12-10 1307 DK5QN         599 7 K3ZV          599 FL
QSO: 28084 CW 2023-12-10 1307 DK5QN         599 7 S53F          599 587
QSO: 28083 CW 2023-12-10 1308 DK5QN         599 8 K1LZ          599 ME
QSO: 28084 CW 2023-12-10 1308 DK5QN         599 9 KU2M          599 NJ
QSO: 28084 CW 2023-12-10 1309 DK5QN         599 010 AA1NK         599 MA
QSO: 28084 CW 2023-12-10 1309 DK5QN         599 11 KO1H          599 ME
QSO: 28084 CW 2023-12-10 1309 DK5QN         599 12 SM5COP        599 137
QSO: 28000 CW 2023-12-10 1310 DK5QN         599 15 WA2JQK        599 NY
QSO: 28084 CW 2023-12-10 1310 DK5QN         599 13 AJ1AJ         599 MA
QSO: 28084 CW 2023-12-10 1310 DK5QN         599 14 W3SM          599 CT
QSO: 28000 CW 2023-12-10 1311 DK5QN         599 16 PY3XX         599 122
QSO: 28084 CW 2023-12-10 1313 DK5QN         599 19 W1ARY         599 CT
QSO: 28084 CW 2023-12-10 1316 DK5QN         599 22 WA4JUK        599 VA
QSO: 28083 CW 2023-12-10 1317 DK5QN         599 24 NP4TT         599 873
QSO: 28084 CW 2023-12-10 1317 DK5QN         599 23 NN3RP         599 DC
QSO: 28084 CW 2023-12-10 1318 DK5QN         599 25 BD4SDX        599 869
QSO: 28000 CW 2023-12-10 1319 DK5QN         599 26 KB4CG         599 VA
QSO: 28000 CW 2023-12-10 1320 DK5QN         599 27 CO8RH         599 204
QSO: 28084 CW 2023-12-10 1320 DK5QN         599 29 K2DFC         599 NJ
QSO: 28084 CW 2023-12-10 1320 DK5QN         599 28 K8AJS         599 OH
QSO: 28084 CW 2023-12-10 1321 DK5QN         599 31 K3QP          599 PA
QSO: 28084 CW 2023-12-10 1321 DK5QN         599 030 PY2RSA        599 556
QSO: 28000 CW 2023-12-10 1322 DK5QN         599 032 K2KT          599 VA
QSO: 28000 CW 2023-12-10 1322 DK5QN         599 33 NO8C          599 OH
QSO: 28084 CW 2023-12-10 1323 DK5QN         599 37 K5ZD          599 MA
QSO: 28084 CW 2023-12-10 1323 DK5QN         599 35 LT4A          599 203
QSO: 28084 CW 2023-12-10 1323 DK5QN         599 36 W4NZ          599 TN
QSO: 28084 CW 2023-12-10 1325 DK5QN         599 38 K6RM          599 NC
QSO: 28084 CW 2023-12-10 1325 DK5QN         599 40 K8MR          596 FL
QSO: 28084 CW 2023-12-10 1325 DK5QN         599 39 WB8JUI        599 OH
QSO: 28084 CW 2023-12-10 1326 DK5QN         599 42 K9CW          599 IL
QSO: 28084 CW 2023-12-10 1326 DK5QN         599 41 N4ZR          599 MD
QSO: 28084 CW 2023-12-10 1327 DK5QN         599 045 K2NV          599 NY
QSO: 28084 CW 2023-12-10 1327 DK5QN         599 43 KB0EO         599 MN
QSO: 28084 CW 2023-12-10 1327 DK5QN         599 044 WB9G          599 NY
QSO: 28083 CW 2023-12-10 1328 DK5QN         599 46 KK0U          599 MO
QSO: 28084 CW 2023-12-10 1329 DK5QN         599 48 K5VG          599 VA
QSO: 28084 CW 2023-12-10 1330 DK5QN         599 50 K4AMC         599 TN
QSO: 28084 CW 2023-12-10 1330 DK5QN         599 49 K5TIA         599 TX
QSO: 28084 CW 2023-12-10 1331 DK5QN         599 052 KA4RRU        599 VA
QSO: 28084 CW 2023-12-10 1331 DK5QN         599 51 WD8S          599 MI
QSO: 28084 CW 2023-12-10 1332 DK5QN         599 53 VE3VN         599 ON
QSO: 28084 CW 2023-12-10 1333 DK5QN         599 055 NU2Q          599 NY
QSO: 28084 CW 2023-12-10 1333 DK5QN         599 056 NX3Z          599 MD
QSO: 28084 CW 2023-12-10 1334 DK5QN         599 158 K2WB          599 NJ
QSO: 28084 CW 2023-12-10 1334 DK5QN         599 59 NK4O          599 FL
QSO: 28084 CW 2023-12-10 1334 DK5QN         599 57 W1FJ          599 MA
QSO: 28084 CW 2023-12-10 1335 DK5QN         599 60 NB1N          599 MA
QSO: 28084 CW 2023-12-10 1335 DK5QN         599 62 NU3A          599 DE
QSO: 28084 CW 2023-12-10 1336 DK5QN         599 64 AC2RL         599 NY
QSO: 28084 CW 2023-12-10 1336 DK5QN         599 163 K1MD          599 RI
QSO: 28000 CW 2023-12-10 1337 DK5QN         599 66 VA3FN         599 ON
QSO: 28084 CW 2023-12-10 1338 DK5QN         599 67 AC9S          599 IL
QSO: 28084 CW 2023-12-10 1338 DK5QN         599 68 VE3MGY        599 ON
QSO: 28000 CW 2023-12-10 1339 DK5QN         599 69 4Z4KX         599 434
QSO: 28000 CW 2023-12-10 1340 DK5QN         599 70 WB3DPS        599 PA
QSO: 28084 CW 2023-12-10 1340 DK5QN         599 71 K9PW          599 IL
QSO: 28084 CW 2023-12-10 1341 DK5QN         599 72 N5YT          599 MS
QSO: 28000 CW 2023-12-10 1342 DK5QN         599 074 WA8RCN        599 OH
QSO: 28084 CW 2023-12-10 1343 DK5QN         599 75 N3RN          599 PA
QSO: 28084 CW 2023-12-10 1343 DK5QN         599 76 N5IF          599 TX
QSO: 28084 CW 2023-12-10 1344 DK5QN         599 77 N1CGP         599 ME
QSO: 28084 CW 2023-12-10 1345 DK5QN         599 79 K2YAZ         599 MI
QSO: 28084 CW 2023-12-10 1346 DK5QN         599 80 N8AP          599 MI
QSO: 28084 CW 2023-12-10 1348 DK5QN         599 83 AI6O          599 MO
QSO: 28084 CW 2023-12-10 1348 DK5QN         599 82 K9WO          599 WI
QSO: 28000 CW 2023-12-10 1349 DK5QN         599 86 VE3VY         599 ON
QSO: 28084 CW 2023-12-10 1349 DK5QN         599 85 K9WX          599 IN
QSO: 28084 CW 2023-12-10 1349 DK5QN         599 084 N2MA          599 PA
QSO: 28084 CW 2023-12-10 1350 DK5QN         599 88 AI5IN         599 TX
QSO: 28084 CW 2023-12-10 1350 DK5QN         599 87 KF2TI         599 NJ
QSO: 28084 CW 2023-12-10 1351 DK5QN         599 089 N9XX          599 WI
QSO: 28084 CW 2023-12-10 1352 DK5QN         599 92 AC4G          599 TN
QSO: 28084 CW 2023-12-10 1352 DK5QN         599 091 KB8TL         599 MI
QSO: 28000 CW 2023-12-10 1353 DK5QN         599 93 K4BSK         599 NC
QSO: 28084 CW 2023-12-10 1353 DK5QN         599 95 N4OGW         599 MS
QSO: 28000 CW 2023-12-10 1354 DK5QN         599 94 WR3R          599 MD
QSO: 28084 CW 2023-12-10 1354 DK5QN         599 96 N9NC          599 NH
QSO: 28084 CW 2023-12-10 1355 DK5QN         599 97 N1DC          599 MA
QSO: 28084 CW 2023-12-10 1355 DK5QN         599 98 PY1KO         599 156
QSO: 28000 CW 2023-12-10 1356 DK5QN         599 100 ZS2M          599 0164
QSO: 28084 CW 2023-12-10 1356 DK5QN         599 99 N4RV          599 VA
QSO: 28084 CW 2023-12-10 1357 DK5QN         599 102 K1TR          599 NH
QSO: 28084 CW 2023-12-10 1357 DK5QN         599 101 KC4TEO        599 AL
QSO: 28001 CW 2023-12-10 1404 DK5QN         599 103 K7SV          599 VA
QSO: 28003 CW 2023-12-10 1404 DK5QN         599 104 KA2MGE        599 NY
QSO: 28004 CW 2023-12-10 1405 DK5QN         599 105 K1BX          599 NH
QSO: 28005 CW 2023-12-10 1406 DK5QN         599 106 VE3JM         599 ON
QSO: 28006 CW 2023-12-10 1407 DK5QN         599 107 K4EA          599 GA
QSO: 28009 CW 2023-12-10 1408 DK5QN         599 108 K4RO          599 TN
QSO: 28009 CW 2023-12-10 1408 DK5QN         599 109 W2RQ          599 NJ
QSO: 28011 CW 2023-12-10 1409 DK5QN         599 110 AD4ES         599 FL
QSO: 28012 CW 2023-12-10 1410 DK5QN         599 111 ZF9CW         599 1868
QSO: 28013 CW 2023-12-10 1411 DK5QN         599 112 W1KM          599 MA
QSO: 28018 CW 2023-12-10 1412 DK5QN         599 113 N2YO          599 VA
QSO: 28018 CW 2023-12-10 1412 DK5QN         599 113 N4SS          599 KY
QSO: 28022 CW 2023-12-10 1413 DK5QN         599 114 N1RR          599 MA
QSO: 28028 CW 2023-12-10 1413 DK5QN         599 115 N4BP          599 FL
QSO: 28029 CW 2023-12-10 1414 DK5QN         599 116 N2RC          599 NY
QSO: 28032 CW 2023-12-10 1414 DK5QN         599 118 AA3B          599 PA
QSO: 28033 CW 2023-12-10 1415 DK5QN         599 119 N3RD          599 PA
QSO: 28034 CW 2023-12-10 1415 DK5QN         599 120 NC1M          599 MA
QSO: 28043 CW 2023-12-10 1416 DK5QN         599 121 K4BAI         599 GA
QSO: 28042 CW 2023-12-10 1417 DK5QN         599 122 W2XL          599 NY
QSO: 28043 CW 2023-12-10 1417 DK5QN         599 123 VP2VMM        599 2268
QSO: 28000 CW 2023-12-10 1420 DK5QN         599 124 TI5/VA3RA     599 531
QSO: 28084 CW 2023-12-10 1420 DK5QN         599 125 VY2TT         599 PE
QSO: 28016 CW 2023-12-10 1526 DK5QN         599 126 K9RS          599 DE
QSO: 28006 CW 2023-12-10 1528 DK5QN         599 127 N2MF          599 NY
QSO: 28013 CW 2023-12-10 1528 DK5QN         599 128 N3QE          599 MD
QSO: 28019 CW 2023-12-10 1529 DK5QN         599 129 XE1CT         599 GTO
QSO: 28020 CW 2023-12-10 1529 DK5QN         599 129 K3TC          599 MD
QSO: 28024 CW 2023-12-10 1531 DK5QN         599 131 NN4SS         599 SC
QSO: 28033 CW 2023-12-10 1531 DK5QN         599 133 K2UA          599 NY
QSO: 28032 CW 2023-12-10 1533 DK5QN         599 135 P40L          599 2305
QSO: 28038 CW 2023-12-10 1533 DK5QN         599 134 NN7CW         599 FL
QSO: 28034 CW 2023-12-10 1534 DK5QN         599 136 N5RZ          599 TX
QSO: 28038 CW 2023-12-10 1535 DK5QN         599 137 NG7A          599 IA
QSO: 28039 CW 2023-12-10 1535 DK5QN         599 138 K0UK          599 CO
QSO: 28040 CW 2023-12-10 1536 DK5QN         599 139 N4AO          599 FL
QSO: 28042 CW 2023-12-10 1537 DK5QN         599 140 NS0R          599 KS
QSO: 28053 CW 2023-12-10 1538 DK5QN         599 141 K8MP          599 OH
QSO: 28051 CW 2023-12-10 1539 DK5QN         599 142 W2AW          599 NJ
QSO: 28055 CW 2023-12-10 1539 DK5QN         599 143 K1TO          599 FL
QSO: 28056 CW 2023-12-10 1540 DK5QN         599 144 K3IE          599 TN
QSO: 28060 CW 2023-12-10 1541 DK5QN         599 146 WS1L          599 MA
QSO: 28062 CW 2023-12-10 1541 DK5QN         599 145 NA8V          599 MI
QSO: 28058 CW 2023-12-10 1542 DK5QN         599 147 K2SG          599 FL
QSO: 28090 CW 2023-12-10 1543 DK5QN         599 148 K9AY          599 WI
QSO: 28091 CW 2023-12-10 1544 DK5QN         599 149 KR2Q          599 NJ
QSO: 28097 CW 2023-12-10 1544 DK5QN         599 150 NT6X          599 CA
QSO: 28082 CW 2023-12-10 1545 DK5QN         599 152 K2XR          599 NJ
QSO: 28096 CW 2023-12-10 1545 DK5QN         599 151 VE9AA         599 NB
QSO: 28122 CW 2023-12-10 1546 DK5QN         599 153 VE6WP         599 AB
QSO: 28116 CW 2023-12-10 1547 DK5QN         599 156 W0ETT         599 CO
QSO: 28120 CW 2023-12-10 1547 DK5QN         599 155 KI0F          599 MN
QSO: 28109 CW 2023-12-10 1550 DK5QN         599 157 W0ZA          599 NE
QSO: 28104 CW 2023-12-10 1551 DK5QN         599 159 K3OO          599 PA
QSO: 28109 CW 2023-12-10 1551 DK5QN         599 158 W9XT          599 WI
QSO: 28099 CW 2023-12-10 1552 DK5QN         599 161 N0UR          599 MN
QSO: 28105 CW 2023-12-10 1552 DK5QN         599 160 K8GL          599 MI
QSO: 28093 CW 2023-12-10 1553 DK5QN         599 162 VE2FK         599 QC
QSO: 28093 CW 2023-12-10 1553 DK5QN         599 163 W6YX          599 CA
QSO: 28091 CW 2023-12-10 1554 DK5QN         599 164 HK1MW         599 579
QSO: 28089 CW 2023-12-10 1555 DK5QN         599 165 VA1MM         599 NS
QSO: 28083 CW 2023-12-10 1556 DK5QN         599 167 K1GU          599 TN
QSO: 28084 CW 2023-12-10 1556 DK5QN         599 166 N6SS          599 AZ
QSO: 28080 CW 2023-12-10 1557 DK5QN         599 168 K4RUM         599 NY
QSO: 28078 CW 2023-12-10 1558 DK5QN         599 170 AD4EB         599 TN
QSO: 28079 CW 2023-12-10 1558 DK5QN         599 169 W1QK          599 CT
QSO: 28073 CW 2023-12-10 1559 DK5QN         599 171 W1RCR         599 FL
QSO: 28000 CW 2023-12-10 1600 DK5QN         599 173 K4EJ          599 FL
QSO: 28069 CW 2023-12-10 1600 DK5QN         599 175 K2PS          599 FL
QSO: 28071 CW 2023-12-10 1600 DK5QN         599 174 VA2WA         599 QC
QSO: 28065 CW 2023-12-10 1601 DK5QN         599 177 N4UU          599 FL
QSO: 28067 CW 2023-12-10 1601 DK5QN         599 176 K5PI          599 TX
QSO: 28063 CW 2023-12-10 1602 DK5QN         599 179 N7CW          599 AZ
QSO: 28060 CW 2023-12-10 1603 DK5QN         599 190 KT0K          599 NE
