START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: F6CEL
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F6CEL
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2023.
QSO: 28053 CW 2023-12-09 0821 F6CEL         599 1 BI4VIP        599 444
QSO: 28093 CW 2023-12-09 1533 F6CEL         599 127 NX6T          599 CA
QSO: 28094 CW 2023-12-09 1535 F6CEL         599 128 NB1N          599 MA
QSO: 28000 CW 2023-12-09 1538 F6CEL         599 129 K1VUT         599 MA
QSO: 28000 CW 2023-12-09 1539 F6CEL         599 130 W2LC          599 NY
QSO: 28027 CW 2023-12-09 1545 F6CEL         599 131 W1VE          599 VT
QSO: 28071 CW 2023-12-09 1547 F6CEL         599 132 KA1IS         599 ME
QSO: 28013 CW 2023-12-09 1549 F6CEL         599 133 N5DX          599 NY
QSO: 28079 CW 2023-12-09 1555 F6CEL         599 134 K8MR          599 FL
QSO: 28023 CW 2023-12-09 1558 F6CEL         599 135 N1LN          599 NC
QSO: 28060 CW 2023-12-09 1559 F6CEL         599 136 VE3EJ         599 ON
QSO: 28032 CW 2023-12-09 1601 F6CEL         599 137 K0MD          599 MN
QSO: 28005 CW 2023-12-09 1602 F6CEL         599 138 K4EA          599 GA
QSO: 28010 CW 2023-12-10 1340 F6CEL         599 139 W1VE          599 VT
QSO: 28080 CW 2023-12-10 1341 F6CEL         599 140 K4AB          599 AL
QSO: 28107 CW 2023-12-10 1341 F6CEL         599 141 KA4RRU        599 VA
QSO: 28105 CW 2023-12-10 1342 F6CEL         599 142 K9NW          599 IN
QSO: 28059 CW 2023-12-10 1343 F6CEL         599 143 VA2WA         599 QC
QSO: 28022 CW 2023-12-10 1344 F6CEL         599 145 N1RR          599 MA
QSO: 28039 CW 2023-12-10 1345 F6CEL         599 146 AA9H          599 IN
QSO: 28086 CW 2023-12-10 1347 F6CEL         599 147 N3KZ          599 ME
QSO: 28028 CW 2023-12-10 1348 F6CEL         599 148 N4BP          599 FL
QSO: 28016 CW 2023-12-10 1350 F6CEL         599 149 K9CT          599 IL
QSO: 28059 CW 2023-12-10 1351 F6CEL         599 141 K1VMT         599 VT
QSO: 28067 CW 2023-12-10 1351 F6CEL         599 150 K2WK          599 VA
QSO: 28047 CW 2023-12-10 1352 F6CEL         599 152 N1RM          599 VA
QSO: 28044 CW 2023-12-10 1354 F6CEL         599 154 KG9X          599 IL
QSO: 28102 CW 2023-12-10 1356 F6CEL         599 156 K1ZK          599 VT
QSO: 28000 CW 2023-12-10 1400 F6CEL         599 158 K5DB          599 AR
QSO: 28005 CW 2023-12-10 1401 F6CEL         599 159 VE3JM         599 ON
QSO: 28086 CW 2023-12-10 1402 F6CEL         599 160 VA3DF         599 ON
QSO: 28026 CW 2023-12-10 1405 F6CEL         599 161 N3FR          599 PA
QSO: 28068 CW 2023-12-10 1406 F6CEL         599 162 AA5JF         599 GA
QSO: 28006 CW 2023-12-10 1408 F6CEL         599 163 N2MF          599 NY
QSO: 28033 CW 2023-12-10 1409 F6CEL         599 164 N6AR          599 FL
QSO: 28038 CW 2023-12-10 1411 F6CEL         599 165 NN7CW         599 FL
QSO: 28040 CW 2023-12-10 1413 F6CEL         599 166 N4ZZ          599 TN
QSO: 28009 CW 2023-12-10 1415 F6CEL         599 168 W2RQ          599 NJ
QSO: 28001 CW 2023-12-10 1416 F6CEL         599 169 K7SV          599 VA
QSO: 28063 CW 2023-12-10 1417 F6CEL         599 170 K9MA          599 WI
QSO: 28055 CW 2023-12-10 1422 F6CEL         599 171 P40L          599 2213
QSO: 28091 CW 2023-12-10 1425 F6CEL         599 172 W1XX          599 RI
QSO: 28058 CW 2023-12-10 1429 F6CEL         599 173 N4QS          599 KY
QSO: 28033 CW 2023-12-10 1433 F6CEL         599 176 N3RD          599 PA
QSO: 28059 CW 2023-12-10 1433 F6CEL         599 175 K5UV          599 OK
QSO: 28000 CW 2023-12-10 1441 F6CEL         599 180 W8MET         599 OH
QSO: 28041 CW 2023-12-10 1441 F6CEL         599 179 N3UA          599 VA
QSO: 28038 CW 2023-12-10 1442 F6CEL         599 181 NG7A          599 IA
QSO: 28029 CW 2023-12-10 1445 F6CEL         599 183 N4ZR          599 MD
QSO: 28071 CW 2023-12-10 1445 F6CEL         599 182 VY2LI         599 PE
QSO: 28070 CW 2023-12-10 1447 F6CEL         599 184 K2LNS         599 PA
QSO: 28021 CW 2023-12-10 1449 F6CEL         599 185 W8CAR         599 OH
QSO: 28070 CW 2023-12-10 1450 F6CEL         599 186 KC9EE         599 IL
QSO: 28000 CW 2023-12-10 1452 F6CEL         599 187 NO8C          599 OH
QSO: 28033 CW 2023-12-10 1458 F6CEL         599 190 KF0UR         599 CO
QSO: 28096 CW 2023-12-10 1458 F6CEL         599 191 WB8JUI        599 OH
QSO: 28077 CW 2023-12-10 1500 F6CEL         599 194 N3JT          599 VA
QSO: 28082 CW 2023-12-10 1500 F6CEL         599 195 K4IU          599 MN
QSO: 28024 CW 2023-12-10 1502 F6CEL         599 196 NN4SS         599 SC
QSO: 28080 CW 2023-12-10 1503 F6CEL         599 198 N4OO          599 GA
QSO: 28095 CW 2023-12-10 1505 F6CEL         599 200 W3SM          599 CT
END-OF-LOG:
