START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: F6CEL
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F6CEL
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2023.
QSO: 28053 CW 2023-12-09 0821 F6CEL         599 1 BI4VIP        599 444
QSO: 28029 CW 2023-12-09 0828 F6CEL         599 002 R3ZZ          599 10
QSO: 28038 CW 2023-12-09 0829 F6CEL         599 003 UA6LCJ        599 099
QSO: 28034 CW 2023-12-09 0832 F6CEL         599 003 UC0A          599 248
QSO: 28014 CW 2023-12-09 0845 F6CEL         599 006 RD0A          599 346
QSO: 28013 CW 2023-12-09 0847 F6CEL         599 8 R1MJ          599 40
QSO: 28017 CW 2023-12-09 0849 F6CEL         599 9 RV3FF         599 202
QSO: 28014 CW 2023-12-09 0855 F6CEL         599 10 UA9CDC        599 177
QSO: 28029 CW 2023-12-09 0856 F6CEL         599 011 RC7KF         599 078
QSO: 28039 CW 2023-12-09 0907 F6CEL         599 012 LX1NO         599 086
QSO: 28008 CW 2023-12-09 0908 F6CEL         599 013 UC8Y          599 072
QSO: 28040 CW 2023-12-09 0923 F6CEL         599 014 US6EX         599 0069
QSO: 28068 CW 2023-12-09 0925 F6CEL         599 015 F4HGU         599 46
QSO: 28067 CW 2023-12-09 0926 F6CEL         599 16 UY2UZ         599 63
QSO: 28000 CW 2023-12-09 0927 F6CEL         599 018 5Z4VJ         599 379
QSO: 28023 CW 2023-12-09 0927 F6CEL         599 017 RO2E          599 243
QSO: 28063 CW 2023-12-09 0928 F6CEL         599 019 RZ4AG         599 169
QSO: 28007 CW 2023-12-09 0935 F6CEL         599 20 R7NW          599 316
QSO: 28018 CW 2023-12-09 0942 F6CEL         599 021 RN6AT         599 027
QSO: 28020 CW 2023-12-09 0947 F6CEL         599 023 RL5A          599 170
QSO: 28000 CW 2023-12-09 1001 F6CEL         599 24 UA4W          599 481
QSO: 28010 CW 2023-12-09 1002 F6CEL         599 25 R8TT          599 311
QSO: 28030 CW 2023-12-09 1004 F6CEL         599 26 RN4AO         599 75
QSO: 28034 CW 2023-12-09 1005 F6CEL         599 027 RM9I          599 549
QSO: 28013 CW 2023-12-09 1012 F6CEL         599 30 YP8T          599 183
QSO: 28045 CW 2023-12-09 1025 F6CEL         599 031 FY5KE         599 317
QSO: 28055 CW 2023-12-09 1027 F6CEL         599 32 OH7MA         599 194
QSO: 28006 CW 2023-12-09 1319 F6CEL         599 033 K1LZ          599 ME
QSO: 28008 CW 2023-12-09 1321 F6CEL         599 35 K5KG          599 FL
QSO: 28019 CW 2023-12-09 1323 F6CEL         599 36 N4OGW         599 MS
QSO: 28070 CW 2023-12-09 1324 F6CEL         599 37 VE9AA         599 NB
QSO: 28050 CW 2023-12-09 1326 F6CEL         599 39 AA3B          599 PA
QSO: 28011 CW 2023-12-09 1328 F6CEL         599 41 N4RV          599 VA
QSO: 28035 CW 2023-12-09 1329 F6CEL         599 43 K1RX          599 NH
QSO: 28070 CW 2023-12-09 1329 F6CEL         599 42 WT3K          599 MD
QSO: 28031 CW 2023-12-09 1331 F6CEL         599 44 NC1M          599 MA
QSO: 28020 CW 2023-12-09 1334 F6CEL         599 45 K3MM          599 MD
QSO: 28089 CW 2023-12-09 1339 F6CEL         599 48 N4OX          599 FL
QSO: 28010 CW 2023-12-09 1340 F6CEL         599 50 W1KM          599 MA
QSO: 28093 CW 2023-12-09 1340 F6CEL         599 49 K9OM          599 FL
QSO: 28020 CW 2023-12-09 1342 F6CEL         599 051 NN7CW         599 FL
QSO: 28079 CW 2023-12-09 1342 F6CEL         599 52 AB3CX         599 NY
QSO: 28050 CW 2023-12-09 1343 F6CEL         599 53 K2XR          599 NJ
QSO: 28011 CW 2023-12-09 1348 F6CEL         599 54 N2PP          599 NY
QSO: 28045 CW 2023-12-09 1348 F6CEL         599 55 K1MM          599 FL
QSO: 28003 CW 2023-12-09 1349 F6CEL         599 56 KQ2M          599 CT
QSO: 28048 CW 2023-12-09 1350 F6CEL         599 57 N4UU          599 FL
QSO: 28025 CW 2023-12-09 1351 F6CEL         599 58 N5XZ          599 TX
QSO: 28039 CW 2023-12-09 1353 F6CEL         599 61 W1RCR         599 FL
QSO: 28054 CW 2023-12-09 1353 F6CEL         599 59 WP2Z          599 323
QSO: 28094 CW 2023-12-09 1353 F6CEL         599 60 KR2Q          599 NJ
QSO: 28006 CW 2023-12-09 1354 F6CEL         599 62 N2MM          599 NJ
QSO: 28030 CW 2023-12-09 1356 F6CEL         599 63 VP2VMM        599 508
QSO: 28070 CW 2023-12-09 1357 F6CEL         599 064 N4AO          599 FL
QSO: 28071 CW 2023-12-09 1359 F6CEL         599 65 VE3DZ         599 ON
QSO: 28086 CW 2023-12-09 1401 F6CEL         599 66 KE4KY         599 KY
QSO: 28082 CW 2023-12-09 1402 F6CEL         599 67 NX5M          599 TX
QSO: 28036 CW 2023-12-09 1404 F6CEL         599 70 KI1G          599 RI
QSO: 28099 CW 2023-12-09 1404 F6CEL         599 69 VE3VN         599 ON
QSO: 28049 CW 2023-12-09 1406 F6CEL         599 071 K2SG          599 FL
QSO: 28041 CW 2023-12-09 1407 F6CEL         599 72 N4SS          599 KY
QSO: 28064 CW 2023-12-09 1409 F6CEL         599 83 K2SSS         599 NY
QSO: 28038 CW 2023-12-09 1412 F6CEL         599 75 VE3AT         599 ON
QSO: 28050 CW 2023-12-09 1412 F6CEL         599 76 K5ZD          599 MA
QSO: 28060 CW 2023-12-09 1412 F6CEL         599 074 K1TO          599 FL
QSO: 28028 CW 2023-12-09 1414 F6CEL         599 77 K9RS          599 DE
QSO: 28085 CW 2023-12-09 1414 F6CEL         599 78 K8MP          599 OH
QSO: 28038 CW 2023-12-09 1415 F6CEL         599 079 KK1W          599 MA
QSO: 28061 CW 2023-12-09 1416 F6CEL         599 80 VA1MM         599 NS
QSO: 28088 CW 2023-12-09 1416 F6CEL         599 81 VA2EBI        599 QC
QSO: 28049 CW 2023-12-09 1418 F6CEL         599 082 K3EW          599 MD
QSO: 28010 CW 2023-12-09 1420 F6CEL         599 83 WA8Y          599 MI
QSO: 28011 CW 2023-12-09 1421 F6CEL         599 84 K2UA          599 NY
QSO: 28003 CW 2023-12-09 1422 F6CEL         599 87 N9NC          599 NH
QSO: 28084 CW 2023-12-09 1422 F6CEL         599 86 N3AD          599 PA
QSO: 28024 CW 2023-12-09 1424 F6CEL         599 089 N2YO          599 VA
QSO: 28053 CW 2023-12-09 1424 F6CEL         599 090 N1UR          599 VT
QSO: 28073 CW 2023-12-09 1424 F6CEL         599 88 N4XD          599 NC
QSO: 28072 CW 2023-12-09 1425 F6CEL         599 91 NB1N          599 MA
QSO: 28014 CW 2023-12-09 1426 F6CEL         599 92 K4RO          599 TN
QSO: 28020 CW 2023-12-09 1427 F6CEL         599 093 W8AV          599 OH
QSO: 28029 CW 2023-12-09 1427 F6CEL         599 104 N1KWF         599 NH
QSO: 28098 CW 2023-12-09 1428 F6CEL         599 96 KG9N          599 IL
QSO: 28048 CW 2023-12-09 1429 F6CEL         599 097 K5CM          599 OK
QSO: 28034 CW 2023-12-09 1430 F6CEL         599 98 AA9H          599 IN
QSO: 28066 CW 2023-12-09 1431 F6CEL         599 99 WN7S          599 VA
QSO: 28099 CW 2023-12-09 1432 F6CEL         599 100 N5TJ          599 TX
QSO: 28056 CW 2023-12-09 1433 F6CEL         599 101 N5JJ          599 TX
QSO: 28043 CW 2023-12-09 1434 F6CEL         599 102 K5PI          599 TX
QSO: 28028 CW 2023-12-09 1458 F6CEL         599 103 K0VBU         599 KS
QSO: 28011 CW 2023-12-09 1459 F6CEL         599 105 AD4ES         599 FL
QSO: 28087 CW 2023-12-09 1459 F6CEL         599 104 K1TR          599 NH
QSO: 28097 CW 2023-12-09 1500 F6CEL         599 106 N5RZ          599 TX
QSO: 28006 CW 2023-12-09 1503 F6CEL         599 107 K0AD          599 MN
QSO: 28023 CW 2023-12-09 1504 F6CEL         599 108 K1BX          599 NH
QSO: 28103 CW 2023-12-09 1504 F6CEL         599 109 WW4LL         599 GA
QSO: 28040 CW 2023-12-09 1508 F6CEL         599 110 WO4O          599 FL
QSO: 28081 CW 2023-12-09 1510 F6CEL         599 111 N4HB          599 VA
QSO: 28103 CW 2023-12-09 1514 F6CEL         599 113 N0AV          599 IA
QSO: 28058 CW 2023-12-09 1515 F6CEL         599 113 N7CW          599 AZ
QSO: 28086 CW 2023-12-09 1516 F6CEL         599 115 KB3WD         599 MD
QSO: 28008 CW 2023-12-09 1517 F6CEL         599 116 N4AF          599 NC
QSO: 28068 CW 2023-12-09 1517 F6CEL         599 117 K1RM          599 CT
QSO: 28081 CW 2023-12-09 1518 F6CEL         599 118 VE3YT         599 ON
QSO: 28055 CW 2023-12-09 1519 F6CEL         599 120 K1KI          599 CT
QSO: 28104 CW 2023-12-09 1519 F6CEL         599 119 VY2TT         599 PE
QSO: 28094 CW 2023-12-09 1520 F6CEL         599 121 K1LT          599 OH
QSO: 28106 CW 2023-12-09 1525 F6CEL         599 122 ZF9CW         599 578
QSO: 28041 CW 2023-12-09 1526 F6CEL         599 122 K5WY          599 NM
QSO: 28007 CW 2023-12-09 1527 F6CEL         599 124 N3QE          599 MD
QSO: 28046 CW 2023-12-09 1532 F6CEL         599 125 N8OO          599 LA
QSO: 28058 CW 2023-12-09 1532 F6CEL         599 126 NA8V          599 MI
