START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: F5VHY
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F5VHY
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2023.
QSO: 28044 CW 2023-12-09 0737 F5VHY         599 1 4X1VF         599 145
QSO: 28091 CW 2023-12-10 1330 F5VHY         599 118 AJ1AJ         599 MA
QSO: 28085 CW 2023-12-10 1332 F5VHY         599 119 PX2W          599 1868
QSO: 28081 CW 2023-12-10 1333 F5VHY         599 120 W2XL          599 NY
QSO: 28079 CW 2023-12-10 1334 F5VHY         599 121 VE3VN         599 ON
QSO: 28079 CW 2023-12-10 1334 F5VHY         599 122 WK2G          599 PA
QSO: 28078 CW 2023-12-10 1335 F5VHY         599 123 WB4TDH        599 FL
QSO: 28072 CW 2023-12-10 1336 F5VHY         599 124 VE3DZ         599 ON
QSO: 28072 CW 2023-12-10 1338 F5VHY         599 125 AI5IN         599 TX
QSO: 28071 CW 2023-12-10 1339 F5VHY         599 126 K1ESE         599 ME
QSO: 28069 CW 2023-12-10 1340 F5VHY         599 127 VE3YT         599 ON
QSO: 28066 CW 2023-12-10 1341 F5VHY         599 128 N4XD          599 NC
QSO: 28065 CW 2023-12-10 1342 F5VHY         599 129 KE4KY         599 KY
QSO: 28065 CW 2023-12-10 1342 F5VHY         599 130 WB8JUI        599 OH
QSO: 28060 CW 2023-12-10 1344 F5VHY         599 132 KM5G          599 AR
QSO: 28058 CW 2023-12-10 1346 F5VHY         599 134 K5PI          599 TX
QSO: 28058 CW 2023-12-10 1347 F5VHY         599 135 N4QS          599 KY
QSO: 28053 CW 2023-12-10 1350 F5VHY         599 138 K8MP          599 OH
QSO: 28054 CW 2023-12-10 1350 F5VHY         599 137 N1KWF         599 NH
QSO: 28049 CW 2023-12-10 1351 F5VHY         599 140 N4AF          599 NC
QSO: 28047 CW 2023-12-10 1353 F5VHY         599 142 KA1IS         599 ME
QSO: 28047 CW 2023-12-10 1354 F5VHY         599 143 XE2X          599 TAM
QSO: 28042 CW 2023-12-10 1356 F5VHY         599 144 K3ZU          599 MD
QSO: 28042 CW 2023-12-10 1357 F5VHY         599 145 K5EK          599 NC
QSO: 28042 CW 2023-12-10 1358 F5VHY         599 149 AC0W          599 MN
QSO: 28042 CW 2023-12-10 1358 F5VHY         599 148 KI6DY         599 OH
QSO: 28042 CW 2023-12-10 1358 F5VHY         599 147 W1UK          599 CT
QSO: 28042 CW 2023-12-10 1359 F5VHY         599 151 N2CU          599 SC
QSO: 28042 CW 2023-12-10 1359 F5VHY         599 152 N4RV          599 VA
QSO: 28042 CW 2023-12-10 1400 F5VHY         599 153 K2MK          599 FL
QSO: 28042 CW 2023-12-10 1402 F5VHY         599 156 N9DJ          599 IL
QSO: 28042 CW 2023-12-10 1403 F5VHY         599 157 W3GQ          599 NC
QSO: 28042 CW 2023-12-10 1404 F5VHY         599 158 N0UI          599 MO
QSO: 28039 CW 2023-12-10 1408 F5VHY         599 160 K0MD          599 MN
QSO: 28038 CW 2023-12-10 1409 F5VHY         599 161 NN7CW         599 FL
QSO: 28038 CW 2023-12-10 1429 F5VHY         599 162 NG7A          599 IA
QSO: 28064 CW 2023-12-10 1432 F5VHY         599 164 N3JT          599 VA
QSO: 28064 CW 2023-12-10 1434 F5VHY         599 168 K4BAI         599 GA
QSO: 28063 CW 2023-12-10 1435 F5VHY         599 169 M5B           599 625
QSO: 28064 CW 2023-12-10 1435 F5VHY         599 170 W6UB          599 TN
QSO: 28064 CW 2023-12-10 1436 F5VHY         599 171 W7LG          599 PA
QSO: 28064 CW 2023-12-10 1438 F5VHY         599 173 KA4RRU        599 VA
QSO: 28000 CW 2023-12-10 1439 F5VHY         599 175 WA3KCP        599 PA
QSO: 28064 CW 2023-12-10 1439 F5VHY         599 176 N9NC          599 NH
QSO: 28064 CW 2023-12-10 1440 F5VHY         599 179 VE3GFN        599 ON
QSO: 28064 CW 2023-12-10 1441 F5VHY         599 181 5Z4VJ         599 1240
QSO: 28064 CW 2023-12-10 1443 F5VHY         599 182 K4CC          599 FL
QSO: 28064 CW 2023-12-10 1443 F5VHY         599 183 NE5A          599 OK
QSO: 28064 CW 2023-12-10 1444 F5VHY         599 186 NE8P          599 FL
QSO: 28064 CW 2023-12-10 1444 F5VHY         599 184 VE3MA         599 ON
QSO: 28064 CW 2023-12-10 1444 F5VHY         599 185 WA4JUK        599 VA
QSO: 28064 CW 2023-12-10 1446 F5VHY         599 189 K1CTR         599 FL
QSO: 28064 CW 2023-12-10 1447 F5VHY         599 190 N0GM          599 TX
QSO: 28064 CW 2023-12-10 1447 F5VHY         599 191 NJ8J          599 GA
QSO: 28064 CW 2023-12-10 1448 F5VHY         599 192 NU3A          599 DE
QSO: 28064 CW 2023-12-10 1448 F5VHY         599 194 VA3DF         599 ON
QSO: 28064 CW 2023-12-10 1449 F5VHY         599 195 K3ORC         599 FL
QSO: 28064 CW 2023-12-10 1449 F5VHY         599 196 KV0I          599 NE
QSO: 28064 CW 2023-12-10 1452 F5VHY         599 199 NF0N          599 NE
QSO: 28064 CW 2023-12-10 1452 F5VHY         599 198 W3DQS         599 NC
QSO: 28064 CW 2023-12-10 1452 F5VHY         599 201 WB2WPM        599 NY
QSO: 28064 CW 2023-12-10 1453 F5VHY         599 203 N9TF          599 TN
QSO: 28064 CW 2023-12-10 1453 F5VHY         599 202 WD0T          599 SD
QSO: 28064 CW 2023-12-10 1454 F5VHY         599 204 N4DJ          599 VA
QSO: 28064 CW 2023-12-10 1454 F5VHY         599 205 VE3AQ         599 ON
QSO: 28064 CW 2023-12-10 1455 F5VHY         599 206 K2SSS         599 NY
QSO: 28064 CW 2023-12-10 1455 F5VHY         599 208 N4EK          599 FL
QSO: 28063 CW 2023-12-10 1456 F5VHY         599 210 SM6M          599 577
QSO: 28064 CW 2023-12-10 1456 F5VHY         599 209 AI1TT         599 RI
QSO: 28064 CW 2023-12-10 1457 F5VHY         599 211 VE6WP         599 AB
QSO: 28064 CW 2023-12-10 1458 F5VHY         599 213 K0AP          599 KS
QSO: 28000 CW 2023-12-10 1459 F5VHY         599 215 K4RLC         599 NC
QSO: 28064 CW 2023-12-10 1501 F5VHY         599 217 KY0Q          599 IL
QSO: 28064 CW 2023-12-10 1503 F5VHY         599 219 K7JQ          599 AZ
QSO: 28000 CW 2023-12-10 1505 F5VHY         599 224 KA8JBK        599 MI
QSO: 28068 CW 2023-12-10 1505 F5VHY         599 220 K9CW          599 IL
QSO: 28068 CW 2023-12-10 1505 F5VHY         599 221 WA3C          599 OH
QSO: 28068 CW 2023-12-10 1506 F5VHY         599 223 W1BQ          599 FL
QSO: 28068 CW 2023-12-10 1506 F5VHY         599 222 WO9B          599 WI
QSO: 28068 CW 2023-12-10 1507 F5VHY         599 226 K7BG          599 SD
QSO: 28068 CW 2023-12-10 1507 F5VHY         599 225 K9MA          599 WI
QSO: 28066 CW 2023-12-10 1508 F5VHY         599 228 K8AJS         599 OH
QSO: 28068 CW 2023-12-10 1508 F5VHY         599 227 W2PA          599 NY
QSO: 28068 CW 2023-12-10 1509 F5VHY         599 229 W8LVN         599 IL
QSO: 28068 CW 2023-12-10 1512 F5VHY         599 231 W1FV          599 MA
QSO: 28131 CW 2023-12-10 1632 F5VHY         599 232 WA2CP         599 NY
QSO: 28000 CW 2023-12-10 1633 F5VHY         599 233 NV4H          599 KY
QSO: 28000 CW 2023-12-10 1634 F5VHY         599 234 N6AA          599 CA
QSO: 28000 CW 2023-12-10 1635 F5VHY         599 235 NE3I          599 PA
QSO: 28118 CW 2023-12-10 1635 F5VHY         599 236 WC7S          599 WY
QSO: 28094 CW 2023-12-10 1638 F5VHY         599 239 K9CT          599 IL
QSO: 28095 CW 2023-12-10 1638 F5VHY         599 238 WD6T          599 CA
QSO: 28093 CW 2023-12-10 1639 F5VHY         599 240 NG3J          599 PA
QSO: 28086 CW 2023-12-10 1640 F5VHY         599 241 W8MJ          599 MI
QSO: 28069 CW 2023-12-10 1641 F5VHY         599 242 K1LT          599 OH
QSO: 28068 CW 2023-12-10 1642 F5VHY         599 243 WA2VYA        599 TX
QSO: 28056 CW 2023-12-10 1644 F5VHY         599 244 K9YC          599 CA
QSO: 28056 CW 2023-12-10 1644 F5VHY         599 245 W9XT          599 WI
QSO: 28055 CW 2023-12-10 1646 F5VHY         599 246 K8GL          599 MI
QSO: 28056 CW 2023-12-10 1647 F5VHY         599 248 K7SV          599 VA
QSO: 28056 CW 2023-12-10 1647 F5VHY         599 247 N4LSJ         599 OH
QSO: 28055 CW 2023-12-10 1648 F5VHY         599 251 AD8J          599 NC
QSO: 28056 CW 2023-12-10 1648 F5VHY         599 250 K4RUM         599 NY
QSO: 28056 CW 2023-12-10 1649 F5VHY         599 253 K2CD          599 PA
QSO: 28056 CW 2023-12-10 1649 F5VHY         599 252 K5VG          599 VA
QSO: 28051 CW 2023-12-10 1654 F5VHY         599 257 N0UR          599 MN
QSO: 28051 CW 2023-12-10 1655 F5VHY         599 259 N8AA          599 OH
QSO: 28000 CW 2023-12-10 1658 F5VHY         599 260 KN1H          599 NH
QSO: 28051 CW 2023-12-10 1659 F5VHY         599 261 K3STX         599 MD
QSO: 28000 CW 2023-12-10 1700 F5VHY         599 263 N8II          599 WV
QSO: 28005 CW 2023-12-10 1704 F5VHY         599 264 N3QE          599 MD
QSO: 28009 CW 2023-12-10 1705 F5VHY         599 265 W3BGN         599 PA
QSO: 28015 CW 2023-12-10 1706 F5VHY         599 266 NJ3K          599 PA
END-OF-LOG:
