START-OF-LOG: 3.0
CREATED-BY: reconstructed-log-builder
CONTEST: ARRL-10
CALLSIGN: F5VHY
LOCATION: 
CATEGORY: CHECKLOG
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-BAND: ALL
CATEGORY-MODE: MIXED
CATEGORY-POWER: UNKNOWN
CATEGORY-ASSISTED: NON-ASSISTED
CATEGORY-TRANSMITTER: ONE
CATEGORY-STATION: UNKNOWN
CATEGORY-OVERLAY: 
OPERATORS: F5VHY
CLAIMED-SCORE: 
CLUB: 
NAME: 
SOAPBOX: RECONSTRUCTED MOCKUP LOG - NOT AN OFFICIAL SUBMISSION.
SOAPBOX: Derived from submitted logs for ARRL-10 ARRL/arrl_10_meter_contest/2023.
QSO: 28044 CW 2023-12-09 0737 F5VHY         599 1 4X1VF         599 145
QSO: 28039 CW 2023-12-09 0745 F5VHY         599 2 F5VKT         599 18
QSO: 28051 CW 2023-12-09 0746 F5VHY         599 3 4Z5LA         599 173
QSO: 28011 CW 2023-12-09 0749 F5VHY         599 004 RW7F          599 213
QSO: 28010 CW 2023-12-09 0751 F5VHY         599 005 R4WDX         599 150
QSO: 28000 CW 2023-12-09 0752 F5VHY         599 6 UA4W          599 232
QSO: 28009 CW 2023-12-09 0753 F5VHY         599 007 UA6AA         599 168
QSO: 28046 CW 2023-12-09 0756 F5VHY         599 8 BD4SDX        599 319
QSO: 28018 CW 2023-12-09 0814 F5VHY         599 010 UA4CC         599 88
QSO: 28019 CW 2023-12-09 0814 F5VHY         599 11 R8TT          599 192
QSO: 28020 CW 2023-12-09 0906 F5VHY         599 12 RV3FF         599 226
QSO: 28021 CW 2023-12-09 0906 F5VHY         599 013 R3LC          599 27
QSO: 28000 CW 2023-12-09 0907 F5VHY         599 14 UR8LV         599 28
QSO: 28020 CW 2023-12-09 0907 F5VHY         599 015 UC0A          599 289
QSO: 28000 CW 2023-12-09 0909 F5VHY         599 17 UR7VA         599 45
QSO: 28020 CW 2023-12-09 0909 F5VHY         599 016 EU1ST         599 030
QSO: 28000 CW 2023-12-09 0913 F5VHY         599 019 YL2AG         599 38
QSO: 28037 CW 2023-12-09 0913 F5VHY         599 018 EW8DX         599 0126
QSO: 28037 CW 2023-12-09 0914 F5VHY         599 020 UT2UB         599 030
QSO: 28037 CW 2023-12-09 0914 F5VHY         599 021 UY2UZ         599 54
QSO: 28037 CW 2023-12-09 0915 F5VHY         599 22 RW5CW         599 75
QSO: 28037 CW 2023-12-09 0917 F5VHY         599 23 I2VXJ         599 113
QSO: 28037 CW 2023-12-09 0917 F5VHY         599 024 VR2CO         599 232
QSO: 28037 CW 2023-12-09 0918 F5VHY         599 25 OH3RM         599 30
QSO: 28010 CW 2023-12-09 1146 F5VHY         599 26 UT5EOX        599 076
QSO: 28008 CW 2023-12-09 1150 F5VHY         599 27 UC4L          599 427
QSO: 28011 CW 2023-12-09 1150 F5VHY         599 28 EU8U          599 188
QSO: 28043 CW 2023-12-09 1151 F5VHY         599 029 R7AM          599 0224
QSO: 28478 PH 2023-12-09 1209 F5VHY         59 070 9A1P          59 376
QSO: 28006 CW 2023-12-09 1334 F5VHY         599 30 K1LZ          599 ME
QSO: 28011 CW 2023-12-09 1335 F5VHY         599 31 N2PP          599 NY
QSO: 28011 CW 2023-12-09 1336 F5VHY         599 32 K2UA          599 NY
QSO: 28019 CW 2023-12-09 1336 F5VHY         599 33 N4OGW         599 MS
QSO: 28020 CW 2023-12-09 1338 F5VHY         599 34 K3MM          599 MD
QSO: 28089 CW 2023-12-09 1340 F5VHY         599 35 N2NC          599 NJ
QSO: 28088 CW 2023-12-09 1341 F5VHY         599 037 N2ZX          599 NY
QSO: 28089 CW 2023-12-09 1341 F5VHY         599 36 N4OX          599 FL
QSO: 28000 CW 2023-12-09 1342 F5VHY         599 38 K1TR          599 NH
QSO: 28069 CW 2023-12-09 1344 F5VHY         599 40 N5DX          599 NY
QSO: 28070 CW 2023-12-09 1344 F5VHY         599 039 N4AO          599 FL
QSO: 28060 CW 2023-12-09 1346 F5VHY         599 41 VA3AR         599 ON
QSO: 28055 CW 2023-12-09 1347 F5VHY         599 42 K1KI          599 CT
QSO: 28049 CW 2023-12-09 1348 F5VHY         599 44 K2SG          599 FL
QSO: 28050 CW 2023-12-09 1348 F5VHY         599 43 K5ZD          599 MA
QSO: 28000 CW 2023-12-09 1349 F5VHY         599 45 K1VUT         599 MA
QSO: 28037 CW 2023-12-09 1350 F5VHY         599 46 VE3AT         599 ON
QSO: 28035 CW 2023-12-09 1352 F5VHY         599 47 K1RX          599 NH
QSO: 28034 CW 2023-12-09 1353 F5VHY         599 48 AA9H          599 IN
QSO: 28034 CW 2023-12-09 1354 F5VHY         599 48 PJ2T          599 538
QSO: 28031 CW 2023-12-09 1355 F5VHY         599 49 N3UA          599 VA
QSO: 28027 CW 2023-12-09 1357 F5VHY         599 052 W1VE          599 VT
QSO: 28028 CW 2023-12-09 1357 F5VHY         599 51 K3CCR         599 MD
QSO: 28024 CW 2023-12-09 1358 F5VHY         599 053 N2YO          599 VA
QSO: 28020 CW 2023-12-09 1359 F5VHY         599 55 N3RD          599 PA
QSO: 28000 CW 2023-12-09 1409 F5VHY         599 60 DK65ERD       599 062
QSO: 28070 CW 2023-12-09 1410 F5VHY         599 61 N6NT          599 NC
QSO: 28069 CW 2023-12-09 1411 F5VHY         599 063 N8IK          599 VA
QSO: 28070 CW 2023-12-09 1411 F5VHY         599 65 N1RM          599 VA
QSO: 28070 CW 2023-12-09 1412 F5VHY         599 66 AC9S          599 IL
QSO: 28070 CW 2023-12-09 1413 F5VHY         599 67 VA2EBI        599 QC
QSO: 28070 CW 2023-12-09 1414 F5VHY         599 70 AD4TJ         599 VA
QSO: 28070 CW 2023-12-09 1414 F5VHY         599 71 WT9Q          599 WI
QSO: 28000 CW 2023-12-09 1415 F5VHY         599 72 K3ZV          599 FL
QSO: 28070 CW 2023-12-09 1415 F5VHY         599 074 N1WR          599 VA
QSO: 28070 CW 2023-12-09 1415 F5VHY         599 73 N4ZR          599 MD
QSO: 28070 CW 2023-12-09 1415 F5VHY         599 069 WB3FAE        599 PA
QSO: 28069 CW 2023-12-09 1416 F5VHY         599 75 KO1H          599 ME
QSO: 28070 CW 2023-12-09 1416 F5VHY         599 76 K9WX          599 IN
QSO: 28069 CW 2023-12-09 1417 F5VHY         599 78 AA4CF         599 GA
QSO: 28070 CW 2023-12-09 1417 F5VHY         599 77 K2YAZ         599 MI
QSO: 28069 CW 2023-12-09 1419 F5VHY         599 081 VA3FH         599 ON
QSO: 28069 CW 2023-12-09 1420 F5VHY         599 083 N9XX          599 WI
QSO: 28070 CW 2023-12-09 1420 F5VHY         599 82 KM0O          599 MN
QSO: 28069 CW 2023-12-09 1421 F5VHY         599 084 K0BZ          599 WI
QSO: 28070 CW 2023-12-09 1421 F5VHY         599 85 K3WU          599 PA
QSO: 28070 CW 2023-12-09 1421 F5VHY         599 86 W5LA          599 LA
QSO: 28070 CW 2023-12-09 1422 F5VHY         599 88 WN7S          599 VA
QSO: 28069 CW 2023-12-09 1423 F5VHY         599 089 W0OR          599 MN
QSO: 28070 CW 2023-12-09 1424 F5VHY         599 90 K3QP          599 PA
QSO: 28070 CW 2023-12-09 1424 F5VHY         599 91 W0VX          599 TX
QSO: 28069 CW 2023-12-09 1425 F5VHY         599 83 N3KZ          599 ME
QSO: 28070 CW 2023-12-09 1425 F5VHY         599 94 W8FJ          599 PA
QSO: 28003 CW 2023-12-09 1615 F5VHY         599 97 K1BX          599 NH
QSO: 28010 CW 2023-12-09 1617 F5VHY         599 98 W1KM          599 MA
QSO: 28018 CW 2023-12-09 1618 F5VHY         599 99 N5AW          599 TX
QSO: 28018 CW 2023-12-09 1619 F5VHY         599 100 NX5M          599 TX
QSO: 28020 CW 2023-12-09 1620 F5VHY         599 101 K2XR          599 NJ
QSO: 28101 CW 2023-12-09 1621 F5VHY         599 102 W1RCR         599 FL
QSO: 28056 CW 2023-12-09 1624 F5VHY         599 103 N0AT          599 MN
QSO: 28046 CW 2023-12-09 1626 F5VHY         599 104 VE3EJ         599 ON
QSO: 28050 CW 2023-12-10 1318 F5VHY         599 105 VE3MDX        599 ON
QSO: 28049 CW 2023-12-10 1319 F5VHY         599 106 NX4N          599 FL
QSO: 28049 CW 2023-12-10 1321 F5VHY         599 108 RU6MO         599 089
QSO: 28000 CW 2023-12-10 1323 F5VHY         599 111 VE3VY         599 ON
QSO: 28049 CW 2023-12-10 1323 F5VHY         599 112 W1FJ          599 MA
QSO: 28102 CW 2023-12-10 1325 F5VHY         599 113 WW4LL         599 GA
QSO: 28098 CW 2023-12-10 1326 F5VHY         599 114 KU2M          599 NJ
QSO: 28097 CW 2023-12-10 1327 F5VHY         599 115 XQ3WD         599 454
QSO: 28096 CW 2023-12-10 1329 F5VHY         599 117 KG9N          599 IL
